EJE;DEN. EJE (CORTA);DEN. EJE (LARGA);DESCRIPCIÓN;OBJETIVO;DEN. OBJETIVO (CORTA);DEN. OBJETIVO (LARGA);DESCRIPCIÓN;LINEA;DEN. LINEA ACTUACIÓN (CORTA);DEN. LINEA ACTUACIÓN (LARGA);DESCRIPCIÓN;PEP;DEN. PEP(CORTA);DEN. PEP(LARGA);;AMOUNT
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;901;Ciudad educadora;Bilbao, ciudad educadora;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90104;Ocio socioeducativo infancia;Ocio socioeducativo para la infancia;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2006000036;G/C Áreas Infantiles;Gasto corriente Áreas Infantiles;Gasto corriente Áreas Infantiles;155815
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;901;Ciudad educadora;Bilbao, ciudad educadora;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90104;Ocio socioeducativo infancia;Ocio socioeducativo para la infancia;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2006000060;G/C Colonias de Verano;Colonias de Verano;Colonias de Verano;253959
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;901;Ciudad educadora;Bilbao, ciudad educadora;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90104;Ocio socioeducativo infancia;Ocio socioeducativo para la infancia;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2008000093;G/C Udako Jolastokia 4-5 años;Colonias de Verano 4-5 años;Colonias de Verano 4-5 años;51838
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;901;Ciudad educadora;Bilbao, ciudad educadora;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90104;Ocio socioeducativo infancia;Ocio socioeducativo para la infancia;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2010000129;Periodos vacacionales;Periodos vacacionales, oferta infancia;Periodos vacacionales, oferta infancia;83279
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;903;Familia diversa;Familia diversa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90301;Menores;Potenciar trabajo con menores:protecc./prevención;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2005000035;T/CR Ayudas a entidades menores/familia;Ayudas a entidades menores y familia;Ayudas a entidades menores y familia;65000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;903;Familia diversa;Familia diversa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90301;Menores;Potenciar trabajo con menores:protecc./prevención;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2006000402;G/C Contratación PISECOs;Contratación de los Equipos de Intervención Socioeducativa y Comunitaria;Contratación de los Equipos de Intervención Socioeducativa y Comunitaria;3700222
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;903;Familia diversa;Familia diversa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90301;Menores;Potenciar trabajo con menores:protecc./prevención;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2006000406;T/CR Convenio Centro Zirkilu;Convenio con Gazteleku para el Centro Zirkilu;Convenio con Gazteleku para el Centro Zirkilu;172808
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;903;Familia diversa;Familia diversa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90301;Menores;Potenciar trabajo con menores:protecc./prevención;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2006000407;T/CR Convenio Centro Iñurri;Convenio con Bidegintza para el Centro Iñurri;Convenio con Bidegintza para el Centro Iñurri;125710
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;903;Familia diversa;Familia diversa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90301;Menores;Potenciar trabajo con menores:protecc./prevención;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2010000026;Programa  valoración de la desprotección;Programa  valoración de la desprotección con Agintzari;Programa  valoración de la desprotección con Agintzari;15000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;903;Familia diversa;Familia diversa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90301;Menores;Potenciar trabajo con menores:protecc./prevención;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2011000047;T/CR Convenio PISEKALO;Convenio PISEKALO intervención socio-educativa;Convenio PISEKALO intervención socio-educativa;192774
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;903;Familia diversa;Familia diversa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90301;Menores;Potenciar trabajo con menores:protecc./prevención;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2011000048;T/CR Convenio Programa Desventaja Social;Convenio Programa de Desventaja Social. Gazteleku;Convenio Programa de Desventaja Social. Gazteleku;237078
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;903;Familia diversa;Familia diversa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90301;Menores;Potenciar trabajo con menores:protecc./prevención;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2011000063;T/CR Apoyo familiar y tiempo libre;Apoyo familiar y tiempo libre;Apoyo familiar y tiempo libre;45000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;903;Familia diversa;Familia diversa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90301;Menores;Potenciar trabajo con menores:protecc./prevención;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2011000076;Apoyo trabajo con jóvenes en barrios;Apoyo trabajo con jóvenes en barrios;Apoyo trabajo con jóvenes en barrios;35000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;903;Familia diversa;Familia diversa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90301;Menores;Potenciar trabajo con menores:protecc./prevención;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2012000010;G/C Implantación programa de menores;Implantación programa de menores. Intervención socioeducativa;Implantación programa de menores. Intervención socioeducativa;40000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;904;Envejecimiento activo;Envejecimiento activo;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90401;Envejecimiento activo;Programas de apoyo al envejecimiento activo;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2005000011;T/CR Ayudas a entidades personas mayores;Ayudas actividades entidades personas mayores;Ayudas actividades entidades personas mayores;775000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;904;Envejecimiento activo;Envejecimiento activo;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90402;Atención personas mayores;Apoyo / Servicio Atención a Personas Mayores;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2006000419;Creación/mto. infraestructuras distritos;Inversiones necesarias para la creación y mantenimiento de infraestructuras;Inversiones necesarias para la creación y mantenimiento de infraestructuras;100000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;904;Envejecimiento activo;Envejecimiento activo;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90402;Atención personas mayores;Apoyo / Servicio Atención a Personas Mayores;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2006000509;T/CP Equipamiento Centros Tercera Edad;Equipamiento Centros Tercera Edad;Equipamiento Centros Tercera Edad;140000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;905;Igualdad;Promoviendo la igualdad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90501;Avanzar en igualdad;Prog.información/sensibil.para avanzar en igualdad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2006000158;Mujeres y creación;Difusión de la producción artística realizada por mujeres;Difusión de la producción artística realizada por mujeres;15000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;905;Igualdad;Promoviendo la igualdad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90501;Avanzar en igualdad;Prog.información/sensibil.para avanzar en igualdad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2006000170;Zinegoak;Colaboración con el certamen y premio Lesbianismo y Género;Colaboración con el certamen y premio Lesbianismo y Género;2000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;905;Igualdad;Promoviendo la igualdad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90502;Transversalidad de la igualdad;Desarrollo transversal de la política de igualdad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2005000217;Centro de Documentación;Centro de Documentación;Centro de Documentación;22000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;905;Igualdad;Promoviendo la igualdad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90502;Transversalidad de la igualdad;Desarrollo transversal de la política de igualdad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2006000143;Talleres Igualdad de Oportunidades;Talleres por la Igualdad de Oportunidades;Talleres por la Igualdad de Oportunidades;140000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;905;Igualdad;Promoviendo la igualdad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90502;Transversalidad de la igualdad;Desarrollo transversal de la política de igualdad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2009000044;Fomento y promoción del asociacionismo;Convocatoria anual subvenciones fomento y promoción del asociacionismo;Convocatoria anual subvenciones fomento y promoción del asociacionismo;40000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;905;Igualdad;Promoviendo la igualdad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90502;Transversalidad de la igualdad;Desarrollo transversal de la política de igualdad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2009000048;III Plan de Igualdad;Implementación y evaluación del III Plan municipal de Igualdad de Mujeres y Hombres;Implementación y evaluación del III Plan municipal de Igualdad de Mujeres y Hombres;50000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;905;Igualdad;Promoviendo la igualdad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90502;Transversalidad de la igualdad;Desarrollo transversal de la política de igualdad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2009000050;Programa de fomento y apoyo;Programa para el fortalecimiento del movimiento asociativo de mujeres y feminista;Programa para el fortalecimiento del movimiento asociativo de mujeres y feminista;40000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;905;Igualdad;Promoviendo la igualdad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90502;Transversalidad de la igualdad;Desarrollo transversal de la política de igualdad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2011000079;Becas Promoción Igualdad mujeres-hombres;Becas Promoción Igualdad mujeres-hombres;Becas Promoción Igualdad mujeres-hombres;10000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;905;Igualdad;Promoviendo la igualdad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90503;Tolerancia con la diversidad;Fomentar una ciudad tolerante con la diversidad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2008000092;Premio Derechos Humanos UNESCO;Premio Derechos Humanos UNESCO;Premio Derechos Humanos UNESCO;106000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;905;Igualdad;Promoviendo la igualdad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90503;Tolerancia con la diversidad;Fomentar una ciudad tolerante con la diversidad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2010000043;Actividades premio Unesco-Bilbao;Actividades premio Unesco-Bilbao;Actividades premio Unesco-Bilbao;20000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;905;Igualdad;Promoviendo la igualdad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90503;Tolerancia con la diversidad;Fomentar una ciudad tolerante con la diversidad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2010000051;Educación para la Paz;Educación para la Paz;Educación para la Paz;12000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;906;Ciudad abierta;Bilbao, ciudad abierta;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90601;Ciudad abierta, tolerante, integradora;Ciudad abierta/tolerante/integradora de diversidad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2005000030;T/CR Ayudas entidades inmigración;Ayudas entidades inmigración;Ayudas entidades inmigración;20000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;906;Ciudad abierta;Bilbao, ciudad abierta;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90601;Ciudad abierta, tolerante, integradora;Ciudad abierta/tolerante/integradora de diversidad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2008000095;Gastos funcionamiento SEMI;Gastos funcionamiento Servicio Municipal de Inmigración;Gastos funcionamiento Servicio Municipal de Inmigración;80000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;906;Ciudad abierta;Bilbao, ciudad abierta;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90601;Ciudad abierta, tolerante, integradora;Ciudad abierta/tolerante/integradora de diversidad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2008000098;Observatorio de la Inmigración;Observatorio de la Inmigración;Observatorio de la Inmigración;20000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;906;Ciudad abierta;Bilbao, ciudad abierta;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90601;Ciudad abierta, tolerante, integradora;Ciudad abierta/tolerante/integradora de diversidad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2008000116;Acciones Plan local de Inmigración;Dinamización acciones Plan local de Inmigración;Dinamización acciones Plan local de Inmigración;66500
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;906;Ciudad abierta;Bilbao, ciudad abierta;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90601;Ciudad abierta, tolerante, integradora;Ciudad abierta/tolerante/integradora de diversidad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2011000080;Proyecto europeo Realise;Proyecto europeo Realise;Proyecto europeo Realise;11000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;906;Ciudad abierta;Bilbao, ciudad abierta;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90601;Ciudad abierta, tolerante, integradora;Ciudad abierta/tolerante/integradora de diversidad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2012000006;Servicio Municipal de Mediación;Servicio Municipal de Mediación;Servicio Municipal de Mediación;167000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;906;Ciudad abierta;Bilbao, ciudad abierta;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90601;Ciudad abierta, tolerante, integradora;Ciudad abierta/tolerante/integradora de diversidad;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2012000047;Programas que favorezcan la integración;Apoyo a programas que favorezcan la integración;Apoyo a programas que favorezcan la integración;20000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;907;Euskera;Euskera, patrimonio de bilbao;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90701;Transmisión;Transmisión del euskera;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2008000006;Campañas de Sensibilización;Campañas de sensibilización por el euskera;Campañas de sensibilización por el euskera;34000
9;Bilbao educa;Eje 9. Bilbao educa;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;907;Euskera;Euskera, patrimonio de bilbao;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;90701;Transmisión;Transmisión del euskera;Apoyar un crecimiento personal de la ciudadanía basado en valores de convivencia e igualdad, promoviendo la integración del inmigrante y garantizando los derechos lingüísticos de la ciudadanía.;2009000009;Ayudas para aprendizaje de euskera;Ayudas para aprendizaje de euskera;Ayudas para aprendizaje de euskera;185000
