CIF;Empresa;Direccion;Codigo_postal;Telefono;Fax;Email
B95334652;PORTAL 71 PRODUCCIONES CULTURALES S.L. ;ALDA. SAN MAMES, 37-8º DPTO. 3  - BILBAO;48010;944100798;944440075;ivanalonso@portal71.com
72575697W;PR: nuevo contratista;;;;;
B95295424;PREBENDI CONSULTING S.L.;C/ ANTONIO TRUEBA 8    BILBAO;48012;944106150;944106415;davidaymar@prebendi.com
B95166302;PRECOIN PREVENCIÓN S.L.;JOSÉ MARÍA ESCUZA 20, ESC EXT 1º DCHA    BILBAO;48013;944410766;944410471;administracion@precoinprevencion.com
B95136800;PREVING CONSULTORES NORTE, S.L. .;ZUMALAKARREGI 17-19;48903;944970060;944970061;jig@previngconsultoresnorte.com
B78016375;PRICEWATERHOUSECOOPERS ASESORES DE NEGOCIOS, S.L.;PASEO DE LA CASTELLANA, Nº 259-B;28046;944795011;;maryam.luzarraga.monasterio@es.pwc.com
B95647822;PRINTHAUS S.L.;Cª BILBAO GALDAKAO, 18, 1º.;48004;944010100;944054160;jl.lobato@printhaus.es
A28105120;PROBISA TECNOLOGIA Y CONSTRUCCIÓN S.A.;PG. UAI, 2, PARCELA 15     IURRETA;48215;946811845;946811878;durango@probisa.com
A26026393;PRODUCTOS Y MANGUERAS ESPECIALES, S.A. (MESA);;;941341546;941342254;e.palacios@productosmesa.com
A95429825;PROIEK HABITAT Y EQUIPMENT S.A. ;POL. BILDOSOLA AUZUNEA J1;48142;902541212;902331902;
A28246122;PROINTEC, S.A.;AVDA. DE BURGOS, 12    MADRID;28036;913830311;913844371;jafrances@prointec.es
B95096640;PRORACING MOTO, S.L.							;LUIS BRIÑAS, 39;48013;944278497;944419766;
A28430882;PROSEGUR COMPAÑÍA DE SEGURIDAD, S.A. ;NEMESIO MOGROBEJO Nº 28   BILBAO;48015;944753393;944751917;concursos@prosegur.com
B70003686;PROSEGUR TECNOLOGIA, S.L.U.;C/ PAJARITOS, 24;28007;944753393;915898439;jose-maria.sanz@prosegur.com
B59720987;PROSEÑAL;Comte Borrell, 230 - 5 - 1ª    BARCELONA;08029;934518622;934518570;prosenal@prosenal.es
A48138390;PROSETECNISA;BEURKO VIEJO S/N  EDIFICIO GARBE II - 2º PLANTA   BARAKALDO;48902;944241734;944237780;ltarrio@prosetecnisa.com
B63968267;PROXIMIA-HAVAS, S.L.;C/ RODRIGUEZ ARIAS 23, 5º, DPTO. 3.;48011;944444968;944437409;noemy.garcia@proximia-havas.com
A48114151;PROYECTOS Y CONSTRUCCIONES ALBATROS, S.A.;GRAN VIA 53, 3º DCHA      BILBAO;48011;944417068;944425619;presupuestos@pycalbatros.com
A48119036;PROYECTOS Y OBRAS PABISA, S.A.;C/ HENAO, 2, BAJO    BILBAO;48009;944417272;944417700;pabisa@pabisa-cys.com
A48119036;PROYECTOS Y OBRAS PABISA,S.A. ;Henao, 2 - bajo;48009;944417272;944417700;pabisa@pabisa-cys.com
A84251990;PRYSMA CALIDAD Y MEDIO AMBIENTE, S.A.;AVDA. SANTA ANA 7, 1º;48940;944315514;944630808;jigarro@prysma.es
A81460669;Q-MATIC SISTEMAS, S.A.;REYES CATOLICOS 6, EDIFICIO Q-MATIC;28108;916622420;916612404;carlos.callaba@q-matic.es
B83646885;QUICK RENT, S.L.;POL.IND. MURTAZAR, S/N PAB ;48390;946314369;946310067;aitziber@quickrent.es
A80318389;RADIOTRANS, SA;AVDA. JUAN CARAMUEL 17;28919;916851040;916851041;jmartin@radiotrans.com
B84446251;REDES TRANSMISION RADIO DE EXTREMADURA, S.L.;C/CIRUELO, 14    VALDEMORILLO  (MADRID);28210;607116005;918990737;francisco.sanchez@exponentialwireless.com
B95129938;REFESAMA, S.L.;POL. ARTUNDUAGA, Pab. 18-19;48970;655742352;;maripili_rf@hotmail.com
B95270211;REHABILITACIONES BASKOLAN S.L.;IDORSOLO KALEA POL. TXOSNA  PABELLO 2    DERIO;48160;944543683;944543613;info@baskolan.com
A00000000;RENUNCIA CONTRATO;;;;;
A80298839;REPSOL COMERCIAL DE PRODUCTOS PETROLIFEROS, S.A. ;Edificio Tucuman, Glorieta del Mar Caribe,;28042;;;
G95485462;RIBERA DE SOLLAGUA, S.L. – APARCAMIENTOS CASCO VIEJO, S.L.;RODRÍGUEZ ARIAS, Nº 6-6º 602;48008;;;
B65198657;ROOM DIMENSIONS IBERICA, SL.;VALENCIA 318 PRAL. 2ª;08009;935155717;;a.popescu@roomdimensiones.es
B48729826;ROS Y ETCÉTERA, S.L.;AVDA.ZUGAZARTE, Nº 8-3º ABRA-4   GETXO;48930;944800378;944801205;efer@ros-asociados.es
B61746350;RSB SISTEMA, S.L.;PLAZA DE LAS CORTES, 4-6º DCHA.   MADRID;28014;636461449;91530778;jmsdb@hotmail.com
G95398228;RSU BILBAO UTE;RIBERA DE ELORRIETA, 10    BILBAO;48015;944474854;944761138;cmo@rsubilbao.com
A20202487;SABICO SEGURIDAD, S.A.;AVDA. CERVANTES, Nº 51-EDIF. 11 - 1º   BASAURI;48970;944262980;944401879;departamento-concursos@sabico.com
A48127229;SADEKOSA, S.A.;POL. IND. EL CAMPILLO PAB 15A    ABANTO;48500;946362010;946363931;jl.fuente@sadekosa.com
B36028991;SAGRES, S.L. - PARTENON;PREGO DE MONTAOS, 7;36800;986400558;986403445;jaime@partenon.net
A48264725;SAITEC S.A.;PARQUE EMPRESARIAL IBARRABARRI, EDIFICIO A-2   LEIOA;48940;944646511;944643250;saitec@saitec.es
B96067400;SANTIAGO CUCART, S.L.;Cristo, nº 1 – 1º   Bilbao;48007;;;
A48070858;SANTUCHU GRUPO EMPRESARIAL, S.A. ;Santuchu, 37   Bilbao;48004;944331799;944473813;central.taller@telefonica.net
A48070858;SANTUTXU GRUPO EMPRESARIAL S.A.;SANTUTXU, Nº 37,    BILBAO;48004;944331799;944473813;central.taller@telefonica.net
A58135526;SASATEX ESPAÑOLA, S.A.;RAMBLA DEL CELLER, Nº 113-115;08190;;;ventas@sasatex-spain.com
B95115325;SASKINOR, S.L.;Bº UGARTE S/N, ELKARTEGI DE TRAPAGA  MODULO 13  TRAPAGARAN;48510;944863222;944863999;jonbasabe@saskinor.com
A50001726;SCHINDLER, S.A.;HELIODORO DE LA TORRE, 3-BAJO;48014;944764356;944762822;pablo.burgoscaro@es.schindler.com
J09496845;SCR ARQUITECTURA Y PREVENCIÓN S.C.;EL CASTILLO 16   COGOLLOS;09320;947405853;947405863;ruthvarona@yahoo.es
30654988J;SEBASTIAN SARASOLA ANZOLA;Fernandez del Campo, 23 3ºDcha ;48010;635 746 7;;sebastiansarasola2016@gmail.com
14909450-E;SEBASTIAN URIARTE ORTEGA;ALDA. ALAMESA DE URQUIJO, 66,1º   BILBAO;48011;944412549;944412549;s.uriarte@terra.es
B48836779;SEC, SERVICIOS Y EQUIPOS CANINOS, S.L.;C/ GATZARRIÑE, 36 A;48600;946765579;;sopela@lacasadelperro.es
B48580120;SECTOR MD S.L.U.;PI TORRELARAGOITI, PARCELA G6;48170;946793394;;omartinez@sectormd.com
A82335746;SEGUR IBERICA, S.A.;IPARRAGUIRRE Nº 80   LEIOA;48940;944637902;944648070;juan.martinez@gruposegur.com
B36911881;SEGURINCO S.L.;SEBASTIÁN ELCANO 5, BAJO   VIGO;36208;986214646;986214645;segurinco@gmail.com
A48198626;SEGURMA, S.A.;LARRONDO KALEA, 3 BAJO   LOIU;48180;902108088;944801053;victor@segurma.com
B50729318;SEPI PRODISER S.L.;C/ ACACIA Nº 20. Pº MALPICA ALFINDEN     LA PUEBLA DE ALFINDEN  (ZARAGOZA);50171;976455279;976105992;comercial@sepiprodiser.com
A48476006;SERIKAT CONSULTORIA E INFORMATICA SA;ERCILLA 19 - 6º;48009;944792030;;e-concursos@serikat.es
B48414163;SERVICIO ASISTIDO MÉDICO URGENTE SL ;CALLE VILLA DE PLENCIA 18;48930;944970383;944970384;gerencia@ambulancias.com
B95017687;SERVICIO LIGERO DE TRANSPORTE 2002 S.L. ;MONTE GABIKA, 4;48003;944104191;944105188;gerencia@sltmensajeria.com
B96067400b;SERVICIOS DE COLABORACION INTEGRAL, S.L.;Del Cristo, nº 1 - 1º;48007;944464066;944466661;joseantonio.prieto@sdci.es
A48216642;SERVICIOS INFORMATICOS Y CONSULTING;RIBERA DE AXPE, 11 BLOQUE D2 DPTO 202   ERANDIO;48950;944041041;944044001;bilbao@sicsa.es
B95382958;SERVICIOS INTEGRADOS GRUPO INNOVA S.L.;C/ ELEXALDE, 7    ZARATAMO;48480;902540077;902540078;innova@innovagrupo.com
A48982961;SERVICIOS INTEGRALES DE ATENCION AL CLIENTE Y VENTAS, XUPERA, S.A.;LUIS DE CASTRESANA, LOCALES 6 AL 12;48903;944030999;944316666;siturrospe@xupera.com
B46020038;SERVICLEOP S.L. ;SANTA CRUZ DE LA ZARZA 3.  -  VALENCIA ;46021;903391630;963697409;jbasoco@servicleop.es
B48758890;SERVISAR SERVICIOS SOCIALES, S.L.;CRA. MADRID KM.315,8 EDIF.EXPOZARAGOZA    ZARAGOZA;50012;976460112;976460106;mariano.elhombre@servisar.es
A27010651;SEVERIANO SERVICIO MÓVIL, S.A.;POLIGONO OS AIRIOS, FASE 2, PARC. 4;15320;981450702;981450401;concursos@serviciomovil.com
A28345577;SGS TECNOS;Pol. Ugaldeguren, 2 Parc. 16   ZAMUDIO;48170;944525000;944525012;sgs.bilbao.tecnos@sgs.com
A28345577;SGS TECNOS S.A.;POL. UDALDEGUREN 2, PARC. 16    ZAMUDIO;48170;944525000;944525002;sgs.bilbao.tecnos@sgs.com
F20031365;SIADECO S. COOP. L.;Berio Pasealekua 11;20018;943310034;943310159;
943310034;SIADECO S. COOP. L. ;BERIO PASEALEKUA 11;20018;943310034;943310159;siadeco@siadeco.net
A48406185;SIALKA, S.A.;Idorsolo Kalea, 13 - dpto. 5   DERIO;48160;944544530;;sialka@sialka.com
A48416127;SISTEMAS DE OFICINA DE VIZCAYA-5, S.A. ;JUAN DE AJURIAGUERRA, 5 Y 7;48009;944236139;944247256;
B39604038;SISTEMAS RPH S.L.;POL. IND. UGARTE, FASE 1, PAB. B21-B22.;48480;626668484;944498241;info@sistemasrph.com
A28407468;SISTEMAS Y MONTAJES INDUSTRIALES S.A. (SISTEM S.A.);C/ ANTONIO LOPEZ, Nº 236     MADRID;28026;913920960;913920964;comercial@sistemsa.es
A33573163;SOCIEDAD ASTURIANA DE DIVERSIFICACIÓN MINERA, S.A. (SADIM, S.A.);C/ JAIME ALBERTI, 2;33900;985678350;985682664;carmen.suarez@sadim.es
B95836169;SOCIEDAD CONCESIONARIA INTERMODAL BILBAO, S.L.;Gregoria de la Revilla, 27 4º C;48010;;;
A48229595;SOCIEDAD DE PROMOCION DE LA ECONOMÍA SOCIAL, S.A.;C/Obispo Orueta, 1- 1º;48009;944354730;944354731;szd@asle.es
A83052407;SOCIEDAD ESTATAL CORREOS Y TELEGRAFOS, S.A. ;VIA DUBLIN, Nº 7 (CAMPO DE LAS NACIONES);28070;915963106;;concursos.comercial@correos.es
A28002335;SOCIEDAD IBERICA CONSTRUCCIONES ELECTRICAS S.A.;CRTA. EL JUNCAL , ED. FUENTES, 2ª PL, DPTO 4    TRAPAGARAN;48510;944180187;944189095;ipena@sice.com
A28002335;SOCIEDAD IBERICA DE CONSTRUCCIONES ELECTRICAS, S.A.;CTRA. EL JUNCA, S/N, EDIF. FUENTES, 2ª PTA.  TRAPAGARAN;48510;944180187;944189095;ipena@sice.com
A28002335;SOCIEDAD IBÉRICA DE CONSTRUCCIONES ELECTRICAS, S.A. (SICE);Cº EL JUNCAL S/N EDIFICIO FUENTES 2ª    TRAPAGARAN;48510;944180187;944189095;ipena@sice.com
U95841821;SOCIEDAD IBERICA DE CONSTRUCCIONES ELÉCTRICAS, S.A. y AUTOBUSES PLAYA DE SAN JUAN, S.A. “UTE SICE AUPLASA GRÚA BILBAO;AVDA. DE DENIA 155;03015;965146988;;
B48447247;SOCOSEVI, S.L.;CTRA. BILBAO PLENCIA, 17 EDIF. ENEKURI-DPTO. 8    ERANDIO;48950;944530604;944530855;direccion@socosevi.es
B20683009;SOINU ETA ARGIA S.L.U.;AZERI KALEA 1.;20500;943792596;943771050;soinua@soinua.com
G48301428;SOLIDARIDAD INTERNACIONAL;CONDE MIRASOL 7    BILBAO;48003;944792258;944156223;anamaria@sol-int.org
A79707345;SOLRED S.A.;VIA DE LOS POBLADOS Nº 1, 4ª, EDIFICIO ALVENTO AB;28033;902121061;902116217;fdc@repsol.com
A03339504;SOLUCIONES DE EDIFICACION INTEGRALES Y SOSTENIBLES, S.A;FUENTE DE LA MORA Nº 2   MADRID;28050;915454721;915454875;sortizz@seis6.com
B84760735;SOLUZIONA, CONSULTORIA Y TECNOLOGIA S.L.U.;LA FINCA, EDIF. 4. PASEO DEL CLUB DEPORTIVO 1;28233;912102011;912102010;jgarciamurillo@soluziona.com
B95461240;SORTZEN ETXEGINTZA KALEGINTZA DA ESKABAZIOAK, S.L.;ALTZA ETXEBARRIA BASERRIA, 79    AXPE-ATXONDO;48921;628039158;946217799;sortzen@sortzen.es
B95107272;SPORT STUDIO SERVICIOS DEPORTIVOS S.L.;NAGUSIA 14 2º D    BASAURI;48970;676983000;944151845;sportstudio@sportstudio.es
B48441497;SS HARD				 	 ;POLIGONO INBISA PAB. 20B.;48510;944720733;944721358;julen.nunez@grupoversia.com
B48514194;STAR LAN, S.L. ;BERTENDONA Nº 4, 3º DPTO. 3;48008;944152854;944150210;
B95487302;SUMENOR SECURITY AND  CONTROL SYSTEMS S.L. ;MENDIBILE 4 BIS   LEIOA  (BIZKAIA);48940;944004310;944800055;oscar.alonso@sumenor.com
B20335741;SUREUSKADI S.L., SERVICIOS AUXILIARES ;CAMINO DE PORTUETXE 63 2º1 A;20018;943317071;943317848;info@sureuskadi.es
G48264030;SUSPERGINTZA ELKARTEA ;SIMON BOLIVAR, 8B   (Bilbao);48010;944008060;944008061;
A95228698;TALLER USOA LANTEGIA S.A.;ZUMALAKARREGI 10    BARAKALDO;48903;944900211;944820401;usoa@usoa.es
A48114136;TALLERES LA CASILLA, S.A. ;POLIGONO SANTA ANA TELLERIA,23   -  BILBAO ;48004;944113611;944123086;estudiostlc@tallereslacasilla.com
A48239305;TAMAR LAS ARENAS, S.A.;POL. UGALDEGUREN, 1 PARC. 1-3 C;48170;944711859;944711578;arancha.garcia-prieto@tamar.ws
A81505752;TARGET TECNOLOGÍA S.A, ;JUAN MONTALVO,Nº 9;28040;915541436;915544589;g.valderrey@target-tecnologia.es
B95098968;TARTEAN ZERBITZUAK S.L.;Rafaela Ibarra 38 3 izq;48014;944159436;;ana@tartean.com
B48931299;TECCON INGENIEROS, S.L.U.;RIBERA DE AXPE, 11 EDIFICIO D1  LOCAL 209    ERANDIO;48950;944230624;944238199;teccon@teccon.es
B83206045;TECHNIK CONSULTING ALVADE S.L.;SANCHEZ GUERRERO 4     MADRID;28043;913810600;913819276;marisol.calvo@grupo-tca.com
B83206045;TECHNIK CONSULTING ALVADE S.L.;C/ PUERTO DE SANTAMARÍA 75A. MADRID;28043;913810600;913819276;jorge.delatorre@grupo-tca.com
A48766257;TECNEI, S.A. ;IBAÑEZ DE BILBAO 28 5º B;48009;944240303;;tecnei@tecnei.com
A28171288;TECNICA Y PROYECTOS S.A.;BARRIO PERURI Nº 33, 2ª PLANTA;48940;944805990;944914719;euskadi@typsa.es
B48886592;TECNICAS DE REPARACIONES ESTRUCTURAL AITZGORRI, S.L. ;;;;;
U95757647;TECNICAS Y PROYECTOS S.A. – DINAM INGENIERÍA S.L., UTE LEY 18/1982 DE 26 DE MAYO (UTE TYPSA- DINAM CANAL DE DEUSTO);BARRIO PERURI 35-2;48940;944805990;944914719;euskadi@typsa.es
A28191179;TECNOCOM TELECOMUNICACIONES Y ENERGÍA , S.A.;JOSEFA VALCARCEL Nº 26      MADRID;28027;944795566;944159177;JuanC.Bilbao@tecnocom.es
B80999329;TECNOLOGÍA INFORMÁTICA 2000 S.L.;C/ AGUACATE 41, PLANTA 1ª, LOCAL 3.;28054;609137036;917389106;ti2000@ti2000.es
B81857567;TECNOLOGIAS VIALES APLICADAS TEVA S.L.;VALPORTILLO II Nº 14   ALCOBENDAS  (MADRID);28108;914904552;914571985;teva@grupoteva.com
A48059208;TECSA EMPRESA CONSTRUCTORA, S.A.;AVDA. MADARIAGA, Nº 1 4º PTA.    BILBAO;48014;944488600;944479950;jjcornejon@tecsa.es
A48081780;TECUNI S.A.;PARQUE EMPRESARIAL ABRA INDUSTRIAL, S/N    ORTUELLA;48530;944970036;944998778;tecuni@tecuni.com
A48081780;TECUNI S.A.;PARQUE EMPRESARIAL ABRA INDUSTRIAL S/N ORTUELLA;48530;944998778;944998778;tecuni@tecuni.com
A01042878;TELECOM Y NOVATECNO, S.A.;;;;;
A28980910;TELEFONICA INGENIERIA DE SEGURIDAD S.A.U.;RAMON GOMEZ DE LA SERNA 109-113    MADRID;28035;917244022;917244052;mariadolores.alvaradolopez@telefonica.es
A28980910;TELEFONICA INGENIERIA DE SEGURIDAD, S.A.U.;C/RAMON GOMEZ DE LA SERNA, 109-113 BAJO POSTERIOR   MADRID;28035;917244022;917244052;francisco.fernandezroda@telefonica.es
A78053147	;TELEFONICA SOLUCIONES DE INFORMÁTICA Y COMUNICACIONES S.A.U.;C/BUENOS AIRES Nº 10, PLANTA 3º 48001 BILBAO;;944883218;901503626;daniel.morgadocastanos@telefonica.com
A20095436;TELESONIC, S.A. ;Pol. Industrialdea Pab. 8;20160;943370553;943366488;administracion@telesonic.es
B20799573;TELLERIA-ZUECO ARQUITECTOS S.L.P.;IGNACIO ZULOAGA, 10      ARRASATE-MONDRAGON;20500;943791530;943799186;tz@telleria-zueco.com
A95567756;TELUR GEOTERMIA Y AGUA S.A.;ALIENDALDE AUZENEA 6;48200;676470515;901706969;iarrizabalaga@telur.es
A48061543;TELVENT ARCE SISTEMAS, S.A.;PADRE LARRAMENDI 3 2º;48012;944440462;944440658;javier.aguirre@telvent.com
A78107349;TELVENT TRÁFICO Y TRANSPORTES , S.A.;PADRE LARRAMENDI 3 2º    BILBAO;48012;902335599;944440658;javier.aguirre@telvent.com
A78107349;TELVENT TRÁFICO Y TRANSPORTES , S.A.;PADRE LARRAMENDI 3 2º    BILBAO;48012;902335599;944440658;javier.aguirre@telvent.com
B48849194;TERMINAL DE AUTOBUSES DE GARELLANO, S.L.;Gurtubay, 1;48013;;;termibus@arrakis.es
B95714598;TETRALOGIK, S.L.L.;ANDRES ISASI, 11 - 2º, MODULO 2;48012;944109232;;pablo.rodriguez@tetralogik.com
A20108718;TEUSA TÉCNICAS DE RESTAURACIÓN, S.A.;PASEO DE LOS OLMOS Nº 14, 5º    DONOSTIA-SAN SEBASTIAN;20016;943401340;943401511;imano@teusa.com
A23377674;TEVASEÑAL, S.A.;VALPORTILLO II, Nº 14      ALCOBENDAS;28108;914904552;914571985;teva@grupoteva.com
A23377674;TEVASEÑAL, S.A.;Pol. Industrial El Guadiel, Parcela 135   GUARROMAN  JAEN;23210;953671082;953676185;tevase@grupoteva.com
B95601019;TGA ARQUITECTURA, S.L.P.;CARDENAL GARDOQUI, 5 - 7º;48008;944790697;944790697;sandra@tgaestudio.com
A48263693;THALES ESPAÑA GRP S.A.U.;PLAZA SAGRADO CORAZÓN 5-8.;48011;944399820;944393282;admon-publica.bilbao@thalesgroup.com
B-46001897;THYSSENKRUPP ELEVADORES, S.L. ;Cifuentes, s/n;;915114440;915114471;lineas-especiales.tkees@thyssenkrupp.com
U95638748;TRABAJOS ESPECIALES ZUT, S.A. – CYCASA CANTERAS Y CONSTRUCCIONES, S.A., UNION TEMPORAL DE EMPRESAS LEY 18/1982 abreviadamente “UTE DEUSTO”.;Plaza Pio Baroja, 3 bajo;48001;944447051;662656177;estudios@cycasa.com
A80015506;TRADESEGUR, S.A.;La Granja nº 30 (POLIGONO INDUSTRIAL DE ALCOBENDAS)  MADRID;28108;913605123;915231227;bbo@tradesegur.com
A81608077;T-SYSTEMS ITC IBERIA, S.A.U.;AVDA. MADARIAGA, 1-5º DCHA.;48014;944465500;944464633;gorka.unda@t-systems.es
B95087763;TXAMUSKINA TEATRO S.L.;LOS BAÑOS 2, 2º DCHA.;48910;944960536;944964071;info@txamuskina.com
G47623194;U.T.E. ARCAL GRUPO NORTE, S.A. Y AGYCA ASTURIAS, S. A. U.T.E. abreviadamente UTE ARCAL AGYCA BILBAO C.I.F. ;;;;;
U95701637;U.T.E. BILBO HIRIKO SEINALEZTAPENA (FERROSER INFRAESTRUCTURAS S.A. - CEPRENOR S.A.) ;Parque empresarial Boroa Parcela 2C 2;;915869960;;
U95836458;U.T.E. DELIBERA SERVEIS DE PARTICIPACIO INTERACTIVA SL/ DOCOR COMUNICACIÓN SL ;PLAZA SAN JOSÉ, 3-1º dcha.;48009;944234825;;marti@delibera.info
U95566626;U.T.E. F.E.I.  24  ;;;;;
U95566667;U.T.E. F.E.I.  27;C/HENAO, 2 BAJO;48009;944417272;944417700;pabisa@pabisa-cys.com
U95566691;U.T.E. F.E.I.  42 ;;;;;
U95566634;U.T.E. F.E.I. 10;;;;;
U95566642;U.T.E. F.E.I. 23;C/HENAO, 2 - BAJO;48009;944417272;944417700;pabisa@pabisa-cys.com
U95550646;U.T.E. FOMENTO DE CONSTRUCCIONES Y CONTRATAS, S.A. / EXCAVACIONES VIUDA DE SAINZ, S.A. / GMSM MEDIOAMBIENTALES, S.A. ;Ald. Mazarredo, 15 - 4º A;48001;;;
U95566139;U.T.E. GOYA ;Bº BARRONDO, POL. UGARTE, PAB. B-5;48480;946713550;946713658;estudios.euskadi@exisa.es
U95632733;U.T.E. MALLONA (Terranova, S.L. / Idema, S.L.);P.I. URAZANDI, PARCELA 3 EDIFICIO 2;48950;944232114;944245234;mmartinez@terranovasl.com
U95593224;U.T.E. SAD BILBAO-LOTE 3;VILLA DE PLENTZIA, Nº 2 BAJO GETXO;48930;944636815;944316047;luism@lagunduz.com
U95567376;U.T.E. VIA CICLISTA MIRIBILLA ;;;;;
U95567368;U.T.E. VIA CICLISTA TXURDINAGA ;;;;;
B95135273;UGAO INSTALACIONES S.L.;POL. USILLA, CALLE 1, PAB. 11, MOD. 1.;48490;946482671;946482672;ugao@ugaoinstalaciones.com
B48752646;ULIKER 3, S.L.;GRAN VIA 40 BIS-5º DCHA  BILBAO;48009;944255701;944255786;global@uliker.com
A78521275;UMANO DE SEGURIDAD, S.A.;RIBERA DE ELORRIETA 6   BILBAO;48015;944751726;944480014;tomas.lafita@umano.es
U95.798.72;UNION TEMPORAL BYCAM SERVICIOS EDIFICIOS E INFRAESTRUCTURAS, S.A. Y CONSTRUCCIONES MOYUA, S.L. (UTE PASO INFERIOR OLABEAGA);SANTIAGO COMPOSTELA Nº12 PLTA 3º OFICINA H-I;48003;944597290;;contratacion@bycam.es
A81356313;UNITRONICS COMUNICACIONES S.A.;AVDA. DE LA FUENTE NUEVA 5.;28703;902107670;916539981;rrubiato@unitronics.es
B95196002;URBALEX SERVICIOS INMOBILIARIOS, S.L.;ELCANO 13 1º IZQ;48008;944160099;944160910;
u95826939;URBASER S.A. - CYCASA CANTERAS Y CONSTRUCCIONES S.A. UTE LEY 18/1982, DE 26 DE MAYO.;HENAO 18,1.;48009;944447051;;estudios@cycasa.com
A79524054;URBASER, S.A.;AVDA. DE TENERIFE, 4-6;28703;911218000;911516229;jrodriguezmo@urbaser.com
A95030268;URBELAN  S.A.;POL. TORRELARRAGOITI, PARCELA 5G, PAB. 20    ZAMUDIO;48170;944523710;944520610;estudios@urbelan.com
G48237556;URTXINTXA ESKOLA.;ZABALBIDE 26. BILBAO;48006;944320445;944335905;asier@urtxintxaeskola.org
B20921094;URVAMA S.L.;AVDA DE LA LIBERTAD, 15    DONOSTIA-SAN SEBASTIAN;20006;944003087;944003808;delegacion.bilbao@urvama.es
U95566659;UT.E. F.E.I.  58 ;;;;;
U71006050;UT.E. SADAR REFORMAS - ACR IGLESIA OTXARKOAGA. ;EDIF. GOIALDE, POL. IRUREGAÑA, 71, 6º;31195;948163535;948163505;sadar@sadar.es
U95605358;UTE  AZYSA OBRAS Y PROYECTOS SL - BYCO SA;c/ Etxesakan Edificio Azysa  28  1º   Zizur Mayor (Navarra);31180;948198500;948198114;construcciones@azysa.net
U95631867;UTE  INTERIORES BILBAO ;ALAMEDA MAZARREDO, 15-4º A-B;48001;944230505;944233609;EoriveF@fcc.es
A41015322;UTE AGUAS Y ESTRUCTURAS, S.A.U - CV INGENIERIA;Avda. Marie Curie, nº 2,  Edificio Alia, Parque Tecnológico de la Cartuja   SEVILLA;41092;954467046;954462491;ofertas@ayesa.es
U95567236;UTE ALMIKE S.L. - ARQUITECTURA Y DISEÑO MOBILARTE S.A.;IDORSOLO KALEA, EDIF,. SAN ISIDRO 1, DPTO. 5     DERIO;48160;944476108;944757787;gerencia@almike.net
G95399218;UTE ANSAREO S.A.- GRUPO ANSAREO AEB S.L.;Polígono Granada M-1;48530;;;
A78015880;UTE API MOVILIDAD, S.A. -PROYECTOS Y OBRAS PABISA,S.A.;Avda. de Manoteras, nº 26      MADRID;28050;915989060;915989068;fpulido@imesapi.es
U95566881;UTE ASFALTOS URIBE - ESKOOP - EDER - J.A. OLABARRI CONSTRUCCIONES;PL. SAGRADO CORAZON, 4, PL, 1ª OFIC, 4     BILBAO;48011;944411701;944425810;asfaltosuribe@asfaltosuribe.com
U95593225;UTE ASOCIACIÓN DE ASISTENCIA  INTEGRAL LAGUNDUZ/FUNDACIÓN SALUD Y COMUNIDAD;VILLA DE PLENTZIA, Nº 2 BAJO;48930;944316047;944636815;luism@lagunduz.com
U95694584;UTE BILBAO BICIS INICIATIVAS INDRA;AVDA. LEHENDAKARI AGUIRRE, Nº 185-3ºD;48015;944479206;;
G95511390;UTE BILBAO SAD;Areetako Etorbidea, 2 B;48930;;;
U95421053;UTE BILBO-MENDI (Urazca Servicios de Medio Ambiente, S.A.  /  Forestales Mugarri, S.L. );Uribitarte, 10    Bilbao;48001;944243834;944355879;serviciosymedioambiente@urazca.com
U95657961;UTE BYCAM SERVICIOS EDIFICIOS E INFRAESTRUCTURAS, S.A. / CONSTRUCCIONES MOYUA, S.L.;SANTIAGO DE COMPOSTELA, 12, 3ª PLANTA, OFICINAS H e I;48003;944597290;944111603;sede@bycam.es
U-95756532;UTE CANAL DE DEUSTO (EXBASA OBRAS Y CONSTR., S.L. , EXCAVACIONES VDA. DE SAINZ, S.A. , CONSTR. Y PROM. BALZOLA, S.A., URSSA, S. COOP.);C/ SANTIAGO DE COMPOSTELA, 12 - 1ª PLANTA ;48003;946361821;946361832;estudios@exbasa.es
U65081150;UTE CESPA - FERROVIAL AGROMAN;C/ HENAO 20. ENTPLA.    BILBAO;48009;944355757;944354513;s.lopeztapia@cespa.es
U64973522;UTE CESPA, S.A / FERROVIAL AGROMAN, S.A. (UTE IRUMINETA);HENAO, 20 - ENTREPLANTA;48009;944354500;944354512;s.lopeztapia@cespa.es
A48224257;UTE CONSTRUCCIONES EDER S.A. -BERMEOSOLO S.A.;POL. ARKOTXA, 10-12     ZARATAMO;48480;944575480;944575137;c.eder@eder-sa.es
U95698643;UTE CONSTRUCCIONES MURIAS SA Y ELECTRICIDAD MARTIN SA ABREVIADAMENTE UTE CIRCULAR;AVDA. TXORIERRI 9 EDIF. ARTEAGA OFC 304;48160;943467000;943444114;luismiguel@muriasgrupo.com
U95686218;UTE DELIBERA-SERVEIS DE PARTICIPACIO INTERACTIVA, S.L. Y AGORANET 2000, S.L. ;C/ VIRGEN DE BEGOÑA, 16-6º C;48006;670888911;934856295;bilbao@delibera.info
