Aplicació pressupost;Descripció;Pressupost Inicial;Modificacions;Pressupost final;Obligacions reconegudes;Pagaments;Pendent pagaments;Estat execució
417/1700A/23020;Dietes personal no directiu;700,00;0,00;700,00;561,36;256,51;304,85;138,64
417/1700A/48300;Subvencions i aportacions institucionals;3.982,80;0,00;3.982,80;870,00;570,00;300,00;3.112,80
417/1700A/60900;Altre invers. nova en infrast. i béns destinats ús general;0,00;45.298,08;45.298,08;4.138,20;0,00;4.138,20;41.159,88
417/1720A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;14.756,25;14.756,25;0,00;-78,93
417/1720A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;13.160,02;13.160,02;0,00;-253,50
417/1720A/12003;Salaris del Grup C1;8.012,78;0,00;8.012,78;0,00;0,00;0,00;8.012,78
417/1720A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;7.179,62;7.179,62;0,00;1.198,96
417/1720A/12006;Triennis;6.661,66;0,00;6.661,66;5.017,74;5.017,74;0,00;1.643,92
417/1720A/12100;Complement de destí;18.613,11;0,00;18.613,11;14.494,25;14.494,25;0,00;4.118,86
417/1720A/12101;Complement  específic;30.204,64;0,00;30.204,64;23.124,31;23.124,31;0,00;7.080,33
417/1720A/12103;Altres complements;15.398,72;0,00;15.398,72;12.091,33;12.091,33;0,00;3.307,39
417/1720A/15000;Productivitat;0,00;10,00;10,00;2.400,00;2.400,00;0,00;-2.390,00
417/1720A/16000;Seguretat social;34.427,18;0,00;34.427,18;27.090,12;27.090,12;0,00;7.337,06
417/1720A/22699;Educació ambiental - Agenda 21 - Canvi climàtic;13.500,00;9.300,00;22.800,00;8.593,61;8.593,61;0,00;14.206,39
417/1720A/22706;Estudis i treballs tècnics;1.300,00;-761,95;538,05;0,00;0,00;0,00;538,05
417/1720A/46700;A Consorcis;10,00;0,00;10,00;0,00;0,00;0,00;10,00
417/1720A/48200;Subvencions centres educatius programa 50/50;1.800,00;-1.153,50;646,50;0,00;0,00;0,00;646,50
417/1720A/48900;Subvencions Agenda 21 Escolar;10.000,00;-7.775,03;2.224,97;1.830,10;1.830,10;0,00;394,87
417/1721A/12000;Salaris del Grup A1;10.484,08;0,00;10.484,08;10.837,03;10.837,03;0,00;-352,95
417/1721A/12001;Salaris del Grup A2;25.813,04;0,00;25.813,04;25.613,45;25.613,45;0,00;199,59
417/1721A/12004;Salaris del Grup C2;7.879,21;0,00;7.879,21;8.804,10;8.804,10;0,00;-924,89
417/1721A/12006;Triennis;13.390,30;0,00;13.390,30;12.466,49;12.466,49;0,00;923,81
417/1721A/12100;Complement de destí;20.028,61;0,00;20.028,61;19.673,97;19.673,97;0,00;354,64
417/1721A/12101;Complement  específic;38.023,49;0,00;38.023,49;37.072,08;37.072,08;0,00;951,41
417/1721A/12103;Altres complements;13.926,69;0,00;13.926,69;15.164,03;15.164,03;0,00;-1.237,34
417/1721A/15000;Productivitat;232,00;0,00;232,00;4.601,27;4.601,27;0,00;-4.369,27
417/1721A/16000;Seguretat social;40.257,20;0,00;40.257,20;42.255,39;42.255,39;0,00;-1.998,19
417/1721A/21000;Manteniment d'infrastructura i béns naturals;400,00;0,00;400,00;0,00;0,00;0,00;400,00
417/1721A/21001;Manteniment i conservació de béns naturals. Ripoll i Rodal;381.000,00;31.094,30;412.094,30;387.502,77;309.495,97;78.006,80;24.591,53
417/1721A/22199;Altres subministraments;300,00;0,00;300,00;0,00;0,00;0,00;300,00
417/1721A/22602;Publicitat i propaganda;300,00;0,00;300,00;175,45;175,45;0,00;124,55
417/1721A/22699;Actuacions en el medi natural;4.500,00;-4.490,00;10,00;83,03;72,29;10,74;-73,03
417/1721A/2270000;Neteja;1.600,00;-1.590,00;10,00;0,00;0,00;0,00;10,00
417/1721A/22706;Estudis i treballs tècnics;1.500,00;-1.490,00;10,00;3.078,24;416,24;2.662,00;-3.068,24
417/1721A/48200;Transf. corrents institucions sense ànim de lucre;5.600,00;1.839,20;7.439,20;4.760,00;2.836,64;1.923,36;2.679,20
480/1552A/12004;Salaris del Grup C2;79.351,35;0,00;79.351,35;63.854,54;63.854,54;0,00;15.496,81
480/1552A/12005;Salaris del Grup E;45.413,31;0,00;45.413,31;47.193,32;47.193,32;0,00;-1.780,01
480/1552A/12006;Triennis;27.364,92;0,00;27.364,92;18.469,83;18.469,83;0,00;8.895,09
480/1552A/12100;Complement de destí;55.822,10;0,00;55.822,10;47.174,54;47.174,54;0,00;8.647,56
480/1552A/12101;Complement  específic;107.004,51;0,00;107.004,51;93.132,06;93.132,06;0,00;13.872,45
480/1552A/12103;Altres complements;50.751,35;0,00;50.751,35;56.466,51;56.466,51;0,00;-5.715,16
480/1552A/13100;Laboral temporal;22.818,05;0,00;22.818,05;19.190,90;19.190,90;0,00;3.627,15
480/1552A/15000;Productivitat;11.747,61;0,00;11.747,61;21.386,47;21.386,47;0,00;-9.638,86
480/1552A/16000;Seguretat social;124.220,07;0,00;124.220,07;102.517,49;102.517,49;0,00;21.702,58
480/1552A/20300;Lloguers de maquinària, instal·lacions i utillatge;10,00;0,00;10,00;0,00;0,00;0,00;10,00
480/1552A/20400;Lloguer de material de transport;154.000,00;0,00;154.000,00;148.865,90;111.649,44;37.216,46;5.134,10
480/1552A/20500;Lloguer de mobiliari i estris;45.000,00;-42.000,00;3.000,00;54.238,28;48.545,33;5.692,95;-51.238,28
480/1552A/20800;Arrendaments d'altre immobilitzat material;10,00;48.400,00;48.410,00;0,00;0,00;0,00;48.410,00
480/1552A/21300;Manteniment de maquinària, instal·lacions i utillatge;500,00;0,00;500,00;767,14;23,74;743,40;-267,14
480/1552A/21400;Elements de transport;74.000,00;-34.600,00;39.400,00;45.448,11;40.374,93;5.073,18;-6.048,11
480/1552A/21401;Manteniment i conservació del material de transport;500,00;35.150,00;35.650,00;198,44;101,64;96,80;35.451,56
480/1552A/21900;Altre immobilitzat material;79.000,00;-4.000,00;75.000,00;103.966,98;91.569,83;12.397,15;-28.966,98
480/1552A/22103;Combustibles i carburants;157.000,00;-7.550,00;149.450,00;133.815,74;114.441,17;19.374,57;15.634,26
480/1552A/22104;Vestuari;6.000,00;-1.000,00;5.000,00;7.903,13;4.504,92;3.398,21;-2.903,13
480/1552A/22111;Subministraments recanvis maq., utillatge i elements transp.;4.000,00;-3.000,00;1.000,00;677,75;232,98;444,77;322,25
480/1552A/22400;Primes d’assegurances;80.000,00;-20.000,00;60.000,00;53.123,75;53.123,75;0,00;6.876,25
480/1552A/22699;Altres despeses diverses;1.000,00;0,00;1.000,00;1.264,19;631,05;633,14;-264,19
480/1552A/22799;Altres treballs realitzats per altres empreses i prof.;5.000,00;-4.990,00;10,00;2.106,85;277,95;1.828,90;-2.096,85
480/9240A/11000;Retribucions bàsiques;14.952,13;0,00;14.952,13;22.119,90;22.119,90;0,00;-7.167,77
480/9240A/11001;Retribucions complementàries;65.593,50;0,00;65.593,50;99.798,71;99.798,71;0,00;-34.205,21
480/9240A/12000;Salaris del Grup A1;19.113,52;12.600,00;31.713,52;28.147,88;28.147,88;0,00;3.565,64
480/9240A/12001;Salaris del Grup A2;34.184,26;0,00;34.184,26;27.468,53;27.468,53;0,00;6.715,73
480/9240A/12003;Salaris del Grup C1;68.961,44;0,00;68.961,44;60.807,47;60.807,47;0,00;8.153,97
480/9240A/12004;Salaris del Grup C2;136.586,38;-3.930,35;132.656,03;134.130,96;134.130,96;0,00;-1.474,93
480/9240A/12006;Triennis;33.207,37;-1.261,42;31.945,95;30.073,84;30.073,84;0,00;1.872,11
480/9240A/12100;Complement de destí;117.009,29;-2.455,80;114.553,49;109.495,63;109.495,63;0,00;5.057,86
480/9240A/12101;Complement  específic;215.423,53;-4.570,88;210.852,65;193.410,69;193.410,69;0,00;17.441,96
480/9240A/12103;Altres complements;94.288,13;0,00;94.288,13;85.815,16;85.815,16;0,00;8.472,97
480/9240A/13000;Retribucions bàsiques;75.980,24;0,00;75.980,24;76.141,46;76.141,46;0,00;-161,22
480/9240A/13100;Laboral temporal;36.150,97;0,00;36.150,97;36.421,21;36.421,21;0,00;-270,24
480/9240A/14300;Retribucions Altre personal;0,00;10,00;10,00;25.437,65;25.437,65;0,00;-25.427,65
480/9240A/15000;Productivitat;2.207,94;31.000,00;33.207,94;25.475,97;25.475,97;0,00;7.731,97
480/9240A/16000;Seguretat social;251.702,85;-24.493,34;227.209,51;256.256,82;256.256,82;0,00;-29.047,31
480/9240A/22201;Comunicacions postals;500,00;0,00;500,00;425,00;425,00;0,00;75,00
480/9240A/22601;Atencions protocol·làries i representatives;500,00;0,00;500,00;0,00;0,00;0,00;500,00
480/9240A/22602;Publicitat i propaganda;2.450,00;0,00;2.450,00;562,65;562,65;0,00;1.887,35
480/9240A/2260200;Difusió d´activitats;2.000,00;0,00;2.000,00;3.884,10;2.565,20;1.318,90;-1.884,10
480/9240A/22699;Altres despeses diverses;10,00;5.000,00;5.010,00;1.951,04;1.348,90;602,14;3.058,96
480/9240A/2270001;Contractes de neteja;66.304,84;2.675,00;68.979,84;64.587,19;48.472,26;16.114,93;4.392,65
480/9240A/22706;Estudis i treballs tècnics;3.000,00;0,00;3.000,00;14.718,89;4.997,30;9.721,59;-11.718,89
480/9240A/22799;Altres treballs realitzats per altres empreses i prof.;3.651,20;61.759,78;65.410,98;28.729,47;6.284,62;22.444,85;36.681,51
480/9240A/23020;Dietes personal no directiu;800,00;0,00;800,00;1.920,82;1.379,03;541,79;-1.120,82
480/9240A/48300;Subvencions i aportacions institucionals;24.665,39;8.000,00;32.665,39;23.016,44;23.016,44;0,00;9.648,95
480/9240B/62900;Altres inv. noves assoc. al funcionament op. del servei;0,00;97.600,00;97.600,00;66.408,40;0,00;66.408,40;31.191,60
481/1515A/12000;Salaris del Grup A1;44.031,96;0,00;44.031,96;31.932,82;31.932,82;0,00;12.099,14
481/1515A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;13.160,02;13.160,02;0,00;-253,50
481/1515A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;10.089,41;10.089,41;0,00;-204,57
481/1515A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;8.626,80;8.626,80;0,00;-248,22
481/1515A/12006;Triennis;13.438,39;0,00;13.438,39;8.461,71;8.461,71;0,00;4.976,68
481/1515A/12100;Complement de destí;39.541,44;0,00;39.541,44;31.466,10;31.466,10;0,00;8.075,34
481/1515A/12101;Complement  específic;70.186,68;0,00;70.186,68;58.272,52;58.272,52;0,00;11.914,16
481/1515A/12103;Altres complements;27.629,68;0,00;27.629,68;22.639,51;22.639,51;0,00;4.990,17
481/1515A/15000;Productivitat;11.496,90;0,00;11.496,90;5.659,04;5.659,04;0,00;5.837,86
481/1515A/16000;Seguretat social;52.550,87;0,00;52.550,87;45.574,43;45.574,43;0,00;6.976,44
481/1515A/22201;Comunicacions postals;300,00;0,00;300,00;255,00;0,00;255,00;45,00
481/1515A/22706;Estudis i treballs tècnics;10,00;0,00;10,00;0,00;0,00;0,00;10,00
481/1515A/61900;Altres inv.de rep. en infrast.i béns destin. d’ús general;0,00;1.520.136,89;1.520.136,89;1.226.182,52;669.138,12;557.044,40;293.954,37
481/1710A/12001;Salaris del Grup A2;51.210,52;0,00;51.210,52;52.792,18;52.792,18;0,00;-1.581,66
481/1710A/12004;Salaris del Grup C2;16.377,64;0,00;16.377,64;17.058,57;17.058,57;0,00;-680,93
481/1710A/12006;Triennis;11.471,11;0,00;11.471,11;11.263,40;11.263,40;0,00;207,71
481/1710A/12100;Complement de destí;29.512,17;0,00;29.512,17;29.940,48;29.940,48;0,00;-428,31
481/1710A/12101;Complement  específic;48.743,41;0,00;48.743,41;49.429,20;49.429,20;0,00;-685,79
481/1710A/12103;Altres complements;18.205,71;0,00;18.205,71;16.098,03;16.098,03;0,00;2.107,68
481/1710A/15000;Productivitat;4.615,29;0,00;4.615,29;8.949,12;8.949,12;0,00;-4.333,83
481/1710A/16000;Seguretat social;49.808,28;0,00;49.808,28;53.022,99;53.022,99;0,00;-3.214,71
481/1710A/20300;Lloguers de maquinària, instal·lacions i utillatge;10,00;0,00;10,00;0,00;0,00;0,00;10,00
481/1710A/21000;Manteniment d'infrastructura i béns naturals;1.703.027,53;36.000,00;1.739.027,53;1.732.170,98;1.263.963,21;468.207,77;6.856,55
481/1710A/21300;Manteniment de maquinària, instal·lacions i utillatge;102.453,14;0,00;102.453,14;89.901,35;76.824,10;13.077,25;12.551,79
481/1710A/21901;Compra de material per jardineria;10,00;0,00;10,00;3.576,09;2.830,66;745,43;-3.566,09
481/1710A/22001;Premsa, revistes, llibres i altres publicacions;166,00;0,00;166,00;0,00;0,00;0,00;166,00
481/1710A/22100;Energia elèctrica;21.929,14;3.227,25;25.156,39;29.138,65;29.138,65;0,00;-3.982,26
481/1710A/22101;Aigua;1.610,71;0,00;1.610,71;208.817,01;185.716,98;23.100,03;-207.206,30
481/1710A/60900;Altre invers. nova en infrast. i béns destinats ús general;0,00;250.000,00;250.000,00;0,00;0,00;0,00;250.000,00
481/1711A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;13.413,52;13.413,52;0,00;-507,00
481/1711A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;10.029,99;10.029,99;0,00;-145,15
481/1711A/12004;Salaris del Grup C2;41.673,18;0,00;41.673,18;34.728,59;34.728,59;0,00;6.944,59
481/1711A/12005;Salaris del Grup E;76.730,95;0,00;76.730,95;67.898,00;67.898,00;0,00;8.832,95
481/1711A/12006;Triennis;31.144,33;0,00;31.144,33;24.301,13;24.301,13;0,00;6.843,20
481/1711A/12100;Complement de destí;62.980,05;0,00;62.980,05;53.416,59;53.416,59;0,00;9.563,46
481/1711A/12101;Complement  específic;129.550,44;0,00;129.550,44;110.457,83;110.457,83;0,00;19.092,61
481/1711A/12103;Altres complements;67.534,66;0,00;67.534,66;98.636,50;98.636,50;0,00;-31.101,84
481/1711A/13000;Retribucions bàsiques;62.314,10;0,00;62.314,10;61.821,36;61.821,36;0,00;492,74
481/1711A/13100;Laboral temporal;121.231,55;0,00;121.231,55;103.311,40;103.311,40;0,00;17.920,15
481/1711A/15000;Productivitat;7.494,58;0,00;7.494,58;26.115,60;26.115,60;0,00;-18.621,02
481/1711A/16000;Seguretat social;191.307,41;0,00;191.307,41;151.355,58;151.355,58;0,00;39.951,83
481/1711A/20300;Lloguers de maquinària, instal·lacions i utillatge;1.000,00;0,00;1.000,00;957,90;957,90;0,00;42,10
481/1711A/21000;Manteniment d'infrastructura i béns naturals;40.000,00;-2.409,51;37.590,49;39.806,53;37.291,74;2.514,79;-2.216,04
481/1711A/21300;Manteniment de maquinària, instal·lacions i utillatge;1.000,00;0,00;1.000,00;5.142,09;5.132,46;9,63;-4.142,09
481/1711A/21900;Altre immobilitzat material;40.000,00;0,00;40.000,00;42.874,24;38.940,71;3.933,53;-2.874,24
481/1711A/22100;Energia elèctrica;96.837,49;9.113,33;105.950,82;93.308,04;59.619,92;33.688,12;12.642,78
481/1711A/22101;Aigua;11.241,31;0,00;11.241,31;44.994,71;10.937,75;34.056,96;-33.753,40
481/1711A/22113;Manutenció d'animals;1.500,00;0,00;1.500,00;0,00;0,00;0,00;1.500,00
481/1711A/22602;Publicitat i propaganda;10,00;0,00;10,00;0,00;0,00;0,00;10,00
481/1711A/22699;Altres despeses diverses;10,00;3.000,00;3.010,00;1.450,00;1.450,00;0,00;1.560,00
481/1711A/2270001;Contractes de neteja;17.620,61;59.417,48;77.038,09;59.774,91;39.969,09;19.805,82;17.263,18
482/1513B/12001;Salaris del Grup A2;38.719,56;0,00;38.719,56;63.157,18;63.157,18;0,00;-24.437,62
482/1513B/12003;Salaris del Grup C1;18.977,66;0,00;18.977,66;29.904,12;29.904,12;0,00;-10.926,46
482/1513B/12004;Salaris del Grup C2;83.106,66;0,00;83.106,66;85.422,03;85.422,03;0,00;-2.315,37
482/1513B/12005;Salaris del Grup E;28.508,21;0,00;28.508,21;23.704,43;23.704,43;0,00;4.803,78
482/1513B/12006;Triennis;34.433,92;0,00;34.433,92;33.959,46;33.959,46;0,00;474,46
482/1513B/12100;Complement de destí;81.177,86;0,00;81.177,86;89.142,18;89.142,18;0,00;-7.964,32
482/1513B/12101;Complement  específic;141.797,94;0,00;141.797,94;161.470,50;161.470,50;0,00;-19.672,56
482/1513B/12103;Altres complements;48.113,55;0,00;48.113,55;69.431,86;69.431,86;0,00;-21.318,31
482/1513B/13000;Retribucions bàsiques;1.410,59;0,00;1.410,59;0,00;0,00;0,00;1.410,59
482/1513B/13100;Laboral temporal;57.771,61;0,00;57.771,61;80.474,59;80.474,59;0,00;-22.702,98
482/1513B/14300;Retribucions Altre personal;29.617,95;0,00;29.617,95;8.598,73;8.598,73;0,00;21.019,22
482/1513B/15000;Productivitat;10.770,80;0,00;10.770,80;27.092,08;27.092,08;0,00;-16.321,28
482/1513B/15300;Complement de dedicació especial;1.984,00;0,00;1.984,00;0,00;0,00;0,00;1.984,00
482/1513B/16000;Seguretat social;178.906,67;0,00;178.906,67;203.261,82;203.261,82;0,00;-24.355,15
482/1513B/20300;Lloguers de maquinària, instal·lacions i utillatge;5.000,00;0,00;5.000,00;4.245,84;839,98;3.405,86;754,16
482/1513B/20400;Lloguer de material de transport;10,00;0,00;10,00;0,00;0,00;0,00;10,00
482/1513B/21200;Manteniment d’edificis i altres construccions;726.530,28;107.400,00;833.930,28;578.641,92;474.011,58;104.630,34;255.288,36
482/1513B/21201;Reparacions d’edificis i altres construccions;10.000,00;-7.800,00;2.200,00;3.711,40;3.711,40;0,00;-1.511,40
482/1513B/21300;Manteniment de maquinària, instal·lacions i utillatge;593.000,00;100.962,28;693.962,28;838.872,45;647.968,23;190.904,22;-144.910,17
482/1513B/22100;Energia elèctrica;306.673,06;110.621,16;417.294,22;420.358,02;415.070,37;5.287,65;-3.063,80
482/1513B/22101;Aigua;236.702,14;30.018,07;266.720,21;207.709,35;186.002,91;21.706,44;59.010,86
482/1513B/22102;Gas;27.933,51;1.485,67;29.419,18;42.795,42;42.795,42;0,00;-13.376,24
482/1513B/22103;Combustibles i carburants;5.000,00;0,00;5.000,00;4.584,13;2.744,13;1.840,00;415,87
482/1513B/22200;Serveis de Telecomunicacions;427.882,40;118.091,02;545.973,42;450.753,35;339.415,34;111.338,01;95.220,07
482/1513B/62300;Inv. nova en maquinària, instal·lacions i utillatge;0,00;10,00;10,00;0,00;0,00;0,00;10,00
482/1513B/63200;Inv. rep. en edificis i altres construccions;0,00;647.916,35;647.916,35;33.469,43;0,00;33.469,43;614.446,92
482/1550A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;8.414,04;8.414,04;0,00;-35,46
482/1550A/12006;Triennis;232,36;0,00;232,36;214,80;214,80;0,00;17,56
482/1550A/12100;Complement de destí;3.660,12;0,00;3.660,12;3.660,12;3.660,12;0,00;0,00
482/1550A/12101;Complement  específic;6.899,16;0,00;6.899,16;6.899,16;6.899,16;0,00;0,00
482/1550A/12103;Altres complements;1.754,93;0,00;1.754,93;1.759,88;1.759,88;0,00;-4,95
482/1550A/13000;Retribucions bàsiques;56.528,45;0,00;56.528,45;56.647,14;56.647,14;0,00;-118,69
482/1550A/15000;Productivitat;0,00;10,00;10,00;1.600,00;1.600,00;0,00;-1.590,00
482/1550A/16000;Seguretat social;18.863,14;0,00;18.863,14;20.014,28;20.014,28;0,00;-1.151,14
482/1550A/22001;Premsa, revistes, llibres i altres publicacions;216,00;0,00;216,00;0,00;0,00;0,00;216,00
482/1550A/22201;Comunicacions postals;300,00;0,00;300,00;255,00;186,76;68,24;45,00
482/1550A/22400;Primes d’assegurances;225.000,00;0,00;225.000,00;218.389,02;209.009,62;9.379,40;6.610,98
482/1550A/22602;Publicitat i propaganda;10,00;0,00;10,00;0,00;0,00;0,00;10,00
482/1550A/22699;Altres despeses diverses;40.000,00;-23.000,00;17.000,00;15.523,80;11.893,80;3.630,00;1.476,20
482/1550A/22706;Estudis i treballs tècnics;10,00;0,00;10,00;8.320,79;0,00;8.320,79;-8.310,79
482/1550A/22799;Altres treballs realitzats per altres empreses i prof.;10.000,00;0,00;10.000,00;1.979,00;0,00;1.979,00;8.021,00
482/1551A/12001;Salaris del Grup A2;51.306,42;0,00;51.306,42;51.861,89;51.861,89;0,00;-555,47
482/1551A/12003;Salaris del Grup C1;17.792,76;0,00;17.792,76;19.851,07;19.851,07;0,00;-2.058,31
482/1551A/12006;Triennis;13.110,57;0,00;13.110,57;10.889,13;10.889,13;0,00;2.221,44
482/1551A/12100;Complement de destí;29.550,86;0,00;29.550,86;30.298,66;30.298,66;0,00;-747,80
482/1551A/12101;Complement  específic;54.506,28;0,00;54.506,28;55.173,25;55.173,25;0,00;-666,97
482/1551A/12103;Altres complements;26.695,74;0,00;26.695,74;28.993,23;28.993,23;0,00;-2.297,49
482/1551A/15000;Productivitat;4.717,00;0,00;4.717,00;10.676,68;10.676,68;0,00;-5.959,68
482/1551A/16000;Seguretat social;55.762,73;0,00;55.762,73;58.356,31;58.356,31;0,00;-2.593,58
482/1551A/21000;Manteniment d'infrastructura i béns naturals;10,00;0,00;10,00;99.333,81;70.218,16;29.115,65;-99.323,81
482/1551A/21300;Manteniment de maquinària, instal·lacions i utillatge;10,00;0,00;10,00;0,00;0,00;0,00;10,00
482/1551A/22200;Serveis de Telecomunicacions;3.661,69;0,00;3.661,69;2.138,81;2.138,81;0,00;1.522,88
482/1551A/61900;Altres inv.de rep. en infrast.i béns destin. d’ús general;0,00;4.850.679,02;4.850.679,02;238.530,82;100.206,07;138.324,75;4.612.148,20
482/1551B/21000;Manteniment d'infrastructura i béns naturals;10,00;99.017,91;99.027,91;64.942,44;50.318,50;14.623,94;34.085,47
482/1611A/21300;Manteniment de maquinària, instal·lacions i utillatge;50.000,00;137.464,10;187.464,10;163.607,13;59.286,41;104.320,72;23.856,97
482/1611A/22706;Estudis i treballs tècnics;10.000,00;0,00;10.000,00;10.000,00;0,00;10.000,00;0,00
482/1611A/61900;Altres inv.de rep. en infrast.i béns destin. d’ús general;0,00;2.651.679,50;2.651.679,50;788.348,06;241.475,52;546.872,54;1.863.331,44
482/1650A/12001;Salaris del Grup A2;23.052,68;0,00;23.052,68;27.411,35;27.411,35;0,00;-4.358,67
482/1650A/12003;Salaris del Grup C1;19.769,68;0,00;19.769,68;19.697,44;19.697,44;0,00;72,24
482/1650A/12006;Triennis;11.508,14;0,00;11.508,14;10.551,72;10.551,72;0,00;956,42
482/1650A/12100;Complement de destí;20.521,55;0,00;20.521,55;21.749,05;21.749,05;0,00;-1.227,50
482/1650A/12101;Complement  específic;32.014,22;0,00;32.014,22;35.231,72;35.231,72;0,00;-3.217,50
482/1650A/12103;Altres complements;14.761,85;0,00;14.761,85;19.682,63;19.682,63;0,00;-4.920,78
482/1650A/13000;Retribucions bàsiques;52.628,34;0,00;52.628,34;41.786,48;41.786,48;0,00;10.841,86
482/1650A/15000;Productivitat;109,32;0,00;109,32;4.916,57;4.916,57;0,00;-4.807,25
482/1650A/16000;Seguretat social;50.946,99;0,00;50.946,99;54.252,92;54.252,92;0,00;-3.305,93
482/1650A/21300;Manteniment de maquinària, instal·lacions i utillatge;900.682,29;18.039,90;918.722,19;910.158,78;683.190,22;226.968,56;8.563,41
482/1650A/22100;Energia elèctrica;2.188.879,36;476.724,87;2.665.604,23;2.453.980,49;2.049.862,19;404.118,30;211.623,74
482/1650A/62300;Inv. nova en maquinària, instal·lacions i utillatge;0,00;100.000,00;100.000,00;0,00;0,00;0,00;100.000,00
483/1330A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;13.109,32;13.109,32;0,00;-202,80
483/1330A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;10.112,14;10.112,14;0,00;-227,30
483/1330A/12004;Salaris del Grup C2;9.282,82;0,00;9.282,82;8.449,50;8.449,50;0,00;833,32
483/1330A/12006;Triennis;3.935,15;0,00;3.935,15;3.650,85;3.650,85;0,00;284,30
483/1330A/12100;Complement de destí;16.597,86;0,00;16.597,86;16.237,68;16.237,68;0,00;360,18
483/1330A/12101;Complement  específic;34.690,70;0,00;34.690,70;34.058,28;34.058,28;0,00;632,42
483/1330A/12103;Altres complements;17.807,21;0,00;17.807,21;16.112,69;16.112,69;0,00;1.694,52
483/1330A/15000;Productivitat;2.427,19;0,00;2.427,19;4.179,43;4.179,43;0,00;-1.752,24
483/1330A/16000;Seguretat social;23.624,33;0,00;23.624,33;23.413,12;23.413,12;0,00;211,21
483/1330A/22201;Comunicacions postals;300,00;0,00;300,00;255,00;76,07;178,93;45,00
483/1330A/22699;Altres despeses diverses;1.460,55;0,00;1.460,55;8.054,05;4.069,69;3.984,36;-6.593,50
483/1330A/22799;Altres treballs realitzats per altres empreses i prof.;1.500,00;0,00;1.500,00;6.000,00;0,00;6.000,00;-4.500,00
483/1330A/48300;Subvencions i aportacions institucionals;650,00;0,00;650,00;0,00;0,00;0,00;650,00
483/1331A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;14.882,13;14.882,13;0,00;-204,81
483/1331A/12001;Salaris del Grup A2;25.813,04;0,00;25.813,04;26.187,22;26.187,22;0,00;-374,18
483/1331A/12003;Salaris del Grup C1;19.673,68;0,00;19.673,68;17.562,64;17.562,64;0,00;2.111,04
483/1331A/12004;Salaris del Grup C2;40.934,11;0,00;40.934,11;41.865,99;41.865,99;0,00;-931,88
483/1331A/12006;Triennis;18.042,96;0,00;18.042,96;15.533,56;15.533,56;0,00;2.509,40
483/1331A/12100;Complement de destí;47.513,94;0,00;47.513,94;46.058,73;46.058,73;0,00;1.455,21
483/1331A/12101;Complement  específic;86.057,26;0,00;86.057,26;84.067,22;84.067,22;0,00;1.990,04
483/1331A/12103;Altres complements;34.180,25;0,00;34.180,25;42.221,59;42.221,59;0,00;-8.041,34
483/1331A/15000;Productivitat;2.186,14;0,00;2.186,14;9.944,06;9.944,06;0,00;-7.757,92
483/1331A/16000;Seguretat social;79.377,64;0,00;79.377,64;75.977,69;75.977,69;0,00;3.399,95
483/1331A/22699;Altres despeses diverses;700.000,00;-10.000,00;690.000,00;680.880,06;509.840,20;171.039,86;9.119,94
483/1331A/22706;Estudis i treballs tècnics;10,00;0,00;10,00;2.904,00;2.904,00;0,00;-2.894,00
483/1331A/22799;Altres treballs realitzats per altres empreses i prof.;10,00;10.000,00;10.010,00;0,00;0,00;0,00;10.010,00
483/1331A/77000;Transferències de capital a empreses privades;0,00;10.000,00;10.000,00;9.872,01;9.872,01;0,00;127,99
483/1331B/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;12.430,89;12.430,89;0,00;2.246,43
483/1331B/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;13.327,28;13.327,28;0,00;-420,76
483/1331B/12006;Triennis;7.498,30;0,00;7.498,30;6.346,67;6.346,67;0,00;1.151,63
483/1331B/12100;Complement de destí;16.107,12;0,00;16.107,12;14.117,49;14.117,49;0,00;1.989,63
483/1331B/12101;Complement  específic;28.138,08;0,00;28.138,08;24.669,60;24.669,60;0,00;3.468,48
483/1331B/12103;Altres complements;18.164,85;0,00;18.164,85;27.359,81;27.359,81;0,00;-9.194,96
483/1331B/15000;Productivitat;0,00;10,00;10,00;1.847,67;1.847,67;0,00;-1.837,67
483/1331B/16000;Seguretat social;23.288,37;0,00;23.288,37;24.180,47;24.180,47;0,00;-892,10
483/1331B/21000;Manteniment d'infrastructura i béns naturals;150.000,00;2.975,53;152.975,53;141.467,22;49.620,86;91.846,36;11.508,31
483/1331B/21300;Manteniment de maquinària, instal·lacions i utillatge;10,00;0,00;10,00;0,00;0,00;0,00;10,00
483/1331B/62300;Inv. nova en maquinària, instal·lacions i utillatge;0,00;47.000,00;47.000,00;0,00;0,00;0,00;47.000,00
