Aplicació pressupost;Descripció;Pressupost Inicial;Modificacions;Pressupost final;Obligacions reconegudes;Pagaments;Pendent pagaments;Estat execució
417/1610A/62900;Altres inv. noves assoc. al funcionament op. del servei;0,00;116.000,00;116.000,00;0,00;0,00;0,00;116.000,00
417/1700A/12000;Salaris del Grup A1;29.354,64;0,00;29.354,64;10.983,65;10.983,65;0,00;18.370,99
417/1700A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;9.416,66;9.416,66;0,00;468,18
417/1700A/12005;Salaris del Grup E;7.678,58;0,00;7.678,58;1.645,41;1.645,41;0,00;6.033,17
417/1700A/12006;Triennis;7.872,52;0,00;7.872,52;5.226,15;5.226,15;0,00;2.646,37
417/1700A/12100;Complement de destí;19.995,00;0,00;19.995,00;10.018,41;10.018,41;0,00;9.976,59
417/1700A/12101;Complement  específic;31.425,12;0,00;31.425,12;16.256,83;16.256,83;0,00;15.168,29
417/1700A/12103;Altres complements;8.595,10;0,00;8.595,10;2.934,04;2.934,04;0,00;5.661,06
417/1700A/13000;Retribucions bàsiques;61.090,30;0,00;61.090,30;58.699,32;58.699,32;0,00;2.390,98
417/1700A/15000;Productivitat;3.258,38;0,00;3.258,38;0,00;0,00;0,00;3.258,38
417/1700A/16000;Seguretat social;47.285,71;0,00;47.285,71;30.172,44;30.172,44;0,00;17.113,27
417/1700A/21900;Altre immobilitzat material;10,00;0,00;10,00;0,00;0,00;0,00;10,00
417/1700A/22001;Premsa, revistes, llibres i altres publicacions;560,00;0,00;560,00;340,88;340,88;0,00;219,12
417/1700A/22100;Energia elèctrica;5.402,00;0,00;5.402,00;1.328,36;1.328,36;0,00;4.073,64
417/1700A/22199;Altres subministraments;250,00;0,00;250,00;0,00;0,00;0,00;250,00
417/1700A/22201;Comunicacions postals;1.500,00;0,00;1.500,00;1.409,62;1.337,25;72,37;90,38
417/1700A/22601;Atencions protocol·làries i representatives;500,00;-461,71;38,29;38,29;38,29;0,00;0,00
417/1700A/2260200;Difusió d´activitats;2.000,00;-33,56;1.966,44;1.664,16;352,82;1.311,34;302,28
417/1700A/22699;Altres despeses diverses;400,00;0,00;400,00;202,51;114,77;87,74;197,49
417/1700A/2270001;Contractes de neteja;15.183,53;0,00;15.183,53;14.665,92;14.665,92;0,00;517,61
417/1700A/23020;Dietes personal no directiu;1.300,00;-890,08;409,92;109,92;68,11;41,81;300,00
417/1700A/48300;Subvencions i aportacions institucionals;3.982,80;0,00;3.982,80;3.940,00;3.940,00;0,00;42,80
417/1700A/60900;Altre invers. nova en infrast. i béns destinats ús general;0,00;169.999,91;169.999,91;77.045,55;0,00;77.045,55;92.954,36
417/1720A/12000;Salaris del Grup A1;14.677,32;-51,76;14.625,56;13.837,87;13.837,87;0,00;787,69
417/1720A/12001;Salaris del Grup A2;12.906,52;-44,75;12.861,77;12.214,59;12.214,59;0,00;647,18
417/1720A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;7.261,60;7.261,60;0,00;2.623,24
417/1720A/12004;Salaris del Grup C2;8.378,58;-27,96;8.350,62;7.866,62;7.866,62;0,00;484,00
417/1720A/12006;Triennis;6.402,24;0,00;6.402,24;5.523,65;5.523,65;0,00;878,59
417/1720A/12100;Complement de destí;19.522,92;-59,59;19.463,33;18.319,96;18.319,96;0,00;1.143,37
417/1720A/12101;Complement  específic;30.005,16;-95,60;29.909,56;29.721,10;29.721,10;0,00;188,46
417/1720A/12103;Altres complements;9.489,96;0,00;9.489,96;14.401,83;14.401,83;0,00;-4.911,87
417/1720A/15000;Productivitat;2.072,61;0,00;2.072,61;0,00;0,00;0,00;2.072,61
417/1720A/16000;Seguretat social;33.817,27;-100,55;33.716,72;35.506,53;35.506,53;0,00;-1.789,81
417/1720A/22699;Educació ambiental - Agenda 21 - Canvi climàtic;14.950,00;0,00;14.950,00;11.229,84;9.439,67;1.790,17;3.720,16
417/1720A/22706;Estudis i treballs tècnics;1.500,00;0,00;1.500,00;1.059,05;1.059,05;0,00;440,95
417/1720A/46700;A Consorcis;3.400,00;0,00;3.400,00;5.560,00;0,00;5.560,00;-2.160,00
417/1720A/48200;Subvencions centres educatius programa 50/50;1.800,00;-1.400,24;399,76;52,17;52,17;0,00;347,59
417/1720A/48900;Subvencions Agenda 21 Escolar;12.000,00;0,00;12.000,00;7.680,22;7.640,22;40,00;4.319,78
417/1721A/12000;Salaris del Grup A1;54.515,97;-103,52;54.412,45;41.296,66;41.296,66;0,00;13.115,79
417/1721A/12001;Salaris del Grup A2;25.813,04;-44,75;25.768,29;24.725,23;24.725,23;0,00;1.043,06
417/1721A/12004;Salaris del Grup C2;8.378,58;-27,96;8.350,62;7.919,51;7.919,51;0,00;431,11
417/1721A/12006;Triennis;22.070,91;-30,52;22.040,39;18.855,14;18.855,14;0,00;3.185,25
417/1721A/12100;Complement de destí;42.087,84;-100,00;41.987,84;36.719,74;36.719,74;0,00;5.268,10
417/1721A/12101;Complement  específic;65.458,32;-145,75;65.312,57;59.585,88;59.585,88;0,00;5.726,69
417/1721A/12103;Altres complements;25.340,60;0,00;25.340,60;21.594,43;21.594,43;0,00;3.746,17
417/1721A/15000;Productivitat;5.022,98;0,00;5.022,98;580,00;580,00;0,00;4.442,98
417/1721A/16000;Seguretat social;73.868,99;-132,93;73.736,06;67.253,75;67.253,75;0,00;6.482,31
417/1721A/21000;Manteniment d'infrastructura i béns naturals;640,00;61.157,89;61.797,89;10.496,37;0,00;10.496,37;51.301,52
417/1721A/21001;Manteniment i conservació de béns naturals. Ripoll i Rodal;480.000,00;-4.960,00;475.040,00;517.224,36;360.719,74;156.504,62;-42.184,36
417/1721A/22199;Altres subministraments;10,00;0,00;10,00;422,79;422,79;0,00;-412,79
417/1721A/22602;Publicitat i propaganda;800,00;0,00;800,00;0,00;0,00;0,00;800,00
417/1721A/22699;Actuacions en el medi natural;5.000,00;0,00;5.000,00;1.181,15;1.170,41;10,74;3.818,85
417/1721A/2270000;Neteja;1.960,00;0,00;1.960,00;0,00;0,00;0,00;1.960,00
417/1721A/22706;Estudis i treballs tècnics;1.500,00;0,00;1.500,00;10.604,00;10.604,00;0,00;-9.104,00
417/1721A/48200;Transf. corrents institucions sense ànim de lucre;6.000,00;0,00;6.000,00;6.666,50;6.666,50;0,00;-666,50
417/1721A/60900;Altre invers. nova en infrast. i béns destinats ús general;0,00;34,70;34,70;0,00;0,00;0,00;34,70
417/1721A/61900;Altres inv.de rep. en infrast.i béns destin. d’ús general;70.000,00;-70.000,00;0,00;0,00;0,00;0,00;0,00
417/1721A/62300;Inv. nova en maquinària, instal·lacions i utillatge;10,00;14.000,00;14.010,00;13.934,02;0,00;13.934,02;75,98
417/1721A/62500;Mobiliari;10,00;0,00;10,00;0,00;0,00;0,00;10,00
417/1721A/63200;Inv. rep. en edificis i altres construccions;50.000,00;-50.000,00;0,00;0,00;0,00;0,00;0,00
417/1721A/78000;A famílies i institucions sense ànim de lucre;60.000,00;-1.535,04;58.464,96;57.000,00;0,00;57.000,00;1.464,96
480/9240A/11000;Retribucions bàsiques;14.778,28;0,00;14.778,28;13.977,50;13.977,50;0,00;800,78
480/9240A/11001;Retribucions complementàries;67.163,50;0,00;67.163,50;60.908,25;60.908,25;0,00;6.255,25
480/9240A/12000;Salaris del Grup A1;29.354,64;-51,76;29.302,88;28.350,44;28.350,44;0,00;952,44
480/9240A/12001;Salaris del Grup A2;25.813,04;0,00;25.813,04;23.965,64;23.965,64;0,00;1.847,40
480/9240A/12003;Salaris del Grup C1;79.078,72;-67,20;79.011,52;63.921,11;63.921,11;0,00;15.090,41
480/9240A/12004;Salaris del Grup C2;132.381,56;-218,09;132.163,47;126.890,22;126.890,22;0,00;5.273,25
480/9240A/12006;Triennis;41.970,09;-35,28;41.934,81;34.102,14;34.102,14;0,00;7.832,67
480/9240A/12100;Complement de destí;125.434,08;-187,94;125.246,14;120.608,89;120.608,89;0,00;4.637,25
480/9240A/12101;Complement  específic;221.916,24;-338,93;221.577,31;225.323,90;225.323,90;0,00;-3.746,59
480/9240A/12103;Altres complements;98.475,42;0,00;98.475,42;96.243,28;96.243,28;0,00;2.232,14
480/9240A/13000;Retribucions bàsiques;55.114,59;0,00;55.114,59;53.282,62;53.282,62;0,00;1.831,97
480/9240A/15000;Productivitat;32.370,65;-10,89;32.359,76;10.632,35;10.632,35;0,00;21.727,41
480/9240A/16000;Seguretat social;242.322,11;-288,76;242.033,35;218.652,36;218.652,36;0,00;23.380,99
480/9240A/22001;Premsa, revistes, llibres i altres publicacions;240,00;0,00;240,00;0,00;0,00;0,00;240,00
480/9240A/22201;Comunicacions postals;1.500,00;0,00;1.500,00;506,08;401,85;104,23;993,92
480/9240A/22601;Atencions protocol·làries i representatives;800,00;0,00;800,00;480,87;480,87;0,00;319,13
480/9240A/22602;Publicitat i propaganda;2.800,00;0,00;2.800,00;2.420,00;0,00;2.420,00;380,00
480/9240A/2260200;Difusió d´activitats;2.000,00;-2.000,00;0,00;0,00;0,00;0,00;0,00
480/9240A/2260202;Publicacions;5.000,00;0,00;5.000,00;0,00;0,00;0,00;5.000,00
480/9240A/22699;Altres despeses diverses;10,00;0,00;10,00;161,42;161,42;0,00;-151,42
480/9240A/2270001;Contractes de neteja;124.504,96;0,00;124.504,96;120.260,54;120.260,54;0,00;4.244,42
480/9240A/22706;Estudis i treballs tècnics;3.000,00;-2.239,70;760,30;608,88;608,88;0,00;151,42
480/9240A/22799;Altres treballs realitzats per altres empreses i prof.;7.000,00;-4.458,42;2.541,58;784,69;784,69;0,00;1.756,89
480/9240A/23020;Dietes personal no directiu;1.300,00;0,00;1.300,00;1.631,33;655,89;975,44;-331,33
480/9240A/48300;Subvencions i aportacions institucionals;24.665,39;0,00;24.665,39;23.184,37;23.184,37;0,00;1.481,02
481/1515A/12000;Salaris del Grup A1;44.031,96;0,00;44.031,96;42.295,46;42.295,46;0,00;1.736,50
481/1515A/12001;Salaris del Grup A2;38.719,56;-44,75;38.674,81;33.141,06;33.141,06;0,00;5.533,75
481/1515A/12003;Salaris del Grup C1;19.769,68;0,00;19.769,68;10.673,50;10.673,50;0,00;9.096,18
481/1515A/12004;Salaris del Grup C2;0,00;10,00;10,00;6.111,15;6.111,15;0,00;-6.101,15
481/1515A/12006;Triennis;16.918,72;-14,60;16.904,12;15.088,26;15.088,26;0,00;1.815,86
481/1515A/12100;Complement de destí;50.835,84;-25,50;50.810,34;48.490,77;48.490,77;0,00;2.319,57
481/1515A/12101;Complement  específic;85.625,52;-44,56;85.580,96;85.796,41;85.796,41;0,00;-215,45
481/1515A/12103;Altres complements;30.735,28;0,00;30.735,28;27.113,75;27.113,75;0,00;3.621,53
481/1515A/15000;Productivitat;16.829,88;0,00;16.829,88;9.715,21;9.715,21;0,00;7.114,67
481/1515A/16000;Seguretat social;69.398,74;-27,45;69.371,29;66.775,17;66.775,17;0,00;2.596,12
481/1515A/22201;Comunicacions postals;10,00;0,00;10,00;10,00;10,00;0,00;0,00
481/1515A/61900;Altres inv.de rep. en infrast.i béns destin. d’ús general;124.000,00;0,00;124.000,00;0,00;0,00;0,00;124.000,00
481/1515B/22706;Estudis i treballs tècnics;10,00;0,00;10,00;0,00;0,00;0,00;10,00
481/1711A/2270001;Contractes de neteja;0,00;0,00;0,00;0,00;0,00;0,00;0,00
482/1513B/12001;Salaris del Grup A2;51.626,08;0,00;51.626,08;61.437,06;61.437,06;0,00;-9.810,98
482/1513B/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;9.524,44;9.524,44;0,00;360,40
482/1513B/12004;Salaris del Grup C2;117.300,12;-55,92;117.244,20;103.037,20;103.037,20;0,00;14.207,00
482/1513B/12005;Salaris del Grup E;23.035,74;0,00;23.035,74;21.212,67;21.212,67;0,00;1.823,07
482/1513B/12006;Triennis;39.239,81;0,00;39.239,81;31.994,86;31.994,86;0,00;7.244,95
482/1513B/12100;Complement de destí;94.157,40;-29,51;94.127,89;94.965,47;94.965,47;0,00;-837,58
482/1513B/12101;Complement  específic;156.968,40;-51,45;156.916,95;166.983,84;166.983,84;0,00;-10.066,89
482/1513B/12103;Altres complements;41.990,26;0,00;41.990,26;41.597,33;41.597,33;0,00;392,93
482/1513B/13000;Retribucions bàsiques;50.907,36;0,00;50.907,36;49.259,68;49.259,68;0,00;1.647,68
482/1513B/13100;Laboral temporal;87.440,32;-140,83;87.299,49;63.822,86;63.822,86;0,00;23.476,63
482/1513B/14300;Retribucions altre personal;28.877,16;0,00;28.877,16;0,00;0,00;0,00;28.877,16
482/1513B/15000;Productivitat;26.329,60;0,00;26.329,60;9.662,60;9.662,60;0,00;16.667,00
482/1513B/15300;Complement de dedicació especial;2.182,40;0,00;2.182,40;2.182,40;2.182,40;0,00;0,00
482/1513B/16000;Seguretat social;225.388,94;-87,90;225.301,04;208.357,32;208.357,32;0,00;16.943,72
482/1513B/20300;Lloguers de maquinària, instal·lacions i utillatge;5.000,00;-88,41;4.911,59;4.911,59;916,27;3.995,32;0,00
482/1513B/20400;Lloguer de material de transport;10,00;0,00;10,00;0,00;0,00;0,00;10,00
482/1513B/21200;Manteniment d’edificis i altres construccions;980.000,00;-137.378,05;842.621,95;536.385,27;392.191,45;144.193,82;306.236,68
482/1513B/21201;Reparacions d’edificis i altres construccions;10.000,00;0,00;10.000,00;0,00;0,00;0,00;10.000,00
482/1513B/21300;Manteniment de maquinària, instal·lacions i utillatge;747.000,00;11.237,44;758.237,44;1.072.702,52;740.278,92;332.423,60;-314.465,08
482/1513B/22001;Premsa, revistes, llibres i altres publicacions;560,00;0,00;560,00;0,00;0,00;0,00;560,00
482/1513B/22100;Energia elèctrica;299.413,00;0,00;299.413,00;165.638,74;126.734,90;38.903,84;133.774,26
482/1513B/22101;Aigua;221.216,95;0,00;221.216,95;17.218,20;9.538,13;7.680,07;203.998,75
482/1513B/22102;Gas;26.106,08;0,00;26.106,08;21.004,06;19.851,58;1.152,48;5.102,02
482/1513B/22103;Combustibles i carburants;5.000,00;0,00;5.000,00;4.750,00;3.760,00;990,00;250,00
482/1513B/22200;Serveis de Telecomunicacions;399.890,10;75.000,00;474.890,10;474.877,18;239.053,71;235.823,47;12,92
482/1513B/62300;Inv. nova en maquinària, instal·lacions i utillatge;10,00;0,00;10,00;0,00;0,00;0,00;10,00
482/1513B/63200;Inv. rep. en edificis i altres construccions;500.000,00;-500.000,00;0,00;0,00;0,00;0,00;0,00
482/1550A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;6.529,31;6.529,31;0,00;6.377,21
482/1550A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;7.784,79;7.784,79;0,00;593,79
482/1550A/12006;Triennis;1.637,79;0,00;1.637,79;625,86;625,86;0,00;1.011,93
482/1550A/12100;Complement de destí;12.038,52;0,00;12.038,52;7.849,32;7.849,32;0,00;4.189,20
482/1550A/12101;Complement  específic;25.705,32;0,00;25.705,32;16.889,04;16.889,04;0,00;8.816,28
482/1550A/12103;Altres complements;13.578,20;0,00;13.578,20;7.953,02;7.953,02;0,00;5.625,18
482/1550A/15000;Productivitat;1.452,15;0,00;1.452,15;656,42;656,42;0,00;795,73
482/1550A/16000;Seguretat social;16.122,02;0,00;16.122,02;11.526,85;11.526,85;0,00;4.595,17
482/1550A/22001;Premsa, revistes, llibres i altres publicacions;1.200,00;0,00;1.200,00;265,00;265,00;0,00;935,00
482/1550A/22201;Comunicacions postals;200,00;0,00;200,00;196,90;183,40;13,50;3,10
482/1550A/22400;Primes d’assegurances;235.000,00;-26.038,50;208.961,50;205.388,08;187.432,31;17.955,77;3.573,42
482/1550A/22602;Publicitat i propaganda;10,00;0,00;10,00;0,00;0,00;0,00;10,00
482/1550A/22699;Altres despeses diverses;41.000,00;5.000,00;46.000,00;12.511,76;10.307,70;2.204,06;33.488,24
482/1550A/2270001;Contractes de neteja;37.958,82;0,00;37.958,82;36.706,24;36.706,24;0,00;1.252,58
482/1550A/22706;Estudis i treballs tècnics;10,00;0,00;10,00;0,00;0,00;0,00;10,00
482/1550A/22799;Altres treballs realitzats per altres empreses i prof.;10.000,00;4.750,75;14.750,75;16.710,89;16.710,89;0,00;-1.960,14
482/1550A/63200;Inv. rep. en edificis i altres construccions;0,00;212.535,95;212.535,95;190.370,33;135.551,28;54.819,05;22.165,62
482/1551A/12001;Salaris del Grup A2;51.626,08;0,00;51.626,08;46.058,97;46.058,97;0,00;5.567,11
482/1551A/12003;Salaris del Grup C1;9.884,84;-33,60;9.851,24;7.133,24;7.133,24;0,00;2.718,00
482/1551A/12004;Salaris del Grup C2;8.378,58;-27,96;8.350,62;5.991,04;5.991,04;0,00;2.359,58
482/1551A/12006;Triennis;4.487,45;0,00;4.487,45;4.627,78;4.627,78;0,00;-140,33
482/1551A/12100;Complement de destí;28.796,88;-29,51;28.767,37;25.869,33;25.869,33;0,00;2.898,04
482/1551A/12101;Complement  específic;52.288,68;-54,75;52.233,93;49.626,89;49.626,89;0,00;2.607,04
482/1551A/12103;Altres complements;22.545,24;0,00;22.545,24;24.309,22;24.309,22;0,00;-1.763,98
482/1551A/15000;Productivitat;9.996,24;0,00;9.996,24;4.937,60;4.937,60;0,00;5.058,64
482/1551A/16000;Seguretat social;51.735,84;-53,41;51.682,43;45.060,42;45.060,42;0,00;6.622,01
482/1551A/21000;Manteniment d'infrastructura i béns naturals;10,00;31.933,65;31.943,65;31.582,59;0,00;31.582,59;361,06
482/1551A/21300;Manteniment de maquinària, instal·lacions i utillatge;10,00;0,00;10,00;0,00;0,00;0,00;10,00
482/1551A/22200;Serveis de Telecomunicacions;3.422,14;0,00;3.422,14;3.422,14;3.422,14;0,00;0,00
482/1551A/60900;Altre invers. nova en infrast. i béns destinats ús general;0,00;3.371,26;3.371,26;2.899,26;2.899,26;0,00;472,00
482/1551A/61900;Altres inv.de rep. en infrast.i béns destin. d’ús general;620.000,00;1.761.694,20;2.381.694,20;381.694,20;281.546,33;100.147,87;2.000.000,00
482/1551B/21000;Manteniment d'infrastructura i béns naturals;10,00;94.133,57;94.143,57;92.662,76;56.550,94;36.111,82;1.480,81
482/1611A/21300;Manteniment de maquinària, instal·lacions i utillatge;210.000,00;-9.660,60;200.339,40;175.929,73;86.003,13;89.926,60;24.409,67
482/1611A/22706;Estudis i treballs tècnics;10.000,00;3.707,07;13.707,07;13.707,07;13.707,07;0,00;0,00
482/1611A/61900;Altres inv.de rep. en infrast.i béns destin. d’ús general;75.000,00;1.204.504,72;1.279.504,72;67.673,00;8.673,00;59.000,00;1.211.831,72
482/1650A/12001;Salaris del Grup A2;12.906,52;-44,75;12.861,77;10.265,75;10.265,75;0,00;2.596,02
482/1650A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;10.884,43;10.884,43;0,00;-999,59
482/1650A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;1.797,75;1.797,75;0,00;6.580,83
482/1650A/12006;Triennis;5.037,74;0,00;5.037,74;4.033,20;4.033,20;0,00;1.004,54
482/1650A/12100;Complement de destí;13.673,76;-18,42;13.655,34;11.017,04;11.017,04;0,00;2.638,30
482/1650A/12101;Complement  específic;21.514,08;-31,65;21.482,43;17.746,47;17.746,47;0,00;3.735,96
482/1650A/12103;Altres complements;5.878,56;0,00;5.878,56;7.203,52;7.203,52;0,00;-1.324,96
482/1650A/13000;Retribucions bàsiques;50.907,36;0,00;50.907,36;49.259,68;49.259,68;0,00;1.647,68
482/1650A/15000;Productivitat;2.378,15;0,00;2.378,15;15,62;15,62;0,00;2.362,53
482/1650A/16000;Seguretat social;35.279,87;-30,54;35.249,33;34.220,26;34.220,26;0,00;1.029,07
482/1650A/21300;Manteniment de maquinària, instal·lacions i utillatge;1.052.785,02;-38.405,19;1.014.379,83;970.092,98;627.324,25;342.768,73;44.286,85
482/1650A/22100;Energia elèctrica;1.785.108,00;0,00;1.785.108,00;2.001.321,82;1.577.794,07;423.527,75;-216.213,82
482/1710A/12001;Salaris del Grup A2;64.532,60;0,00;64.532,60;39.687,71;39.687,71;0,00;24.844,89
482/1710A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;7.375,25;7.375,25;0,00;2.509,59
482/1710A/12004;Salaris del Grup C2;25.135,74;0,00;25.135,74;22.404,09;22.404,09;0,00;2.731,65
482/1710A/12006;Triennis;16.677,23;0,00;16.677,23;10.873,02;10.873,02;0,00;5.804,21
482/1710A/12100;Complement de destí;45.871,80;0,00;45.871,80;32.337,26;32.337,26;0,00;13.534,54
482/1710A/12101;Complement  específic;75.979,68;0,00;75.979,68;53.732,64;53.732,64;0,00;22.247,04
482/1710A/12103;Altres complements;22.502,20;0,00;22.502,20;21.043,06;21.043,06;0,00;1.459,14
482/1710A/15000;Productivitat;17.473,98;0,00;17.473,98;9.564,46;9.564,46;0,00;7.909,52
482/1710A/16000;Seguretat social;81.621,64;0,00;81.621,64;62.422,13;62.422,13;0,00;19.199,51
482/1710A/20300;Lloguers de maquinària, instal·lacions i utillatge;10,00;0,00;10,00;0,00;0,00;0,00;10,00
482/1710A/21000;Manteniment d'infrastructura i béns naturals;1.885.755,00;0,00;1.885.755,00;1.922.438,92;1.168.657,93;753.780,99;-36.683,92
482/1710A/21300;Manteniment de maquinària, instal·lacions i utillatge;115.000,00;14.999,99;129.999,99;104.310,91;50.594,09;53.716,82;25.689,08
482/1710A/21901;Compra de material per jardineria;10,00;0,00;10,00;0,00;0,00;0,00;10,00
482/1710A/22001;Premsa, revistes, llibres i altres publicacions;240,00;0,00;240,00;207,88;207,88;0,00;32,12
482/1710A/22100;Energia elèctrica;21.410,00;0,00;21.410,00;8.764,92;7.704,59;1.060,33;12.645,08
482/1710A/22101;Aigua;1.505,34;0,00;1.505,34;120.294,23;120.294,23;0,00;-118.788,89
482/1710A/60900;Altre invers. nova en infrast. i béns destinats ús general;60.000,00;-58.287,23;1.712,77;1.712,77;0,00;1.712,77;0,00
482/1710A/62300;Inv. nova en maquinària, instal·lacions i utillatge;50.000,00;-41.101,66;8.898,34;8.898,34;0,00;8.898,34;0,00
482/1710A/62500;Mobiliari;50.000,00;-50.000,00;0,00;0,00;0,00;0,00;0,00
482/1711A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;21.948,89;21.948,89;0,00;-9.042,37
482/1711A/12003;Salaris del Grup C1;9.884,84;-33,60;9.851,24;9.372,72;9.372,72;0,00;478,52
482/1711A/12004;Salaris del Grup C2;33.514,32;0,00;33.514,32;32.849,10;32.849,10;0,00;665,22
482/1711A/12005;Salaris del Grup E;76.785,80;-25,60;76.760,20;70.927,75;70.927,75;0,00;5.832,45
482/1711A/12006;Triennis;28.719,03;0,00;28.719,03;27.076,75;27.076,75;0,00;1.642,28
482/1711A/12100;Complement de destí;57.478,20;-30,56;57.447,64;63.722,19;63.722,19;0,00;-6.274,55
482/1711A/12101;Complement  específic;117.117,96;-59,48;117.058,48;129.116,87;129.116,87;0,00;-12.058,39
482/1711A/12103;Altres complements;72.125,14;0,00;72.125,14;64.011,82;64.011,82;0,00;8.113,32
482/1711A/13000;Retribucions bàsiques;22.114,85;0,00;22.114,85;20.100,87;20.100,87;0,00;2.013,98
482/1711A/13100;Laboral temporal;124.337,67;-194,41;124.143,26;123.013,71;123.013,71;0,00;1.129,55
482/1711A/15000;Productivitat;17.980,92;0,00;17.980,92;6.407,96;6.407,96;0,00;11.572,96
482/1711A/16000;Seguretat social;172.536,06;-158,27;172.377,79;164.829,64;164.829,64;0,00;7.548,15
482/1711A/20300;Lloguers de maquinària, instal·lacions i utillatge;1.000,00;-532,72;467,28;467,28;467,28;0,00;0,00
482/1711A/21000;Manteniment d'infrastructura i béns naturals;50.000,00;-3.023,82;46.976,18;38.569,32;18.485,74;20.083,58;8.406,86
482/1711A/21300;Manteniment de maquinària, instal·lacions i utillatge;1.000,00;0,00;1.000,00;2.708,34;2.079,28;629,06;-1.708,34
482/1711A/21900;Altre immobilitzat material;50.000,00;-16.089,17;33.910,83;28.743,87;20.346,43;8.397,44;5.166,96
482/1711A/22100;Energia elèctrica;94.545,00;0,00;94.545,00;66.688,04;23.394,73;43.293,31;27.856,96
482/1711A/22101;Aigua;10.505,90;0,00;10.505,90;16.390,90;4.587,37;11.803,53;-5.885,00
482/1711A/22113;Manutenció d'animals;1.500,00;-1.500,00;0,00;0,00;0,00;0,00;0,00
482/1711A/22602;Publicitat i propaganda;1.000,00;-702,00;298,00;0,00;0,00;0,00;298,00
482/1711A/22699;Altres despeses diverses;1.000,00;0,00;1.000,00;1.298,00;1.298,00;0,00;-298,00
483/1330A/12000;Salaris del Grup A1;29.354,64;0,00;29.354,64;14.124,51;14.124,51;0,00;15.230,13
483/1330A/12001;Salaris del Grup A2;0,00;0,00;0,00;5.753,88;5.753,88;0,00;-5.753,88
483/1330A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;9.353,46;9.353,46;0,00;531,38
483/1330A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;5.603,23;5.603,23;0,00;2.775,35
483/1330A/12006;Triennis;9.303,07;0,00;9.303,07;5.331,43;5.331,43;0,00;3.971,64
483/1330A/12100;Complement de destí;23.796,72;0,00;23.796,72;17.143,89;17.143,89;0,00;6.652,83
483/1330A/12101;Complement  específic;41.491,32;0,00;41.491,32;30.651,24;30.651,24;0,00;10.840,08
483/1330A/12103;Altres complements;19.959,00;0,00;19.959,00;4.926,23;4.926,23;0,00;15.032,77
483/1330A/15000;Productivitat;4.561,69;0,00;4.561,69;2.255,34;2.255,34;0,00;2.306,35
483/1330A/16000;Seguretat social;33.678,59;-6.390,19;27.288,40;26.792,72;26.792,72;0,00;495,68
483/1330A/22201;Comunicacions postals;200,00;0,00;200,00;200,00;200,00;0,00;0,00
483/1330A/22699;Altres despeses diverses;2.500,00;-2.500,00;0,00;251,99;0,00;251,99;-251,99
483/1330A/22799;Altres treballs realitzats per altres empreses i prof.;10,00;0,00;10,00;0,00;0,00;0,00;10,00
483/1330A/48300;Subvencions i aportacions institucionals;650,00;-460,61;189,39;0,00;0,00;0,00;189,39
483/1331A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;17.916,27;17.916,27;0,00;-5.009,75
483/1331A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;10.788,43;10.788,43;0,00;-903,59
483/1331A/12004;Salaris del Grup C2;40.217,18;-27,96;40.189,22;39.575,16;39.575,16;0,00;614,06
483/1331A/12006;Triennis;7.350,29;0,00;7.350,29;8.895,79;8.895,79;0,00;-1.545,50
483/1331A/12100;Complement de destí;29.447,28;-15,28;29.432,00;34.880,84;34.880,84;0,00;-5.448,84
483/1331A/12101;Complement  específic;49.638,48;-26,83;49.611,65;63.446,10;63.446,10;0,00;-13.834,45
483/1331A/12103;Altres complements;17.887,46;0,00;17.887,46;20.788,58;20.788,58;0,00;-2.901,12
483/1331A/15000;Productivitat;5.904,37;0,00;5.904,37;1.899,60;1.899,60;0,00;4.004,77
483/1331A/16000;Seguretat social;48.196,35;-18,80;48.177,55;53.932,69;53.932,69;0,00;-5.755,14
483/1331A/22699;Altres despeses diverses;725.000,00;-25.500,00;699.500,00;699.267,87;361.951,90;337.315,97;232,13
483/1331A/22706;Estudis i treballs tècnics;25.000,00;-25.000,00;0,00;0,00;0,00;0,00;0,00
483/1331A/22799;Altres treballs realitzats per altres empreses i prof.;10,00;45.242,53;45.252,53;45.242,53;43.140,14;2.102,39;10,00
483/1331A/61900;Altres inv.de rep. en infrast.i béns destin. d’ús general;10,00;0,00;10,00;0,00;0,00;0,00;10,00
483/1331A/77000;Transferències de capital a empreses privades;50.000,00;-37.621,95;12.378,05;12.378,05;0,00;12.378,05;0,00
483/1331B/12000;Salaris del Grup A1;29.354,64;0,00;29.354,64;25.205,69;25.205,69;0,00;4.148,95
