"Ejercicio","TipoVehículo","MarcaModelo","NumBastidor","POTENCIA_FISCAL","FECHA_MATRICULACION","tipoBeneficio","desc_tipo_beneficio","porcentajeBeneficio"
2016,"CAMIÓN FURGON","RENAULT KANGOO","VF1FC0JAF30090518","12.78","21/01/2004",,"",
2016,"TRACTOCAMIÓN","SCANIA R 420 LA4X2MNA","VLUR4X20009121981","45.21","10/09/2007",,"",
2016,"TURISMO","VOLKSWAGEN GOLF","WVWZZZ1KZ4P032247","12.9","03/08/2007",,"",
2016,"TURISMO","MERCEDES C 220","WDD2040021A416692","13.88","22/07/2010",,"",
2016,"TURISMO","MERCEDES-BENZ C220BLUETEC","WDD2050041F157995","13.88","28/01/2015",,"",
2016,"TODO TERRENO","LAND ROVER RANGE ROVER SPORT","SALLSAAG4BA278919","19.99","14/04/2011",,"",
2016,"TURISMO","AUDI A1 SPORTBACK","WAUZZZ8X8EB164818","9.78","05/01/2015",,"",
2016,"TURISMO","KIA CARENS","KNAHT815AF7102081","12.02","26/01/2015",,"",
2016,"TURISMO","SEAT LEON","VSSZZZ5FZER085703","11.64","04/03/2014",,"",
2016,"MOTOCICLETA DE 2 RUEDAS","HONDA CB600","ZDCPC36A04F068916","6.46","21/05/2007",,"",
2016,"TURISMO","TOYOTA YARIS","VNKKL3D390A135209","7.82","12/01/2015",,"",
2016,"VEHÍCULO MIXTO ADAPTABLE","FIAT DUCATO","ZFA25000001193900","14.09","07/08/2007",,"",
2016,"MOTOCICLETA DE 2 RUEDAS","PIAGGIO","RP8M73401EV111672",,"26/01/2015",,"",
2016,"TURISMO","VOLVO XC70","YV1BZ88A1C1122162","14.48","11/11/2011",,"",
2016,"TRACTOR","JOHN DEERE-5500N(4RM)","AT5500J003503","19.94","16/09/1998",,"",
2016,"TURISMO","PEUGEOT N308 5P ACTIVE HDI92","VF3LB9HPAES036223","11.47","22/05/2014",,"",
2016,"TURISMO","NISSAN QASHQAI","SJNFDAJ10U1075785","13.3","02/08/2007",,"",
2016,"TURISMO","VOLKSWAGEN PASSAT 1.9","WVWZZZ3BZ4P095286","12.89","19/12/2003",,"",
2016,"TURISMO","FIAT FIAT 500","ZFA3120000J269086","10","09/01/2015",,"",
2016,"TURISMO","SMART SMART","WME01MC012H078034","5.75","09/01/2015",,"",
2016,"TURISMO","OPEL CORSA","W0L0SDL68C4133768","10.03","28/05/2012",,"",
2016,"TURISMO","BMW 116D","WBA1C71060J051111","13.29","30/01/2015","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","FORD GRAND C-MAX","WF0HXXGCBHEA41354","11.47","14/01/2015",,"",
2016,"TURISMO","MERCEDES-BENZ CITAN","WDF4157031U152717","11.03","09/01/2015",,"",
2016,"TURISMO","RENAULT MEGANE","VF1KZ0B0643943039","11.02","15/10/2010",,"",
2016,"TURISMO","PEUGEOT 207 1.6","VF3WB5FWC34286078","11.57","31/07/2008",,"",
2016,"TURISMO","MERCEDES-BENZ E 350 BLUETEC","WDD2120941B140399","19.93","14/01/2015",,"",
2016,"TURISMO","SEAT IBIZA ST","VSSZZZ6JZFR079100","9.78","09/01/2015",,"",
2016,"MOTOCICLETA DE 2 RUEDAS","YAMAHA FZ6-N","JYARJ146000007655","5.13","12/07/2007",,"",
2016,"TURISMO","AUDI AUDI A4","WAUZZZ8KXCA057308","13.19","08/11/2011",,"",
2016,"TURISMO","CITROEN C4","VF7LC9HYB74153226","11.47","25/01/2005",,"",
2016,"TURISMO","FORD FOCUS","WF0AXXWPDA3L16511","11.63","27/06/2003",,"",
2016,"TURISMO","VOLKSWAGEN PASSAT 1.9 TDI","WVWZZZ3BZYP097290","12.9","16/01/2001",,"",
2016,"VEHÍCULO MIXTO ADAPTABLE","PEUGEOT 807 2.2","VF3EB4HWB13026518","14.02","10/02/2003",,"",
2016,"CAMIÓN CAJA","FORD FORD TRANSIT-TRANSIT T","WF0FXXTTFF7L69321","14.86","04/07/2007",,"",
2016,"TURISMO","PEUGEOT 206 XL HDI 70","VF32A8HXF43414255","10.75","27/02/2004",,"",
2016,"VEHÍCULO MIXTO ADAPTABLE","VOLKSWAGEN CADDY 1.9 TDI   5V","WV2ZZZ2KZ6X073187",,"23/02/2006",,"",
2016,"TURISMO","FORD FOCUS","WF0BXXGCDB2A87309","12.3","31/07/2003",,"",
2016,"TURISMO","AUDI A6 3.0","WAUZZZ4F36N072691","19.84","21/10/2005",,"",
2016,"TURISMO","CITROEN C3","VF7FC8HZC28982048","10.74","26/10/2007",,"",
2016,"TURISMO","OPEL CORSA","W0L0SDL6874285433","10.57","26/06/2007","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","CITROEN C3 14HDI SXPLUS","VF7FC8HXB26065556","11.45","16/01/2003",,"",
2016,"VEHÍCULO MIXTO ADAPTABLE","CITROEN JUMPER","VF7YBDMVB11466534","16.97","15/06/2009",,"",
2016,"TURISMO","OPEL CORSA","W0L0SDL0876086564","12.01","12/07/2007",,"",
2016,"TURISMO","SEAT MII","VSSZZZAAZCD306943","7.82","24/01/2013",,"",
2016,"MOTOCICLETA DE 2 RUEDAS","HONDA CB600F","ZDCPC41A07F016392","6.46","18/09/2007",,"",
2016,"TURISMO","NISSAN 350Z","JN1GAAZ33U0001456","21.9","22/01/2008",,"",
2016,"TURISMO","CITROEN XSARA 1.6","VF7N1NFUB73786295","11.59","26/09/2003",,"",
2016,"TURISMO","MAZDA MAZDA 2","JMZDEA4K200417095","10.51","09/03/2011",,"",
2016,"TODO TERRENO","VOLKSWAGEN TOUAREG","WVGZZZ7PZFD007533","19.84","29/01/2015",,"",
2016,"TURISMO","KIA CERATO","KNEFE242265205925","11.64","03/04/2006",,"",
2016,"MOTOCICLETA DE 2 RUEDAS","KYMCO BETÑWIN 125","RFBS3001161604938","1.45","18/10/2006",,"",
2016,"VEHÍCULO MIXTO ADAPTABLE","FORD TRANSIT","WF0GXXTTPGBE02104","12.3","11/07/2011",,"",
2016,"TURISMO","HONDA ACCORD TOURER","JHMCW37609C204050","14.1","29/01/2009",,"",
2016,"FURGONETA","RENAULT MASTER","VF1MAFESC51588767","14.47","02/01/2015",,"",
2016,"TURISMO","NISSAN NISSAN QASHQAI","SJNFEAJ11U1251567","9.78","30/01/2015",,"",
2016,"TURISMO","SMART FORTWO COUPE","WME4513321K726969","7.83","10/01/2014",,"",
2016,"MOTOCICLETA DE 2 RUEDAS","KAWASAKI Z750","JKAZR750LLA049388","7.38","15/10/2008",,"",
2016,"TURISMO","MERCEDES-BENZ C 180 KOMPRESSOR","WDB2037461A783106","12.48","31/10/2006","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","NISSAN MICRA 1.2","SJNFBAK12U1212525","9.99","31/03/2004",,"",
2016,"TURISMO","RENAULT MEGANE COUPE","VF1DA050525244029","12.78","14/08/2001",,"",
2016,"TURISMO","PEUGEOT 308","VF34HRHF8BS052211","13.31","07/03/2013",,"",
2016,"TURISMO","FORD FIESTA","WF0DXXGAKDEB67211","10","30/01/2015",,"",
2016,"TURISMO","SEAT IBIZA II","VSSZZZ6LZ2R031021","12.89","11/04/2002",,"",
2016,"TURISMO","CITROEN C3 PT 82 COLLECTION","VF7SCHMZ6EW693294","8.73","19/01/2015",,"",
2016,"MOTOCICLETA DE 2 RUEDAS","HONDA VFR NC30","NC351101430","5.1","07/10/2010",,"",
2016,"TURISMO","PEUGEOT 2008 ALLURE EHDI 115","VF3CU9HD8FY004623","11.47","26/01/2015",,"",
2016,"TURISMO","VOLKSWAGEN POLO BLUE MOTION","WVWZZZ6RZCY217724","8.72","27/04/2012",,"",
2016,"TURISMO","MERCEDES BENZ C-220 CDI","WDB2037081A669167","13.9","19/01/2006",,"",
2016,"TURISMO","NISSAN MICRA 1.2","SJNFBAK12U1175660","9.99","02/01/2004",,"",
2016,"TURISMO","CITROEN XSARA","VF7N0NFUB73178346","11.59","27/04/2001",,"",
2016,"TURISMO","NISSAN ALMERA 1.5","SJNFAAN16U0533321","11.19","29/11/2004",,"",
2016,"TURISMO","HONDA CIVIC 3P 1.4S","SHHEP13404U200386","10.73","26/11/2003",,"",
2016,"TURISMO","AUDI A3 SPORTBACK","WAUZZZ8V3FA068567","9.78","20/01/2015",,"",
2016,"TURISMO","DACIA DOKKER","UU10SDA4552030168","11.02","07/01/2015",,"",
2016,"TURISMO","FORD FOCUS","WF05XXGCC5EG65405","11.47","07/01/2015",,"",
2016,"MOTOCICLETA DE 2 RUEDAS","SUZUKI BANDIT","GK75A113232","5.05","19/08/1991",,"",
2016,"TURISMO","CITROEN C.15 RD TOP","VS7VDPG0010PG6239","12.37","05/07/1996",,"",
2016,"MOTOCICLETA DE 2 RUEDAS","HONDA GL 1.100","1HFSC0204CA201434","5.92","02/11/1993","VH","VEHICULO HISTORICO","100"
2016,"SEMIRREMOLQUE CISTERNA","PARCISA CACC-170 202-30","VS9AC2030P1032326","0","14/01/1994",,"",
2016,"REMOLQUE","LOHR EUROLOHR","VGYC2H92S5EL45456","0","04/08/2005",,"",
2016,"REMOLQUE","LOHR EUROLOHR","VGYC2H92S5EL45457","0","04/08/2005",,"",
2016,"TURISMO","HONDA ACCORD 2 3","SHHCC75800V019900","14.33","15/10/1993","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","RENAULT R 19 1 4","VF1B53A0511722978","10.7","27/05/1994",,"",
2016,"TURISMO","AUDI TT COUPE 1.8 5V","TRUZZZ8NZY1067037","12.42","29/03/2000",,"",
2016,"TURISMO","CITROEN XSARA 19TD FAMILIAR","VF7N2DHYF36351517","12.93","04/01/1999",,"",
2016,"TURISMO","OPEL ASTRA G","W0L0TGF69X5210530","13.3","22/04/1999",,"",
2016,"MOTOCICLETA DE 2 RUEDAS","VESPA 150","VT400447","2.18","20/10/1962","VH","VEHICULO HISTORICO","100"
2016,"TURISMO","FIAT FIAT BRAVO","ZFA18200004755024","11.56","01/12/1998",,"",
2016,"FURGONETA","OPEL CORSA","W0L0SBF09X3050983","12.02","22/06/1999",,"",
2016,"TURISMO","CITROEN C4 PICASSO","VF7UD9HZC45167053","11.47","06/03/2008",,"",
2016,"TURISMO","FORD MUSTANG","1ZVFT80N665237256","23.78","14/05/2015",,"",
2016,"TURISMO","CADILLAC CTS 3.2 A","1G6DM57N630168432","20.66","06/08/2004",,"",
2016,"TURISMO","OPEL MERIVA","W0LSD9ED1B4071893","10.58","04/03/2011",,"",
2016,"TURISMO","MITSUBISHI SPACE STAR","MMCXNA03AFH016998","8.7","16/01/2015",,"",
2016,"TURISMO","VOLKSWAGEN PASSAT","WVWZZZ3CZGE049488","13.19","05/08/2015",,"",
2016,"TURISMO","VOLKSWAGEN GOLF","WVWZZZAUZFP077511","11.64","05/08/2015",,"",
2016,"TURISMO","VOLKSWAGEN GOLF","WVWZZZAUZGW062554","13.19","05/08/2015",,"",
2016,"TURISMO","RENAULT KADJAR","VF1RFE00953584342","11.02","07/08/2015",,"",
2016,"TURISMO","FIAT SEICENTO","ZFA18700000587338","9.34","21/12/2000",,"",
2016,"CAMIÓN FURGON","RENAULT R. TRAFIC","VF1F8ALA523005931","12.79","20/10/2000",,"",
2016,"TURISMO","RENAULT MEGANE SCENIC","VF1JMS40635696509","12.78","07/04/2006",,"",
2016,"TURISMO","NISSAN NISSAN JUKE","SJNFCAF15U7132477","11.03","28/08/2015",,"",
2016,"TURISMO","ALFA ROMEO ALFA MITO","ZAR9550000X042172","10.6","07/08/2015",,"",
2016,"TURISMO","VOLKSWAGEN CALIFORNIA BEACH","WV2ZZZ7HZFH169036","13.19","13/08/2015",,"",
2016,"TURISMO","VOLKSWAGEN SCIROCCO","WVWZZZ13ZGV000791","10.72","26/08/2015",,"",
2016,"TURISMO","CITROEN NGC4PI EHD115INTEN7P","VF73A9HC8EJ782535","11.47","26/02/2015",,"",
2016,"TURISMO","FIAT PANDA","ZFA31200003419439","10","28/08/2015",,"",
2016,"TURISMO","VOLKSWAGEN GOLF 1.8 I","WVWZZZ15ZNK014149","12.42","04/01/2005",,"",
2016,"TURISMO","VOLKSWAGEN POLO","WVWZZZ6RZGY048470","9.78","27/08/2015",,"",
2016,"TURISMO","SEAT IBIZA","VSSZZZ6LZ8R052780","11.63","03/10/2007",,"",
2016,"TURISMO","MERCEDES BENZ","WDD1760081J284784","13.88","20/08/2015",,"",
2016,"TURISMO","FORD MONDEO","WF05XXGBB54C81578","13.3","09/09/2004","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","BMW 120D MAN","WBAUG51000PV14704","13.3","28/06/2005",,"",
2016,"TURISMO","HYUNDAI I 30","TMADB51SABJ176665","11.57","31/03/2011",,"",
2016,"VIVIENDA","RAPIDO 787F","ZFA24400007472639","16.3","16/12/2005",,"",
2016,"TURISMO","MERCEDES-BENZ CLA 200 CDI","WDD1173081N246585","13.88","02/09/2015",,"",
2016,"TURISMO","BMW 3ER REIHE","WBAAL71010KG52214","13.12","02/05/2006",,"",
2016,"TURISMO","RENAULT CAPTUR","VF12R5A1H52948237","7.34","22/09/2015",,"",
2016,"TURISMO","SSANGYONG KORANDO","KPTA0B1WSFP229058","13.93","29/09/2015",,"",
2016,"CAMIÓN FURGON","FORD TRANSIT CONNECT","WF0TXXTTPT5M61730","12.3","27/04/2005",,"",
2016,"TURISMO","MITSUBISHI MITSUBISHI ASX","JMBXJGA7WFZD04300","11.47","29/09/2015",,"",
2016,"TURISMO","FIAT FIAT 500X","ZFA3340000P380258","11.64","17/09/2015",,"",
2016,"TURISMO","FORD S-MAX 2.0","WF0SXXGBWS8R33301","13.3","27/02/2008",,"",
2016,"TURISMO","PEUGEOT 5008 STY 1.6 BHDI 120","VF30EBHZMFS142996","11.47","31/08/2015",,"",
2016,"TURISMO","RENAULT CLIO","VF1CB0P0G25870285","10.7","17/12/2001",,"",
2016,"TURISMO","VOLKSWAGEN POLO","WVWZZZ6RZGY049783","7.82","17/09/2015",,"",
2016,"MOTOCICLETA DE 2 RUEDAS","YAMAHA XP500A","JYASJ064000005355","4.39","18/07/2008",,"",
2016,"TURISMO","AUDI A4 AVANT","WAUZZZ8K0EA089882","13.19","07/01/2014",,"",
2016,"TURISMO","OPEL INSIGNIA LIMOUSINE HB","W0LGT6ESXF1086776","13.14","17/09/2015",,"",
2016,"TURISMO","OPEL ASTRA 2.0","W0L0TGF4835248749","13.29","31/07/2003",,"",
2016,"TURISMO","NISSAN NISSAN PULSAR","VSKDDAC13U0034629","9.78","10/07/2015",,"",
2016,"TURISMO","CITROEN C5 2.0","VF7DCRHZB76504953","13.3","20/05/2004",,"",
2016,"TURISMO","RENAULT MEGANE","VF1BZ0Z0H53560168","9.78","30/07/2015",,"",
2016,"TURISMO","PEUGEOT 107 5P TRENDY","VF3PN8HTC88737103","10.74","13/05/2011",,"",
2016,"TURISMO","RENAULT CAPTUR","VF12R5A1H52960889","7.34","20/07/2015",,"",
2016,"MOTOCICLETA DE 2 RUEDAS","YAMAHA YZFR6","JYARJ095000015141","6.46","09/08/2007",,"",
2016,"TURISMO","AUDI A3","WAUZZZ8L23A002232","12.89","25/06/2002",,"",
2016,"TURISMO","FORD KA","WF0UXXLTRUFL48889","10","16/07/2015",,"",
2016,"TURISMO","OPEL MERIVA","W0LSD9EU8F4160656","11.64","31/07/2015",,"",
2016,"MOTOCICLETA DE 2 RUEDAS","YAMAHA XP500","JYASJ061000020449","4.39","10/09/2008",,"",
2016,"TURISMO","RENAULT CLIO","VF15RAA0H53172881","7.34","20/07/2015",,"",
2016,"TURISMO","BMW 320 I CABRIO","WBABJ11020EE02048","15.6","23/05/2001",,"",
2016,"TURISMO","PEUGEOT 407 2.7","VF36JUHZJ21505202","18.83","26/01/2011",,"",
2016,"TURISMO","NISSAN NISSAN JUKE","SJNFEAF15U7042583","9.78","29/07/2015",,"",
2016,"TURISMO","MERCEDES-BENZ A 180 CDI","WDD1760121J280052","11.03","09/06/2014",,"",
2016,"TURISMO","DACIA SANDERO","UU15SDAG352992125","9.54","07/07/2015","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"MOTOCICLETA DE 2 RUEDAS","BMW R 1200 GS","WB10307A37ZU71469","7.31","19/12/2007",,"",
2016,"TURISMO","KIA CEE'D","U5YHN515AFL178220","10.74","15/07/2015",,"",
2016,"MOTOCICLETA DE 2 RUEDAS","YAMAHA YP250R","VG5SG254000001281","2.2","15/07/2013",,"",
2016,"TURISMO","BMW SERIE 3","WBABD31070JX25227","17.88","29/04/2003",,"",
2016,"TURISMO","FORD KA","WF0UXXLTRUFL48886","10","28/07/2015",,"",
2016,"TURISMO","VOLKSWAGEN GOLF 1.9","WVWZZZ1KZ4P067889","12.89","02/06/2004",,"",
2016,"TURISMO","CITROEN XSARA","VF7N0RHZB73616541","13.3","03/07/2002",,"",
2016,"TURISMO","AUDI A8 30 TDI QUATTRO","WAUZZZ4E59N002783","19.85","26/01/2015",,"",
2016,"VEHÍCULO MIXTO ADAPTABLE","PEUGEOT PART CBPRO 1.9D","VF35FWJZE60376708","12.78","22/06/2001",,"",
2016,"TURISMO","PEUGEOT 406 ST HDI 110","VF38BRHZF81178539","13.31","02/10/2000","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","OPEL CORSA","W0L0SDL68C4013745","10.3","10/10/2011",,"",
2016,"MOTOCICLETA DE 2 RUEDAS","HONDA VT 125 C","VTMJC31A04E221417","1.91","24/11/2004",,"",
2016,"TURISMO","RENAULT MEGANE COUPE","VF1DA0D0525760189","10.7","26/12/2001",,"",
2016,"TURISMO","AUDI A5 SPORTBACK","WAUZZZ8T5FA060548","12.5","03/06/2015",,"",
2016,"TURISMO","SEAT IBIZA II 1.2","VSSZZZ6LZ3R059182","8.89","29/01/2003",,"",
2016,"TURISMO","CHEVROLET CRUZE'KL1J","KL1JA69RJAK533482","13.28","20/10/2009",,"",
2016,"TURISMO","MERCEDES-BENZ C 180 K","WDB2030461A840077","12.48","18/06/2007",,"",
2016,"TURISMO","FORD FOCUS C-MAX","WF0MXXGCDM3U87974","13.3","15/12/2003",,"",
2016,"MOTOCICLETA DE 2 RUEDAS","HYOSUNG GT 125 COMET","KM4MF51B951106880","1.91","24/08/2005",,"",
2016,"TURISMO","PEUGEOT 2008 ACT BLUEHDI 100","VF3CUBHY6FY093365","11.47","30/06/2015",,"",
2016,"MOTOCICLETA DE 2 RUEDAS","YAMAHA YP125R","VG5SE681000014984","1.45","19/06/2015",,"",
2016,"TURISMO","PEUGEOT 406 2.2","VF38B4HXF81572074","14.02","30/06/2003",,"",
2016,"TURISMO","VOLKSWAGEN CC","WVWZZZ3CZFE811562","13.19","05/06/2015",,"",
2016,"TURISMO","PEUGEOT N308 ACTIVE 1.6 BLUE H","VF3LBBHYBFS150004","11.47","25/06/2015",,"",
2016,"TURISMO","OPEL ASTRA","W0LPD6ED2FG059700","11.63","10/06/2015",,"",
2016,"TURISMO","OPEL ZAFIRA","W0L0TGF7522043816","13.3","25/04/2002",,"",
2016,"TURISMO","PEUGEOT 208 5PLIKE1.0PURET68","VF3CCZMZ0FT075509","7.82","10/06/2015",,"",
2016,"TURISMO","FORD KA","WF0UXXLTRUFL48900","10","26/06/2015",,"",
2016,"TURISMO","RENAULT CAPTUR","VF12RFL1H53392324","11.02","30/06/2015",,"",
2016,"TURISMO","MERCEDES-BENZ B180CDI","WDD2462121J338684","11.03","10/06/2015",,"",
2016,"TURISMO","SEAT LEON","VSSZZZ1MZ3R067624","12.89","13/11/2002",,"",
2016,"MOTOCICLETA DE 2 RUEDAS","VICTORY MAGNUM X-1","5VPUW36E7F3041819","9.35","25/06/2015",,"",
2016,"TURISMO","ALFA ROMEO ALFA MITO","ZAR9550000X031480","10.03","24/06/2015",,"",
2016,"TURISMO","PEUGEOT 307 2.0HDI","VF33CRHYB83401230","13.31","30/04/2004",,"",
2016,"FURGONETA MIXTA","NISSAN VANETTE CARGO","VSKDEVC23U0167884","14.41","09/08/2001",,"",
2016,"TURISMO","NISSAN NISSAN QASHQAI","SJNFEAJ11U1423606","9.78","26/06/2015",,"",
2016,"TURISMO","FORD KA","WF0UXXLTRUFD37367","10","04/06/2015",,"",
2016,"TURISMO","SEAT IBIZA 5P 1 4 5V","VSSZZZ6KZ2R027267","10.7","27/02/2002",,"",
2016,"TURISMO","SEAT IBIZA 1.9 SDI 3P","VSSZZZ6KZYR065070","12.89","05/04/2000",,"",
2016,"TURISMO","OPEL ASTRA G","W0L0TGF69X5145107","12.49","17/02/1999",,"",
2016,"TURISMO","NISSAN SUNNY","JN1FEAN14U0113557","11","14/06/1994",,"",
2016,"TURISMO","VOLKSWAGEN POLO 1,0 2P","WVWZZZ6NZXY414759","8.77","03/01/2000",,"",
2016,"MOTOCICLETA DE 2 RUEDAS","VESPA IRIS 200","76C00705","2.62","27/09/1985","VH","VEHICULO HISTORICO","100"
2016,"TURISMO","VOLKSWAGEN GOLF 2.0 I 5V 2P","WVWZZZ1HZTB098045","13.25","21/06/1996",,"",
2016,"MOTOCICLETA DE 2 RUEDAS","DAELIM VT EVOLUTION","KMYVT125FX018538","1.44","04/10/1999",,"",
2016,"VEHÍCULO MIXTO ADAPTABLE","FORD COURIER","SFA5XXBAF5SC16234","12.3","16/06/1995",,"",
2016,"TURISMO","OPEL ASTRA 3P CLUB 1.6 8V 7","W0L0TGF08Y5284384","11.64","16/06/2000",,"",
2016,"TURISMO","BMW SERIE 3 320D M","WBAAL71030KG44437","13.12","15/02/2000",,"",
2016,"TURISMO","CITROEN XSARA 1.9TD LX 5P","VF7N1DHYF36020266","12.93","09/06/1998",,"",
2016,"TURISMO","SEAT LEON 1.9 TDI 5V","VSSZZZ1MZYR028582","12.89","22/05/2000",,"",
2016,"TURISMO","AUDI A6 2.5 TDI 6V Q","WAUZZZ4BZWN096724","18.13","26/03/1998","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","RENAULT R 4 TL","VS5112800J0008445","9.34","30/08/1988",,"",
2016,"TURISMO","VOLKSWAGEN GOLF 1.6 4P 5V","WVWZZZ1JZYB141343","11.62","25/05/2000",,"",
2016,"TURISMO","MERCEDES BENZ CLA 200 CDI","WDD1173081N229198","13.88","14/05/2015",,"",
2016,"TURISMO","RENAULT CLIO","VF1BR2T0H43924720","11.02","22/10/2010",,"",
2016,"TURISMO","PEUGEOT 307","VF33E8HZB82702459","10.75","22/05/2015",,"",
2016,"TURISMO","LAND ROVER FREELANDER","SALLNABE22A237774","13.11","28/10/2002",,"",
2016,"TURISMO","PEUGEOT 207 1.4","VF3WCKFT0AE006388","10.57","12/03/2010",,"",
2016,"TURISMO","OPEL-ASTRA","W0L0TGF69X5121737","11.64","05/05/1999","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"MOTOCICLETA DE 2 RUEDAS","YAMAHA 3YG, TZR80","VTL3YGS00MA015743","1","08/10/1991",,"",
2016,"TURISMO","SEAT-IBIZA 1.4","VSSZZZ6KZZR654669","10.4","25/08/1994",,"",
2016,"TURISMO","B.M.W. SERIE 3 318IC","WBABL31060JP58254","12.89","18/05/2000","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TODO TERRENO","TOYOTA RAV 4 2.0","JT171SC1000040587","13.31","16/12/1994","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","SEAT-CORDOBA","VSSZZZ6KZVR163039","10.7","14/05/1997",,"",
2016,"TURISMO","FIAT FIAT PUNTO","ZFA1990000P197552","10.03","13/11/2015",,"",
2016,"TURISMO","RENAULT SCENIC 1.6","VF1JM1R0638087263","11.64","21/09/2007","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","SEAT IBIZA","VSSZZZ6JZDR118577","11.64","23/04/2013",,"",
2016,"TURISMO","BMW 320D","WBA3E11090F297802","13.29","12/06/2012",,"",
2016,"TURISMO","RENAULT MEGANE","VF1BZ0C0H54313516","11.02","19/11/2015",,"",
2016,"TURISMO","BMW SERIE 3 318 TDS","WBACC51060ES23367","11.63","21/06/1996",,"",
2016,"TURISMO","SUBARU LEGACY","JF1BSDLY2FG027997","13.31","25/11/2015",,"",
2016,"TURISMO","SEAT ALTEA XL","VSSZZZ5PZ8R078312","12.89","30/07/2008","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","BMW 318D","WBA3D11030F331364","13.29","25/11/2015","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"VEHÍCULO MIXTO ADAPTABLE","CITROEN BERL.E-HDI90S S TONI","VF77J9HP0FJ525566","11.47","25/03/2015",,"",
2016,"TURISMO","FIAT STILO","ZFA19200000315710","12.95","04/06/2003",,"",
2016,"TURISMO","FORD KA","WF0UXXLTRUFU72524","10","11/11/2015",,"",
2016,"TURISMO","DACIA SANDERO","UU15SDA1C54266470","7.34","30/11/2015",,"",
2016,"TURISMO","SEAT IBIZA","VSSZZZ6JZER088561","9.78","25/02/2014",,"",
2016,"TURISMO","VOLKSWAGEN TIGUAN","WVGZZZ5NZGW528125","13.19","05/10/2015",,"",
2016,"TURISMO","NISSAN NISSAN JUKE","SJNFEAF15U7043614","9.78","23/10/2015",,"",
2016,"CAMIÓN FURGON","MERCEDES-BENZ 413CDI","WDB9046631R734764","13.9","17/12/2004",,"",
2016,"TURISMO","FORD FOCUS","WF0MXXGCDM6Y16871","12.3","08/03/2006",,"",
2016,"TURISMO","RENAULT MEGANE","VF1BMSE0636128414","11.02","17/08/2006",,"",
2016,"VEHÍCULO MIXTO ADAPTABLE","DACIA DOKKER","UU10SDPL553589144","11.03","27/10/2015",,"",
2016,"TURISMO","CITROEN NGC4PI EHD115INTEN7P","VF73A9HC8FJ608197","11.47","31/03/2015",,"",
2016,"TURISMO","OPEL ASTRA 2.0","W0L0TGF0835127433","13.29","31/03/2003",,"",
2016,"TURISMO","TOYOTA TOYOTA AVENSIS","SB1DR56L70E149762","12.48","31/03/2006",,"",
2016,"TURISMO","RENAULT MEGANE","VF1BZ0Z0H53873193","9.78","30/10/2015","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","VOLKSWAGEN POLO","WVWZZZ6RZFY100239","9.78","25/07/2014",,"",
2016,"TURISMO","AUDI TT 1.8T","TRUZZZ8NZX1022939","12.43","15/10/2003",,"",
2016,"TURISMO","LEXUS IS 200","JTDBS182500034434","15.61","26/04/2001",,"",
2016,"FURGONETA","CITROEN BERLINGO","VF7MBWJYB65865176","12.78","19/09/2002",,"",
2016,"TURISMO","FORD C-MAX","WF0VXXGCEVFJ12010","7.81","28/10/2015",,"",
2016,"TURISMO","RENAULT MEGANE","VF1BZ0Z0H53872771","9.78","27/10/2015","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","RENAULT MEGANE SCENIC","VF1JM0G0629208866","12.78","25/09/2003",,"",
2016,"TODO TERRENO","JAGUAR LAND ROV RANGE ROVER EVOQUE","SALVA2BN5GH092671","13.31","07/10/2015",,"",
2016,"TURISMO","BMW 320 D","WBAAS71040FY19223","13.3","21/10/2004",,"",
2016,"TURISMO","DACIA LODGY","UU1JSDE9853685697","11.02","21/10/2015",,"",
2016,"TODO TERRENO","BMW X3 2.0D","WBAPD11020WF81070","13.3","15/12/2006",,"",
2016,"TURISMO","AUDI A 4 2 0 I","WAUZZZ8EX2A012491","13.26","04/12/2003",,"",
2016,"TURISMO","CITROEN C4 HDI92 COLLECT","VF7LC9HXC74709015","11.47","17/08/2007",,"",
2016,"TURISMO","VOLKSWAGEN TIGUAN","WVGZZZ5NZGW540266","13.19","15/10/2015",,"",
2016,"FURGONETA","FIAT DOBLO","ZFA26300006A69127","10.03","21/10/2015",,"",
2016,"VEHÍCULO MIXTO ADAPTABLE","CITROEN JUMPER 2.2","VF7ZBRMRB17667716","14.01","30/09/2005",,"",
