Expte_Nº,Expte_Departamento,Trámite,Fecha Inicio,N Registro,Año
14900/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,15-dic-15,2015040710,2015
14901/2015/GEN,Unitat dEstadistica,Procès General - Estadistica,15-dic-15,-,2015
14902/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,15-dic-15,-,2015
14903/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,15-dic-15,2015040617,2015
14904/2015/GEN,Servici de Personal,RRHHI-017 Retribuciones,15-dic-15,-,2015
14905/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',15-dic-15,2015040766,2015
14906/2015/GEN,Unitat Administrativa de Llicencies,URBA-104 Cambio de titular de actividades,15-dic-15,2015040386,2015
14907/2015/GEN,Unitat Tributs No Periodics,"TESO-041 BENEFICIO FISCAL POR 'MORTIS CAUSA' EN LA DECLARACIÓN DEL IIVTNU, EN LA VIVIENDA HABITUAL",15-dic-15,2015038474,2015
14908/2015/GEN,Servici de Personal,Procés General - RRHH,15-dic-15,2015039980,2015
14909/2015/GEN,Unitat Tributs No Periodics,"TESO-041 BENEFICIO FISCAL POR 'MORTIS CAUSA' EN LA DECLARACIÓN DEL IIVTNU, EN LA VIVIENDA HABITUAL",15-dic-15,2015039013,2015
14910/2015/GEN,Unitat Tributs No Periodics,"TESO-041 BENEFICIO FISCAL POR 'MORTIS CAUSA' EN LA DECLARACIÓN DEL IIVTNU, EN LA VIVIENDA HABITUAL",15-dic-15,2015038994,2015
14911/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,15-dic-15,2015040662,2015
14912/2015/GEN,Unitat Tributs No Periodics,"TESO-041 BENEFICIO FISCAL POR 'MORTIS CAUSA' EN LA DECLARACIÓN DEL IIVTNU, EN LA VIVIENDA HABITUAL",15-dic-15,2015039283,2015
14913/2015/GEN,Unitat Tributs No Periodics,"TESO-041 BENEFICIO FISCAL POR 'MORTIS CAUSA' EN LA DECLARACIÓN DEL IIVTNU, EN LA VIVIENDA HABITUAL",15-dic-15,2015039566,2015
14914/2015/GEN,Unitat Tributs No Periodics,"TESO-041 BENEFICIO FISCAL POR 'MORTIS CAUSA' EN LA DECLARACIÓN DEL IIVTNU, EN LA VIVIENDA HABITUAL",15-dic-15,2015040083,2015
14915/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',15-dic-15,2015040789,2015
14916/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,15-dic-15,2015040709,2015
14917/2015/GEN,Unitat Tributs No Periodics,"TESO-041 BENEFICIO FISCAL POR 'MORTIS CAUSA' EN LA DECLARACIÓN DEL IIVTNU, EN LA VIVIENDA HABITUAL",15-dic-15,2015040414,2015
14918/2015/GEN,Secció Medi Ambient,MEDI-004 PRESTACIÓN DE SERVICIOS Y/O INSTALACIÓN DE ELEMENTOS URBANOS,15-dic-15,2015040711,2015
14919/2015/GEN,Negociat Benestar Social,SSCB-021 PLAZA PÚBLICA DE RESIDENCIA DE TERCERA EDAD,15-dic-15,2015040650,2015
14920/2015/GEN,Unitat Tributs No Periodics,"TESO-041 BENEFICIO FISCAL POR 'MORTIS CAUSA' EN LA DECLARACIÓN DEL IIVTNU, EN LA VIVIENDA HABITUAL",15-dic-15,2015040451,2015
14921/2015/GEN,Unitat Tributs No Periodics,"TESO-041 BENEFICIO FISCAL POR 'MORTIS CAUSA' EN LA DECLARACIÓN DEL IIVTNU, EN LA VIVIENDA HABITUAL",15-dic-15,2015040715,2015
14922/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,15-dic-15,2015040631,2015
14923/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,15-dic-15,2015040730,2015
14924/2015/GEN,Secció Medi Ambient,MEDI-016 AUTORIZACIONES VERTIDOS RED DE ALCANTARILLADO,15-dic-15,2015040523,2015
14925/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,15-dic-15,2015040733,2015
14926/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,15-dic-15,2015040578,2015
14927/2015/GEN,Unitat Administrativa Disciplina Urbanística,URBA-038 ORDEN DE EJECUCIÓN DE OBRAS DE CONSERVACIÓN Y DE INTERVENCIÓN,15-dic-15,-,2015
14928/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,15-dic-15,2015040748,2015
14929/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,15-dic-15,2015040701,2015
14930/2015/GEN,Negociat Benestar Social,SSCB-004 TELEASISTENCIA DOMICILIARIA,15-dic-15,2015034413,2015
14931/2015/GEN,Servici de Personal,RRHHI-010 Permisos,15-dic-15,2015040260,2015
14932/2015/GEN,Negociat Benestar Social,SSCB-004 TELEASISTENCIA DOMICILIARIA,15-dic-15,2015034442,2015
14933/2015/GEN,Servici de Modernització Tecnològica i Informàtica,MODE-004 Proyectos y asistencias,15-dic-15,-,2015
14934/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,15-dic-15,-,2015
14935/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la `Ajuda bebé`,15-dic-15,-,2015
14936/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",INCM-015 CESIÓN PUESTOS DE MERCADOS,15-dic-15,2015040716,2015
14937/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",INCM-015 CESIÓN PUESTOS DE MERCADOS,15-dic-15,2015040717,2015
14938/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,16-dic-15,2015039282,2015
14939/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,16-dic-15,2015038400,2015
14940/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,16-dic-15,2015040853,2015
14941/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,16-dic-15,2015040728,2015
14942/2015/GEN,Secció Medi Ambient,MEDI-006 DISCIPLINA AMBIENTAL,16-dic-15,-,2015
14943/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-010 CERTIFICADO DE NO ACTIVIDAD,16-dic-15,2013010338,2015
14944/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,16-dic-15,2015040851,2015
14945/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la `Ajuda bebé`,16-dic-15,-,2015
14946/2015/GEN,Negociat Benestar Social,SSCB-010 INFORME DE ARRAIGO SOCIAL,16-dic-15,2015040798,2015
14947/2015/GEN,Secció Medi Ambient,MEDII-012 Programes Ambientals,16-dic-15,2015015933,2015
14948/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-010 CERTIFICADO DE NO ACTIVIDAD,16-dic-15,2015040440,2015
14949/2015/GEN,Negociat Benestar Social,SSCB-023 Documentación procedente de otros organismos públicos,16-dic-15,2015039903,2015
14950/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,16-dic-15,2015040683,2015
14951/2015/GEN,Secció Medi Ambient,MEDI-004 PRESTACIÓN DE SERVICIOS Y/O INSTALACIÓN DE ELEMENTOS URBANOS,16-dic-15,2015040879,2015
14952/2015/GEN,Servici de Personal,Procés General - RRHH,16-dic-15,2015040875,2015
14953/2015/GEN,Servici de Modernització Tecnològica i Informàtica,MODE-002 Suministros,16-dic-15,-,2015
14954/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,16-dic-15,2015040862,2015
14955/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-013 Documentación procedente de otros organismos públicos,16-dic-15,2015037724,2015
14956/2015/GEN,Negociat Benestar Social,SSCB-015 Prestaciones económicas individualizadas,16-dic-15,-,2015
14957/2015/GEN,Festes i Entitats populars,FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES,16-dic-15,2015040634,2015
14958/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',16-dic-15,2015040894,2015
14959/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,16-dic-15,2015040792,2015
14960/2015/GEN,Negociat Benestar Social,SSCB-004 TELEASISTENCIA DOMICILIARIA,16-dic-15,2015040786,2015
14961/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,16-dic-15,-,2015
14962/2015/GEN,Negociat Benestar Social,SSCB-025 Ayudas para tratamientos médicos crónicos,16-dic-15,2015040796,2015
14963/2015/GEN,Negociat Benestar Social,SSCB-025 Ayudas para tratamientos médicos crónicos,16-dic-15,2015040893,2015
14964/2015/GEN,Negociat Benestar Social,SSCB-016.Bis RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,16-dic-15,2015040860,2015
14965/2015/GEN,Festes i Entitats populars,FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES,16-dic-15,2015040164,2015
14966/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,16-dic-15,-,2015
14967/2015/GEN,Servici de Personal,RRHHI-017 Retribuciones,16-dic-15,-,2015
14968/2015/GEN,Departament de la Dona,DONA-003 Ayuda económica para mujeres solas con hijos a su cargo,16-dic-15,-,2015
14969/2015/GEN,Servici de Personal,Proces General - RRHH,17-dic-15,2015040844,2015
14970/2015/GEN,Negociat Benestar Social,INSTÀNCIA GENERAL,17-dic-15,2015040327,2015
14971/2015/GEN,Oficina pressupostària,OPREI-001 Presupuesto y modificaciones,17-dic-15,-,2015
14972/2015/GEN,Negociat Benestar Social,INSTÀNCIA GENERAL,17-dic-15,2015040333,2015
14973/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,17-dic-15,-,2015
14974/2015/GEN,Unitat Òrgan de Suport a Junta de Govern i Regidor Secretari,UORJI-010 Arrendamientos,17-dic-15,2015039426,2015
14975/2015/GEN,Servici de Modernització Tecnològica i Informàtica,MODE-002 Suministros,17-dic-15,-,2015
14976/2015/GEN,Oficina pressupostària,OPREI-001 Presupuesto y modificaciones,17-dic-15,-,2015
14977/2015/GEN,Oficina pressupostària,OPREI-001 Presupuesto y modificaciones,17-dic-15,-,2015
14978/2015/GEN,Unitat Òrgan de Suport a Junta de Govern i Regidor Secretari,UORJI-007 Daños a bienes municipales,17-dic-15,-,2015
14979/2015/GEN,Servici de Contratació i Compres,CONT-006 Contrato de Servicios,17-dic-15,-,2015
14980/2015/GEN,Unitat Administrativa de Llicencies,URBA-102 Obras sujetas a declaración responsable,17-dic-15,2015040172,2015
14981/2015/GEN,Unitat Administrativa de Llicencies,URBA-102 Obras sujetas a declaración responsable,17-dic-15,2015040345,2015
14982/2015/GEN,Oficina pressupostària,OPREI-001 Presupuesto y modificaciones,17-dic-15,-,2015
14983/2015/GEN,Unitat Administrativa de Llicencies,URBA-102 Obras sujetas a declaración responsable,17-dic-15,2015040433,2015
14984/2015/GEN,Departament de la Dona,DONA-003 Ayuda económica para mujeres solas con hijos a su cargo,17-dic-15,-,2015
14985/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",INCM-015 CESIÓN PUESTOS DE MERCADOS,17-dic-15,2015040932,2015
14986/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,17-dic-15,2015040917,2015
14987/2015/GEN,Negociat Benestar Social,SSCB-015 Prestaciones económicas individualizadas,17-dic-15,2015040963,2015
14988/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,17-dic-15,2015040978,2015
14989/2015/GEN,Unitat Administrativa de Sanitat,SACD-007 REGISTRO MUNICIPAL DE ANIMALES DE COMPAÑÍA,17-dic-15,2015040612,2015
14990/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,17-dic-15,2015041004,2015
14991/2015/GEN,Unitat Administrativa de Llicencies,URBA-104 Cambio de titular de actividades,17-dic-15,2015039863,2015
14992/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",INCM-026 Solicitud puesto de venta en mercado periódico extraordinario de Reyes,17-dic-15,2015038123,2015
14993/2015/GEN,Unitat Administrativa de Sanitat,SACD-009 MOLESTIAS DE ANIMALES DE COMPAÑÍA (PERRO/S) EN COMUNIDADES DE VECINOS,17-dic-15,2015040659,2015
14994/2015/GEN,Festes i Entitats populars,FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES,17-dic-15,2015040587,2015
14995/2015/GEN,Tresoreria,Tresoreria_Procés general-Alcaldia,17-dic-15,-,2015
14996/2015/GEN,Unitat Administrativa de Sanitat,INSTÀNCIA GENERAL,17-dic-15,2015040742,2015
14997/2015/GEN,Unitat Gestió de Personal,Proces General - RRHH,17-dic-15,-,2015
14998/2015/GEN,Unitat Administrativa de Sanitat,SACD-009 MOLESTIAS DE ANIMALES DE COMPAÑÍA (PERRO/S) EN COMUNIDADES DE VECINOS,17-dic-15,2015040759,2015
14999/2015/GEN,Festes i Entitats populars,FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES,17-dic-15,2015040916,2015
15000/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,17-dic-15,-,2015
15001/2015/GEN,"Servici de Transport, Movilitat",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,17-dic-15,2015040882,2015
15002/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,17-dic-15,-,2015
15003/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',17-dic-15,2015041022,2015
15004/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,17-dic-15,-,2015
15005/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,17-dic-15,-,2015
15006/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',17-dic-15,2015041039,2015
15007/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,17-dic-15,-,2015
15008/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-003 PLIEGO DE ALEGACIONES A LA SANCIÓN DE TRÁFICO,17-dic-15,-,2015
15009/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,17-dic-15,-,2015
15010/2015/GEN,Negociat Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,17-dic-15,-,2015
15011/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-003 PLIEGO DE ALEGACIONES A LA SANCIÓN DE TRÁFICO,17-dic-15,-,2015
15012/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,17-dic-15,-,2015
15013/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-003 PLIEGO DE ALEGACIONES A LA SANCIÓN DE TRÁFICO,17-dic-15,-,2015
15014/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,17-dic-15,-,2015
15015/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,17-dic-15,2015040908,2015
15016/2015/GEN,Lletrat,Procés General - Règim Interior,17-dic-15,-,2015
15017/2015/GEN,Unitat Administrativa de Llicencies,URBA-115 Licencia urbanística de edificación (Obra mayor),17-dic-15,2015041047,2015
15018/2015/GEN,Unitat Administrativa de Llicencies,URBA-115 Licencia urbanística de edificación (Obra mayor),17-dic-15,2015040855,2015
15019/2015/GEN,Unitat Administrativa de Llicencies,URBA-102 Obras sujetas a declaración responsable,17-dic-15,2015040652,2015
15020/2015/GEN,Unitat Administrativa de Llicencies,URBA-102 Obras sujetas a declaración responsable,17-dic-15,2015040749,2015
15021/2015/GEN,Unitat Administrativa de Llicencies,URBA-115 Licencia urbanística de edificación (Obra mayor),17-dic-15,2015040760,2015
15022/2015/GEN,Unitat Administrativa de Llicencies,URBA-137 Comunicación de actividad inocua,17-dic-15,2015040238,2015
15023/2015/GEN,Unitat Administrativa de Llicencies,URBA-104 Cambio de titular de actividades,17-dic-15,2015040256,2015
15024/2015/GEN,Unitat Administrativa de Llicencies,URBA-104 Cambio de titular de actividades,17-dic-15,2015040478,2015
15025/2015/GEN,Unitat Administrativa de Llicencies,URBA-137 Comunicación de actividad inocua,17-dic-15,2015040498,2015
15026/2015/GEN,Servici de Personal,RRHHI-007 Anticipos de nómina,18-dic-15,2015041094,2015
15027/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,18-dic-15,2015040795,2015
15028/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',18-dic-15,2015041089,2015
15029/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,18-dic-15,-,2015
15030/2015/GEN,Unitat Òrgan de Suport a Junta de Govern i Regidor Secretari,UORJI-009 Inmuebles municipales,18-dic-15,2015041005,2015
15031/2015/GEN,Unitat Administrativa de Llicencies,URBA-102 Obras sujetas a declaración responsable,18-dic-15,2015040928,2015
15032/2015/GEN,Negociat Benestar Social,SSCB-015 Prestaciones económicas individualizadas,18-dic-15,-,2015
15033/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,18-dic-15,2015040150,2015
15034/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,18-dic-15,2015040183,2015
15035/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,18-dic-15,2015040207,2015
15036/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,18-dic-15,2015040615,2015
15037/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,18-dic-15,2015040629,2015
15038/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,18-dic-15,2015040633,2015
15039/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,18-dic-15,2015040651,2015
15040/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,18-dic-15,2015040655,2015
15041/2015/GEN,Unitat Administrativa de Llicencies,URBA-137 Comunicación de actividad inocua,18-dic-15,2015040686,2015
15042/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,18-dic-15,2015040718,2015
15043/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,18-dic-15,2015040719,2015
15044/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,18-dic-15,2015040922,2015
15045/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,18-dic-15,2015041056,2015
15046/2015/GEN,Lletrat,LTRA-001 Documentación procedente de otros organismos públicos,18-dic-15,2015041055,2015
15047/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,18-dic-15,-,2015
15048/2015/GEN,Unitat Administrativa de Llicencies,URBA-102 Obras sujetas a declaración responsable,18-dic-15,2015040682,2015
15049/2015/GEN,Unitat Òrgan de Suport a Junta de Govern i Regidor Secretari,UORJI-007 Daños a bienes municipales,18-dic-15,-,2015
15050/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,18-dic-15,-,2015
15051/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,18-dic-15,-,2015
15052/2015/GEN,Negociat Benestar Social,SSCB-015 Prestaciones económicas individualizadas,18-dic-15,-,2015
15053/2015/GEN,"Servici de Transport, Movilitat",PROCESO GENERAL MOVILIDAD,18-dic-15,-,2015
15054/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,18-dic-15,-,2015
15055/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,18-dic-15,2015041040,2015
15056/2015/GEN,Servici de Personal,Proces General - RRHH,18-dic-15,2015041123,2015
15057/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,18-dic-15,2015040723,2015
15058/2015/GEN,Unitat Òrgan de Suport a Junta de Govern i Regidor Secretari,UORJI-009 Inmuebles municipales,18-dic-15,2015041101,2015
15059/2015/GEN,Servici de Contratació i Compres,CONT-007 Contrato de suministro,18-dic-15,-,2015
15060/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',18-dic-15,2015041129,2015
15061/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,18-dic-15,2015041088,2015
15062/2015/GEN,Unitat Administrativa de Sanitat,SACD-009 MOLESTIAS DE ANIMALES DE COMPAÑÍA (PERRO/S) EN COMUNIDADES DE VECINOS,18-dic-15,2015041128,2015
15063/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',18-dic-15,2015041141,2015
15064/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',18-dic-15,2015041176,2015
15065/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,18-dic-15,2015040731,2015
15066/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,18-dic-15,2015040858,2015
15067/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,18-dic-15,-,2015
15068/2015/GEN,Negociat Benestar Social,SSCB-003 SERVICIO DE AYUDA A DOMICILIO,18-dic-15,2015041009,2015
15069/2015/GEN,Negociat Benestar Social,SSCB-005 PROGRAMA MENJAR A CASA,18-dic-15,2015041007,2015
15070/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,18-dic-15,2015040883,2015
15071/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',18-dic-15,2015041148,2015
15072/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la 'Ajuda bebé',18-dic-15,2015041198,2015
15073/2015/GEN,Unitat Administrativa de Llicencies,"URBA-111 Parcelación de terrenos / Autorización administrativa para la división o segregación de fincas registrales (locales,... etc)",18-dic-15,2015041061,2015
15074/2015/GEN,Unitat Administrativa de Llicencies,URBA-104 Cambio de titular de actividades,18-dic-15,2015040907,2015
15075/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,18-dic-15,-,2015
15076/2015/GEN,Servici de Contratació i Compres,CONT-005 Contrato de obras,18-dic-15,-,2015
15077/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,18-dic-15,-,2015
15078/2015/GEN,Negociat Benestar Social,SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,21-dic-15,-,2015
15079/2015/GEN,Unitat Gestió de Personal,Proces General - RRHH,21-dic-15,-,2015
15080/2015/GEN,Unitat Gestió de Personal,Proces General - RRHH,21-dic-15,-,2015
15081/2015/GEN,Servici de Contratació i Compres,CONT-006 Contracte de serveis,21-dic-15,2015040899,2015
15082/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,21-dic-15,2015040918,2015
15083/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la `Ajuda bebé`,21-dic-15,-,2015
15084/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,21-dic-15,2015041147,2015
15085/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,21-dic-15,2015041226,2015
15086/2015/GEN,Servici de Contratació i Compres,CONT-010 PRÓRROGA DE CONTRATOS,21-dic-15,2015040591,2015
15087/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-006 SEÑALIZACIÓN DE ESPACIOS EN LA VÍA PÚBLICA PARA DISCAPACITADOS,21-dic-15,2015041025,2015
15088/2015/GEN,Negociat Benestar Social,SSCB-010 INFORME DE ARRAIGO SOCIAL,21-dic-15,2015041208,2015
15089/2015/GEN,Negociat Benestar Social,SSCB-016.Bis RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA,21-dic-15,2015041276,2015
