"Expediente","Departamento","Trámite","Fecha Inicio","N. Registro","Año"
"13646/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",27/10/16,"2016032159","2016"
"13647/2016/GEN","Lletrat","LTRA-001 Documentación procedente de otros organismos públicos",27/10/16,"-","2016"
"13648/2016/GEN","Secció Medi Ambient","MEDI-009 INCIDENCIAS AMBIENTALES",27/10/16,"2016030931","2016"
"13649/2016/GEN","Unitat Administrativa de Llicencies","URBA-102 Obras sujetas a declaración responsable",27/10/16,"2016031757","2016"
"13650/2016/GEN","Servici de Modernització Tecnològica i Informàtica","MODE-002 Suministros",27/10/16,"-","2016"
"13651/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",27/10/16,"2016032309","2016"
"13652/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",27/10/16,"2016032298","2016"
"13653/2016/GEN","Secció Medi Ambient","MEDII-012 Programes Ambientals",27/10/16,"-","2016"
"13654/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",27/10/16,"2016032211","2016"
"13655/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",27/10/16,"2016032321","2016"
"13656/2016/GEN","Unitat Administrativa de Llicencies","URBA-104 Cambio de titular de actividades",27/10/16,"2016031897","2016"
"13657/2016/GEN","Unitat Oficina Pressupostària i Subvencions","OPREI-001 Presupuesto y modificaciones",27/10/16,"-","2016"
"13658/2016/GEN","Lletrat","PATR-001 RECLAMACIÓN DE DAÑOS POR RESPONSABILIDAD PATRIMONIAL",27/10/16,"2016032316","2016"
"13659/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",27/10/16,"2016032172","2016"
"13660/2016/GEN","Negociat Benestar Social","SSCB-025 Ayudas para tratamientos médicos crónicos",27/10/16,"2016032074","2016"
"13661/2016/GEN","Unitat de Comptabilitat","INTEI-016 Nómina",27/10/16,"-","2016"
"13662/2016/GEN","Negociat Benestar Social","SSCB-025 Ayudas para tratamientos médicos crónicos",27/10/16,"2016032100","2016"
"13663/2016/GEN","Secció Medi Ambient","MEDI-004 Prestación de servicios y/o instalación de elementos urbanos",27/10/16,"2016032305","2016"
"13664/2016/GEN","Negociat Benestar Social","SSCB-025 Ayudas para tratamientos médicos crónicos",27/10/16,"2016032112","2016"
"13665/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",27/10/16,"2016031933","2016"
"13666/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",27/10/16,"2016032319","2016"
"13667/2016/GEN","Secció Medi Ambient","MEDI-008 INCIDENCIAS SERVICIOS URBANOS",27/10/16,"2016032323","2016"
"13668/2016/GEN","Unitat de transparència i participació","OPRE-006 Justificación de la subvención",27/10/16,"2016032344","2016"
"13669/2016/GEN","Unitat administrativa area urbanisme","Procés General - Urbanisme",27/10/16,"2016032413","2016"
"13670/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",27/10/16,"2016032326","2016"
"13671/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",27/10/16,"2016031964","2016"
"13672/2016/GEN","Unitat administrativa area urbanisme","URBA-114 Autorización para tala de arbolado en parcela privada",27/10/16,"2016032363","2016"
"13673/2016/GEN","Negociat Benestar Social","SSCB-025 Ayudas para tratamientos médicos crónicos",27/10/16,"2016032154","2016"
"13674/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",27/10/16,"2016032328","2016"
"13675/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",27/10/16,"2016032338","2016"
"13676/2016/GEN","Negociat Benestar Social","SSCB-025 Ayudas para tratamientos médicos crónicos",27/10/16,"2016032369","2016"
"13677/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",27/10/16,"2016032351","2016"
"13678/2016/GEN","Unitat Gestió de Personal","RRHHI-017 Retribuciones",27/10/16,"-","2016"
"13679/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",27/10/16,"2016032356","2016"
"13680/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",27/10/16,"2016032368","2016"
"13681/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",27/10/16,"2016032357","2016"
"13682/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",27/10/16,"2016032380","2016"
"13683/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",27/10/16,"2016031968","2016"
"13684/2016/GEN","Unitat Administrativa de Llicencies","URBA-102 Obras sujetas a declaración responsable",27/10/16,"2016032018","2016"
"13685/2016/GEN","Fundació Esportiva Municipal","FDM_001 Quejas y sugerencias Fundació Esportiva Municipal",27/10/16,"-","2016"
"13686/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",27/10/16,"2016032381","2016"
"13687/2016/GEN","Secció Medi Ambient","MEDI-004 Prestación de servicios y/o instalación de elementos urbanos",27/10/16,"2016032339","2016"
"13688/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",27/10/16,"2016032026","2016"
"13689/2016/GEN","Unitat de transparència i participació","OPRE-006 Justificación de la subvención",27/10/16,"2016032346","2016"
"13690/2016/GEN","Unitat de transparència i participació","SGAM-001 Derecho de acceso a la información pública",27/10/16,"2016032244","2016"
"13691/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",27/10/16,"2016032383","2016"
"13692/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",27/10/16,"2016032029","2016"
"13693/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",27/10/16,"2016032384","2016"
"13694/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",27/10/16,"2016032394","2016"
"13695/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",27/10/16,"2016032427","2016"
"13696/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",27/10/16,"2016032360","2016"
"13697/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","INCM-015 CESIÓN PUESTOS DE MERCADOS",27/10/16,"2016032217","2016"
"13698/2016/GEN","Secció Medi Ambient","MEDI-004 Prestación de servicios y/o instalación de elementos urbanos",27/10/16,"-","2016"
"13699/2016/GEN","Unitat Tributs Periodics","TESO-043 Beneficios fiscales en el Impuesto sobre Vehículos de Tracción Mecánica (IVTM)",27/10/16,"2016018473","2016"
"13700/2016/GEN","Unitat Administrativa de Llicencies","URBA-135 Informe urbanístico municipal de Actividad",27/10/16,"2016031919","2016"
"13701/2016/GEN","Unitat Tributs Periodics","TESO-043 Beneficios fiscales en el Impuesto sobre Vehículos de Tracción Mecánica (IVTM)",27/10/16,"-","2016"
"13702/2016/GEN","Unitat Administrativa de Llicencies","URBA-137 Comunicación de actividad inocua",27/10/16,"2016031931","2016"
"13703/2016/GEN","Unitat de transparència i participació","OPRE-006 Justificación de la subvención",27/10/16,"2016032465","2016"
"13704/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",27/10/16,"2016032379","2016"
"13705/2016/GEN","Unitat Administrativa de Llicencies","URBA-102 Obras sujetas a declaración responsable",27/10/16,"2016031994","2016"
"13706/2016/GEN","Lletrat","LTRA-001 Documentación procedente de otros organismos públicos",27/10/16,"2016032345","2016"
"13707/2016/GEN","Secció Medi Ambient","Procés General - Medi Ambient",27/10/16,"-","2016"
"13708/2016/GEN","Unitat de transparència i participació","OPRE-006 Justificación de la subvención",27/10/16,"2016025726","2016"
"13709/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",27/10/16,"2016032387","2016"
"13710/2016/GEN","Unitat dEstadistica","ESTD-002 CERTIFICADO DE EMPADRONAMIENTO HISTÓRICO",27/10/16,"2016032440","2016"
"13711/2016/GEN","Unitat administrativa area urbanisme","Procés General - Urbanisme",27/10/16,"-","2016"
"13712/2016/GEN","Unitat Administrativa de Llicencies","URBA-125 Modificación de licencia urbanística de edificación en vigor",27/10/16,"2016032053","2016"
"13713/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",27/10/16,"2016032400","2016"
"13714/2016/GEN","Unitat Administrativa de Llicencies","URBA-102 Obras sujetas a declaración responsable",27/10/16,"2016032035","2016"
"13715/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",27/10/16,"2016032489","2016"
"13716/2016/GEN","Unitat Tributs No Periodics","TESO-004 Recurso de reposición contra liquidaciones tributarias",27/10/16,"2016029181","2016"
"13717/2016/GEN","Unitat Administrativa de Llicencies","URBA-134 Declaración responsable de primera ocupación",27/10/16,"2016032058","2016"
"13718/2016/GEN","Unitat Gestió de Personal","RRHH-009 Licencias retribuidas",27/10/16,"2016032426","2016"
"13719/2016/GEN","Unitat Administrativa de Llicencies","INSTÀNCIA GENERAL",27/10/16,"2016031984","2016"
"13720/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",27/10/16,"2016032420","2016"
"13721/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",27/10/16,"2016032425","2016"
"13722/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",27/10/16,"2016032429","2016"
"13723/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",27/10/16,"2016032436","2016"
"13724/2016/GEN","Secció Àrea Técnica. Benestar Social","Procés General - Programes-Familia-Infancia",27/10/16,"-","2016"
"13725/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",27/10/16,"2016032441","2016"
"13726/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",27/10/16,"2016032445","2016"
"13727/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",27/10/16,"2016032448","2016"
"13728/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",27/10/16,"2016032452","2016"
"13729/2016/GEN","Unitat Administrativa de Llicencies","URBA-104 Cambio de titular de actividades",27/10/16,"2016032061","2016"
"13730/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",27/10/16,"2016032457","2016"
"13731/2016/GEN","Unitat Gestió de Personal","RRHHI-019 Autorización y abono",27/10/16,"-","2016"
"13732/2016/GEN","Unitat de transparència i participació","OPRE-010 Ampliación del plazo de justificación de la subvención",27/10/16,"2016032556","2016"
"13733/2016/GEN","Negociat Benestar Social","SSCB-008 Informe de disponibilidad de vivienda para reagrupamiento familiar",27/10/16,"2016032391","2016"
"13734/2016/GEN","Unitat de transparència i participació","PARC-001 INSCRIPCIÓN EN EL REGISTRO MUNICIPAL DE ASOCIACIONES",27/10/16,"2016032478","2016"
"13735/2016/GEN","Unitat Gestió de Personal","RRHH-009 Licencias retribuidas",27/10/16,"2016032505","2016"
"13736/2016/GEN","Unitat Secretaria General núm. 1","UORJ-003 UTILIZACIÓN DE INSTALACIONES Y EDIFICIOS MUNICIPALES",28/10/16,"2016032496","2016"
"13737/2016/GEN","Unidad Secretaria General del Pleno","Procés General Alcaldía - Secretaria General del Pleno",28/10/16,"-","2016"
"13738/2016/GEN","Unitat Gestió de Personal","RRHHI-010 Permisos",28/10/16,"2016031888","2016"
"13739/2016/GEN","Unitat Secretaria General núm. 1","UORJI-009 Inmuebles municipales",28/10/16,"-","2016"
"13740/2016/GEN","Negociat Benestar Social","INSTÀNCIA GENERAL",28/10/16,"2016032266","2016"
"13741/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032466","2016"
"13742/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",28/10/16,"2016032013","2016"
"13743/2016/GEN","Unitat de transparència i participació","OPRE-006 Justificación de la subvención",28/10/16,"2016032529","2016"
"13744/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032468","2016"
"13745/2016/GEN","Unitat de Comptabilitat","INTEI-015 Aprobación de facturas",28/10/16,"-","2016"
"13746/2016/GEN","Unitat Administrativa de Llicencies","URBA-102 Obras sujetas a declaración responsable",28/10/16,"2016032169","2016"
"13747/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032469","2016"
"13748/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",28/10/16,"2016032128","2016"
"13749/2016/GEN","Departament de la Dona","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",28/10/16,"2016030627","2016"
"13750/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032472","2016"
"13751/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",28/10/16,"2016032168","2016"
"13752/2016/GEN","Unitat Administrativa de Llicencies","URBA-102 Obras sujetas a declaración responsable",28/10/16,"2016032275","2016"
"13753/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",28/10/16,"2016032553","2016"
"13754/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032473","2016"
"13755/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032510","2016"
"13756/2016/GEN","Tresoreria","TESOI-045 Designación letrado representación ayuntamiento",28/10/16,"2016032345","2016"
"13757/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032518","2016"
"13758/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",28/10/16,"2016032247","2016"
"13759/2016/GEN","Secció Medi Ambient","MEDI-001 ACAMPADA Y/O UTILIZACION DEL REFUGIO DE LA CANYADA DEL CONILL",28/10/16,"2016032282","2016"
"13760/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032522","2016"
"13761/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032526","2016"
"13762/2016/GEN","Unitat Tributs Periodics","Procés General - Hisenda",28/10/16,"2016020644","2016"
"13763/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032545","2016"
"13764/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032560","2016"
"13765/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032564","2016"
"13766/2016/GEN","Unitat Tributs Periodics","Procés General - Hisenda",28/10/16,"-","2016"
"13767/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032569","2016"
"13768/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032592","2016"
"13769/2016/GEN","Departament de la Dona","DONA-004 Concesión subvención y justificación de la 'Ajuda bebé'",28/10/16,"2016032524","2016"
"13770/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032593","2016"
"13771/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032594","2016"
"13772/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032601","2016"
"13773/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",28/10/16,"2016032150","2016"
"13774/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032602","2016"
"13775/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032606","2016"
"13776/2016/GEN","Servici de Personal","RRHHI-015 Expendientes disciplinarios",28/10/16,"-","2016"
"13777/2016/GEN","Unitat Administrativa de Llicencies","URBA-122 Licencia ambiental. Modificación sustancial de licencia ambiental",28/10/16,"2016032132","2016"
"13778/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032608","2016"
"13779/2016/GEN","Secció Medi Ambient","Procés General - Medi Ambient",28/10/16,"-","2016"
"13780/2016/GEN","Unitat Tributs Periodics","Procés General - Hisenda",28/10/16,"-","2016"
"13781/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032614","2016"
"13782/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",28/10/16,"2016032260","2016"
"13783/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032616","2016"
"13784/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032626","2016"
"13785/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032632","2016"
"13786/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032634","2016"
"13787/2016/GEN","Negociat Benestar Social","SSCB-007 TARJETA DE ESTACIONAMIENTO PARA PERSONAS CON MOVILIDAD REDUCIDA",28/10/16,"2016032483","2016"
"13788/2016/GEN","Servici de Modernització Tecnològica i Informàtica","MODE-007 Servicios",28/10/16,"-","2016"
"13789/2016/GEN","Negociat Benestar Social","SSCB-007 TARJETA DE ESTACIONAMIENTO PARA PERSONAS CON MOVILIDAD REDUCIDA",28/10/16,"2016032551","2016"
"13790/2016/GEN","Unitat Administrativa de Llicencies","URBA-104 Cambio de titular de actividades",28/10/16,"2016032148","2016"
"13791/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032639","2016"
"13792/2016/GEN","Unitat Gestió de Personal","RRHH-009 Licencias retribuidas",28/10/16,"2016032515","2016"
"13793/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032640","2016"
"13794/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032651","2016"
"13795/2016/GEN","Gestió Cultural i Turisme","Procés General - Cultura",28/10/16,"2016032681","2016"
"13796/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",28/10/16,"2016032558","2016"
"13797/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032671","2016"
"13798/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032674","2016"
"13799/2016/GEN","Brigada d'Obres","Procés General - Via pública",28/10/16,"-","2016"
"13800/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032687","2016"
"13801/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032690","2016"
"13802/2016/GEN","Unitat Administrativa de Llicencies","URBA-126 Obras sujetas a declaración responsable para habilitaciones de locales de espectáculos públicos, actividades recreativas y establecimientos públicos (ley 14/2010)",28/10/16,"2016032287","2016"
"13803/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032693","2016"
"13804/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"2016032694","2016"
"13805/2016/GEN","Unitat de transparència i participació","OPRE-010 Ampliación del plazo de justificación de la subvención",28/10/16,"2016032649","2016"
"13806/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",28/10/16,"-","2016"
"13807/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",31/10/16,"2016032267","2016"
"13808/2016/GEN","Unitat Secretaria General núm. 1","UORJ-001 CELEBRACIÓN DE BODA",31/10/16,"2016032652","2016"
"13809/2016/GEN","Unitat de transparència i participació","OPRE-006 Justificación de la subvención",31/10/16,"2016032581","2016"
"13810/2016/GEN","Unitat de transparència i participació","OPRE-006 Justificación de la subvención",31/10/16,"2016032542","2016"
"13811/2016/GEN","Unitat Secretaria General núm. 1","UORJ-001 CELEBRACIÓN DE BODA",31/10/16,"2016032706","2016"
"13812/2016/GEN","Unitat Gestió de Personal","Proces General - RRHH",31/10/16,"2016032721","2016"
"13813/2016/GEN","Unitat de transparència i participació","OPRE-006 Justificación de la subvención",31/10/16,"2016032587","2016"
"13814/2016/GEN","Unitat Secretaria General núm. 1","UORJ-001 CELEBRACIÓN DE BODA",31/10/16,"2016032668","2016"
"13815/2016/GEN","Unitat de transparència i participació","OPRE-006 Justificación de la subvención",31/10/16,"2016032603","2016"
"13816/2016/GEN","Unitat de transparència i participació","OPRE-006 Justificación de la subvención",31/10/16,"2016032646","2016"
"13817/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",31/10/16,"2016032314","2016"
"13818/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",31/10/16,"2016032317","2016"
"13819/2016/GEN","Negociat Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",31/10/16,"2016032406","2016"
"13820/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",31/10/16,"2016032423","2016"
"13821/2016/GEN","Secció Àrea Técnica. Benestar Social","SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA",31/10/16,"2016032430","2016"
"13822/2016/GEN","Unitat de transparència i participació","OPRE-010 Ampliación del plazo de justificación de la subvención",31/10/16,"2016032703","2016"
"13823/2016/GEN","Unitat de Comptabilitat","INTEI-015 Aprobación de facturas",31/10/16,"-","2016"
"13824/2016/GEN","Unitat Gestió de Personal","Proces General - RRHH",31/10/16,"2016032738","2016"
"13825/2016/GEN","Unitat Gestió de Personal","RRHHI-019 Autorización y abono",31/10/16,"-","2016"
"13826/2016/GEN","Unitat Tributs Periodics","Procés General - Hisenda",31/10/16,"-","2016"
"13827/2016/GEN","Unitat de Comptabilitat","INTE-023 Encomiendas y otras aportaciones municipals",31/10/16,"-","2016"
"13828/2016/GEN","Unitat Gestió de Personal","RRHHI-019 Autorización y abono",31/10/16,"-","2016"
"13829/2016/GEN","Unitat de Comptabilitat","INTEI-015 Aprobación de facturas",31/10/16,"-","2016"
"13830/2016/GEN","Unitat Tributs Periodics","Procés General - Hisenda",31/10/16,"-","2016"
"13831/2016/GEN","Unitat Tributs Periodics","Procés General - Hisenda",31/10/16,"-","2016"
"13832/2016/GEN","Unitat Tributs Periodics","Procés General - Hisenda",31/10/16,"-","2016"
"13833/2016/GEN","Unitat Gestió de Personal","RRHHI-019 Autorización y abono",31/10/16,"-","2016"
"13834/2016/GEN","Unitat Secretaria General núm. 1","UORJ-001 CELEBRACIÓN DE BODA",31/10/16,"2016032765","2016"
"13835/2016/GEN","Servici de Transport, Movilitat","PROCESO GENERAL MOVILIDAD",31/10/16,"-","2016"
"13836/2016/GEN","Unitat Gestió de Personal","RRHHI-007 Anticipos de nómina",31/10/16,"2016032576","2016"
"13837/2016/GEN","Unitat Administrativa de Llicencies","URBA-102 Obras sujetas a declaración responsable",31/10/16,"2016032277","2016"
"13838/2016/GEN","Unitat Administrativa de Llicencies","URBA-135 Informe urbanístico municipal de Actividad",31/10/16,"2016032291","2016"
"13839/2016/GEN","Unitat Administrativa de Llicencies","URBA-102 Obras sujetas a declaración responsable",31/10/16,"2016032358","2016"
"13840/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",02/11/16,"2016032565","2016"
"13841/2016/GEN","Negociat Benestar Social","SSCB-025 Ayudas para tratamientos médicos crónicos",02/11/16,"2016032645","2016"
"13842/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",02/11/16,"2016032579","2016"
"13843/2016/GEN","Negociat Benestar Social","SSCB-024 Ayuda para la lactancia artificial",02/11/16,"2016032525","2016"
"13844/2016/GEN","Negociat Benestar Social","SSCB-024 Ayuda para la lactancia artificial",02/11/16,"2016032584","2016"
"13845/2016/GEN","Negociat Benestar Social","SSCB-007 TARJETA DE ESTACIONAMIENTO PARA PERSONAS CON MOVILIDAD REDUCIDA",02/11/16,"2016032750","2016"
"13846/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",02/11/16,"2016032583","2016"
"13847/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","PROCESO GENERAL MOVILIDAD",02/11/16,"2016032627","2016"
"13848/2016/GEN","Secció Medi Ambient","MEDII-012 Programes Ambientals",02/11/16,"-","2016"
"13849/2016/GEN","Divisió Tecnicoadministrativa i Documental de la Policia","POLC-010 CERTIFICADO DE NO ACTIVIDAD",02/11/16,"2016032039","2016"
"13850/2016/GEN","Unitat Gestió de Personal","Proces General - RRHH",02/11/16,"2016032262","2016"
"13851/2016/GEN","Secció Àrea Administrativa. Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",02/11/16,"2016032541","2016"
"13852/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",02/11/16,"2016032705","2016"
"13853/2016/GEN","Unitat de transparència i participació","OPRE-006 Justificación de la subvención",02/11/16,"2016032739","2016"
"13854/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",02/11/16,"2016032610","2016"
"13855/2016/GEN","Unitat de transparència i participació","OPRE-006 Justificación de la subvención",02/11/16,"2016032715","2016"
"13856/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",02/11/16,"2016032604","2016"
"13857/2016/GEN","Tresoreria","TESO-001 Devolución de ingresos indebidos de naturaleza tributaria",02/11/16,"-","2016"
"13858/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",02/11/16,"2016032707","2016"
"13859/2016/GEN","Unitat de transparència i participació","OPRE-006 Justificación de la subvención",02/11/16,"2016032790","2016"
