DATA_REFERENCIA,PAIS_NAIXEMENT,SEXE,BARRI,POBLACIO
2012,COSTA RICA                    ,DISTRICTE 1,CENTRE                        ,1
2012,COSTA RICA                    ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,1
2012,COSTA RICA                    ,DISTRICTE 3,CAN PARELLADA                 ,4
2012,COSTA RICA                    ,DISTRICTE 4,CA N AURELL                   ,1
2012,COSTA RICA                    ,DISTRICTE 5,PLA DEL BON AIRE              ,1
2012,COSTA RICA                    ,DISTRICTE 5,SANT PERE                     ,1
2012,COSTA RICA                    ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,1
2012,COSTA RICA                    ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,1
2012,CROÀCIA                       ,DISTRICTE 1,CEMENTIRI VELL                ,1
2012,CROÀCIA                       ,DISTRICTE 4,LA COGULLADA                  ,1
2012,CUBA                          ,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,1
2012,CUBA                          ,DISTRICTE 1,CEMENTIRI VELL                ,39
2012,CUBA                          ,DISTRICTE 1,CENTRE                        ,34
2012,CUBA                          ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,16
2012,CUBA                          ,DISTRICTE 1,VALLPARADÍS                   ,16
2012,CUBA                          ,DISTRICTE 2,CA N ANGLADA                  ,55
2012,CUBA                          ,DISTRICTE 2,MONTSERRAT                    ,1
2012,CUBA                          ,DISTRICTE 2,TORRE-SANA                    ,10
2012,CUBA                          ,DISTRICTE 3,CAN JOFRESA                   ,20
2012,CUBA                          ,DISTRICTE 3,CAN PALET                     ,66
2012,CUBA                          ,DISTRICTE 3,CAN PALET II                  ,2
2012,CUBA                          ,DISTRICTE 3,CAN PARELLADA                 ,8
2012,CUBA                          ,DISTRICTE 3,GUADALHORCE                   ,3
2012,CUBA                          ,DISTRICTE 3,LES FONTS                     ,5
2012,CUBA                          ,DISTRICTE 3,SEGLE XX                      ,31
2012,CUBA                          ,DISTRICTE 3,XÚQUER                        ,1
2012,CUBA                          ,DISTRICTE 4,CA N AURELL                   ,66
2012,CUBA                          ,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,3
2012,CUBA                          ,DISTRICTE 4,LA COGULLADA                  ,29
2012,CUBA                          ,DISTRICTE 4,LA MAURINA                    ,15
2012,CUBA                          ,DISTRICTE 4,LES MARTINES                  ,2
2012,CUBA                          ,DISTRICTE 4,ROC BLANC                     ,11
2012,CUBA                          ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,15
2012,CUBA                          ,DISTRICTE 5,CAN BOADA DEL PI              ,5
2012,CUBA                          ,DISTRICTE 5,CAN ROCA                      ,4
2012,CUBA                          ,DISTRICTE 5,PLA DEL BON AIRE              ,1
2012,CUBA                          ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,36
2012,CUBA                          ,DISTRICTE 5,SANT PERE                     ,26
2012,CUBA                          ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,3
2012,CUBA                          ,DISTRICTE 6,CAN TUSELL                    ,2
2012,CUBA                          ,DISTRICTE 6,ÈGARA                         ,16
2012,CUBA                          ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,26
2012,CUBA                          ,DISTRICTE 6,SANT LLORENÇ                  ,21
2012,CUBA                          ,DISTRICTE 6,SANT PERE NORD                ,51
2012,DINAMARCA                     ,DISTRICTE 4,CA N AURELL                   ,1
2012,DINAMARCA                     ,DISTRICTE 4,LA COGULLADA                  ,1
2012,DINAMARCA                     ,DISTRICTE 6,SANT PERE NORD                ,2
2012,DOMINICA                      ,DISTRICTE 1,CEMENTIRI VELL                ,1
2012,DOMINICA                      ,DISTRICTE 3,CAN PALET                     ,2
2012,DOMINICA                      ,DISTRICTE 3,CAN PARELLADA                 ,3
2012,EGIPTE                        ,DISTRICTE 1,CEMENTIRI VELL                ,1
2012,EGIPTE                        ,DISTRICTE 1,VALLPARADÍS                   ,1
2012,EGIPTE                        ,DISTRICTE 2,CA N ANGLADA                  ,6
2012,EGIPTE                        ,DISTRICTE 3,XÚQUER                        ,1
2012,EGIPTE                        ,DISTRICTE 4,LA COGULLADA                  ,1
2012,EGIPTE                        ,DISTRICTE 4,LA MAURINA                    ,1
2012,EGIPTE                        ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,2
2012,EGIPTE                        ,DISTRICTE 5,CAN BOADA DEL PI              ,1
2012,EGIPTE                        ,DISTRICTE 6,CAN TUSELL                    ,1
2012,EGIPTE                        ,DISTRICTE 6,SANT PERE NORD                ,1
2012,EL SALVADOR                   ,DISTRICTE 1,CEMENTIRI VELL                ,3
2012,EL SALVADOR                   ,DISTRICTE 1,CENTRE                        ,6
2012,EL SALVADOR                   ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,1
2012,EL SALVADOR                   ,DISTRICTE 1,VALLPARADÍS                   ,2
2012,EL SALVADOR                   ,DISTRICTE 2,CA N ANGLADA                  ,9
2012,EL SALVADOR                   ,DISTRICTE 3,CAN JOFRESA                   ,1
2012,EL SALVADOR                   ,DISTRICTE 3,CAN PALET                     ,1
2012,EL SALVADOR                   ,DISTRICTE 3,CAN PARELLADA                 ,1
2012,EL SALVADOR                   ,DISTRICTE 3,GUADALHORCE                   ,1
2012,EL SALVADOR                   ,DISTRICTE 3,LES FONTS                     ,3
2012,EL SALVADOR                   ,DISTRICTE 3,SEGLE XX                      ,2
2012,EL SALVADOR                   ,DISTRICTE 4,CA N AURELL                   ,9
2012,EL SALVADOR                   ,DISTRICTE 4,LA COGULLADA                  ,2
2012,EL SALVADOR                   ,DISTRICTE 4,LA MAURINA                    ,10
2012,EL SALVADOR                   ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,4
2012,EL SALVADOR                   ,DISTRICTE 5,CAN BOADA DEL PI              ,1
2012,EL SALVADOR                   ,DISTRICTE 5,CAN ROCA                      ,1
2012,EL SALVADOR                   ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,8
2012,EL SALVADOR                   ,DISTRICTE 5,SANT PERE                     ,4
2012,EL SALVADOR                   ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,1
2012,EL SALVADOR                   ,DISTRICTE 6,ÈGARA                         ,7
2012,EL SALVADOR                   ,DISTRICTE 6,SANT LLORENÇ                  ,3
2012,EL SALVADOR                   ,DISTRICTE 6,SANT PERE NORD                ,11
2012,"EMIRATS ÀRABS UNITS, ELS      ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,1
2012,"EMIRATS ÀRABS UNITS, ELS      ",DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,1
2012,"EMIRATS ÀRABS UNITS, ELS      ",DISTRICTE 6,SANT LLORENÇ                  ,1
2012,"EQUADOR, L                    ",DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,7
2012,"EQUADOR, L                    ",DISTRICTE 1,CEMENTIRI VELL                ,102
2012,"EQUADOR, L                    ",DISTRICTE 1,CENTRE                        ,158
2012,"EQUADOR, L                    ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,114
2012,"EQUADOR, L                    ",DISTRICTE 1,VALLPARADÍS                   ,55
2012,"EQUADOR, L                    ",DISTRICTE 2,CA N ANGLADA                  ,489
2012,"EQUADOR, L                    ",DISTRICTE 2,MONTSERRAT                    ,20
2012,"EQUADOR, L                    ",DISTRICTE 2,TORRE-SANA                    ,30
2012,"EQUADOR, L                    ",DISTRICTE 2,VILARDELL                     ,1
2012,"EQUADOR, L                    ",DISTRICTE 3,CAN JOFRESA                   ,9
2012,"EQUADOR, L                    ",DISTRICTE 3,CAN PALET                     ,236
2012,"EQUADOR, L                    ",DISTRICTE 3,CAN PALET II                  ,16
2012,"EQUADOR, L                    ",DISTRICTE 3,CAN PARELLADA                 ,45
2012,"EQUADOR, L                    ",DISTRICTE 3,GUADALHORCE                   ,63
2012,"EQUADOR, L                    ",DISTRICTE 3,LES FONTS                     ,10
2012,"EQUADOR, L                    ",DISTRICTE 3,P.I. SANTA EULÀLIA            ,1
2012,"EQUADOR, L                    ",DISTRICTE 3,SEGLE XX                      ,54
2012,"EQUADOR, L                    ",DISTRICTE 3,XÚQUER                        ,39
2012,"EQUADOR, L                    ",DISTRICTE 4,CA N AURELL                   ,272
2012,"EQUADOR, L                    ",DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,6
2012,"EQUADOR, L                    ",DISTRICTE 4,LA COGULLADA                  ,106
2012,"EQUADOR, L                    ",DISTRICTE 4,LA MAURINA                    ,211
2012,"EQUADOR, L                    ",DISTRICTE 4,LES MARTINES                  ,2
2012,"EQUADOR, L                    ",DISTRICTE 4,ROC BLANC                     ,30
2012,"EQUADOR, L                    ",DISTRICTE 5,CAN BOADA CASC ANTIC          ,209
2012,"EQUADOR, L                    ",DISTRICTE 5,CAN BOADA DEL PI              ,41
2012,"EQUADOR, L                    ",DISTRICTE 5,CAN ROCA                      ,17
2012,"EQUADOR, L                    ",DISTRICTE 5,PLA DEL BON AIRE              ,10
2012,"EQUADOR, L                    ",DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,76
2012,"EQUADOR, L                    ",DISTRICTE 5,SANT PERE                     ,127
2012,"EQUADOR, L                    ",DISTRICTE 5,TORRENT D EN PERE PARRES      ,85
2012,"EQUADOR, L                    ",DISTRICTE 6,CAN TUSELL                    ,3
2012,"EQUADOR, L                    ",DISTRICTE 6,DISSEMINATS                   ,2
2012,"EQUADOR, L                    ",DISTRICTE 6,ÈGARA                         ,108
2012,"EQUADOR, L                    ",DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,121
2012,"EQUADOR, L                    ",DISTRICTE 6,SANT LLORENÇ                  ,108
2012,"EQUADOR, L                    ",DISTRICTE 6,SANT PERE NORD                ,332
2012,ESLOVÀQUIA                    ,DISTRICTE 1,CENTRE                        ,3
2012,ESLOVÀQUIA                    ,DISTRICTE 2,CA N ANGLADA                  ,1
2012,ESLOVÀQUIA                    ,DISTRICTE 4,CA N AURELL                   ,2
2012,ESLOVÀQUIA                    ,DISTRICTE 4,LA MAURINA                    ,1
2012,ESLOVÀQUIA                    ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,3
2012,ESLOVÀQUIA                    ,DISTRICTE 5,CAN ROCA                      ,1
2012,ESLOVÀQUIA                    ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,3
2012,ESLOVÀQUIA                    ,DISTRICTE 5,SANT PERE                     ,3
2012,ESLOVÀQUIA                    ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,1
2012,ESLOVÈNIA                     ,DISTRICTE 3,CAN PARELLADA                 ,2
2012,ESLOVÈNIA                     ,DISTRICTE 3,SEGLE XX                      ,1
2012,ESLOVÈNIA                     ,DISTRICTE 6,ÈGARA                         ,1
2012,ESPANYA                       ,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,520
2012,ESPANYA                       ,DISTRICTE 1,CEMENTIRI VELL                ,5698
2012,ESPANYA                       ,DISTRICTE 1,CENTRE                        ,16543
2012,ESPANYA                       ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,4177
2012,ESPANYA                       ,DISTRICTE 1,VALLPARADÍS                   ,4001
2012,ESPANYA                       ,DISTRICTE 2,CA N ANGLADA                  ,8921
2012,ESPANYA                       ,DISTRICTE 2,DISSEMINATS                   ,94
2012,ESPANYA                       ,DISTRICTE 2,MONTSERRAT                    ,917
2012,ESPANYA                       ,DISTRICTE 2,TORRE-SANA                    ,4399
2012,ESPANYA                       ,DISTRICTE 2,VILARDELL                     ,850
2012,ESPANYA                       ,DISTRICTE 3,CAN JOFRESA                   ,1847
2012,ESPANYA                       ,DISTRICTE 3,CAN PALET                     ,10220
2012,ESPANYA                       ,DISTRICTE 3,CAN PALET II                  ,734
2012,ESPANYA                       ,DISTRICTE 3,CAN PARELLADA                 ,5406
2012,ESPANYA                       ,DISTRICTE 3,DISSEMINATS                   ,16
2012,ESPANYA                       ,DISTRICTE 3,GUADALHORCE                   ,985
2012,ESPANYA                       ,DISTRICTE 3,LES FONTS                     ,2335
2012,ESPANYA                       ,DISTRICTE 3,P.I. CAN PARELLADA            ,7
2012,ESPANYA                       ,DISTRICTE 3,P.I. SANTA EULÀLIA            ,58
2012,ESPANYA                       ,DISTRICTE 3,P.I. SANTA MARGARIDA          ,1
2012,ESPANYA                       ,DISTRICTE 3,SEGLE XX                      ,5422
2012,ESPANYA                       ,DISTRICTE 3,XÚQUER                        ,969
2012,ESPANYA                       ,DISTRICTE 4,CA N AURELL                   ,15573
2012,ESPANYA                       ,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,1367
2012,ESPANYA                       ,DISTRICTE 4,DISSEMINATS                   ,22
2012,ESPANYA                       ,DISTRICTE 4,LA COGULLADA                  ,4607
2012,ESPANYA                       ,DISTRICTE 4,LA MAURINA                    ,6198
2012,ESPANYA                       ,DISTRICTE 4,LES MARTINES                  ,467
2012,ESPANYA                       ,DISTRICTE 4,ROC BLANC                     ,5344
2012,ESPANYA                       ,DISTRICTE 4,VISTA ALEGRE                  ,65
2012,ESPANYA                       ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,6492
2012,ESPANYA                       ,DISTRICTE 5,CAN BOADA DEL PI              ,1300
2012,ESPANYA                       ,DISTRICTE 5,CAN GONTERES                  ,344
2012,ESPANYA                       ,DISTRICTE 5,CAN ROCA                      ,3007
2012,ESPANYA                       ,DISTRICTE 5,DISSEMINATS                   ,126
2012,ESPANYA                       ,DISTRICTE 5,ELS CAUS - ELS PINETONS       ,19
2012,ESPANYA                       ,DISTRICTE 5,PLA DEL BON AIRE              ,2457
2012,ESPANYA                       ,DISTRICTE 5,PLA DEL BON AIRE - EL GARROT  ,103
2012,ESPANYA                       ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,10738
2012,ESPANYA                       ,DISTRICTE 5,SANT PERE                     ,10571
2012,ESPANYA                       ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,4976
2012,ESPANYA                       ,DISTRICTE 6,CAN TUSELL                    ,2099
2012,ESPANYA                       ,DISTRICTE 6,DISSEMINATS                   ,148
2012,ESPANYA                       ,DISTRICTE 6,ÈGARA                         ,3120
2012,ESPANYA                       ,DISTRICTE 6,FONT DE L ESPARDENYERA        ,67
2012,ESPANYA                       ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,12776
2012,ESPANYA                       ,DISTRICTE 6,SANT LLORENÇ                  ,3627
2012,ESPANYA                       ,DISTRICTE 6,SANT PERE NORD                ,12744
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 1,CEMENTIRI VELL                ,6
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 1,CENTRE                        ,16
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,1
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 1,VALLPARADÍS                   ,6
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 2,CA N ANGLADA                  ,6
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 2,MONTSERRAT                    ,1
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 2,TORRE-SANA                    ,6
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 3,CAN JOFRESA                   ,1
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 3,CAN PALET                     ,3
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 3,LES FONTS                     ,2
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 3,SEGLE XX                      ,6
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 4,CA N AURELL                   ,11
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 4,LA COGULLADA                  ,4
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 4,ROC BLANC                     ,2
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 5,CAN BOADA CASC ANTIC          ,3
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 5,CAN ROCA                      ,4
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,1
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 5,SANT PERE                     ,6
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 5,TORRENT D EN PERE PARRES      ,1
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 6,CAN TUSELL                    ,1
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,3
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 6,SANT LLORENÇ                  ,1
2012,"ESTATS UNITS D AMÈRICA, ELS   ",DISTRICTE 6,SANT PERE NORD                ,1
2012,ESTÒNIA                       ,DISTRICTE 4,LA COGULLADA                  ,1
