DATA_REFERENCIA,DISTRICTE,BARRI,NACIONALITAT,POBLACIO
2011,DISTRICTE 5,CAN BOADA CASC ANTIC          ,ESPANYA                       ,6603
2011,DISTRICTE 3,LES FONTS                     ,BOLÍVIA                       ,3
2014,DISTRICTE 5,CAN ROCA                      ,"ESTATS UNITS D AMÈRICA, ELS   ",1
2012,DISTRICTE 1,VALLPARADÍS                   ,"CANADÀ, EL                    ",2
2014,DISTRICTE 2,CA N ANGLADA                  ,"REPÚBLICA DOMINICANA, LA      ",74
2014,DISTRICTE 3,CAN PARELLADA                 ,SUÏSSA                        ,1
2017,DISTRICTE 5,SANT PERE                     ,"SENEGAL, EL                   ",32
2014,DISTRICTE 1,VALLPARADÍS                   ,DINAMARCA                     ,1
2017,DISTRICTE 3,XÚQUER                        ,"PERÚ, EL                      ",2
2012,DISTRICTE 3,LES FONTS                     ,"BRASIL, EL                    ",3
2012,DISTRICTE 2,CA N ANGLADA                  ,ITÀLIA                        ,36
2013,DISTRICTE 4,CA N AURELL                   ,"GUINEA BISSAU, LA             ",2
2015,DISTRICTE 6,SANT LLORENÇ                  ,ALEMANYA                      ,1
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,BOLÍVIA                       ,5
2013,DISTRICTE 3,DISSEMINATS                   ,ESPANYA                       ,21
2014,DISTRICTE 5,CAN BOADA CASC ANTIC          ,MÈXIC                         ,2
2014,DISTRICTE 6,SANT PERE NORD                ,MONTENEGRO                    ,1
2011,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,PORTUGAL                      ,19
2017,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"REPÚBLICA DOMINICANA, LA      ",22
2014,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,VENEÇUELA                     ,11
2015,DISTRICTE 3,CAN PALET                     ,"CAMERUN, EL                   ",1
2016,DISTRICTE 1,VALLPARADÍS                   ,HONDURES                      ,4
2011,DISTRICTE 6,SANT PERE NORD                ,NIGÈRIA                       ,14
2014,DISTRICTE 6,CAN TUSELL                    ,MALI                          ,2
2017,DISTRICTE 6,SANT PERE NORD                ,"GUINEA, LA                    ",1
2013,DISTRICTE 2,CA N ANGLADA                  ,"MARROC, EL                    ",3599
2016,DISTRICTE 6,SANT LLORENÇ                  ,PORTUGAL                      ,2
2017,DISTRICTE 2,TORRE-SANA                    ,VENEÇUELA                     ,17
2017,DISTRICTE 3,XÚQUER                        ,BÈLGICA                       ,1
2017,DISTRICTE 4,CA N AURELL                   ,"EQUADOR, L                    ",75
2014,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,"REPÚBLICA DOMINICANA, LA      ",1
2014,DISTRICTE 4,CA N AURELL                   ,"PAÏSOS BAIXOS, ELS            ",5
2015,DISTRICTE 2,TORRE-SANA                    ,FINLÀNDIA                     ,1
2014,DISTRICTE 1,CENTRE                        ,LITUÀNIA                      ,3
2017,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,LETÒNIA                       ,1
2015,DISTRICTE 1,CENTRE                        ,ANDORRA                       ,3
2015,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,UCRAÏNA                       ,7
2015,DISTRICTE 5,PLA DEL BON AIRE              ,FRANÇA                        ,5
2015,DISTRICTE 3,CAN PARELLADA                 ,ESPANYA                       ,5505
2015,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ESPANYA                       ,13268
2012,DISTRICTE 4,LA MAURINA                    ,ESPANYA                       ,6203
2015,DISTRICTE 5,CAN BOADA CASC ANTIC          ,POLÒNIA                       ,1
2014,DISTRICTE 3,CAN PARELLADA                 ,ÀUSTRIA                       ,1
2012,DISTRICTE 4,CA N AURELL                   ,"IRAN, L                       ",1
2015,DISTRICTE 5,PLA DEL BON AIRE              ,COLÒMBIA                      ,1
2017,DISTRICTE 1,CEMENTIRI VELL                ,"IRAN, L                       ",9
2016,DISTRICTE 4,CA N AURELL                   ,COSTA RICA                    ,1
2016,DISTRICTE 5,PLA DEL BON AIRE              ,HONDURES                      ,2
2016,DISTRICTE 4,CA N AURELL                   ,BIELORÚSSIA                   ,1
2015,DISTRICTE 4,ROC BLANC                     ,RÚSSIA                        ,2
2012,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,13025
2011,DISTRICTE 4,CA N AURELL                   ,PORTUGAL                      ,20
2013,DISTRICTE 4,ROC BLANC                     ,"URUGUAI, L                    ",12
2017,DISTRICTE 6,SANT LLORENÇ                  ,"MARROC, EL                    ",575
2014,DISTRICTE 4,VISTA ALEGRE                  ,FRANÇA                        ,1
2012,DISTRICTE 3,GUADALHORCE                   ,"PERÚ, EL                      ",3
2014,DISTRICTE 3,LES FONTS                     ,ROMANIA                       ,15
2017,DISTRICTE 3,LES FONTS                     ,"PAKISTAN, EL                  ",4
2012,DISTRICTE 4,LA COGULLADA                  ,"IRAN, L                       ",1
2012,DISTRICTE 5,CAN ROCA                      ,"ARGENTINA, L                  ",8
2014,DISTRICTE 3,CAN PALET                     ,ESPANYA                       ,10430
2015,DISTRICTE 5,SANT PERE                     ,"MARROC, EL                    ",224
2015,DISTRICTE 1,CENTRE                        ,GEÒRGIA                       ,4
2017,DISTRICTE 3,LES FONTS                     ,CUBA                          ,2
2014,DISTRICTE 5,CAN BOADA DEL PI              ,ESPANYA                       ,1339
2017,DISTRICTE 5,CAN ROCA                      ,BOLÍVIA                       ,2
2016,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,"URUGUAI, L                    ",1
2013,DISTRICTE 1,CEMENTIRI VELL                ,POLÒNIA                       ,6
2013,DISTRICTE 3,SEGLE XX                      ,MÈXIC                         ,6
2011,DISTRICTE 2,CA N ANGLADA                  ,"GUINEA EQUATORIAL, LA         ",6
2013,DISTRICTE 4,ROC BLANC                     ,HONDURES                      ,4
2017,DISTRICTE 3,GUADALHORCE                   ,PALESTINA                     ,2
2014,DISTRICTE 6,SANT LLORENÇ                  ,"GUINEA, LA                    ",1
2016,DISTRICTE 4,CA N AURELL                   ,ROMANIA                       ,63
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,"PARAGUAI, EL                  ",23
2011,DISTRICTE 4,CA N AURELL                   ,"URUGUAI, L                    ",33
2013,DISTRICTE 1,CENTRE                        ,TUNÍSIA                       ,1
2017,DISTRICTE 3,CAN PALET                     ,SÍRIA                         ,1
2013,DISTRICTE 6,SANT PERE NORD                ,ALBÀNIA                       ,1
2011,DISTRICTE 5,CAN ROCA                      ,BOLÍVIA                       ,4
2012,DISTRICTE 3,CAN JOFRESA                   ,"PARAGUAI, EL                  ",2
2016,DISTRICTE 1,CENTRE                        ,NICARAGUA                     ,2
2013,DISTRICTE 5,SANT PERE                     ,"REPÚBLICA DOMINICANA, LA      ",25
2016,DISTRICTE 6,SANT PERE NORD                ,"XINA, LA                      ",101
2016,DISTRICTE 6,CAN TUSELL                    ,EL SALVADOR                   ,1
2011,DISTRICTE 5,CAN BOADA CASC ANTIC          ,ALGÈRIA                       ,1
2012,DISTRICTE 4,CA N AURELL                   ,"EQUADOR, L                    ",201
2017,DISTRICTE 2,MONTSERRAT                    ,ARMÈNIA                       ,4
2013,DISTRICTE 4,LA MAURINA                    ,BÈLGICA                       ,1
2016,DISTRICTE 3,CAN PALET                     ,"EQUADOR, L                    ",79
2015,DISTRICTE 3,LES FONTS                     ,"REPÚBLICA DOMINICANA, LA      ",1
2015,DISTRICTE 6,SANT LLORENÇ                  ,UCRAÏNA                       ,4
2012,DISTRICTE 1,CENTRE                        ,MAURITÀNIA                    ,2
2011,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"PANAMÀ, EL                    ",4
2017,DISTRICTE 4,CA N AURELL                   ,ITÀLIA                        ,73
2012,DISTRICTE 3,CAN PALET                     ,BOLÍVIA                       ,60
2017,DISTRICTE 2,CA N ANGLADA                  ,NICARAGUA                     ,4
2016,DISTRICTE 4,CA N AURELL                   ,COREA DEL SUD                 ,6
2017,DISTRICTE 6,SANT PERE NORD                ,JORDÀNIA                      ,1
2015,DISTRICTE 3,SEGLE XX                      ,"SENEGAL, EL                   ",15
2015,DISTRICTE 4,LA MAURINA                    ,LITUÀNIA                      ,1
2017,DISTRICTE 5,CAN BOADA CASC ANTIC          ,CUBA                          ,4
2015,DISTRICTE 5,SANT PERE                     ,ALTRES PAÏSOS D ÀSIA          ,1
2014,DISTRICTE 1,CENTRE                        ,MALÀISIA                      ,4
2011,DISTRICTE 5,CAN ROCA                      ,ÀUSTRIA                       ,1
2012,DISTRICTE 4,CA N AURELL                   ,BULGÀRIA                      ,19
2017,DISTRICTE 4,LA COGULLADA                  ,"REPÚBLICA DOMINICANA, LA      ",16
2016,DISTRICTE 4,LA COGULLADA                  ,ESLOVÀQUIA                    ,1
2017,DISTRICTE 5,CAN ROCA                      ,"XINA, LA                      ",1
2011,DISTRICTE 3,CAN PALET                     ,"TOGO, EL                      ",1
2017,DISTRICTE 6,SANT LLORENÇ                  ,"PAKISTAN, EL                  ",8
2013,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,BULGÀRIA                      ,3
2016,DISTRICTE 5,CAN ROCA                      ,FRANÇA                        ,3
2014,DISTRICTE 3,CAN PALET                     ,PORTUGAL                      ,35
2011,DISTRICTE 4,LA COGULLADA                  ,LITUÀNIA                      ,2
2015,DISTRICTE 4,LA MAURINA                    ,ARMÈNIA                       ,3
2017,DISTRICTE 5,CAN BOADA CASC ANTIC          ,"PAKISTAN, EL                  ",24
2015,DISTRICTE 5,TORRENT D EN PERE PARRES      ,HONDURES                      ,6
2014,DISTRICTE 2,MONTSERRAT                    ,ESPANYA                       ,841
2013,DISTRICTE 4,LA MAURINA                    ,"ÍNDIA, L                      ",8
2011,DISTRICTE 1,CENTRE                        ,"MARROC, EL                    ",269
2013,DISTRICTE 4,LA MAURINA                    ,GÀMBIA                        ,5
2015,DISTRICTE 3,SEGLE XX                      ,RÚSSIA                        ,7
2017,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,"XINA, LA                      ",3
2015,DISTRICTE 2,CA N ANGLADA                  ,FRANÇA                        ,10
2016,DISTRICTE 4,ROC BLANC                     ,FRANÇA                        ,2
2012,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"IRAN, L                       ",1
2012,DISTRICTE 3,CAN PALET                     ,"FILIPINES, LES                ",3
2016,DISTRICTE 1,CEMENTIRI VELL                ,BOLÍVIA                       ,15
2014,DISTRICTE 3,CAN JOFRESA                   ,VENEÇUELA                     ,5
2011,DISTRICTE 3,XÚQUER                        ,EGIPTE                        ,1
2012,DISTRICTE 3,CAN PALET                     ,MOLDÀVIA                      ,2
2013,DISTRICTE 2,CA N ANGLADA                  ,FRANÇA                        ,10
2016,DISTRICTE 5,CAN BOADA CASC ANTIC          ,NICARAGUA                     ,2
2017,DISTRICTE 6,CAN TUSELL                    ,"PAÏSOS BAIXOS, ELS            ",1
2013,DISTRICTE 6,ÈGARA                         ,NICARAGUA                     ,1
2016,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,ALEMANYA                      ,2
2012,DISTRICTE 2,CA N ANGLADA                  ,JORDÀNIA                      ,3
2012,DISTRICTE 4,LA COGULLADA                  ,FRANÇA                        ,3
2016,DISTRICTE 4,LES MARTINES                  ,ROMANIA                       ,1
2014,DISTRICTE 3,SEGLE XX                      ,POLÒNIA                       ,6
2013,DISTRICTE 4,LA COGULLADA                  ,SUÏSSA                        ,2
2011,DISTRICTE 1,CEMENTIRI VELL                ,"XINA, LA                      ",37
2013,DISTRICTE 4,LA COGULLADA                  ,"SENEGAL, EL                   ",27
2013,DISTRICTE 5,SANT PERE                     ,GEÒRGIA                       ,1
2016,DISTRICTE 3,P.I. SANTA EULÀLIA            ,ALEMANYA                      ,1
2016,DISTRICTE 1,CENTRE                        ,"URUGUAI, L                    ",6
2013,DISTRICTE 5,SANT PERE                     ,"MARROC, EL                    ",280
2013,DISTRICTE 2,CA N ANGLADA                  ,COLÒMBIA                      ,93
2012,DISTRICTE 2,CA N ANGLADA                  ,"PARAGUAI, EL                  ",73
2016,DISTRICTE 3,LES FONTS                     ,ALEMANYA                      ,6
2013,DISTRICTE 1,CEMENTIRI VELL                ,"REPÚBLICA DOMINICANA, LA      ",20
2012,DISTRICTE 2,CA N ANGLADA                  ,"GUINEA EQUATORIAL, LA         ",9
2011,DISTRICTE 3,CAN PARELLADA                 ,BOLÍVIA                       ,7
2012,DISTRICTE 4,LA COGULLADA                  ,COLÒMBIA                      ,22
2014,DISTRICTE 6,SANT LLORENÇ                  ,VENEÇUELA                     ,3
2016,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,TURQUIA                       ,3
2011,DISTRICTE 2,TORRE-SANA                    ,POLÒNIA                       ,18
2016,DISTRICTE 3,CAN PALET                     ,ITÀLIA                        ,49
2012,DISTRICTE 5,CAN ROCA                      ,ESLOVÀQUIA                    ,1
2017,DISTRICTE 4,ROC BLANC                     ,BOLÍVIA                       ,5
2011,DISTRICTE 4,CA N AURELL                   ,ALEMANYA                      ,15
2012,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"PARAGUAI, EL                  ",37
2015,DISTRICTE 1,CEMENTIRI VELL                ,"ARGENTINA, L                  ",14
2015,DISTRICTE 6,ÈGARA                         ,"REPÚBLICA DOMINICANA, LA      ",19
2012,DISTRICTE 2,TORRE-SANA                    ,FRANÇA                        ,5
2016,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,FRANÇA                        ,10
2016,DISTRICTE 4,ROC BLANC                     ,COLÒMBIA                      ,2
2015,DISTRICTE 3,SEGLE XX                      ,"MARROC, EL                    ",205
2011,DISTRICTE 5,TORRENT D EN PERE PARRES      ,UCRAÏNA                       ,2
2015,DISTRICTE 4,LA MAURINA                    ,"LÍBAN, EL                     ",2
2016,DISTRICTE 4,LA COGULLADA                  ,ALEMANYA                      ,5
2016,DISTRICTE 3,LES FONTS                     ,"PAÏSOS BAIXOS, ELS            ",3
2011,DISTRICTE 5,CAN BOADA DEL PI              ,CUBA                          ,3
2014,DISTRICTE 4,LA COGULLADA                  ,SUÈCIA                        ,2
2013,DISTRICTE 1,CENTRE                        ,COLÒMBIA                      ,59
2013,DISTRICTE 6,SANT PERE NORD                ,"ARGENTINA, L                  ",48
2012,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ISRAEL                        ,1
2014,DISTRICTE 4,LA COGULLADA                  ,"ARGENTINA, L                  ",11
2017,DISTRICTE 1,CENTRE                        ,NICARAGUA                     ,1
2011,DISTRICTE 4,CA N AURELL                   ,CAP VERD                      ,1
2012,DISTRICTE 1,CENTRE                        ,"MARROC, EL                    ",318
2017,DISTRICTE 1,CENTRE                        ,SUÈCIA                        ,1
2017,DISTRICTE 5,TORRENT D EN PERE PARRES      ,"SENEGAL, EL                   ",6
2012,DISTRICTE 3,XÚQUER                        ,"URUGUAI, L                    ",1
2017,DISTRICTE 3,SEGLE XX                      ,POLÒNIA                       ,9
2016,DISTRICTE 1,CEMENTIRI VELL                ,XILE                          ,12
2012,DISTRICTE 6,SANT LLORENÇ                  ,"REPÚBLICA DOMINICANA, LA      ",13
2015,DISTRICTE 6,CAN TUSELL                    ,ITÀLIA                        ,4
2011,DISTRICTE 1,CENTRE                        ,COSTA RICA                    ,1
2011,DISTRICTE 4,LA COGULLADA                  ,"REPÚBLICA DOMINICANA, LA      ",20
2014,DISTRICTE 4,LA COGULLADA                  ,"PERÚ, EL                      ",15
2012,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,LETÒNIA                       ,1
2015,DISTRICTE 3,CAN PARELLADA                 ,"XINA, LA                      ",18
2012,DISTRICTE 4,CA N AURELL                   ,"PAÏSOS BAIXOS, ELS            ",4
2013,DISTRICTE 5,SANT PERE                     ,ALTRES PAÏSOS D EUROPA        ,1
2014,DISTRICTE 6,SANT PERE NORD                ,"IRAQ, L                       ",1
2015,DISTRICTE 1,CEMENTIRI VELL                ,JORDÀNIA                      ,1
2011,DISTRICTE 2,CA N ANGLADA                  ,"ÍNDIA, L                      ",4
2013,DISTRICTE 5,TORRENT D EN PERE PARRES      ,ZIMBABWE                      ,1
2011,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,GÀMBIA                        ,10
2013,DISTRICTE 1,CENTRE                        ,FRANÇA                        ,37
2015,DISTRICTE 3,SEGLE XX                      ,"XINA, LA                      ",27
2014,DISTRICTE 3,LES FONTS                     ,HONGRIA                       ,1
2015,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,ITÀLIA                        ,5
2011,DISTRICTE 3,XÚQUER                        ,"EQUADOR, L                    ",28
2011,DISTRICTE 6,ÈGARA                         ,"XINA, LA                      ",29
2011,DISTRICTE 5,CAN BOADA CASC ANTIC          ,XILE                          ,23
2017,DISTRICTE 6,CAN TUSELL                    ,MALI                          ,2
2016,DISTRICTE 3,CAN JOFRESA                   ,EL SALVADOR                   ,1
2015,DISTRICTE 4,ROC BLANC                     ,"REPÚBLICA TXECA, LA           ",1
2011,DISTRICTE 6,SANT LLORENÇ                  ,COLÒMBIA                      ,42
2015,DISTRICTE 4,ROC BLANC                     ,MÈXIC                         ,3
2013,DISTRICTE 3,LES FONTS                     ,"PAÏSOS BAIXOS, ELS            ",3
2013,DISTRICTE 3,CAN PALET II                  ,"BRASIL, EL                    ",1
2017,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,MÈXIC                         ,13
2012,DISTRICTE 4,CA N AURELL                   ,"GUINEA, LA                    ",5
2011,DISTRICTE 3,GUADALHORCE                   ,ESPANYA                       ,1026
2013,DISTRICTE 6,SANT PERE NORD                ,ITÀLIA                        ,45
2016,DISTRICTE 3,GUADALHORCE                   ,"SENEGAL, EL                   ",18
2011,DISTRICTE 5,SANT PERE                     ,ALGÈRIA                       ,1
2013,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,ITÀLIA                        ,40
2013,DISTRICTE 3,GUADALHORCE                   ,"ÍNDIA, L                      ",1
2014,DISTRICTE 2,CA N ANGLADA                  ,TUNÍSIA                       ,12
2015,DISTRICTE 3,CAN PARELLADA                 ,"ESTATS UNITS D AMÈRICA, ELS   ",4
2014,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,BULGÀRIA                      ,4
2014,DISTRICTE 2,MONTSERRAT                    ,"SENEGAL, EL                   ",35
2011,DISTRICTE 4,CA N AURELL                   ,ESLOVÀQUIA                    ,2
2012,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"SUDAN, EL                     ",5
2014,DISTRICTE 1,CENTRE                        ,ITÀLIA                        ,81
2012,DISTRICTE 6,SANT PERE NORD                ,"XINA, LA                      ",69
2014,DISTRICTE 6,SANT LLORENÇ                  ,ITÀLIA                        ,6
2017,DISTRICTE 6,SANT LLORENÇ                  ,ROMANIA                       ,36
2017,DISTRICTE 4,CA N AURELL                   ,ANDORRA                       ,3
2015,DISTRICTE 3,CAN PALET II                  ,"REPÚBLICA DOMINICANA, LA      ",1
2017,DISTRICTE 1,CEMENTIRI VELL                ,DOMINICA                      ,1
2011,DISTRICTE 6,SANT PERE NORD                ,NICARAGUA                     ,4
2017,DISTRICTE 2,TORRE-SANA                    ,FINLÀNDIA                     ,2
2013,DISTRICTE 5,CAN ROCA                      ,RÚSSIA                        ,7
2016,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"PAÏSOS BAIXOS, ELS            ",3
2015,DISTRICTE 5,CAN BOADA CASC ANTIC          ,ISRAEL                        ,2
2014,DISTRICTE 4,LA MAURINA                    ,EL SALVADOR                   ,1
2011,DISTRICTE 6,SANT LLORENÇ                  ,"REPÚBLICA DOMINICANA, LA      ",10
2016,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"IRAN, L                       ",4
2015,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,BIELORÚSSIA                   ,1
2011,DISTRICTE 2,TORRE-SANA                    ,BULGÀRIA                      ,4
2016,DISTRICTE 6,SANT LLORENÇ                  ,ESPANYA                       ,3550
2014,DISTRICTE 5,CAN ROCA                      ,HONDURES                      ,1
2015,DISTRICTE 1,CENTRE                        ,PORTUGAL                      ,21
2014,DISTRICTE 1,CEMENTIRI VELL                ,ISLÀNDIA                      ,1
2014,DISTRICTE 6,SANT PERE NORD                ,SUÈCIA                        ,3
2014,DISTRICTE 1,CENTRE                        ,FRANÇA                        ,36
2015,DISTRICTE 5,SANT PERE                     ,COSTA RICA                    ,2
2014,DISTRICTE 3,GUADALHORCE                   ,"REPÚBLICA DOMINICANA, LA      ",13
2017,DISTRICTE 3,XÚQUER                        ,NIGÈRIA                       ,3
2014,DISTRICTE 4,LA COGULLADA                  ,ESTÒNIA                       ,1
2012,DISTRICTE 5,TORRENT D EN PERE PARRES      ,"PARAGUAI, EL                  ",53
2017,DISTRICTE 3,CAN PARELLADA                 ,"BRASIL, EL                    ",13
2012,DISTRICTE 4,CA N AURELL                   ,LETÒNIA                       ,1
2014,DISTRICTE 5,PLA DEL BON AIRE              ,CUBA                          ,1
2011,DISTRICTE 2,CA N ANGLADA                  ,ESLOVÀQUIA                    ,1
2011,DISTRICTE 1,CEMENTIRI VELL                ,BANGLA DESH                   ,2
2015,DISTRICTE 4,LA COGULLADA                  ,SUÏSSA                        ,1
2012,DISTRICTE 1,CEMENTIRI VELL                ,"JAPÓ, EL                      ",2
2014,DISTRICTE 1,CEMENTIRI VELL                ,"PAKISTAN, EL                  ",2
2015,DISTRICTE 1,CEMENTIRI VELL                ,"IRAQ, L                       ",3
2011,DISTRICTE 5,PLA DEL BON AIRE              ,JORDÀNIA                      ,1
2015,DISTRICTE 2,CA N ANGLADA                  ,DOMINICA                      ,1
2015,DISTRICTE 1,CEMENTIRI VELL                ,"IRAN, L                       ",6
2017,DISTRICTE 3,GUADALHORCE                   ,"MARROC, EL                    ",105
2016,DISTRICTE 4,ROC BLANC                     ,"SENEGAL, EL                   ",4
2012,DISTRICTE 1,CENTRE                        ,EL SALVADOR                   ,1
2014,DISTRICTE 4,LA MAURINA                    ,"PANAMÀ, EL                    ",1
2016,DISTRICTE 4,LA COGULLADA                  ,"ARGENTINA, L                  ",8
2017,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ITÀLIA                        ,27
2012,DISTRICTE 5,CAN BOADA CASC ANTIC          ,"MARROC, EL                    ",313
2012,DISTRICTE 2,TORRE-SANA                    ,"PARAGUAI, EL                  ",9
2015,DISTRICTE 3,CAN PARELLADA                 ,HONDURES                      ,1
2013,DISTRICTE 4,CA N AURELL                   ,ROMANIA                       ,87
2017,DISTRICTE 4,VISTA ALEGRE                  ,"KAZAKHSTAN, EL                ",3
2016,DISTRICTE 5,SANT PERE                     ,ARMÈNIA                       ,4
2017,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,TURQUIA                       ,1
2017,DISTRICTE 5,SANT PERE                     ,COREA DEL SUD                 ,1
2017,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,"REGNE UNIT, EL                ",4
2012,DISTRICTE 6,CAN TUSELL                    ,"MARROC, EL                    ",128
2013,DISTRICTE 3,CAN PALET II                  ,BOLÍVIA                       ,3
2011,DISTRICTE 1,VALLPARADÍS                   ,"PERÚ, EL                      ",8
2015,DISTRICTE 3,CAN PALET II                  ,"PARAGUAI, EL                  ",1
2012,DISTRICTE 5,TORRENT D EN PERE PARRES      ,XILE                          ,19
2011,DISTRICTE 2,TORRE-SANA                    ,"PARAGUAI, EL                  ",7
2015,DISTRICTE 4,LA COGULLADA                  ,RÚSSIA                        ,10
2015,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"GUINEA EQUATORIAL, LA         ",1
2012,DISTRICTE 5,CAN BOADA DEL PI              ,"ARGENTINA, L                  ",2
2015,DISTRICTE 3,CAN PALET II                  ,XILE                          ,4
2014,DISTRICTE 3,LES FONTS                     ,"ESTATS UNITS D AMÈRICA, ELS   ",1
2012,DISTRICTE 3,LES FONTS                     ,"XINA, LA                      ",4
2017,DISTRICTE 5,CAN ROCA                      ,ESPANYA                       ,3293
2012,DISTRICTE 4,LA COGULLADA                  ,"PARAGUAI, EL                  ",21
2011,DISTRICTE 5,CAN ROCA                      ,POLÒNIA                       ,1
2012,DISTRICTE 2,CA N ANGLADA                  ,POLÒNIA                       ,16
2015,DISTRICTE 2,MONTSERRAT                    ,UCRAÏNA                       ,3
2014,DISTRICTE 6,SANT PERE NORD                ,ANDORRA                       ,4
2017,DISTRICTE 5,SANT PERE                     ,COSTA RICA                    ,2
2015,DISTRICTE 2,CA N ANGLADA                  ,TUNÍSIA                       ,9
2014,DISTRICTE 2,VILARDELL                     ,NIGÈRIA                       ,5
2016,DISTRICTE 6,ÈGARA                         ,"MARROC, EL                    ",585
2016,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,LITUÀNIA                      ,1
2013,DISTRICTE 1,CENTRE                        ,POLÒNIA                       ,29
2016,DISTRICTE 6,SANT LLORENÇ                  ,HONGRIA                       ,1
2014,DISTRICTE 3,CAN PARELLADA                 ,LETÒNIA                       ,1
2012,DISTRICTE 1,CENTRE                        ,HONGRIA                       ,3
2011,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,HONGRIA                       ,2
2013,DISTRICTE 6,SANT PERE NORD                ,ALEMANYA                      ,5
2017,DISTRICTE 1,CENTRE                        ,TURQUIA                       ,1
2014,DISTRICTE 6,SANT LLORENÇ                  ,"SENEGAL, EL                   ",66
2017,DISTRICTE 1,VALLPARADÍS                   ,NICARAGUA                     ,1
2017,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"PERÚ, EL                      ",17
2012,DISTRICTE 1,CEMENTIRI VELL                ,GUATEMALA                     ,1
2016,DISTRICTE 1,CEMENTIRI VELL                ,SINGAPUR                      ,1
2015,DISTRICTE 6,ÈGARA                         ,COLÒMBIA                      ,18
2016,DISTRICTE 2,CA N ANGLADA                  ,APÀTRIDES                     ,1
2013,DISTRICTE 4,LA MAURINA                    ,ITÀLIA                        ,17
2013,DISTRICTE 4,LA MAURINA                    ,"FILIPINES, LES                ",1
2016,DISTRICTE 6,DISSEMINATS                   ,"EQUADOR, L                    ",2
2012,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,MALÀISIA                      ,7
2013,DISTRICTE 6,SANT PERE NORD                ,"URUGUAI, L                    ",26
2014,DISTRICTE 6,SANT LLORENÇ                  ,"PAÏSOS BAIXOS, ELS            ",1
2013,DISTRICTE 5,SANT PERE                     ,"ESTATS UNITS D AMÈRICA, ELS   ",5
2011,DISTRICTE 5,SANT PERE                     ,ALEMANYA                      ,8
2013,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,BOLÍVIA                       ,19
2014,DISTRICTE 3,CAN PALET                     ,"PAKISTAN, EL                  ",12
2017,DISTRICTE 2,MONTSERRAT                    ,VENEÇUELA                     ,7
2015,DISTRICTE 4,CA N AURELL                   ,MÈXIC                         ,16
2015,DISTRICTE 2,CA N ANGLADA                  ,POLÒNIA                       ,6
2012,DISTRICTE 4,CA N AURELL                   ,ESLOVÀQUIA                    ,2
2013,DISTRICTE 2,TORRE-SANA                    ,"URUGUAI, L                    ",10
2016,DISTRICTE 4,VISTA ALEGRE                  ,RÚSSIA                        ,1
2012,DISTRICTE 4,ROC BLANC                     ,CUBA                          ,6
2015,DISTRICTE 6,ÈGARA                         ,FRANÇA                        ,6
2015,DISTRICTE 2,MONTSERRAT                    ,"SENEGAL, EL                   ",37
2014,DISTRICTE 3,SEGLE XX                      ,RÚSSIA                        ,12
2016,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"REPÚBLICA DOMINICANA, LA      ",26
