EXERCICI_COMPTAB,PARTIDA,DESCRIPCIO_PARTIDA,PRESSUPOST_DEFINITIU,LIQUIDACIO
2014,14 49400   46100,TRANFERENCIA DIPUTACIÓ-INNOVAC,37000,69638.7
2014,14 49400   48000,TRANSF. ENTITATS S/FIN. LUCRE-,,5000
2014,14 49401   45060,"TRANSFERÈNCIES GENERALITAT, PA",,-15751.23
2014,14 91301   46100,"TRANSFERÈNCIES DIPUTACIÓ, SOLI",0,28692.21
2014,14 92001   45100,TRANSFERÈNCIES OO.AA. DE CC.AA,,1500
2014,14 92001   54100,"LLOGUERS FINQUES URBANES, SSGG",1500,
2014,14 92001   61900,"ALIENACIÓ ALTRES INVERSIONS, C",,409.03
2014,14 92201   39900,"ALTRES ING.DIVERSOS SS.II., IN",126965,
2014,14 92201   44100,TRANSF.EMPRESES DE L ENTITAT L,75000,
2014,14 92201   48000,TRANSF.INSTITUC.SENSE FINALITA,6188,3000
2014,14 92204   32501,TAXA PROCESSOS SELECTIUS,9000,
2014,14 92301   42090,ALTRES APORTACIONS DE L ESTAT ,90000,34185.06
2014,14 92301   42190,"TRANSF. ORG. AUTONOMS ESTAT, D",,2155.81
2014,14 92402   46100,SUBVENCIONS DIPUTACIÓ-PROCESSO,5635,5634.35
2014,14 92403   45060,SUBVENCIONS GENERALITAT-DINAMI,40000,
2014,14 92500   39900,"ALTRES INGRESSOS DIVERSOS, ATE",40000,29796.12
2014,14 92701   46100,SUBVENCIONS DIPUTACIÓ-GESTIÓ E,6100,6100
2014,14 92702   32902,UTILITZACIÓ EQUIPS SOCIOCULTUR,5500,8770.56
2014,14 92801   46100,"TRANFERENCIES DIPUTACIÓ, COORD",14182,20000
2014,14 92803   45002,TRANSFERÈNCIES GENERALITAT COO,0,4107.94
2014,14 92809   44100,TRANSF.EMPRESES DE L ENTITAT L,1050000,1505043.78
2014,14 92902   46200,TRANSF. ALTRES ENS LOCALS-ACTE,7999.4,8026.21
2014,14 92999   11200,IMPOST SOBRE BENS IMMOBLES NAT,10000,9979.46
2014,14 92999   11300,IMPOST SOBRE BENS IMMOBLES NAT,49395000,50642583.29
2014,14 92999   11400,"IMPOST S/BÉNS IMMOBLES, CARACT",,131086.03
2014,14 92999   11500,IMPOST SOBRE VEHICLES DE TRACC,10875000,11394564.76
2014,14 92999   11600,IMPOST INCREMENT VALOR TERRENY,4016000,6750139.85
2014,14 92999   13000,IMPOST SOBRE ACTIVITATS ECONOM,6319000,6717311.59
2014,14 92999   29000,"IMPOST SOBRE CONSTRUCCIONS, IN",485000,1631879.01
2014,14 92999   30300,SERVEI TRACTAMENT DE RESIDUS,10274000,11142531.57
2014,14 92999   32300,"TAXES PLAQUES, PATENTS I DISTI",2300,2694.66
2014,14 92999   32500,TAXES PER EXPEDICIÓ DE DOCUMEN,0,10619.8
2014,14 92999   32901,TAXES SERVEIS GENERALS,0,2341.78
2014,14 92999   32904,ANUNCIS A CÀRREC PARTICULARS,0,15358.8
2014,14 92999   33100,TAXES PER ENTRADA VEHICLES-GUA,2576000,2649405.95
2014,14 92999   33200,PARTICIPACIO INGRESSOS COMPANY,3125000,2883258.26
2014,14 92999   33201,TAXA APROFITAMENT ESPECIAL DOM,,307672.88
2014,14 92999   33500,TAULES I CADIRES,0,
2014,14 92999   33700,"TRIBUNES, TENDALS, VOLADISSOS",0,
2014,14 92999   33902,PUBLICITAT,0,
2014,14 92999   35000,CONTRIBUCIONS ESPECIALS PER EX,0,
2014,14 92999   35100,CONTRIBUCIONS ESPECIALS PER L ,0,
2014,14 92999   38900,REINTEGRES DESPESES CENS ELECT,0,
2014,14 92999   38901,PAGAMENTS INDEGUTS D EXERCICIS,14257.68,17803.58
2014,14 92999   39100,MULTES PER INFRACCIONS URBANÍS,64085.53,480907.72
2014,14 92999   39110,MULTES PER INFRACCIONS TRIBUTÀ,50000,61999.31
2014,14 92999   39120,MULTES PER INFRACCIONS ORDENAN,3680000,4860512.11
2014,14 92999   39190,ALTRES MULTES,0,
2014,14 92999   39200,RECÀRRECS DE PRÒRROGA I APREMI,1242000,1345808.89
2014,14 92999   39300,INTERESSOS DE DEMORA,465000,423433.84
2014,14 92999   39610,QUOTES D URBANITZACIÓ,0,310140.91
2014,14 92999   39800,INDEMNITZACIONS,88551.7,159999.1
2014,14 92999   39901,IMPREVISTOS,0,
2014,14 92999   39904,DESPESES D EXPEDIENTS,50000,64834.68
2014,14 92999   39905,DESPESES JUDICIALS,,607.15
2014,14 92999   39909,ALTRES INGRESSOS,13000,7892.55
2014,14 92999   42000,PARTICIPACIÓ EN ELS TRIBUTS DE,45760000,46263949.71
2014,14 92999   44101,TRANSFERÈNCIES EMPRESES ENTITA,50000,
2014,14 92999   45000,FONS DE COOPERACIÓ LOCAL DE CA,846928.07,551626.71
2014,14 92999   46100,SUBVENCIONS DIPUTACIÓ-GENÈRIC,1457000,855493.01
2014,14 92999   50700,INTERESSOS TÍTOLS-VALORS MINA ,,37443.62
2014,14 92999   51400,INTERESSOS PÒLISSES CONCEDIDES,30000,89.45
2014,14 92999   51401,INTERESSOS PRÉSTECS CONCEDITS ,72000,72425.45
2014,14 92999   52000,INTERESSOS DE DIPÒSITS,31295,90281.59
2014,14 92999   54100,LLOGUERS FINQUES URBANES,,1493.64
2014,14 92999   55005,CONCESSIONS APARCAMENT PORTAL ,0,
2014,14 92999   55007,CONCESSIÓ APARCAMENT PLAÇA DR.,0,19430.5
2014,14 92999   55009,CONCESSIÓ APARCAMENT PLAÇA VEL,0,7149.33
2014,14 92999   55900,ALTRES CONCESSIONS,79570,622214.29
2014,14 92999   82120,REINTEGRE PRESTECS LL/TERMINI ,329710,329710.16
2014,14 92999   83000,REINTEGRE PRESTECS PERSONAL,1086372.67,934156.23
2014,14 92999   86000,ALIENACIÓ ACCIONS I PARTICIPAC,1400000,1451381.92
2014,14 92999   87010,ROM. TRESORERIA PER A DESPESES,4196169.3,
2014,14 92999   91100,PRÈSTECS A LLARG TERMINI DEL S,175000,175000
2014,14 92999   91300,PRÈSTECS A LLARG TERMINI FORA ,1825000,1825000
2015,15 13001   32500,TAXES PER EXPEDICIÓ DE DOCUMEN,82200,114162.3
2015,15 13001   33500,TAULES I CADIRES,300000,379987.14
2015,15 13001   33900,ACTIVITATS A LA VIA PÚBLICA,100000,89497.43
2015,15 13001   33901,AUTORITZACIONS OCUPACIÓ VIA PÚ,75000,149478.88
2015,15 13001   33902,TAXA PER PUBLICITAT A LA VIA P,40000,44112.8
2015,15 13001   39190,MULTES INFRACCIÓ ORDENANCES,50000,79531.3
2015,15 13001   55008,CONCESSIONS ADMINISTRATIVES BA,41380,
2015,15 13001   55010,CONCESSIONS ADMINISTRATIVES,38850,37521.1
2015,15 13201   30900,SERVEIS ESPECIALS POLICIA,2000,1766.17
2015,15 13501   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROT",7990.1,
2015,15 15101   75060,TRANSF. CAPITAL GENERALITAT-RE,,326500
2015,15 15102   75060,TRANSFERÈNCIES CAPITAL GENERAL,,225205.8
2015,15 15102   76100,SUBVENCIÓ DE CAPITAL DIPUTACIÓ,1247021,1733000
2015,15 15102   79100,TRANFERÈNCIA CAPITAL FEDER-DIR,,201882.8
2015,15 15104   75060,TRANSF. CAPITAL GENE.-MILLORA ,,2017082.06
2015,15 15105   39710,ALTRES INGRESSOS APROFITAMENT ,237600,249480.62
2015,15 15105   60000,VENDA DE SOL,600000,4224.65
2015,15 15105   76100,"SUBVENCIÓ CAPITAL DIPUTACIÓ, G",1000000,1500000
2015,15 15106   54100,LLOGUER FINQUES URBANES - MASI,,6140.4
2015,15 15106   55200,DRETS DE SUPERFÍCIE AMB CONTRA,23115.96,28505.4
2015,15 15108   32300,TAXES PER ALTRES SERVEIS URBAN,210000,87899.03
2015,15 15108   32500,TAXA DOCUMENTS PROTECCIÓ LEGAL,2500,2151.62
2015,15 15108   33900,ACTIVITATS VIA PÚBLICA PROTECC,65000,516.07
2015,15 15108   39903,EXECUCIONS SUBSIDIÀRIES PROTEC,156339.81,136842.36
2015,15 15109   32100,LLICÈNCIES URBANÍSTIQUES,225000,338290.24
2015,15 15109   32200,LLICÈNCIES PRIMERA OCUPACIÓ,25000,18967.6
2015,15 15109   32300,TAXES ALTRES SERV.URBANÍSTICS ,24000,29858.02
2015,15 15109   32500,TAXA DOCUMENTS LLICÈNCIES,2800,1231.88
2015,15 15109   33900,ACTIVITATS VIA PÚBLICA LLICÈNC,17500,33185.18
2015,15 15110   39900,ALTRES INGRESSOS URBANISME,84020,104649.48
2015,15 15112   32500,TAXA DOCUMENTS PL.URBANÍSTIC,4800,1729.95
2015,15 15222   45060,"TRANSFERÈNCIES GENERALITAT, PB",32000,
2015,15 15223   45060,"TRANSFERÈNCIES GENERALITAT, AD",1575,
2015,15 15302   76100,"SUBVENCIÓ CAPITAL DIPUTACIÓ, M",655000,937000
2015,15 16001   79200,SUBVENCIÓ CAPITAL FONS DE COHE,124055.52,
2015,15 16002   36001,MANTENIMENT COL.LECTORS I INSP,156640,336235.36
2015,15 16221   31905,TAXA SERVEI DEIXALLERIA,7200,6618.13
2015,15 17001   32908,TAXA SERVEIS AMBIENTALS - MEDI,,318.09
2015,15 17001   39190,MULTES SANITAT MEDI AMBIENT,95000,84652.79
2015,15 17201   32909,EXPLOTACIÓ HORTS MUNICIPALS,20000,18272.8
2015,15 17201   46100,"TRANSFERÈNCIES DIPUTACIÓ, MEDI",80214.92,54097.54
2015,15 17201   76100,SUBVENCIÓ DE CAPITAL DIPUTACIÓ,64178.64,64178.64
2015,15 17202   39907,"CONVENI GESTIÓ CAN BONVILAR, M",40000,38471.38
2015,15 17202   46100,"TRANSFERÈNCIES DIPUTACIÓ, INFO",75941.8,41169.2
2015,15 17211   36002,VENDES ENERGIA FOTOVOLTÀICA,5000,32507.89
2015,15 23101   45002,"TRANSFERÈNCIES GENERALITAT, EA",326660,452808
2015,15 23102   45002,"TRANSFERÈNCIES GENERALITAT, SE",1518210,1964779.83
2015,15 23102   46100,"TRANSFERÈNCIES DIPUTACIÓ, SERV",309419,735402.17
2015,15 23103   45002,"TRANSFERÈNCIES GENERALITAT, PR",485972,419300.84
2015,15 23103   45060,TRANSF. GENERALITAT-PROJ. SUPO,,2075281.94
2015,15 23103   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROJ",15056,15178
2015,15 23103   49000,TRANSF. FONS SOCIAL EUROPEU- A,,10386.82
2015,15 23103   75060,TRANSF. CAPITAL GENE.-PROJ. SU,,1001716.4
2015,15 23104   31102,AJUT A LA LLAR,175000,205348.25
2015,15 23104   31103,TELEASSISTÈNCIA,160000,207583.67
2015,15 23104   31104,MENJAR A DOMICILI,85000,51435.51
2015,15 23104   45002,"TRANSFERÈNCIES GENERALITAT, SA",2396475,5115899.93
2015,15 23104   46100,"TRANSFERÈNCIES DIPUTACIÓ, AJUT",150000,136500
2015,15 23106   34904,PREUS PÚBLICS PERSPECTIVA DE G,2100,1317
2015,15 23106   45002,"TRANSFERÈNCIES GENERALITAT, PO",46000,46000
2015,15 23106   46100,"TRANSFERÈNCIES DIPUTACIÓ, POLÍ",22041,22041
2015,15 23109   46100,"TRANSFERÈNCIES DIPUTACIÓ, POL.",,9500
2015,15 23402   32500,"TAXES EXPEDICIÓ DOCUMENTS, CAR",914.53,0
2015,15 24101   46100,"TRANSFERÈNCIES DIPUTACIÓ, SERV",1752302.45,642338.94
2015,15 24102   46100,"TRANSFERÈNCIES DIPUTACIÓ, FOME",194779.25,161916
2015,15 24102   76100,TRANSFERÈNCIES CAPITAL DIPUTAC,,-33402.43
2015,15 31101   31900,ANIMALS DOMÈSTICS,85000,111987.87
2015,15 31101   39190,MULTES I SANCIONS PROTECCIÓ DE,5,
2015,15 31101   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROT",54720,52320.86
2015,15 31102   31903,LABORATORI MUNICIPAL,7000,3292.98
2015,15 31103   36006,"PRESTACIÓ SERVEIS, VACUNACIÓ P",10000,
2015,15 31103   42001,ALTRES TRANSFERÈNCIES-PROMOCIÓ,,2000
2015,15 31103   42090,"ALTRES APORTACIONS DE L ESTAT,",,19916
2015,15 31103   45002,"TRANSFERÈNCIES GENERALITAT, PR",30165,30165.36
2015,15 31103   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROM",44818.1,38514.12
2015,15 31104   31904,TAXA SERVEIS CAADC,31000,35803.62
2015,15 31104   46200,"TRANSF. ALTRES ENS LOCALS, AJU",60000,122272.76
2015,15 31201   36003,"PRESTACIÓ SERVEIS, CENTRE DE D",253699,215644.63
2015,15 31202   36004,"PRESTACIÓ SERVEIS, ATENCIÓ DON",111088,32400.9
2015,15 32001   55012,CÀNON MENJADORS - S.CENTRALS E,159000,
2015,15 32002   46100,"TRANSFERÈNCIES DIPUTACIÓ, SUPO",42870,
2015,15 32002   48000,TRANSFER. INST. S/F LUCRE-SUPO,7325,8689.86
2015,15 32003   45030,TRANSF. GENERALITAT-PROM. I IN,19600,28000
2015,15 32003   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROM",7950,6511.76
2015,15 32003   48000,TRANSFER. INST. S/F LUCRE-PROM,2300,1150
2015,15 32004   76100,TRANSFERÈNCIES DIPUTACIÓ-MANTE,0,
2015,15 32301   31223,TAXA-ENSENYAMENT ESCOLES BRESS,1078000,948394.73
2015,15 32301   31224,TAXA-MEJADORS ESCOLES BRESSOL,502875,461643.11
2015,15 32301   45035,TRANSF. GENERALITAT-ESCOLES BR,835970,60182.5
2015,15 32301   46100,"TRANSFERÈNCIES DIPUTACIÓ, ESC.",60750,1877358.68
2015,15 32302   42001,ALTRES TRANSFERÈNCIES-EDUCACIÓ,17333,103802
2015,15 32302   45033,TRANSF. GENERALITAT-ED. ESPECI,1308835,1206252.5
2015,15 32302   45034,TRANSF. GENERALITAT-ED. ESPECI,660085,770926.33
2015,15 32302   46500,TRANSF.CONSELL COMARCAL-EDUCAC,174695,131798.85
2015,15 32302   54100,LLOGUERS FINQUES URBANES-FINCA,290,2897.48
2015,15 32303   55011,CONCESSIO ESPAI PARVULARI ESCO,,2743.44
2015,15 32402   31217,TAXA-ENSENYAMENT ART,175000,158177.78
2015,15 32402   31221,TAXA-ENSENYAMENT LLAR,120000,111450.81
2015,15 32402   31222,TAXA-ENSENYAMENT MUSICA,810000,857612.71
2015,15 32402   39909,ALTRES INGRESSOS-ESCOLA ART,600,600
2015,15 32402   45032,TRANSF. GENERALITAT-CONSERVATO,382750,403170
2015,15 32402   45036,TRANSF. GENERALITAT-ESCOLA ART,152000,
2015,15 32402   45037,TRANSF. GENERALITAT-ESCOLA LA ,,45065
2015,15 32402   46100,"TRANSFERÈNCIES DIPUTACIÓ, ESC.",39480,103349
2015,15 32402   76100,TRANSFERÈNCIES DIPUTACIÓ FORMA,103000,103000
2015,15 32501   46500,TRANSF.CONSELL COMARCAL-SUPORT,1036000,1240898.04
2015,15 32701   45060,"TRANSFERÈNCIES GENERALITAT, ES",3875,
2015,15 32702   45060,"TRANSFERÈNCIES GENERALITAT, CO",3000,
2015,15 32703   45060,"TRANSFERÈNCIES GENERALITAT, CO",8260,
2015,15 32704   32500,"TAXES EXPEDICIÓ DOCUMENTS, CIU",12000,12170.94
2015,15 32704   42090,"ALTRES APORTACIONS DE L ESTAT,",,-6756.7
2015,15 32704   45002,"TRANSFERÈNCIES GENERALITAT, CI",87431,87431
2015,15 32704   46100,"TRANSFERÈNCIES DIPUTACIÓ, CIUT",90777,90777
2015,15 32704   48000,"TRANSF. ENT S/FIN. LUCRE, CIUT",,7014.4
2015,15 33211   31901,"ACTIVITATS CULTURALS, BIBLIOTE",1400,1461.8
2015,15 33211   31902,"CESSIÓ EQUIPAMENTS CULTURALS, ",250,294.59
2015,15 33211   46100,"TRANSFERÈNCIES DIPUTACIÓ, BIBL",335825,459325
2015,15 33222   45060,"TRANSFERÈNCIES GENERALITAT, AR",19000,
2015,15 33222   46500,TRANSF.CONSELL COMARCAL-ARXIUS,6000,
2015,15 33222   75080,TRANSFERÈNCIES CAPITAL GENERAL,106468,475619.81
2015,15 33301   31901,"ACTIVITATS CULTURALS, MUSEUS",20000,24840
2015,15 33301   34901,PREUS PÚB.PUBLIC.EDICIONS I RE,1500,1572.93
2015,15 33301   45060,"TRANSFERÈNCIES GENERALITAT, MU",6693,6693
2015,15 33301   46100,"TRANSFERÈNCIES DIPUTACIÓ, MUSE",11300,11300
2015,15 33301   49700,ALTRES TRANSF. UNIÓ EUROPEA-MU,,4971.55
2015,15 33401   45060,"TRANSFERÈNCIES GENERALITAT, DI",71045,
2015,15 33402   47000,"TRANSF. EMPRESES PRIVADES, SUP",2900,2900
2015,15 33403   32903,UTILITZACIÓ EQUIPS JUVENILS EM,5300,6309.64
2015,15 33403   42090,"ALTRES APORTACIONS DE L ESTAT,",14382,11505.6
2015,15 33403   45002,"TRANF.GENERALITAT, EMANCIPACIÓ",32000,25600
2015,15 33403   47000,"TRANSF. EMPRESES PRIVADES, EMA",,2100
2015,15 33403   55008,CONCESSIONS ADMINISTRATIVES BA,6000,
2015,15 33404   42090,"ALTRES APORTACIONS DE L ESTAT,",,17550
2015,15 33404   45002,"TRANF.GENERALITAT, INTERVENCIÓ",43000,43000
2015,15 33404   46100,"TRANSFERÈNCIES DIPUTACIÓ, INTE",22458,22457.66
2015,15 33404   48000,"TRANSF. ENT. S/FIN LUCRE, INTE",,7369.6
2015,15 33405   31902,"CESSIÓ EQUIPAMENTS CULTURALS, ",8500,3574.2
2015,15 33405   34400,PREUS PÚBLICS ENTRADES ESPECTA,3000,372
2015,15 33405   46100,"TRANSFERÈNCIES DIPUTACIÓ, MÚSI",20400,20400
2015,15 33406   46100,"TRANSFERÈNCIES DIPUTACIÓ, CULT",20000,20000
2015,15 33407   31902,"CESSIÓ EQUIPAMENTS CULTURALS, ",5000,10607.32
2015,15 33407   34400,PREUS PÚBLICS ENTRADES ESPECTA,80000,65523.5
2015,15 33407   42190,"TRANSF. ORG. AUTONOMS ESTAT, A",18000,18000
2015,15 33407   45060,"TRANSFERÈNCIES GENERALITAT, AR",378443,
2015,15 33407   45100,TRANSFERÈNCIES OO.AA. DE LA CC,,378443
2015,15 33407   46100,"TRANSFERÈNCIES DIPUTACIÓ, ARTS",61125,65321.52
2015,15 33408   45060,"TRANSFERÈNCIES GENERALITAT, AR",65983,
2015,15 33408   45100,TRANSF. ORG. AUTON. I AGEN. - ,,65983
2015,15 33408   46100,"TRANSFERÈNCIES DIPUTACIÓ, ARTS",15000,15000
2015,15 33409   34900,PREUS PÚBLICS ACTIVITATS GENT ,22000,24245.9
2015,15 33409   47000,"TRANSF. EMPRESES PRIVADES, GEN",,1200
2015,15 33409   55008,CONCESSIONS ADMINISTRATIVES BA,500,
2015,15 33701   32500,"TAXES EXPEDICIÓ DOCUMENTS, CAR",,1287.68
2015,15 33801   47000,"TRANSF. EMPRESES PRIVADES, CUL",50000,29000
2015,15 34101   39900,INGRESSOS CONSUMS CLUB NATACIÓ,,65114
2015,15 34101   42090,"ALTRES APORTACIONS DE L ESTAT,",,5710
2015,15 34101   45100,TRANSF. OOAA I AGÈNCIES COMUNI,,2400
2015,15 34101   46100,"TRANSFERÈNCIES DIPUTACIÓ, ACTI",15120,13632
2015,15 34101   47000,"TRANSF. EMPRESES PRIVADES, ACT",20000,19500
2015,15 34101   48000,TRANSFER. INST. S/F LUCRE-ACTI,363354.33,392066.33
2015,15 34201   31300,"INSTAL.LACIONS ESPORTIVES, EQU",160000,153063.08
2015,15 34201   46100,"TRANSFERÈNCIES DIPUTACIÓ, EQUI",2600,2600
2015,15 34201   55008,CONCESSIONS ADMINISTRATIVES BA,33000,42273.67
2015,15 34203   31300,"INSTAL.LACIONS ESPORTIVES, GES",210460,209190
2015,15 42203   46100,TRANFERENCIA DIPUTACIÓ-INNOVAC,105000,121000
2015,15 43101   32902,TAXA UTILITZ ESPAIS D EQUIP. I,,5135.39
2015,15 43101   39900,ALTRES INGRESSOS COMERÇ,12000,12000
2015,15 43101   46100,"SUBVENCIONS DIPUTACIÓ, PROMOCI",26000,31000
2015,15 43101   54100,LLOGUERS FINQUES URBANES-PROMO,6000,
2015,15 43111   32910,FIRES D ARTESANIA,12676,14472.06
2015,15 43111   39900,"ALTRES INGRESSOS DIVERSOS, FIR",2131,
2015,15 43111   46100,"TRANSFERÈNCIES DIPUTACIÓ, FIRE",8000,
2015,15 43111   47001,PATROCINIS ACTIVITATS CULTURAL,12000,
2015,15 43121   32906,"MERCATS MUNICIPALS, MERCAT IND",340385,361641.53
2015,15 43122   32906,"MERCATS MUNICIPALS, MERCAT SAN",124429,134093.6
2015,15 43131   32907,"MERCAT SETMANAL, MERCAT MARTÍ ",238390,244998.1
2015,15 43201   32911,"TAXA TURÍSTICA, PROMOCIÓ TURÍS",13265,17462.89
2015,15 43201   34903,PREU PÚBLIC UTILITZACIÓ SALA A,,446.65
2015,15 43201   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROM",,4000
2015,15 43202   32900,RUTES TURÍSTIQUES,6532,7619.7
2015,15 43302   32908,LLICÈNCIES D ACTIVITATS,415000,503228.95
2015,15 43302   39190,"ALTRES MULTES I SANCIONS, LEGA",,18750
2015,15 43303   45050,SUBVENCIONS GENERALITAT OCUPAC,49996.11,39996.89
2015,15 43303   46100,SUBVENCIONS DIPUTACIÓ-SERV. EM,30000,40000
2015,15 43901   46100,"TRANSFERÈNCIES DIPUTACIÓ, RELA",,3000
2015,15 43902   46200,TRANSF. ALTRES ENS LOCALS-ACTE,8010.27,8010.25
2015,15 44111   32905,LLICÈNCIES AUTO-TAXI I VEHICLE,10000,3189.81
2015,15 44111   42090,"ALTRES APORTACIONS DE L ESTAT,",535000,822043.06
2015,15 44111   46100,"TRANSFERENCIES DIPUTACIO, TRAN",,165000
2015,15 44111   46400,TRANSFERÈNCIES ALTRES ENS LOCA,1339005,
2015,15 44111   49700,ALTRES TRANSF. UNIÓ EUROPEA-TR,,44919.75
2015,15 44111   55005,CONCESSIONS APARCAMENT PORTAL ,8500,8327.55
2015,15 44111   55007,CONCESSIONS APARCAMENT PLAÇA D,20000,19951.24
2015,15 44111   55009,CONCESSIONS APARCAMENT PLAÇA V,7500,7396.17
2015,15 44111   55900,ALTRES CONCESSIONS TRANSPORTS,48500,48319.43
2015,15 46200   49700,TRANFERENCIESUE SMART CITIES,368657.24,
2015,15 49301   42190,SUBVENCIONS ALTRES OOAA CONSUM,10000,15947.79
2015,15 49301   46100,"TRANSFERÈNCIES DIPUTACIÓ, CONS",20000,20256
2015,15 91203   46100,"TRANSFERÈNCIES DIPUTACIÓ, SOLI",,18000
2015,15 92001   46100,"TRANFERENCIES DIPUTACIÓ, COORD",15000,21276
2015,15 92003   44100,TRANSF.EMPRESES DE L ENTITAT L,1160000,1160000
2015,15 92005   39900,"ALTRES ING.DIVERSOS SS.II., IN",6000,
2015,15 92005   48000,TRANSF.INSTITUC.SENSE FINALITA,6188,3000
2015,15 92008   32501,"TAXA PROCESSOS SELECTIUS, GEST",9000,17341.85
2015,15 92010   47000,TRANSFERÈNCIES D EMPRESES PRIV,,3200
2015,15 92301   42090,ALTRES TRANSF.ADCIÓ. DESPESES ,90000,94654.87
2015,15 92301   42190,"SUBVENCIONS ALTRES OOAA, PROCE",,2172.25
2015,15 92301   45060,TRANSFERÈNCIES GENERALITAT-GES,,105716
2015,15 92301   45080,SUBVENCIO GENERALITAT PROCESOS,85000,
2015,15 92402   46100,TRANSFERÈNCIES DIPUTACIÓ-PROCE,5635,5635
2015,15 92403   45060,TRANSFERÈNCIES GENERALITAT-DIN,58000,40000
2015,15 92404   32902,ACTIVITATS I UTILITZACIÓ EQUIP,5500,9347.55
2015,15 92502   39900,"ALTRES INGRESSOS DIVERSOS, AT.",30000,16957.7
2015,15 92999   11200,IMPOST SOBRE BENS IMMOBLES NAT,10000,7985.17
2015,15 92999   11300,IMPOST SOBRE BENS IMMOBLES NAT,49691000,50208474.28
2015,15 92999   11400,IMPOST SOBRE BENS IMMOBLES CAR,,131086.03
2015,15 92999   11500,IMPOST SOBRE VEHICLES DE TRACC,10870000,11284207.59
2015,15 92999   11600,IMPOST INCREMENT VALOR TERRENY,4780000,6303251.95
2015,15 92999   13000,IMPOST SOBRE ACTIVITATS ECONOM,6180000,5993933.52
2015,15 92999   29000,"IMPOST SOBRE CONSTRUCCIONS, IN",750000,775326.08
2015,15 92999   30300,SERVEI TRACTAMENT DE RESIDUS,10700000,11064819.28
2015,15 92999   32300,"TAXES PLAQUES, PATENTS I DISTI",2300,2904.21
2015,15 92999   32500,TAXES PER EXPEDICIÓ DE DOCUMEN,,8875.45
2015,15 92999   32901,TAXES SERVEIS GENERALS,,1182.58
2015,15 92999   32904,ANUNCIS A CÀRREC PARTICULARS,,20377.89
2015,15 92999   33100,TAXES PER ENTRADA VEHICLES-GUA,2585000,2704667.89
2015,15 92999   33200,PARTICIPACIO INGRESSOS COMPANY,2925000,2856956.21
2015,15 92999   33201,TAXA APROFITAMENT ESPECIAL DOM,,84100.73
2015,15 92999   33700,"TRIBUNES, TENDALS, VOLADISSOS",,1624.2
2015,15 92999   33901,AUTORITZACIONS OCUPACIÓ VIA PÚ,,10310.54
2015,15 92999   38901,PAGAMENTS INDEGUTS D EXERCICIS,20733.68,57900.93
2015,15 92999   39100,MULTES PER INFRACCIONS URBANÍS,28364.73,574124.23
2015,15 92999   39110,MULTES PER INFRACCIONS TRIBUTÀ,50000,30332.36
2015,15 92999   39120,MULTES PER INFRACCIONS ORDENAN,3815000,4839610.17
2015,15 92999   39200,RECÀRRECS DE PRÒRROGA I APREMI,1242000,1601256.28
2015,15 92999   39300,INTERESSOS DE DEMORA,465000,503512.55
2015,15 92999   39610,QUOTES D URBANITZACIÓ,,31852.58
2015,15 92999   39800,INDEMNITZACIONS,87729.51,435736.5
2015,15 92999   39904,DESPESES D EXPEDIENTS,50000,75230.55
2015,15 92999   39905,DESPESES JUDICIALS,,437.18
2015,15 92999   39909,ALTRES INGRESSOS,19274.69,2693.2
2015,15 92999   42000,PARTICIPACIO EN ELS TRIBUTS DE,46477000,47707668.71
2015,15 92999   44101,TRANSF.EMPRESES ENTITAT LOCAL ,50000,
2015,15 92999   45000,FONS DE COOPERACIÓ LOCAL DE CA,745000,1835722.19
2015,15 92999   45060,"TRANSFERÈNCIES GENERALITAT, GE",248854.2,
2015,15 92999   45080,SUBVENCIO GENERALITAT PUOSC OR,68000,67842.79
2015,15 92999   46100,TRANSFERÈNCIES DIPUTACIÓ,330000,
2015,15 92999   51400,INTERESSOS PÒLISSES CONCEDIDES,1000,
2015,15 92999   51401,INTERESSOS PRÉSTECS CONCEDITS ,62800,58466.98
2015,15 92999   52000,INTERESSOS DE DIPÒSITS,40495,82424.18
2015,15 92999   55007,CONCESSIÓ APARCAMENT PLAÇA DR.,,0
2015,15 92999   55009,CONCESSIÓ APARCAMENT PLAÇA VEL,,0
2015,15 92999   55900,ALTRES CONCESSIONS,108741.3,532589.63
2015,15 92999   75060,TRANSF. CAPITAL GENE.-GENÈRIC,,212700.18
2015,15 92999   82120,REINTEGRE PRESTECS LL/TERMINI ,329710,329710.16
2015,15 92999   83000,REINTEGRE PRESTECS PERSONAL,196000,33866
2015,15 92999   86000,ALIENACIÓ ACCIONS I PARTICIPAC,,1048.32
2015,15 92999   87000,ROM. TRESORERIA PER A DESPESES,8153260.53,
2015,15 92999   87010,ROM. TRESORERIA PER A DESPESES,4979666.45,
2015,15 92999   91100,PRESTECS A LLARG TERMINI DEL S,175000,411046.31
2015,15 92999   91300,PRESTECS A LLARG TERMINI FORA ,2125000,2125000
2015,15 93303   54100,LLOGUER FINQUES URBANES,1500,1494.12
