ï»¿DATA_REFERENCIA,EDAT,SEXE,NIVELL_ESTUDI,POBLACIO
2014,40,Home,Ensenyament primari incomplert,20
2012,22,Home,Sense estudis                 ,2
2011,63,Dona,Diplomat en Escoles Università,2
2017,39,Home,Formació professional Primer G,2
2011,81,Dona,Ensenyament primari incomplert,4
2015,79,Home,Ensenyament primari incomplert,1
2011,20,Home,"Llicenciat Universitari, Arqui",1
2014,79,Dona,"Batxiller Elemental, Graduat E",4
2016,61,Dona,Batxiller superior. BUP. Batxi,1
2011,76,Home,Ensenyament primari incomplert,4
2014,74,Home,"Batxiller Elemental, Graduat E",3
2016,56,Home,Batxiller superior. BUP. Batxi,7
2015,74,Dona,Formació professional de Segon,1
2011,61,Dona,Formació professional Primer G,2
2011,64,Home,Ensenyament primari incomplert,3
2011,76,Dona,Sense estudis                 ,1
2011,69,Dona,Ensenyament primari incomplert,5
2013,51,Home,Desconegut                    ,2
2012,26,Dona,Formació professional de Segon,11
2011,71,Home,Sense estudis                 ,2
2011,78,Dona,Desconegut                    ,1
2012,27,Home,Diplomat en Escoles Università,5
2014,3,Home,Formació professional Primer G,1
2016,31,Dona,Desconegut                    ,5
2016,10,Dona,"Batxiller Elemental, Graduat E",4
2012,32,Dona,Diplomat en Escoles Università,8
2013,23,Home,Altres titulacions mitjanes (A,2
2017,68,Dona,Formació professional Primer G,1
2012,45,Home,Titulats d estudis superiors n,1
2014,61,Dona,"Llicenciat Universitari, Arqui",1
2015,19,Home,"Batxiller Elemental, Graduat E",31
2012,65,Home,"Llicenciat Universitari, Arqui",3
2014,28,Home,Ensenyament primari incomplert,15
2013,34,Dona,"Batxiller Elemental, Graduat E",20
2014,33,Dona,Ensenyament primari incomplert,14
2013,29,Home,"Batxiller Elemental, Graduat E",51
2016,14,Home,Desconegut                    ,1
2017,51,Home,Formació professional Primer G,2
2016,19,Dona,Desconegut                    ,3
2011,18,Dona,Batxiller superior. BUP. Batxi,12
2011,44,Home,Formació professional Primer G,3
2013,56,Home,No sap llegir ni escriure     ,1
2011,57,Dona,"Batxiller Elemental, Graduat E",12
2011,49,Dona,Formació professional Primer G,5
2015,35,Home,Batxiller superior. BUP. Batxi,8
2014,36,Home,Sense estudis                 ,3
2012,38,Dona,Formació professional de Segon,8
2012,33,Home,Formació professional de Segon,10
2011,57,Dona,Ensenyament primari incomplert,2
2011,62,Dona,Altres titulacions mitjanes (A,1
2012,39,Home,Diplomat en Escoles Università,4
2015,30,Home,"Llicenciat Universitari, Arqui",21
2017,86,Dona,Ensenyament primari incomplert,1
2017,3,Dona,Ensenyament primari incomplert,3
2014,29,Dona,Desconegut                    ,5
2011,66,Dona,Desconegut                    ,1
2012,53,Home,"Llicenciat Universitari, Arqui",1
2014,16,Home,Ensenyament primari incomplert,13
2012,58,Dona,"Llicenciat Universitari, Arqui",4
2014,33,Dona,Doctorat i Estudis de postgrau,2
2014,21,Dona,Ensenyament primari incomplert,9
2016,42,Home,Titulats d estudis superiors n,1
2014,28,Home,Doctorat i Estudis de postgrau,4
2017,32,Dona,"Llicenciat Universitari, Arqui",9
2015,28,Dona,Batxiller superior. BUP. Batxi,13
2017,10,Home,Ensenyament primari incomplert,14
2014,34,Dona,Diplomat en Escoles Università,9
2017,63,Home,Formació professional Primer G,1
2015,23,Home,Batxiller superior. BUP. Batxi,11
2011,37,Dona,Formació professional Primer G,10
2011,32,Home,Formació professional Primer G,11
2014,24,Home,Sense estudis                 ,1
2013,46,Dona,"Batxiller Elemental, Graduat E",15
2015,23,Dona,"Llicenciat Universitari, Arqui",12
2017,64,Dona,Sense estudis                 ,1
2016,81,Dona,"Batxiller Elemental, Graduat E",3
2011,64,Dona,Sense estudis                 ,1
2014,29,Dona,Sense estudis                 ,1
2016,76,Home,"Batxiller Elemental, Graduat E",2
2012,58,Home,Batxiller superior. BUP. Batxi,2
2012,27,Dona,Arquitecte o Enginyer Tècnic  ,1
2015,50,Dona,No sap llegir ni escriure     ,1
2016,18,Home,Formació professional Primer G,5
2013,48,Dona,Sense estudis                 ,1
2014,12,Home,Desconegut                    ,1
2017,93,Home,Ensenyament primari incomplert,1
2014,17,Dona,Desconegut                    ,1
2011,80,Home,Desconegut                    ,1
2011,57,Dona,Altres titulacions mitjanes (A,1
2016,27,Dona,Doctorat i Estudis de postgrau,8
2017,44,Dona,"Llicenciat Universitari, Arqui",1
2017,18,Home,Batxiller superior. BUP. Batxi,5
2016,42,Dona,Titulats d estudis superiors n,2
2012,25,Dona,Diplomat en Escoles Università,8
2012,45,Home,Formació professional de Segon,3
2017,39,Home,"Llicenciat Universitari, Arqui",6
2014,40,Dona,Formació professional de Segon,6
2015,60,Dona,"Batxiller Elemental, Graduat E",6
2012,20,Home,Diplomat en Escoles Università,1
2015,55,Dona,Formació professional de Segon,5
2014,35,Home,Ensenyament primari incomplert,18
2017,34,Home,"Batxiller Elemental, Graduat E",16
2013,70,Home,Desconegut                    ,2
2012,57,Home,Formació professional de Segon,1
2014,41,Dona,Arquitecte o Enginyer Tècnic  ,1
2014,40,Dona,Ensenyament primari incomplert,10
2011,64,Home,Sense estudis                 ,1
2012,22,Dona,Sense estudis                 ,1
2017,45,Dona,Arquitecte o Enginyer Tècnic  ,1
2016,86,Dona,"Batxiller Elemental, Graduat E",4
2013,58,Dona,"Batxiller Elemental, Graduat E",10
2015,31,Home,"Batxiller Elemental, Graduat E",48
2016,38,Home,Sense estudis                 ,3
2013,27,Dona,Formació professional Primer G,6
2011,29,Home,Arquitecte o Enginyer Tècnic  ,4
2011,51,Home,Formació professional Primer G,1
2011,68,Home,Desconegut                    ,1
2015,38,Home,Arquitecte o Enginyer Tècnic  ,4
2017,51,Home,"Llicenciat Universitari, Arqui",1
2016,49,Home,Titulats d estudis superiors n,1
2016,57,Home,"Batxiller Elemental, Graduat E",13
2014,52,Dona,Formació professional de Segon,1
2017,57,Dona,Formació professional de Segon,2
2014,47,Home,Formació professional de Segon,6
2015,16,Home,Batxiller superior. BUP. Batxi,1
2014,26,Dona,Doctorat i Estudis de postgrau,2
2012,48,Home,"Batxiller Elemental, Graduat E",21
2016,34,Home,Doctorat i Estudis de postgrau,1
2014,35,Home,Formació professional de Segon,8
2016,74,Dona,"Batxiller Elemental, Graduat E",2
2017,28,Home,Arquitecte o Enginyer Tècnic  ,1
2014,66,Dona,Batxiller superior. BUP. Batxi,1
2017,61,Dona,Formació professional Primer G,1
2014,28,Dona,Ensenyament primari incomplert,14
2013,71,Home,Ensenyament primari incomplert,3
2012,72,Home,"Llicenciat Universitari, Arqui",2
2012,28,Dona,Desconegut                    ,6
2011,2,Dona,Desconegut                    ,1
2012,77,Dona,"Llicenciat Universitari, Arqui",1
2015,48,Dona,"Batxiller Elemental, Graduat E",12
2016,35,Dona,Formació professional Primer G,7
2013,21,Dona,"Llicenciat Universitari, Arqui",1
2015,43,Home,"Batxiller Elemental, Graduat E",29
2012,45,Home,Ensenyament primari incomplert,11
2016,26,Home,Sense estudis                 ,3
2011,57,Dona,Sense estudis                 ,2
2014,29,Dona,Arquitecte o Enginyer Tècnic  ,2
2016,31,Dona,Sense estudis                 ,2
2011,44,Dona,Formació professional Primer G,1
2017,63,Dona,"Batxiller Elemental, Graduat E",4
2012,41,Home,Sense estudis                 ,1
2012,33,Home,Ensenyament primari incomplert,21
2016,43,Dona,Arquitecte o Enginyer Tècnic  ,1
2013,34,Home,Formació professional Primer G,9
2011,35,Home,"Batxiller Elemental, Graduat E",43
2012,38,Dona,Ensenyament primari incomplert,7
2011,18,Home,Batxiller superior. BUP. Batxi,7
2016,43,Dona,Formació professional de Segon,5
2016,87,Home,Batxiller superior. BUP. Batxi,1
2014,22,Home,Diplomat en Escoles Università,3
2016,22,Dona,Ensenyament primari incomplert,16
2014,27,Dona,Diplomat en Escoles Università,10
2012,65,Dona,"Llicenciat Universitari, Arqui",3
2016,47,Dona,Formació professional Primer G,6
2015,50,Dona,Sense estudis                 ,1
2013,59,Home,Ensenyament primari incomplert,6
2017,66,Home,Desconegut                    ,2
2017,56,Dona,Altres titulacions mitjanes (A,2
2012,60,Home,"Batxiller Elemental, Graduat E",13
2015,30,Dona,Formació professional Primer G,4
2013,64,Dona,Ensenyament primari incomplert,5
2013,67,Home,Sense estudis                 ,1
2011,41,Home,Arquitecte o Enginyer Tècnic  ,2
2015,54,Dona,Altres titulacions mitjanes (A,3
2012,25,Dona,Formació professional Primer G,6
2012,20,Home,Formació professional Primer G,6
2012,11,Home,Desconegut                    ,2
2013,46,Home,Formació professional Primer G,5
2012,26,Dona,Ensenyament primari incomplert,15
2011,69,Home,Ensenyament primari incomplert,2
2016,29,Home,Ensenyament primari incomplert,12
2015,81,Dona,Desconegut                    ,1
2015,8,Dona,Ensenyament primari incomplert,7
2016,34,Dona,Ensenyament primari incomplert,7
2016,30,Dona,Diplomat en Escoles Università,12
2016,50,Home,Formació professional de Segon,4
2013,52,Dona,Ensenyament primari incomplert,3
2014,34,Home,Diplomat en Escoles Università,8
2015,3,Home,Ensenyament primari incomplert,8
2016,25,Home,Diplomat en Escoles Università,3
2012,72,Home,"Batxiller Elemental, Graduat E",3
2011,56,Dona,Diplomat en Escoles Università,3
2014,15,Dona,Formació professional Primer G,1
2015,91,Dona,Ensenyament primari incomplert,1
2016,18,Dona,Diplomat en Escoles Università,1
2016,24,Dona,Desconegut                    ,2
2013,31,Home,Arquitecte o Enginyer Tècnic  ,3
2016,55,Dona,Formació professional de Segon,2
2012,32,Home,Formació professional Primer G,5
2016,41,Home,Ensenyament primari incomplert,11
2011,47,Home,"Batxiller Elemental, Graduat E",14
2017,46,Home,"Batxiller Elemental, Graduat E",4
2015,37,Home,Formació professional Primer G,6
2011,40,Home,Altres titulacions mitjanes (A,1
2012,29,Home,Sense estudis                 ,2
2011,52,Dona,"Batxiller Elemental, Graduat E",8
2017,51,Dona,"Batxiller Elemental, Graduat E",6
2012,77,Dona,"Batxiller Elemental, Graduat E",3
2012,34,Dona,Sense estudis                 ,1
2015,15,Home,Ensenyament primari incomplert,16
2016,33,Home,Sense estudis                 ,2
2013,59,Dona,"Llicenciat Universitari, Arqui",3
2012,39,Dona,Diplomat en Escoles Università,3
2012,26,Dona,Altres titulacions mitjanes (A,4
2014,14,Dona,Formació professional de Segon,1
2013,27,Home,Formació professional Primer G,6
2013,44,Home,Desconegut                    ,1
2015,43,Home,No sap llegir ni escriure     ,1
2011,39,Home,Diplomat en Escoles Università,4
2011,57,Home,Ensenyament primari incomplert,1
2011,31,Dona,Altres titulacions mitjanes (A,2
2012,53,Home,"Batxiller Elemental, Graduat E",8
2012,82,Dona,Batxiller superior. BUP. Batxi,1
2011,43,Dona,Altres titulacions mitjanes (A,1
2016,37,Home,Batxiller superior. BUP. Batxi,13
2014,38,Home,Desconegut                    ,7
2015,43,Dona,Sense estudis                 ,2
2016,51,Home,Altres titulacions mitjanes (A,3
2016,10,Home,Ensenyament primari incomplert,28
2017,10,Dona,Ensenyament primari incomplert,6
2016,28,Dona,Titulats d estudis superiors n,3
2017,44,Home,Batxiller superior. BUP. Batxi,1
2015,38,Home,"Batxiller Elemental, Graduat E",48
2014,27,Dona,Formació professional Primer G,9
2012,45,Dona,Ensenyament primari incomplert,9
2012,84,Dona,No sap llegir ni escriure     ,2
2012,79,Dona,Sense estudis                 ,1
2011,7,Home,Sense estudis                 ,1
2016,29,Dona,"Batxiller Elemental, Graduat E",40
2012,51,Dona,Diplomat en Escoles Università,2
2012,66,Dona,Desconegut                    ,2
2016,89,Home,Diplomat en Escoles Università,1
2014,39,Dona,Formació professional Primer G,4
2012,51,Dona,"Llicenciat Universitari, Arqui",3
2014,14,Dona,Ensenyament primari incomplert,16
2015,47,Dona,Batxiller superior. BUP. Batxi,10
2012,38,Dona,Altres titulacions mitjanes (A,2
2013,65,Dona,"Batxiller Elemental, Graduat E",6
2015,22,Dona,"Batxiller Elemental, Graduat E",27
2013,28,Home,Altres titulacions mitjanes (A,7
2012,45,Dona,Formació professional de Segon,3
2013,47,Dona,"Llicenciat Universitari, Arqui",1
2013,7,Dona,No aplicable per ser més petit,29
2016,22,Home,Ensenyament primari incomplert,13
2015,22,Dona,Formació professional de Segon,9
2011,45,Home,Ensenyament primari incomplert,7
2015,23,Dona,Formació professional Primer G,9
2017,93,Dona,Ensenyament primari incomplert,1
2015,31,Dona,Sense estudis                 ,3
2017,56,Home,Batxiller superior. BUP. Batxi,1
2016,38,Home,No sap llegir ni escriure     ,1
2013,4,Home,No sap llegir ni escriure     ,1
2011,59,Dona,Desconegut                    ,2
2016,17,Dona,"Batxiller Elemental, Graduat E",19
2012,63,Dona,Diplomat en Escoles Università,2
2016,59,Home,Arquitecte o Enginyer Tècnic  ,1
2012,57,Dona,Formació professional de Segon,1
2013,14,Home,Ensenyament primari incomplert,24
2014,40,Dona,Doctorat i Estudis de postgrau,1
2012,54,Dona,Desconegut                    ,3
2015,35,Dona,Batxiller superior. BUP. Batxi,11
2013,53,Dona,"Batxiller Elemental, Graduat E",16
2017,22,Dona,Ensenyament primari incomplert,2
2013,32,Home,Desconegut                    ,3
2013,53,Home,Diplomat en Escoles Università,1
2014,2,Dona,Ensenyament primari incomplert,6
2015,71,Home,Desconegut                    ,1
2014,72,Dona,"Batxiller Elemental, Graduat E",3
2015,26,Home,Arquitecte o Enginyer Tècnic  ,3
2016,35,Dona,Altres titulacions mitjanes (A,3
2011,49,Dona,Batxiller superior. BUP. Batxi,5
2013,85,Home,Ensenyament primari incomplert,1
2011,26,Dona,"Batxiller Elemental, Graduat E",47
2013,77,Dona,"Batxiller Elemental, Graduat E",3
2013,2,Home,Ensenyament primari incomplert,4
2011,18,Dona,Formació professional Primer G,2
2015,53,Dona,Ensenyament primari incomplert,7
2013,35,Dona,"Llicenciat Universitari, Arqui",6
2015,9,Home,No aplicable per ser més petit,15
2017,20,Home,Formació professional Primer G,1
2014,5,Home,Sense estudis                 ,1
2016,45,Home,"Batxiller Elemental, Graduat E",19
2017,3,Dona,No aplicable per ser més petit,18
2011,39,Home,"Llicenciat Universitari, Arqui",7
2011,69,Home,Formació professional de Segon,1
2017,83,Dona,Sense estudis                 ,1
2012,39,Home,Batxiller superior. BUP. Batxi,12
2016,18,Home,Diplomat en Escoles Università,1
2012,7,Home,Ensenyament primari incomplert,9
2014,93,Dona,Desconegut                    ,1
2011,47,Dona,Desconegut                    ,5
2011,51,Home,"Llicenciat Universitari, Arqui",3
2011,14,Dona,"Batxiller Elemental, Graduat E",17
2015,62,Home,"Batxiller Elemental, Graduat E",9
2011,45,Dona,Sense estudis                 ,2
2015,47,Dona,Formació professional Primer G,3
2012,90,Home,Ensenyament primari incomplert,1
2016,25,Home,Formació professional Primer G,2
2016,62,Dona,Desconegut                    ,1
2012,39,Dona,"Llicenciat Universitari, Arqui",10
2016,23,Dona,Altres titulacions mitjanes (A,2
2014,48,Home,Diplomat en Escoles Università,1
2015,65,Dona,Ensenyament primari incomplert,9
2011,38,Dona,"Batxiller Elemental, Graduat E",32
2014,59,Home,Ensenyament primari incomplert,4
2015,59,Dona,Formació professional Primer G,1
2012,91,Dona,Sense estudis                 ,1
2017,58,Home,"Llicenciat Universitari, Arqui",2
2014,54,Home,Formació professional de Segon,2
2016,45,Home,Sense estudis                 ,1
2016,50,Dona,Desconegut                    ,4
2013,10,Home,"Batxiller Elemental, Graduat E",1
2017,32,Home,Formació professional Primer G,2
2014,60,Dona,"Batxiller Elemental, Graduat E",13
2017,19,Home,Formació professional de Segon,3
2015,49,Dona,Diplomat en Escoles Università,1
2012,20,Dona,"Batxiller Elemental, Graduat E",34
2012,62,Home,Arquitecte o Enginyer Tècnic  ,2
2016,49,Home,Batxiller superior. BUP. Batxi,8
2015,61,Dona,Diplomat en Escoles Università,1
2016,37,Home,Formació professional Primer G,3
2016,60,Dona,Ensenyament primari incomplert,9
2011,88,Dona,Ensenyament primari incomplert,1
2015,28,Home,Titulats d estudis superiors n,1
2012,0,Dona,No aplicable per ser més petit,61
2014,31,Home,Arquitecte o Enginyer Tècnic  ,1
2016,24,Home,Formació professional de Segon,6
2011,37,Dona,Batxiller superior. BUP. Batxi,14
2015,50,Home,"Batxiller Elemental, Graduat E",18
2014,47,Home,Ensenyament primari incomplert,10
2013,87,Dona,Desconegut                    ,2
2016,76,Dona,No sap llegir ni escriure     ,1
2016,38,Dona,Desconegut                    ,6
2011,26,Dona,Sense estudis                 ,1
2016,57,Dona,No sap llegir ni escriure     ,1
2016,38,Home,"Batxiller Elemental, Graduat E",45
2014,47,Dona,Batxiller superior. BUP. Batxi,2
2014,9,Dona,Ensenyament primari incomplert,14
2011,5,Dona,Ensenyament primari incomplert,3
2012,75,Home,Desconegut                    ,1
2015,49,Home,"Llicenciat Universitari, Arqui",8
2014,29,Home,Diplomat en Escoles Università,7
2017,70,Dona,"Batxiller Elemental, Graduat E",2
2012,26,Home,Ensenyament primari incomplert,15
2012,1,Dona,"Batxiller Elemental, Graduat E",1
2017,1,Home,Formació professional Primer G,1
2014,41,Home,Diplomat en Escoles Università,2
2016,12,Dona,Sense estudis                 ,1
2012,47,Home,Altres titulacions mitjanes (A,1
2013,34,Dona,Arquitecte o Enginyer Tècnic  ,1
2013,79,Dona,Sense estudis                 ,1
2013,35,Dona,Desconegut                    ,1
2011,25,Dona,Formació professional Primer G,5
2012,31,Dona,Titulats d estudis superiors n,5
2015,40,Dona,Formació professional Primer G,6
2015,68,Home,Batxiller superior. BUP. Batxi,1
2014,79,Home,Formació professional Primer G,1
2012,27,Home,Formació professional Primer G,5
2011,76,Dona,Ensenyament primari incomplert,2
2016,41,Dona,Ensenyament primari incomplert,10
2013,20,Dona,Diplomat en Escoles Università,1
2012,63,Home,Batxiller superior. BUP. Batxi,1
2013,83,Dona,Batxiller superior. BUP. Batxi,1
2013,45,Dona,Ensenyament primari incomplert,7
2017,58,Home,Diplomat en Escoles Università,2
2016,37,Dona,Diplomat en Escoles Università,10
2011,44,Home,Diplomat en Escoles Università,1
2012,14,Home,Ensenyament primari incomplert,15
2014,66,Home,Ensenyament primari incomplert,6
2012,13,Dona,"Batxiller Elemental, Graduat E",11
2015,37,Home,"Llicenciat Universitari, Arqui",9
2014,31,Home,Desconegut                    ,9
2017,25,Home,Formació professional Primer G,3
2014,53,Dona,"Batxiller Elemental, Graduat E",18
2011,82,Home,Formació professional Primer G,1
2016,53,Dona,Ensenyament primari incomplert,3
2011,30,Dona,Batxiller superior. BUP. Batxi,22
2017,71,Dona,Sense estudis                 ,1
2012,39,Home,Formació professional Primer G,10
2011,54,Home,"Batxiller Elemental, Graduat E",12
2013,26,Home,Doctorat i Estudis de postgrau,2
2012,63,Home,Desconegut                    ,1
2017,25,Dona,"Llicenciat Universitari, Arqui",9
2013,23,Dona,Desconegut                    ,1
2013,67,Dona,Sense estudis                 ,2
2016,23,Dona,Titulats d estudis superiors n,1
2012,26,Home,Formació professional de Segon,11
2016,26,Home,"Batxiller Elemental, Graduat E",41
2012,34,Home,No sap llegir ni escriure     ,1
2013,40,Home,Titulats d estudis superiors n,1
2014,53,Home,Diplomat en Escoles Università,1
2015,22,Home,Ensenyament primari incomplert,7
2017,29,Home,Doctorat i Estudis de postgrau,3
2012,18,Dona,Batxiller superior. BUP. Batxi,7
2015,50,Home,No sap llegir ni escriure     ,1
2017,25,Home,Batxiller superior. BUP. Batxi,7
2011,24,Dona,Doctorat i Estudis de postgrau,2
2012,38,Home,Formació professional de Segon,8
2014,54,Home,Ensenyament primari incomplert,3
2014,67,Dona,Sense estudis                 ,2
2011,32,Home,Diplomat en Escoles Università,6
2012,47,Dona,Desconegut                    ,1
2013,33,Dona,Ensenyament primari incomplert,9
2013,62,Home,Arquitecte o Enginyer Tècnic  ,1
2014,34,Dona,Formació professional Primer G,4
2012,45,Home,Doctorat i Estudis de postgrau,1
2015,56,Home,Formació professional Primer G,3
2015,41,Dona,"Batxiller Elemental, Graduat E",17
2015,25,Home,"Llicenciat Universitari, Arqui",11
2014,19,Home,Desconegut                    ,1
2015,88,Home,Sense estudis                 ,1
2016,56,Dona,"Llicenciat Universitari, Arqui",2
2017,15,Home,"Batxiller Elemental, Graduat E",1
2016,29,Home,Doctorat i Estudis de postgrau,9
2011,50,Home,Ensenyament primari incomplert,4
2015,62,Dona,Desconegut                    ,2
2012,20,Home,"Llicenciat Universitari, Arqui",1
2014,9,Home,No aplicable per ser més petit,13
2015,34,Home,Ensenyament primari incomplert,23
2011,66,Home,"Batxiller Elemental, Graduat E",7
2011,38,Home,Ensenyament primari incomplert,20
2013,40,Home,Batxiller superior. BUP. Batxi,10
2012,19,Dona,Altres titulacions mitjanes (A,1
2014,21,Dona,Formació professional de Segon,3
2017,37,Home,Batxiller superior. BUP. Batxi,5
2011,20,Home,Diplomat en Escoles Università,1
2017,17,Dona,Ensenyament primari incomplert,4
2015,43,Home,Formació professional de Segon,5
2016,49,Dona,Diplomat en Escoles Università,2
2013,28,Home,Batxiller superior. BUP. Batxi,15
2017,50,Dona,Formació professional de Segon,2
2012,31,Dona,Altres titulacions mitjanes (A,4
2015,30,Home,Diplomat en Escoles Università,3
2012,41,Home,"Batxiller Elemental, Graduat E",37
2016,44,Dona,"Llicenciat Universitari, Arqui",6
2015,76,Home,Sense estudis                 ,1
2016,41,Home,Doctorat i Estudis de postgrau,1
2013,72,Dona,"Batxiller Elemental, Graduat E",5
2011,38,Dona,Sense estudis                 ,2
2013,15,Home,Formació professional Primer G,1
2017,19,Dona,Desconegut                    ,1
2014,79,Dona,Diplomat en Escoles Università,1
2015,29,Dona,"Batxiller Elemental, Graduat E",39
2013,40,Dona,"Llicenciat Universitari, Arqui",12
2012,35,Dona,Desconegut                    ,5
2014,55,Dona,Sense estudis                 ,2
2014,86,Dona,Desconegut                    ,1
2012,60,Home,Sense estudis                 ,2
2017,33,Home,Sense estudis                 ,1
2011,22,Home,Arquitecte o Enginyer Tècnic  ,2
2016,59,Home,Desconegut                    ,3
2015,80,Home,Batxiller superior. BUP. Batxi,1
2012,57,Dona,Ensenyament primari incomplert,6
2013,0,Dona,No aplicable per ser més petit,44
2011,4,Home,Desconegut                    ,1
2014,49,Home,"Llicenciat Universitari, Arqui",3
2014,33,Dona,Formació professional de Segon,6
2013,28,Dona,"Llicenciat Universitari, Arqui",16
2015,55,Home,Formació professional de Segon,4
2014,43,Dona,Sense estudis                 ,1
2015,35,Dona,Altres titulacions mitjanes (A,1
2011,26,Home,Ensenyament primari incomplert,35
2012,29,Home,"Batxiller Elemental, Graduat E",50
2013,78,Home,Ensenyament primari incomplert,3
2014,81,Home,"Batxiller Elemental, Graduat E",2
2017,29,Dona,Ensenyament primari incomplert,1
2016,68,Home,Titulats d estudis superiors n,1
2016,3,Dona,No aplicable per ser més petit,38
2017,38,Dona,Formació professional de Segon,4
2016,28,Dona,Formació professional Primer G,2
2012,64,Dona,Formació professional de Segon,1
2014,59,Dona,Batxiller superior. BUP. Batxi,2
2017,41,Dona,Ensenyament primari incomplert,1
2011,28,Dona,Desconegut                    ,6
2012,83,Home,Ensenyament primari incomplert,2
2014,69,Home,Desconegut                    ,3
2015,75,Home,"Llicenciat Universitari, Arqui",1
2017,36,Home,Ensenyament primari incomplert,3
2015,88,Dona,No sap llegir ni escriure     ,2
2011,23,Home,Desconegut                    ,1
2014,60,Dona,Diplomat en Escoles Università,1
2015,69,Home,"Batxiller Elemental, Graduat E",5
2014,53,Home,Formació professional Primer G,3
2014,28,Home,Batxiller superior. BUP. Batxi,16
2014,66,Dona,Ensenyament primari incomplert,3
2017,23,Dona,Altres titulacions mitjanes (A,1
2014,47,Dona,Altres titulacions mitjanes (A,1
2016,44,Home,Formació professional Primer G,6
2011,56,Dona,Batxiller superior. BUP. Batxi,3
2013,26,Dona,Doctorat i Estudis de postgrau,3
2011,77,Home,Formació professional Primer G,1
2016,64,Home,Sense estudis                 ,1
2013,84,Dona,"Batxiller Elemental, Graduat E",1
2012,10,Home,"Batxiller Elemental, Graduat E",3
2016,69,Dona,Sense estudis                 ,1
2014,21,Dona,Batxiller superior. BUP. Batxi,13
2014,30,Home,Altres titulacions mitjanes (A,5
2012,27,Home,"Llicenciat Universitari, Arqui",16
2014,3,Dona,Desconegut                    ,1
2012,32,Dona,"Llicenciat Universitari, Arqui",27
2015,41,Dona,Formació professional de Segon,6
2015,68,Dona,"Llicenciat Universitari, Arqui",1
2015,36,Home,Formació professional de Segon,12
2011,19,Dona,Ensenyament primari incomplert,15
2015,27,Dona,Doctorat i Estudis de postgrau,5
2011,40,Dona,Desconegut                    ,4
2017,25,Dona,Diplomat en Escoles Università,4
2011,26,Home,Sense estudis                 ,1
2016,48,Dona,"Batxiller Elemental, Graduat E",14
2012,25,Home,Batxiller superior. BUP. Batxi,9
2014,59,Dona,Altres titulacions mitjanes (A,2
2012,39,Dona,"Batxiller Elemental, Graduat E",38
2016,61,Dona,Formació professional Primer G,1
2016,32,Home,Altres titulacions mitjanes (A,3
2017,44,Home,Diplomat en Escoles Università,1
2016,56,Home,Formació professional Primer G,1
2012,85,Dona,Desconegut                    ,1
2012,71,Home,Ensenyament primari incomplert,1
2012,76,Dona,Ensenyament primari incomplert,5
2016,57,Dona,Sense estudis                 ,2
2017,26,Dona,Desconegut                    ,1
2015,56,Dona,"Llicenciat Universitari, Arqui",2
2012,20,Dona,"Llicenciat Universitari, Arqui",1
2017,32,Home,Diplomat en Escoles Università,2
2014,38,Home,Arquitecte o Enginyer Tècnic  ,1
2017,37,Dona,Diplomat en Escoles Università,6
2017,31,Dona,Formació professional de Segon,5
2015,57,Home,"Batxiller Elemental, Graduat E",15
2017,26,Home,Formació professional de Segon,6
2015,39,Dona,Doctorat i Estudis de postgrau,3
2015,35,Home,Titulats d estudis superiors n,2
2015,34,Home,Doctorat i Estudis de postgrau,3
2011,36,Dona,Doctorat i Estudis de postgrau,2
2012,22,Home,"Batxiller Elemental, Graduat E",31
2011,31,Home,Doctorat i Estudis de postgrau,1
2014,57,Home,Desconegut                    ,2
2012,51,Dona,"Batxiller Elemental, Graduat E",13
2016,74,Home,Ensenyament primari incomplert,2
2016,79,Dona,Ensenyament primari incomplert,4
2017,50,Home,Formació professional de Segon,1
2011,31,Dona,Formació professional de Segon,8
2012,28,Home,Altres titulacions mitjanes (A,2
2013,71,Dona,Batxiller superior. BUP. Batxi,1
2016,30,Home,Batxiller superior. BUP. Batxi,15
2013,66,Home,Batxiller superior. BUP. Batxi,2
2012,64,Dona,Ensenyament primari incomplert,5
2015,31,Home,Sense estudis                 ,2
2011,32,Dona,Arquitecte o Enginyer Tècnic  ,2
2016,35,Dona,Batxiller superior. BUP. Batxi,14
2017,72,Home,"Batxiller Elemental, Graduat E",3
2017,56,Dona,Batxiller superior. BUP. Batxi,1
2016,3,Home,Ensenyament primari incomplert,10
2013,27,Dona,Diplomat en Escoles Università,12
2012,39,Dona,Formació professional Primer G,8
2017,84,Home,"Batxiller Elemental, Graduat E",1
2014,41,Dona,"Batxiller Elemental, Graduat E",26
2016,25,Home,"Llicenciat Universitari, Arqui",15
2012,73,Dona,Desconegut                    ,1
2016,30,Dona,"Llicenciat Universitari, Arqui",24
2014,36,Home,"Batxiller Elemental, Graduat E",47
2012,72,Dona,Sense estudis                 ,1
2012,34,Home,"Batxiller Elemental, Graduat E",54
2011,38,Home,Formació professional de Segon,10
2017,38,Home,Formació professional de Segon,3
2016,91,Dona,Ensenyament primari incomplert,3
2013,33,Home,Ensenyament primari incomplert,14
2013,61,Home,"Llicenciat Universitari, Arqui",1
2015,36,Dona,Desconegut                    ,2
2017,6,Dona,"Batxiller Elemental, Graduat E",1
2011,43,Dona,Formació professional de Segon,1
2017,43,Dona,Formació professional de Segon,1
2015,86,Dona,"Batxiller Elemental, Graduat E",2
2017,60,Home,"Batxiller Elemental, Graduat E",7
