DATA_REFERENCIA,PAIS_PROCE_DESTI,COMARCA_PROCE_DESTI,PROVINCIA_PROCE_DESTI,TIPUS_MOVIMENT,POBLACIO
2016,ESPANYA                       ,,A CORUÑA                      ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Baix Penedès,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,10
2016,ESPANYA                       ,,CÁDIZ                         ,ALTA PER IMMIGRACIÓ           ,6
2016,ESPANYA                       ,,CÁDIZ                         ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Baix Ebre,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,2
2016,DINAMARCA                     ,DINAMARCA                     ,DINAMARCA                     ,ALTA PER IMMIGRACIÓ           ,4
2016,DOMINICA                      ,DOMINICA                      ,DOMINICA                      ,ALTA PER IMMIGRACIÓ           ,5
2016,ESPANYA                       ,,GUIPUZCOA                     ,ALTA PER IMMIGRACIÓ           ,10
2016,ESPANYA                       ,,SEVILLA                       ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,Maresme,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,8
2016,ESPANYA                       ,,A CORUÑA                      ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,SEVILLA                       ,ALTA PER IMMIGRACIÓ           ,1
2016,EGIPTE                        ,EGIPTE                        ,EGIPTE                        ,ALTA PER IMMIGRACIÓ           ,4
2016,ESPANYA                       ,,ILLES BALEARS                 ,ALTA PER IMMIGRACIÓ           ,7
2016,ESPANYA                       ,,ZARAGOZA                      ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,Anoia,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,HUELVA                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,ALMERÍA                       ,ALTA PER IMMIGRACIÓ           ,9
2016,ESPANYA                       ,Maresme,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,11
2016,ESPANYA                       ,Tarragonès,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Terra Alta,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Alt Camp,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Bages,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,8
2016,ESPANYA                       ,Alt Empordà,GIRONA                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,20
2016,ESPANYA                       ,,CÁDIZ                         ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,ALTA PER IMMIGRACIÓ           ,2
2016,EL SALVADOR                   ,EL SALVADOR                   ,EL SALVADOR                   ,ALTA PER IMMIGRACIÓ           ,13
2016,ESPANYA                       ,Baix Penedès,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,25
2016,ESPANYA                       ,,CÓRDOBA                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,VIZCAYA                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,ALACANT/ALICANTE              ,ALTA PER IMMIGRACIÓ           ,7
2016,ESPANYA                       ,Anoia,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,ALTA PER IMMIGRACIÓ           ,1
2016,"EQUADOR, L                    ","EQUADOR, L                    ","EQUADOR, L                    ",ALTA PER IMMIGRACIÓ           ,113
2016,ESPANYA                       ,,GUIPUZCOA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,ILLES BALEARS                 ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,,ILLES BALEARS                 ,ALTA PER IMMIGRACIÓ           ,5
2016,ESLOVÀQUIA                    ,ESLOVÀQUIA                    ,ESLOVÀQUIA                    ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,12
2016,ESPANYA                       ,,CÓRDOBA                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,14
2016,"ESTATS UNITS D AMÈRICA, ELS   ","ESTATS UNITS D AMÈRICA, ELS   ","ESTATS UNITS D AMÈRICA, ELS   ",ALTA PER IMMIGRACIÓ           ,29
2016,ESPANYA                       ,,MÁLAGA                        ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,ALTA PER IMMIGRACIÓ           ,1
2016,ESTÒNIA                       ,ESTÒNIA                       ,ESTÒNIA                       ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,Priorat,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,ILLES BALEARS                 ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,Alt Urgell,LLEIDA                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Alt Empordà,GIRONA                        ,ALTA PER IMMIGRACIÓ           ,28
2016,FINLÀNDIA                     ,FINLÀNDIA                     ,FINLÀNDIA                     ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,Ribera d Ebre,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,Selva,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Baix Empordà,GIRONA                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Alt Penedès,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,,ILLES BALEARS                 ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,,MURCIA                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,HUESCA                        ,ALTA PER IMMIGRACIÓ           ,3
2016,FRANÇA                        ,FRANÇA                        ,FRANÇA                        ,ALTA PER IMMIGRACIÓ           ,74
2016,ESPANYA                       ,,MÁLAGA                        ,ALTA PER IMMIGRACIÓ           ,7
2016,ESPANYA                       ,,MADRID                        ,ALTA PER IMMIGRACIÓ           ,8
2016,ESPANYA                       ,,CÓRDOBA                       ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,,TERUEL                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,JAÉN                          ,ALTA PER IMMIGRACIÓ           ,5
2016,GÀMBIA                        ,GÀMBIA                        ,GÀMBIA                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,ALTA PER IMMIGRACIÓ           ,6
2016,ESPANYA                       ,,ALMERÍA                       ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,9
2016,ESPANYA                       ,Alt Penedès,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,GEÒRGIA                       ,GEÒRGIA                       ,GEÒRGIA                       ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,Cerdanya,GIRONA                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,MADRID                        ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,,VIZCAYA                       ,ALTA PER IMMIGRACIÓ           ,5
2016,GHANA                         ,GHANA                         ,GHANA                         ,ALTA PER IMMIGRACIÓ           ,4
2016,ESPANYA                       ,,ASTURIAS                      ,ALTA PER IMMIGRACIÓ           ,6
2016,ESPANYA                       ,Gironès,GIRONA                        ,ALTA PER IMMIGRACIÓ           ,21
2016,ESPANYA                       ,,GRANADA                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,GRANADA                       ,ALTA PER IMMIGRACIÓ           ,21
2016,ESPANYA                       ,,SANTA CRUZ DE TENERIFE        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,BADAJOZ                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,33
2016,GRÈCIA                        ,GRÈCIA                        ,GRÈCIA                        ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,,GUADALAJARA                   ,ALTA PER IMMIGRACIÓ           ,6
2016,ESPANYA                       ,,CÓRDOBA                       ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,GRANADA                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Berguedà,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,2
2016,GUATEMALA                     ,GUATEMALA                     ,GUATEMALA                     ,ALTA PER IMMIGRACIÓ           ,8
2016,"GUINEA EQUATORIAL, LA         ","GUINEA EQUATORIAL, LA         ","GUINEA EQUATORIAL, LA         ",ALTA PER IMMIGRACIÓ           ,7
2016,ESPANYA                       ,Segarra,LLEIDA                        ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,,HUESCA                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,LAS PALMAS                    ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,CÁCERES                       ,ALTA PER IMMIGRACIÓ           ,2
2016,HONDURES                      ,HONDURES                      ,HONDURES                      ,ALTA PER IMMIGRACIÓ           ,116
2016,HONGRIA                       ,HONGRIA                       ,HONGRIA                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Selva,GIRONA                        ,ALTA PER IMMIGRACIÓ           ,4
2016,ESPANYA                       ,,HUELVA                        ,ALTA PER IMMIGRACIÓ           ,4
2016,ESPANYA                       ,,GRANADA                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,HUESCA                        ,ALTA PER IMMIGRACIÓ           ,8
2016,ESPANYA                       ,,GRANADA                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Anoia,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,15
2016,ESPANYA                       ,,ILLES BALEARS                 ,ALTA PER IMMIGRACIÓ           ,5
2016,"ÍNDIA, L                      ","ÍNDIA, L                      ","ÍNDIA, L                      ",ALTA PER IMMIGRACIÓ           ,13
2016,INDONÈSIA                     ,INDONÈSIA                     ,INDONÈSIA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,"IRAN, L                       ","IRAN, L                       ","IRAN, L                       ",ALTA PER IMMIGRACIÓ           ,10
2016,IRLANDA                       ,IRLANDA                       ,IRLANDA                       ,ALTA PER IMMIGRACIÓ           ,6
2016,ESPANYA                       ,,GUIPUZCOA                     ,ALTA PER IMMIGRACIÓ           ,6
2016,ESPANYA                       ,,VALLADOLID                    ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Pallars Jussà,LLEIDA                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ISRAEL                        ,ISRAEL                        ,ISRAEL                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ITÀLIA                        ,ITÀLIA                        ,ITÀLIA                        ,ALTA PER IMMIGRACIÓ           ,60
2016,ESPANYA                       ,,CÓRDOBA                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,HUESCA                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,JAÉN                          ,ALTA PER IMMIGRACIÓ           ,2
2016,"JAPÓ, EL                      ","JAPÓ, EL                      ","JAPÓ, EL                      ",ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,,CÁDIZ                         ,ALTA PER IMMIGRACIÓ           ,11
2016,ESPANYA                       ,,BADAJOZ                       ,ALTA PER IMMIGRACIÓ           ,1
2016,JORDÀNIA                      ,JORDÀNIA                      ,JORDÀNIA                      ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Garrigues,LLEIDA                        ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,,CUENCA                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Baix Penedès,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,7
2016,ESPANYA                       ,Baix Empordà,GIRONA                        ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,,CÓRDOBA                       ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,,JAÉN                          ,ALTA PER IMMIGRACIÓ           ,4
2016,ESPANYA                       ,,BADAJOZ                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,ÁVILA                         ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Solsonès,LLEIDA                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,PONTEVEDRA                    ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,6
2016,ESPANYA                       ,Segrià,LLEIDA                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,CÁDIZ                         ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,7
2016,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,ALMERÍA                       ,ALTA PER IMMIGRACIÓ           ,5
2016,ESPANYA                       ,Solsonès,LLEIDA                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,ZARAGOZA                      ,ALTA PER IMMIGRACIÓ           ,5
2016,ESPANYA                       ,Tarragonès,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,Anoia,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Tarragonès,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Tarragonès,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,Pallars Jussà,LLEIDA                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,ZARAGOZA                      ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,,SEVILLA                       ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,5
2016,ESPANYA                       ,,SEVILLA                       ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,Baix Camp,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,Alt Urgell,LLEIDA                        ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,Anoia,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,Ribera d Ebre,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,CASTELLÓN/CASTELLÓ            ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,,GRANADA                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,GRANADA                       ,ALTA PER IMMIGRACIÓ           ,6
2016,ESPANYA                       ,,PONTEVEDRA                    ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,Baix Ebre,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,4
2016,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,6
2016,ESPANYA                       ,Baix Ebre,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,6
2016,ESPANYA                       ,,ASTURIAS                      ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,,GRANADA                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Baix Penedès,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,GRANADA                       ,ALTA PER IMMIGRACIÓ           ,4
2016,ESPANYA                       ,,LAS PALMAS                    ,ALTA PER IMMIGRACIÓ           ,11
2016,ESPANYA                       ,,ALMERÍA                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,GUIPUZCOA                     ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,,HUESCA                        ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,,MADRID                        ,ALTA PER IMMIGRACIÓ           ,8
2016,ESPANYA                       ,,GUIPUZCOA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,LEÓN                          ,ALTA PER IMMIGRACIÓ           ,7
2016,ESPANYA                       ,Garrigues,LLEIDA                        ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,6
2016,ESPANYA                       ,Alt Empordà,GIRONA                        ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,Bages,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,LETÒNIA                       ,LETÒNIA                       ,LETÒNIA                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Barcelonès,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,166
2016,"LÍBAN, EL                     ","LÍBAN, EL                     ","LÍBAN, EL                     ",ALTA PER IMMIGRACIÓ           ,1
2016,LÍBIA                         ,LÍBIA                         ,LÍBIA                         ,ALTA PER IMMIGRACIÓ           ,1
2016,LITUÀNIA                      ,LITUÀNIA                      ,LITUÀNIA                      ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,NAVARRA                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,LA RIOJA                      ,ALTA PER IMMIGRACIÓ           ,7
2016,ESPANYA                       ,,JAÉN                          ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,CÁDIZ                         ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,,CANTABRIA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,SANTA CRUZ DE TENERIFE        ,ALTA PER IMMIGRACIÓ           ,5
2016,ESPANYA                       ,,CÁCERES                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,ALMERÍA                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,ALMERÍA                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,CÓRDOBA                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,HUELVA                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,LUGO                          ,ALTA PER IMMIGRACIÓ           ,2
2016,LUXEMBURG                     ,LUXEMBURG                     ,LUXEMBURG                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,LEÓN                          ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Gironès,GIRONA                        ,ALTA PER IMMIGRACIÓ           ,4
2016,ESPANYA                       ,Alt Empordà,GIRONA                        ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,,ASTURIAS                      ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,Segrià,LLEIDA                        ,ALTA PER IMMIGRACIÓ           ,35
2016,ESPANYA                       ,Cerdanya,LLEIDA                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,14
2016,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,4
2016,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,4
2016,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Cerdanya,GIRONA                        ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,Baix Penedès,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Selva,GIRONA                        ,ALTA PER IMMIGRACIÓ           ,12
2016,ESPANYA                       ,Osona,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,ILLES BALEARS                 ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,Selva,GIRONA                        ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,,MADRID                        ,ALTA PER IMMIGRACIÓ           ,82
2016,ESPANYA                       ,,SEVILLA                       ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,,MÁLAGA                        ,ALTA PER IMMIGRACIÓ           ,22
2016,MALÀISIA                      ,MALÀISIA                      ,MALÀISIA                      ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Maresme,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,4
2016,ESPANYA                       ,,A CORUÑA                      ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Osona,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,Bages,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,80
2016,ESPANYA                       ,,CIUDAD REAL                   ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,ILLES BALEARS                 ,ALTA PER IMMIGRACIÓ           ,4
2016,ESPANYA                       ,,GRANADA                       ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,,MÁLAGA                        ,ALTA PER IMMIGRACIÓ           ,4
2016,ESPANYA                       ,Bages,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,"MARROC, EL                    ","MARROC, EL                    ","MARROC, EL                    ",ALTA PER IMMIGRACIÓ           ,345
2016,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,23
2016,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Anoia,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Vallès Occidental,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,169
2016,ESPANYA                       ,Maresme,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,44
2016,ESPANYA                       ,,TERUEL                        ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,Alt Penedès,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,,MELILLA                       ,ALTA PER IMMIGRACIÓ           ,7
2016,ESPANYA                       ,,BADAJOZ                       ,ALTA PER IMMIGRACIÓ           ,1
2016,MÈXIC                         ,MÈXIC                         ,MÈXIC                         ,ALTA PER IMMIGRACIÓ           ,38
2016,ESPANYA                       ,,ASTURIAS                      ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,CIUDAD REAL                   ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,,A CORUÑA                      ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,Ribera d Ebre,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,4
2016,ESPANYA                       ,,PONTEVEDRA                    ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,,HUELVA                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Bages,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,MOLDÀVIA                      ,MOLDÀVIA                      ,MOLDÀVIA                      ,ALTA PER IMMIGRACIÓ           ,4
2016,ESPANYA                       ,,MURCIA                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,Pla d Urgell,LLEIDA                        ,ALTA PER IMMIGRACIÓ           ,4
2016,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,35
2016,ESPANYA                       ,,GRANADA                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Bages,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,7
2016,ESPANYA                       ,Baix Camp,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Vallès Occidental,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,40
2016,ESPANYA                       ,Cerdanya,LLEIDA                        ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,Alt Urgell,LLEIDA                        ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,Alt Camp,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Maresme,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,5
2016,ESPANYA                       ,,CÓRDOBA                       ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,7
2016,ESPANYA                       ,,CÓRDOBA                       ,ALTA PER IMMIGRACIÓ           ,4
2016,ESPANYA                       ,Baix Camp,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,9
2016,ESPANYA                       ,,HUESCA                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Ribera d Ebre,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,Ribera d Ebre,TARRAGONA                     ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,ZARAGOZA                      ,ALTA PER IMMIGRACIÓ           ,4
2016,ESPANYA                       ,,MADRID                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,MADRID                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,,MURCIA                        ,ALTA PER IMMIGRACIÓ           ,1
2016,ESPANYA                       ,Bages,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,3
2016,ESPANYA                       ,,MURCIA                        ,ALTA PER IMMIGRACIÓ           ,19
2016,ESPANYA                       ,,TOLEDO                        ,ALTA PER IMMIGRACIÓ           ,4
2016,ESPANYA                       ,Val d Aran,LLEIDA                        ,ALTA PER IMMIGRACIÓ           ,2
2016,ESPANYA                       ,Bages,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,5
2016,ESPANYA                       ,Bages,BARCELONA                     ,ALTA PER IMMIGRACIÓ           ,7
