NOM,ADRECA,CODI_POSTAL,DISTRICTE,TELEFON,ADR_WEB,EMAIL,DESCRIPCIO_AMBIT,X,Y,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,TERRITORI,LOCALITZACIO
ASSOCIACIO DE VEÏNS DE CAN BOADA DEL PI ,"CA DE JOAN D ÀUSTRIA, 11 ",08225,5,937894249,,avcanboadadelpi@gmail.com                                                       ,VEÏNALS                                 ,416815.4375,4602637.1250,416721.4575,4602432.9130,2.0011488,41.5692399,DISTRICTE 5                             ,"(41.56923994715904, 2.0011488158731887)"
GRUP DE DONES CAN BOADA                 ,"CA DE JOAN D ÀUSTRIA, 11 ",08225,5,,,donescanboada@gmail.com                                                         ,PROMOCIÓ DE LA DONA                     ,416815.4375,4602637.1250,416721.4575,4602432.9130,2.0011488,41.5692399,DISTRICTE 5                             ,"(41.56923994715904, 2.0011488158731887)"
ASSOCIACIÓ DE VEÏNS CASC ANTIC CAN BOADA,"CA DE JOAN D ÀUSTRIA, 11 ",08225,5,722545859,,avcascanticdecanboada@gmail.com                                                 ,VEÏNALS                                 ,416815.4375,4602637.1250,416721.4575,4602432.9130,2.0011488,41.5692399,DISTRICTE 5                             ,"(41.56923994715904, 2.0011488158731887)"
RADIO CLUB CB CULTURAL TANGO ECO        ,"CA APARTAT DE CORREUS, 254 ",08220,,,,,COMUNICACIÓ                             ,,,,,,,LOCAL                                   ,
ASSOCIACIO JUVENIL FARFALLA             ,"CA DE LA MOLA, 2 ",08227,6,,,esplai.farfalla@gmail.com                                                       ,JUVENILS                                ,419223.7500,4603505.6875,419129.7803,4603301.4586,2.0299134,41.5773094,DISTRICTE 6                             ,"(41.57730939532632, 2.0299134019041696)"
APA ESCOLA BRESSOL TABALET              ,"CR DE CASTELLAR, 410 ",08227,6,937853346,,ampatabalet@gmail.com                                                           ,EDUCATIVES I FORMATIVES                 ,419416.5313,4603313.8125,419322.5605,4603109.5818,2.0322514,41.5756008,DISTRICTE 6                             ,"(41.575600830800674, 2.032251395029029)"
ASSOCIACIO BADMINTON TERRASSA           ,"CA DE JÚPITER, 11 , LO-9         ",08228,3,620270736,www.badmintonterrassa.es                                                        ,bterrassa@hotmail.com                                                           ,ESPORTIVES                              ,419551.4063,4599601.4375,419457.4075,4599397.2001,2.0343666,41.5421804,LOCAL                                   ,"(41.54218042876692, 2.034366557543319)"
ASSOCIACIO TERRASSA BREAKING            ,"CA DE BARTRINA, 171 , 3-4          ",08226,6,680292026,,bboynesstor@gmail.com                                                           ,CULTURALS                               ,418617.4688,4603021.5625,418523.4945,4602817.3375,2.0227074,41.5728878,LOCAL                                   ,"(41.572887801735476, 2.022707386086783)"
CLUB TWIRLING CAN PALETII               ,"CA DE TALAMANCA, 11 , 2            ",08227,6,691252278,,sigamossumando@hotmail.com                                                      ,ESPORTIVES                              ,419707.6563,4603125.3125,419613.6845,4602921.0793,2.0357683,41.5739325,DISTRICTE 3                             ,"(41.5739325036134, 2.0357682836050235)"
UNION RADIOAFICIONADOS ESPAÑOLES        ,"CA D AMÈRICA, 6 , 5-4          ",08228,3,,,,COMUNICACIÓ                             ,420179.2500,4599427.0625,420085.2509,4599222.8200,2.0419160,41.5406729,LOCAL                                   ,"(41.54067289783219, 2.041916002794252)"
CLUB PATINATGE ARTISTIC CIUTAT TERRASSA ,"CA D AMÈRICA, 11 , 2-3          ",08228,3,619042325,,cpa.ciutatdeterrassa@gmail.com                                                  ,ESPORTIVES                              ,420145.1250,4599430.3750,420051.1259,4599226.1328,2.0415065,41.5406993,LOCAL                                   ,"(41.54069932391852, 2.0415064982494173)"
APA CP JOSEP VENTALLO VINTRO            ,"CA D AMÈRICA, 19 ",08228,3,937859137,,a8030212@xtec.cat                                                               ,EDUCATIVES I FORMATIVES                 ,420180.3328,4599234.6598,420086.3322,4599030.4170,2.0419545,41.5389402,DISTRICTE 3                             ,"(41.53894019937608, 2.0419545414856826)"
SOCIEDAD PAJARIL CAN PARELLADA          ,"CA D AMÈRICA, 19 , BA-1         ",08228,3,937840361,,pajarilcanparellada@gmail.com                                                   ,ESPORTIVES                              ,420180.3328,4599234.6598,420086.3322,4599030.4170,2.0419545,41.5389402,DISTRICTE 3                             ,"(41.53894019937608, 2.0419545414856826)"
AMPA IES EGARA                          ,"CA D AMÈRICA, 55 ",08228,3,,,ampa@institutegara.cat                                                          ,EDUCATIVES I FORMATIVES                 ,420089.9667,4598719.0496,419995.9621,4598514.8067,2.0409399,41.5342875,DISTRICTE 3                             ,"(41.53428751428115, 2.040939891581634)"
GRUP DE SOLIDARITAT OSCAR ROMERO DE LA P,"PL DE LA IMMACULADA, 12 ",08226,6,,,gsor-tsa@drac.com                                                               ,"SOLIDARITAT, PAU I DRETS HUMANS         ",419037.7813,4603005.6250,418943.8076,4602801.3967,2.0277504,41.5727870,LOCAL                                   ,"(41.57278697734713, 2.027750400364377)"
APA IB INVESTIGADOR BLANXART            ,"CA DE GRANADA, 3 ",08226,6,937860908,,ampaiesblanxart@yahoo.es                                                        ,EDUCATIVES I FORMATIVES                 ,419165.5984,4602886.1071,419071.6240,4602681.8777,2.0292994,41.5717235,DISTRICTE 6                             ,"(41.571723536087504, 2.0292994314213866)"
PEÑA DE LA TORTILLA DE PATATAS          ,"CA D ITÀLIA, 1-A , 1-1          ",08228,3,699464422,,,CULTURALS                               ,420073.8750,4598915.6250,419979.8718,4598711.3825,2.0407209,41.5360563,DISTRICTE 3                             ,"(41.536056293838584, 2.0407208737524933)"
RADIO CLUB EGARA (RCE)                  ,"CA DE JOSEP TAPIOLAS, 157 , 2-A          ",08226,6,937854492,,,COMUNICACIÓ                             ,419286.3438,4602700.6875,419192.3681,4602496.4569,2.0307725,41.5700658,LOCAL                                   ,"(41.57006584365548, 2.0307724687979234)"
ASS.GENT GRAN AMB EMPENTA DE LES ARENES ,"CA DEL FARELL, 2 ",08227,6,937851514,,agg.ambempenta@gmail.com                                                        ,GENT GRAN                               ,419574.4629,4603000.3953,419480.4900,4602796.1630,2.0341876,41.5727941,DISTRICTE 6                             ,"(41.57279409116701, 2.034187596273907)"
A. ESPAÑOLA DE LA ENFERMEDAD DE BEHÇET  ,"AV DEL VALLÈS, 618 , 1-2          ",08227,6,,www.behcet.es                                                                   ,behcet@behcet.es                                                                ,SALUT I SÒCIO-ASSISTENCIALS             ,419572.1250,4602889.3125,419478.1512,4602685.0800,2.0341745,41.5717934,LOCAL                                   ,"(41.57179343598519, 2.034174450627064)"
PROSUD                                  ,"CA DE SIERRA NEVADA, 20 , BA-4         ",08227,6,937848549,,agaye2008@yahoo.fr                                                              ,"SOLIDARITAT, PAU I DRETS HUMANS         ",419676.8296,4602904.8307,419582.8561,4602700.5974,2.0354281,41.5719437,LOCAL                                   ,"(41.571943728744095, 2.0354280909546745)"
COMUNIDAD ISLAMICA DE CATALUNYA         ,"CA DE JAÉN, 32 , 1-ES         ",08226,6,937863479,,c.i.catalunya@hotmail.com                                                       ,"RELIGIOSES I IDEOLÒGIQUES, EN GENERAL   ",419362.0089,4602675.8673,419268.0332,4602471.6361,2.0316832,41.5698500,LOCAL                                   ,"(41.569849952062626, 2.031683228196466)"
A. CULT. PEÑA BETICA EGARENSE-CENTENARIO,"CA DE HUELVA, 35 ",08226,6,636638018,www.beticosegara.mforos.com                                                     ,beticosegara@gmail.com                                                          ,ESPORTIVES                              ,419433.1174,4602662.3794,419339.1417,4602458.1476,2.0325378,41.5697357,LOCAL                                   ,"(41.56973565320273, 2.032537814619417)"
CENTRO ANDALUZ DE NUEVA CARTEYA         ,"CA DE HUELVA, 35 ",08226,6,937838609,,centronuevacarteya@gmail.com                                                    ,CULTURALS                               ,419433.1174,4602662.3794,419339.1417,4602458.1476,2.0325378,41.5697357,LOCAL                                   ,"(41.56973565320273, 2.032537814619417)"
ASOCIACIÓN SINDROME PHELAN MCDERMID     ,"PA DE LA PANADELLA, 86 , BA-1         ",08227,6,620178017,http://www.22q13.org.es/                                                        ,info@22q13.org.es                                                               ,SALUT I SÒCIO-ASSISTENCIALS             ,419807.6832,4602878.5389,419713.7097,4602674.3046,2.0370009,41.5717201,LOCAL                                   ,"(41.57172008903542, 2.0370009319398656)"
MOV. GNOSTIC CRISTIA D ESPANYA          ,"CA DEL PUIG NOVELL, 50 ",08221,1,937840797,,,"RELIGIOSES I IDEOLÒGIQUES, EN GENERAL   ",417933.8438,4601733.3750,417839.8587,4601529.1531,2.0146848,41.5612164,LOCAL                                   ,"(41.561216410273815, 2.0146847837833475)"
OCULARIS ASSOCIACIÓ                     ,"CA DE L ESCULTOR ARMENGOL, 76 , 4-1          ",08226,5,606515431,www.ocularis-jp.org                                                             ,hola@ocularis-jp.org                                                            ,"SOLIDARITAT, PAU I DRETS HUMANS         ",418652.2339,4602644.6244,418558.2568,4602440.3985,2.0231754,41.5694966,LOCAL                                   ,"(41.56949662114555, 2.0231754398719466)"
CENTRO DE ESPLAI LAS ARENAS             ,"CA DE JOAN XXIII, 44 ",08227,6,651698233,,esplai_las_arenas@hotmail.com                                                   ,JUVENILS                                ,419728.1407,4602800.4549,419634.1665,4602596.2211,2.0360574,41.5710089,DISTRICTE 6                             ,"(41.571008869608235, 2.0360574307161956)"
AV LES ARENES CAN MONTLLOR I LA GRIPIA  ,"CA DE JOAN XXIII, 44 ",08227,6,937832195,www.lesarenes.org                                                               ,avvlesarenes@hotmail.com                                                        ,VEÏNALS                                 ,419728.1407,4602800.4549,419634.1665,4602596.2211,2.0360574,41.5710089,DISTRICTE 6                             ,"(41.571008869608235, 2.0360574307161956)"
FUND. PRIV. FRANCESC SAGRERA(ANGEL BLAU),"CA DE JOAN XXIII, 44 ",08227,6,937832195,,,"SOLIDARITAT, PAU I DRETS HUMANS         ",419728.1407,4602800.4549,419634.1665,4602596.2211,2.0360574,41.5710089,DISTRICTE 6                             ,"(41.571008869608235, 2.0360574307161956)"
ASSOCIACIÓ AMICS D EN FERRAN            ,"CA DE JOAN XXIII, 44 ",08227,6,636512767,,amicsdenferran@gmail.com                                                        ,"SOLIDARITAT, PAU I DRETS HUMANS         ",419728.1407,4602800.4549,419634.1665,4602596.2211,2.0360574,41.5710089,LOCAL                                   ,"(41.571008869608235, 2.0360574307161956)"
ROCIERA  ANDALUZA VOCES CAMINO          ,"CA DE JOAN XXIII, 44 ",08227,6,615653058,,hdadlasarenasvocesdelcamino@gmail.com                                           ,CULTURALS                               ,419728.1407,4602800.4549,419634.1665,4602596.2211,2.0360574,41.5710089,LOCAL                                   ,"(41.571008869608235, 2.0360574307161956)"
ASOCIACION LA FUENTE                    ,"CA DE SANT HONORAT, 32 , BA           ",08222,2,688329460,,carloana2004@gmail.com                                                          ,CULTURALS                               ,419096.5938,4601996.3750,419002.6125,4601792.1447,2.0285918,41.5637036,LOCAL                                   ,"(41.5637035654863, 2.0285918298976977)"
ASSOC EMBAT PER INTEGRACIO SOCIAL GENT A,"AV DE BARCELONA, 231 , BA-2         ",08222,1,937311882,,,SALUT I SÒCIO-ASSISTENCIALS             ,418938.6875,4602240.8750,418844.7078,4602036.6463,2.0266653,41.5658895,LOCAL                                   ,"(41.565889545537786, 2.026665280337967)"
AS.MOV. BUENA VOLUNTAD 24H DE NEUR.ANONI,"CA DE MOSSÈN A. RODAMILANS, 193 , 1-1          ",08222,2,663510351,,angelacomotto@yahoo.es                                                          ,SALUT I SÒCIO-ASSISTENCIALS             ,419063.7813,4602192.4375,418969.8014,4601988.2078,2.0281719,41.5654660,LOCAL                                   ,"(41.56546599514653, 2.02817191847459)"
APA COL.LEGI RAMON PONT                 ,"CA DE SANT TOMÀS, 40 ",08222,2,,,amparamonpont@gmail.com                                                         ,EDUCATIVES I FORMATIVES                 ,419198.6377,4602165.8971,419104.6578,4601961.6663,2.0297927,41.5652406,DISTRICTE 2                             ,"(41.56524061891247, 2.029792659006469)"
ASSOCIACIO AUDIOVISUAL LAMALAVISTA      ,"CA DE LA LLUNA, 5 , 5            ",08226,5,937038471,,helena@makingdocs.org                                                           ,CULTURALS                               ,418361.6875,4602777.8750,418267.7110,4602573.6515,2.0196729,41.5706670,LOCAL                                   ,"(41.57066704449482, 2.0196729348180744)"
CAPOEIRA ANGOLA I MUSIQUES D ARREU MON  ,"CA DEL CAMÍ DE CASTELLAR, 12 , 1-2          ",08226,5,617337026,,,CULTURALS                               ,418338.1357,4602807.3080,418244.1594,4602603.0847,2.0193865,41.5709297,LOCAL                                   ,"(41.57092971206693, 2.0193864788724833)"
ASSOCIACIO FORMACIO PER A TOTHOM        ,"CA DE L ORDAL, 1 , 2-1          ",08227,6,610027996,,afpatterrassa@gmail.com                                                         ,SALUT I SÒCIO-ASSISTENCIALS             ,419853.6458,4602482.7940,419759.6694,4602278.5587,2.0376050,41.5681606,LOCAL                                   ,"(41.56816058912729, 2.0376050258589387)"
CCA ALCALA LA REAL Y COMARCA DE TERRASSA,"CA DE MENÉNDEZ Y PELAYO, 219 , 1            ",08223,3,937316715,,cca.alcalarealycomarca@gmail.com                                                ,CULTURALS                               ,418756.9063,4600866.1250,418662.9159,4600661.8956,2.0246715,41.5534900,LOCAL                                   ,"(41.55348999228165, 2.0246714548113696)"
AGRUPACIO SOCIO-CULTURAL SANT LLORENÇ   ,"CA DEL CAVALL BERNAT, 44 , 3-2          ",08227,6,937853937,,,CULTURALS                               ,419260.9688,4603730.0000,419167.0009,4603525.7712,2.0303296,41.5793333,DISTRICTE 6                             ,"(41.57933332887546, 2.030329603279239)"
GRUPO DE MAJORETTES Y BANDA DE TORRESANA,"CA DE BISCAIA, 6 , BA-1         ",08227,2,937830167,,,CULTURALS                               ,420241.3754,4601736.3722,420147.3939,4601532.1328,2.0423540,41.5614770,DISTRICTE 2                             ,"(41.561477035716216, 2.0423540040063957)"
ASSOCIACIO DE DONES DE TORRE-SANA       ,"CA DE BISCAIA, 6 ",08227,2,937313924,,,PROMOCIÓ DE LA DONA                     ,420241.3754,4601736.3722,420147.3939,4601532.1328,2.0423540,41.5614770,DISTRICTE 2                             ,"(41.561477035716216, 2.0423540040063957)"
APA ESCOLA BRESSOL GINESTA              ,"CA DE BADALONA, 5 ",08223,3,937850736,,,EDUCATIVES I FORMATIVES                 ,418462.2047,4600298.8266,418368.2095,4600094.5985,2.0212151,41.5483509,DISTRICTE 3                             ,"(41.548350856320035, 2.021215145627271)"
AS. PARES I PROFESSIONALS  PRO TEACCIO  ,"CA DEL PINTOR CASAS, 56 , 3-1          ",08227,6,937889259,www.teaccio.es                                                                  ,teaccio@hotmail.es                                                              ,SALUT I SÒCIO-ASSISTENCIALS             ,420246.8242,4602912.8204,420152.8516,4602708.5828,2.0422630,41.5720728,LOCAL                                   ,"(41.57207279345455, 2.0422629779353536)"
APA ESCOLA BRESSOL MOISES               ,"CA DEL CAMÍ FONT DE LES CANYES, 27 ",08227,6,937838548,,,EDUCATIVES I FORMATIVES                 ,419325.1250,4603799.9375,419231.1577,4603595.7083,2.0310897,41.5799697,DISTRICTE 6                             ,"(41.57996967298544, 2.0310897056310195)"
ASOCIACION DEPORTIVA PEÑA LES FONTS     ,"CA DEL BISBE SANAHUJA, 7 ",08228,3,680378556,,pdlesfonts@gmail.com                                                            ,ESPORTIVES                              ,419707.0000,4598668.6250,419612.9944,4598464.3849,2.0363564,41.5337950,DISTRICTE 3                             ,"(41.533795033461985, 2.0363563738952135)"
ASSOC. CULTURAL DE LA ROSA VERGEL JUCAL ,"CA DE LA RIOJA, 2-B , 10-3         ",08227,2,722336658,,generosofiladelfia@gmail.com                                                    ,CULTURALS                               ,419958.3198,4601415.3284,419864.3354,4601211.0907,2.0390027,41.5585574,LOCAL                                   ,"(41.5585573809926, 2.039002674403321)"
AS. COLLA JOVE DIABLES ST. LLORENÇ 2012 ,"CA D OLOT, 78 , 3-2          ",08227,6,677522915,,collajovediablestllorens@gmail.com                                              ,CULTURALS                               ,419945.4132,4603359.6254,419851.4436,4603155.3908,2.0385885,41.5760666,DISTRICTE 6                             ,"(41.57606660758646, 2.0385885156648507)"
CLUB BMX TERRASSA                       ,"CA DE REUS, 90 ",08227,6,667788087,www.bmxterrassa.cat                                                             ,info@bmxterrassa.cat                                                            ,ESPORTIVES                              ,420074.1150,4603278.6853,419980.1449,4603074.4496,2.0401429,41.5753505,LOCAL                                   ,"(41.57535054327463, 2.040142921098638)"
ASSOCIACIÓ FLAMENCA  ANDALUSA ROSI UGAL ,"CA DE BILBAO, 30 ",08227,2,698530031,,afarosigual@gmail.com                                                           ,CULTURALS                               ,420070.8994,4601893.3035,419976.9188,4601689.0657,2.0402889,41.5628733,LOCAL                                   ,"(41.56287334291388, 2.0402889147456507)"
ASSOCIACIO SAMASTHITI                   ,"CA DEL VALL, 1 , 1-3          ",08221,1,655222042,,samasthiti.terrassa@yahoo.es                                                    ,CULTURALS                               ,417678.1522,4601728.5001,417584.1667,4601524.2802,2.0116195,41.5611462,LOCAL                                   ,"(41.56114620889276, 2.011619473855023)"
TERRASSAMBA                             ,"CR DE CASTELLAR, 490 , 3-1          ",08227,6,666044372,,terrassamba2014@gmail.com                                                       ,CULTURALS                               ,419573.8176,4603556.8940,419479.8489,4603352.6625,2.0341052,41.5778059,DISTRICTE 6                             ,"(41.57780589142314, 2.0341052362998835)"
AMPA CEIP PILARÍN BAYÉS                 ,"CR DE RUBÍ, 429 ",08228,3,622782398,www.ampapilarin.wordpress.com                                                   ,ampa.pilarin@gmail.com                                                          ,EDUCATIVES I FORMATIVES                 ,419738.3750,4598273.1875,419644.3664,4598068.9466,2.0367852,41.5302368,DISTRICTE 3                             ,"(41.53023681544172, 2.0367852330176315)"
CLUB AGILITY LES FONTS                  ,"CA DE LA FLORESTA, 1 , SO           ",08228,3,,,clubagilitylesfonts@gmail.com                                                   ,ESPORTIVES                              ,419593.7500,4597971.6875,419499.7389,4597767.4472,2.0350922,41.5275069,LOCAL                                   ,"(41.52750694060913, 2.035092184656946)"
ASSOCIACIO D AMISTAT SOLSEVI            ,"AV DE FONT I SAGUÉ, 5 ",08227,6,937836255,,,OCI I TEMPS LLIURE                      ,419737.4233,4603974.4602,419643.4580,4603770.2281,2.0360116,41.5815830,LOCAL                                   ,"(41.58158297825696, 2.0360116452545527)"
ASOCIACIÓN GENTE DE TANGO               ,"CA DEL FLUVIÀ, 6 ",08227,6,937858735,www.gentedetango.org                                                            ,info@gentedetango.org                                                           ,CULTURALS                               ,419804.6974,4603295.7312,419710.7271,4603091.4976,2.0369093,41.5754771,LOCAL                                   ,"(41.575477055801564, 2.036909347438777)"
AS. CULTURAL CRISTIANA CATALUNYA AGAPE  ,"AV DE MADRID, 1-D , 7-2          ",08227,2,937279964,www.faccacatalunya.es                                                           ,,"RELIGIOSES I IDEOLÒGIQUES, EN GENERAL   ",419929.4899,4601380.3439,419835.5052,4601176.1064,2.0386617,41.5582394,LOCAL                                   ,"(41.55823941904469, 2.0386616550753285)"
"E.I. L EINA,SCCL                        ","CA DE PAMPLONA, 21 , BA-2         ",08227,2,937364722,www.einacooperativa.coop                                                        ,info@einacooperativa.coop                                                       ,SALUT I SÒCIO-ASSISTENCIALS             ,419884.0260,4601605.5962,419790.0430,4601401.3593,2.0380865,41.5602635,LOCAL                                   ,"(41.56026350860707, 2.038086458528118)"
A.  DIALEG INTERCULTURAL DONES AL HUDA  ,"GR DE MONTSERRAT, 22 , 4-2          ",08227,2,610653095,,,CULTURALS                               ,419619.1250,4601447.6875,419525.1403,4601243.4524,2.0349312,41.5588148,LOCAL                                   ,"(41.55881476819332, 2.0349312205230676)"
A.V. GPS. MONTSERRAT                    ,"GR DE MONTSERRAT, 26 , BA           ",08227,2,937314552,www.avvmontserrat.com                                                           ,avvmontserrat@hotmail.com                                                       ,VEÏNALS                                 ,419636.6563,4601523.8125,419542.6722,4601319.5774,2.0351312,41.5595021,DISTRICTE 2                             ,"(41.559502120267716, 2.0351312393428347)"
ASS. AMICS DELS HORTS URBANS DE TERRASSA,"GR DE MONTSERRAT, 26 , LO-12        ",08227,2,672721949,,ovcardona@gmail.com                                                             ,MEDI AMBIENT                            ,419636.6563,4601523.8125,419542.6722,4601319.5774,2.0351312,41.5595021,LOCAL                                   ,"(41.559502120267716, 2.0351312393428347)"
AS PLATAFORMA D ENT I CIUTADANS TERRASSA,"GR DE MONTSERRAT, 26 , BA           ",08227,2,,,,VEÏNALS                                 ,419636.6563,4601523.8125,419542.6722,4601319.5774,2.0351312,41.5595021,LOCAL                                   ,"(41.559502120267716, 2.0351312393428347)"
UNION COMUNIDADES ISLAMICAS DE CATALUNYA,"CA DE JAÉN, 34 ",08226,6,606460199,www.ucidecatalunya.blogspot.com                                                 ,ucide.cat@hotmail.com                                                           ,"RELIGIOSES I IDEOLÒGIQUES, EN GENERAL   ",419366.4533,4602682.5391,419272.4776,4602478.3078,2.0317356,41.5699105,LOCAL                                   ,"(41.569910487343705, 2.031735631379994)"
COMUNITAT ISLAMICA ANNOUR DE CATALUNYA  ,"CA DE JAÉN, 34 , 1            ",08226,6,,,c.i.annour.cat@gmail.com                                                        ,"RELIGIOSES I IDEOLÒGIQUES, EN GENERAL   ",419366.4533,4602682.5391,419272.4776,4602478.3078,2.0317356,41.5699105,LOCAL                                   ,"(41.569910487343705, 2.031735631379994)"
ASS. CULT. POP. TERRASSENCA LA XEMENEIA ,"CA DE VALLS, 52 , 3-2          ",08223,3,606177724,www.laxemeneia.cat                                                              ,laxemeneiatrs@gmail.com                                                         ,CULTURALS                               ,417767.2670,4600711.7525,417673.2739,4600507.5303,2.0128273,41.5519985,LOCAL                                   ,"(41.5519985138734, 2.012827305684057)"
ASSOCIACIO PARKOUR TIME                 ,"AV DE JACQUARD, 1 ",08222,1,685612128,,parkourtimespain@gmail.com                                                      ,CULTURALS                               ,418296.8265,4602005.4055,418202.8440,4601801.1813,2.0190003,41.5637035,LOCAL                                   ,"(41.56370352237213, 2.0190002573779395)"
A.JUVENIL  AUDIOVISUAL OFENSIVA MENT    ,"AV DE JACQUARD, 1 ",08222,1,656446385,,,JUVENILS                                ,418296.8265,4602005.4055,418202.8440,4601801.1813,2.0190003,41.5637035,LOCAL                                   ,"(41.56370352237213, 2.0190002573779395)"
TERRASSA AJUDA NENS DE UCRAINA          ,"AV DE JACQUARD, 1 ",08222,1,639620035,,tanu99ucraina@gmail.com                                                         ,"SOLIDARITAT, PAU I DRETS HUMANS         ",418296.8265,4602005.4055,418202.8440,4601801.1813,2.0190003,41.5637035,LOCAL                                   ,"(41.56370352237213, 2.0190002573779395)"
AS. JUVENIL  AL BARAIM                  ,"AV DE JACQUARD, 1 ",08222,1,937861112,,,JUVENILS                                ,418296.8265,4602005.4055,418202.8440,4601801.1813,2.0190003,41.5637035,LOCAL                                   ,"(41.56370352237213, 2.0190002573779395)"
ASSOCIACIO GRUP FOTOGRAFIC F/8          ,"AV DE JACQUARD, 1 ",08222,1,937861112,,,CULTURALS                               ,418296.8265,4602005.4055,418202.8440,4601801.1813,2.0190003,41.5637035,LOCAL                                   ,"(41.56370352237213, 2.0190002573779395)"
ASSOCIACIO PER AL FOMENT MUSICAL        ,"AV DE JACQUARD, 1 ",08222,1,937848390,,danna28jm@hotmail.com                                                           ,CULTURALS                               ,418296.8265,4602005.4055,418202.8440,4601801.1813,2.0190003,41.5637035,LOCAL                                   ,"(41.56370352237213, 2.0190002573779395)"
COL.VIBRIA D INICIATIVES CULTURALS...   ,"AV DE JACQUARD, 1 , LO           ",08222,1,937848390,,info@vibria.org                                                                 ,CULTURALS                               ,418296.8265,4602005.4055,418202.8440,4601801.1813,2.0190003,41.5637035,LOCAL                                   ,"(41.56370352237213, 2.0190002573779395)"
ASSOCIACIO BICITERRASSACLUB             ,"AV DE JACQUARD, 1 ",08222,1,,www.biter.cat                                                                   ,info@biter.cat                                                                  ,MEDI AMBIENT                            ,418296.8265,4602005.4055,418202.8440,4601801.1813,2.0190003,41.5637035,LOCAL                                   ,"(41.56370352237213, 2.0190002573779395)"
EXOTICA CLUB                            ,"AV DE JACQUARD, 1 ",08222,1,937830408,www.exotica-club.org                                                            ,exoticaclub@mixmail.com                                                         ,CULTURALS                               ,418296.8265,4602005.4055,418202.8440,4601801.1813,2.0190003,41.5637035,LOCAL                                   ,"(41.56370352237213, 2.0190002573779395)"
UNIO DE CONSUMIDORS DEL VALLES OCCIDENTA,"AV DE JACQUARD, 1 ",08222,1,937861112,,,"COMERCIANTS, CAMBRES, GREMIS I COL.LEGIS",418296.8265,4602005.4055,418202.8440,4601801.1813,2.0190003,41.5637035,LOCAL                                   ,"(41.56370352237213, 2.0190002573779395)"
ESPLAIS CATALANS - ESPLAC               ,"AV DE JACQUARD, 1 ",08222,1,933026103,www.esplac.cat                                                                  ,esplac@esplac.cat                                                               ,JUVENILS                                ,418296.8265,4602005.4055,418202.8440,4601801.1813,2.0190003,41.5637035,LOCAL                                   ,"(41.56370352237213, 2.0190002573779395)"
ASSOCIACIÓ ESPORT CICLISTA TERRASSENC   ,"AV DE JACQUARD, 1 ",08222,1,937809006,,,ESPORTIVES                              ,418296.8265,4602005.4055,418202.8440,4601801.1813,2.0190003,41.5637035,LOCAL                                   ,"(41.56370352237213, 2.0190002573779395)"
A. DESARROLLO VIABILIDAD VENTA AMBULANTE,"CA DEL BIDASOA, 10 , 3-2          ",08227,6,677362326,,barbaro7410@hotmail.es                                                          ,"COMERCIANTS, CAMBRES, GREMIS I COL.LEGIS",420084.3378,4602789.4065,419990.3640,4602585.1700,2.0403307,41.5709451,LOCAL                                   ,"(41.570945078285355, 2.040330713648041)"
INSERCION SOCIO LABORAL COMERC AMBULANTE,"CA DEL BIDASOA, 10 , 3-2          ",08227,6,,,barbaro7410@hotmail.es                                                          ,"COMERCIANTS, CAMBRES, GREMIS I COL.LEGIS",420084.3378,4602789.4065,419990.3640,4602585.1700,2.0403307,41.5709451,LOCAL                                   ,"(41.570945078285355, 2.040330713648041)"
ASOC. DE FERIANTES AUTONOMOS DE CATALUÑA,"CA DEL BIDASOA, 10 , 3-2          ",08227,6,610893959,,barbaro7410@hotmail.es                                                          ,"COMERCIANTS, CAMBRES, GREMIS I COL.LEGIS",420084.3378,4602789.4065,419990.3640,4602585.1700,2.0403307,41.5709451,LOCAL                                   ,"(41.570945078285355, 2.040330713648041)"
CATEQUA PER AL DESENVOLUPAMENT          ,"CR DE MONTCADA, 200 , BA-L4        ",08223,3,937834284,,catequa@hotmail.com                                                             ,"SOLIDARITAT, PAU I DRETS HUMANS         ",417920.9117,4601317.6467,417826.9234,4601113.4243,2.0145866,41.5574710,LOCAL                                   ,"(41.55747101617152, 2.0145865599044517)"
APA CP NTRA SRA DE MONTSERRAT           ,"CA DE BADAJOZ, 12 ",08227,2,937850999,,ceipmontserrat@xtec.cat                                                         ,EDUCATIVES I FORMATIVES                 ,419607.7017,4601394.5252,419513.7166,4601190.2901,2.0348014,41.5583348,DISTRICTE 2                             ,"(41.55833483443555, 2.0348013682601573)"
ASSOCIACIO GASTRONOMICA MARHABA         ,"CA DE BADAJOZ, 12 ",08227,2,628131848,https://www.facebook.com/recetasmarroquis/                                      ,tiendamarhaba@gmail.com                                                         ,CULTURALS                               ,419607.7017,4601394.5252,419513.7166,4601190.2901,2.0348014,41.5583348,LOCAL                                   ,"(41.55833483443555, 2.0348013682601573)"
ASSEMBLEA DE COOPERACIÓ PER LA PAU      ,"CA DE L INFANT MARTÍ, 177-B , 5-1          ",08224,4,671690205,,acppbarcelona@acpp.com                                                          ,"SOLIDARITAT, PAU I DRETS HUMANS         ",416699.1908,4601279.6524,416605.2003,4601075.4392,1.9999432,41.5570024,LOCAL                                   ,"(41.557002444357444, 1.9999431525411353)"
