ï»¿NOM,TELEFON,EMAIL,HORARI,ADRECA,X,Y,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,LOCALITZACIO
Kraken Cerveseria Restaurant,938 547 416,info@krakencerveseriarestaurant.com,,"CA NOU DE SANT PERE, 35",417843.1875,4602197.7500,417749.2058,4601993.5295,2.0135342,41.5653893,"(41.565389271648236, 2.013534162038794)"
La cuina del Ricard,646 442 566,,Dilluns tancat. Dimarts i dimecres de 8.00 a 16.00 hores Dijous i divendres de 8.00 a 16.00 i de 20.00 a 24.00 hores Dissabtes de 9.00 a 16.00 i de 20.00 a 24.00 hores Diumenges de 9.00 a 16.00 hores,"CA DE L ANCIANITAT, 34",417876.0625,4603418.0000,417782.0901,4603213.7812,2.0137614,41.5763822,"(41.57638224782407, 2.0137613514188324)"
Angelo s,931 571 651,,,"CA DE SANT PERE, 61",417732.7813,4602118.5625,417638.7988,4601914.3428,2.0122211,41.5646647,"(41.564664747582434, 2.0122210599912247)"
Pubblic,699 691 462,pubblic.bar@gmail.com,,"CA DE COLOM, 450",418888.8560,4600219.4973,418794.8609,4600015.2658,2.0263408,41.5476798,"(41.54767980717584, 2.026340806595468)"
D Tapes Gastro Bar,938 544 255,,De dimarts a diumenge de 08.00 a 00.00 h.,"RM DE FRANCESC MACIÀ, 65",418409.9197,4603438.3763,418315.9483,4603234.1535,2.0201615,41.5766205,"(41.576620468667045, 2.0201615291488917)"
La Trobada,625 455 863 (Informació i Reserves) 937 842 856,reserves.latrobada@gmail.com,De dilluns a divendres de 13.00 a 15.30 h.,"CA DEL TEATRE, 4",417782.8750,4602111.8750,417688.8925,4601907.6549,2.0128227,41.5646097,"(41.5646096755519, 2.012822677891815)"
Bar Restaurante Chino Asia,937 358 809 691 592 072,,De dilluns a diumenge de 12.00 a 16.30 h. i de 20.00 a 23.00 h.,"AV DE BÉJAR, 54",417525.9063,4603786.0000,417431.9361,4603581.7844,2.0095111,41.5796604,"(41.579660376335966, 2.009511067526954)"
Cafè Plaça Vella,937 801 133,,De dilluns a divendres de 08.00 a 23.00 h. Dissabte de 08.00 a 00.00 h.,"PL VELLA, 15",417650.7362,4601808.1855,417556.7512,4601603.9659,2.0112798,41.5618610,"(41.5618610332883, 2.0112797984378106)"
Petit Can Amat,937 830 222,,Dilluns tancat. De dimarts a divendres de 7.45 a 21.00 hores. Disabtes de 9.00 a 24.00 hores. Diumenges de 9.00 a 17.00 hores.,"PS DEL VINT-I-DOS DE JULIOL, 281",417491.9688,4602764.0000,417397.9908,4602559.7831,2.0092446,41.5704527,"(41.57045273755978, 2.009244593401157)"
Malapell - Deskaeg,610 501 267,,Dilluns tancat. Dimarts i dimecres de 18.00 a 22.00 hores. De dijous a disabtes de 18.00 a 24.00 hores Diumenges de 12.30 a 14.30 hores.,"CA DE VOLTA, 23",417280.0938,4601981.9375,417186.1096,4601777.7210,2.0068115,41.5633876,"(41.563387567032684, 2.0068114682922773)"
La Bodega,936 887 142,,Dilluns de 8.00  de 24.00 hores. Dimarts tancat. De dimecres a diumenge de 8.00 a 24.00 hores,"CA DE CARRASCO I FORMIGUERA, 15",416071.7058,4601335.4697,415977.7148,4601131.2614,1.9924118,41.5574395,"(41.5574394921795, 1.9924117544129587)"
Restaurant Guo Yan,935 372 740 658 554 466,,,"PS DEL CAMP DEL ROURE, 46",420021.8954,4602581.8591,419927.9200,4602377.6227,2.0396095,41.5690696,"(41.56906963867805, 2.0396095207944507)"
RESTAURANT PIÙ,937 830 886,,De dilluns a diumenge de 12.00 a 16.00 h. i de 20.00 a 24.00 h.,"AV DEL TÈXTIL, 47",418836.5774,4599965.2353,418742.5803,4599761.0039,2.0257484,41.5453846,"(41.54538459521888, 2.025748422434433)"
La Banderilla Latina,937 855 554,,de dimarts a dijous de 6.30 a 22h de divendres a diumenge de 8 a 2h dilluns tancat,"CA DE SANT TOMÀS, 86",419424.8395,4602235.2498,419330.8605,4602031.0174,2.0324959,41.5658881,"(41.5658880569558, 2.0324958993588025)"
Ali Doner Kebab Bar-Restaurante,935 378 317 602 162 863,,,"AV DE BARCELONA, 222",418960.2188,4602306.1875,418866.2396,4602101.9587,2.0269147,41.5664799,"(41.56647993810599, 2.0269146597796293)"
La fogata,937 209 400,,"Dilluns, dimarts, dijous, divendres, dissabte i diumenge de 7.00 a 22.00 h.","CR DE MONTCADA, 602",419177.5313,4601406.8125,419083.5456,4601202.5807,2.0296418,41.5584021,"(41.558402109763755, 2.0296417738525485)"
Cal Toni,678 004 998     ,,De dimarts a diumenge de 10.00 a 00.00 h.,"P  LES HORTES VELLES, 1",418354.0137,4601148.1861,418260.0248,4600943.9601,2.0198026,41.5559892,"(41.555989203290515, 2.019802608084103)"
El cafè de l Aula,930 136 911,info@elcafedelaula.com,De dilluns a divendres de 8.00 a 00.00 h. Caps de setmana i festius fins les 3.00 de la matinada,"CA DE VOLTA, 37",417242.9063,4601970.5000,417148.9219,4601766.2838,2.0063671,41.5632807,"(41.563280710417594, 2.0063671188108048)"
Udon - Parc Vallès,937 314 332,àrcvalles@udon.es,De dilluns a dijous de 13.00 a 16.30 h. De divendres a diumenge de 13.00 i 24.00 h. ,"AV DEL TÈXTIL, 47",418836.5774,4599965.2353,418742.5803,4599761.0039,2.0257484,41.5453846,"(41.54538459521888, 2.025748422434433)"
La Santa Tacos - Tragos,937 858 815,lasanta@gruporeini.com,De dilluns a dijous de 20.00 a 01.00 h. Divendres de 20.00 a 03.00 h. Dissabte de 13.00 a 16.00 h. i de 20.00 a 03.00 h. Diumenge de 13.00 a 16.00 h. i de 20.00 a 01.00 h.,"CR DE MONTCADA, 740",419826.2580,4601276.4922,419732.2724,4601072.2553,2.0374377,41.5572938,"(41.55729377093728, 2.0374377261690055)"
Chand Doner Kebab - Pizzeria,931 877 203 603 861 807,,De dilluns a diumenge de 7.00 a 00.00 h.,"CR DE MATADEPERA, 179",418161.6163,4603240.8432,418067.6430,4603036.6219,2.0172104,41.5748161,"(41.57481607849549, 2.017210382205975)"
El Racó de l Obac,937 352 597,,De divendres a diumenge de 8.00 a 16.00 h. i de 21.00 a 00.00 h.,"CA DE SENTMENAT, 1-C",417496.0257,4604053.7806,417402.0575,4603849.5657,2.0091158,41.5820689,"(41.582068920088005, 2.0091158258595687)"
Bar Restaurant El Jabato-Casa Felix,937 316 847 678 680 930,,,"CA DE L HISTORIADOR CARDÚS, 79",418573.3431,4603251.6994,418479.3705,4603047.4750,2.0221469,41.5749559,"(41.57495592687552, 2.0221469409003188)"
TexMex - Co,93 768 60 41,,De dimarts a diumenge de 13.00 a 23.30h. Dissabtes de 20.00 a 23.30h.,"CA D ARQUIMEDES, 135",417232.3125,4601609.3750,417138.3254,4601405.1583,2.0062899,41.5600273,"(41.56002731623778, 2.0062898833180913)"
4 de 10 descarregat,937 887 676,7ivanhoe@gmail.com,De dilluns a dissabte de 13.00 a 15.30 h i de dijous a dissabte de 20.30 a 22.30 h.,"CA DE SANT LEOPOLD, 51",417783.5175,4602425.7574,417689.5374,4602221.5378,2.0127874,41.5674366,"(41.567436574551174, 2.0127873778656267)"
Tu que vols,647 663 281,,De dimarts a diumenge de 9.00 a 23.00 h.,"PL NOVA, 8-A",417838.5901,4601507.8120,417744.6031,4601303.5905,2.0135735,41.5591752,"(41.55917519433101, 2.013573477725859)"
Xirimiri..,659 619 821,xirimiri.terrassa@gmail.com,De dilluns a dissabte de 12.00 a 00.00 h.,"CA DE GALILEU, 73",417143.9700,4601455.6903,417049.9816,4601251.4740,2.0052518,41.5586341,"(41.5586340755541, 2.0052518094163276)"
Marster 3 - Bar Restaurante,930 136 174 669 621 764,,De dilluns a divendres de obert a partir de les 7.00 h. Disabtes i diumenges obert a partir de les 8.00 h.,"CA DEL PANTÀ, 72",417597.1250,4602287.5625,417503.1436,4602083.3441,2.0105711,41.5661728,"(41.566172787160745, 2.0105711236337087)"
La Tapateva,931 913 567,,,"CA DE SANTA M. DE MAZZAREL.LO, 84",416422.8750,4602068.8750,416328.8901,4601864.6651,1.9965202,41.5640813,"(41.56408132993008, 1.996520212820698)"
Limón Limón Café,615 491 195 673 866 399,limonlimongroup@hotmail.com,"Dimarts i dimecres de 8.30 a 00.00 h. i dijous, divendres i disabtes de  8.30 a 01.00 h.","CA DE LA RUTLLA, 12",417690.3438,4601691.8125,417596.3580,4601487.5924,2.0117707,41.5608171,"(41.56081705500549, 2.0117706931408987)"
Restaurant Cresol,937 883 042,,,"CA DEL PARE LLAURADOR, 19",417306.6571,4602044.6305,417212.6734,4601840.4139,2.0071214,41.5639549,"(41.563954930324904, 2.007121358692983)"
La Xamba,937 008 885      633 799 888,,De 12.00 a 16.00 h. i de 20.00 a 24.00 h.,"AV DE JACQUARD, 35",418374.4375,4602020.0000,418280.4553,4601815.7752,2.0199289,41.5638429,"(41.563842892724914, 2.01992893768734)"
Kebab Lamasia,931 152 326,,De dilluns a diumenge de 11.00 a 00.00 h.,"CA DE PI I MARGALL, 118",417025.0313,4602094.8125,416931.0475,4601890.5981,2.0037373,41.5643777,"(41.56437767613417, 2.003737332436826)"
Mercado Provenzal,937 003 423,,,"RM D ÈGARA, 67",417315.5000,4601474.3750,417221.5120,4601270.1574,2.0073060,41.5588201,"(41.55882011426176, 2.0073059535596287)"
Lamagnolia,937 316 712 669 586 310,,,"CM DE CAN FONT DE GAIÀ, 2",415634.7097,4604038.7354,415540.7385,4603834.5346,1.9867920,41.5817390,"(41.58173895882005, 1.9867919975625743)"
Braseria Cal Mingo,937 837 344,,De dilluns a divendres de 07.00 a 22.00 h. Dissabte de 07.00 a 16.00 h.,"CA DEL MESTRE TRIAS, 90",417719.0938,4600682.6875,417625.1004,4600478.4656,2.0122537,41.5517318,"(41.55173179633597, 2.0122537290115345)"
El Set - Bar - Restaurant,937 861 214,,,"CA DE JOAN MONPEÓ, 117-B",417575.9917,4600782.5388,417481.9988,4600578.3182,2.0105243,41.5526163,"(41.552616319716655, 2.010524348813479)"
La Sabrosa,935 178 202 666 697 415,,De dilluns a diumenge de 12.00 a 00.00 h.,"CA D ASTÚRIES, 48",420007.8125,4601603.5000,419913.8296,4601399.2622,2.0395710,41.5602570,"(41.560257029776864, 2.0395710423650053)"
Oasis Restaurant,937 355 923,,,"CA DE FRANCESC SALVANS, 71",417813.8504,4603210.9206,417719.8763,4603006.7019,2.0130436,41.5745109,"(41.57451088953652, 2.013043570921546)"
Olivetti Tapas-Molletes,931 805 581,,Tancat fins a les 13.00 h.,"RV DE MONTSERRAT, 23",417527.3565,4601926.0426,417433.3722,4601721.8241,2.0097842,41.5629097,"(41.562909733673855, 2.0097841534124186)"
Bar New Coyote,,,,"CA AMPLE, 238",418602.3487,4603091.5502,418508.3749,4602887.3254,2.0225166,41.5735166,"(41.57351657326048, 2.022516552017172)"
Brasseria Guassapp I,937 126 923 688 381 120,marielagalvan18@hotmail.com,De dilluns a dijous de 8.00 a 00.00 h. Dissabte de 10.00 a 00.00 h. Diumenge de 10.00 a 17.00 h.,"CA DE FRANCESC LAYRET, 3",417094.2624,4600769.7087,417000.2687,4600565.4917,2.0047505,41.5524510,"(41.552450956972045, 2.004750517142569)"
Brasseria Guassapp II,937 338 187 622 320 667,guassapp@hotmail.com,De dilluns a dijous de 8.00 a 00.00 h. Dissabte de 10.00 a 00.00 h. Diumenge de 10.00 a 17.00 h.,"CA DE VINYALS, 29",417401.0307,4601607.7873,417307.0438,4601403.5693,2.0083131,41.5600305,"(41.5600304725789, 2.008313148909359)"
El Vaporet,937 869 823,,,"PS DEL VAPOR GRAN, 11",417877.2679,4601677.5145,417783.2823,4601473.2930,2.0140140,41.5607075,"(41.56070751677046, 2.014014028812239)"
Unanime Terrassa,935 104 888,,De dilluns a diumenge de 12.00 a 16.00 h. i de 19.30 a 23.00 h.,"CA DE ROCA I ROCA, 63",418407.1563,4603146.5000,418313.1827,4602942.2767,2.0201681,41.5739915,"(41.57399153945374, 2.020168090519545)"
Tros Restaurant,936 887 244,,"Diumenge i dilluns tancat Dimarts i dimecres de 13.30 a 17.00 hores dijous, diventres i disabtes.de 13.30 a 17.00 i de 21.00 a 23.00 hores","CA TRANSVERSAL, 39",417106.6654,4602918.2783,417012.6880,4602714.0646,2.0046025,41.5718023,"(41.5718022817166, 2.00460248394842)"
De Aquí a Lima,935 374 616,,,"CA DELS FERROVIARIS, 3",418113.4508,4602705.3072,418019.4734,4602501.0855,2.0167058,41.5699881,"(41.569988091202575, 2.0167058138146126)"
La Sidrería,937 204 500,,De dilluns a diumenge de 6.00 a 00.00 h.,"CA DE MANRESA, 152",418769.3438,4603347.1250,418675.3722,4603142.8993,2.0244848,41.5758353,"(41.57583529002203, 2.0244847527994603)"
Xirimiri,659 619 821,xirimiriterrassa@gmail.com,De dilluns a dissabte a partir de les 12.00 h.,"CA DE GALILEU, 73",417143.9700,4601455.6903,417049.9816,4601251.4740,2.0052518,41.5586341,"(41.5586340755541, 2.0052518094163276)"
Lola Cassola,620 814 778,lolacassola@lolacassola.com,De dilluns a diumenge de 8.00 a 23.00 h.,"PL NOVA, 1-A",417912.8594,4601477.0935,417818.8723,4601272.8714,2.0144682,41.5589062,"(41.558906173845415, 2.014468208295537)"
Merendero Les Martines,657 201 135,merenderolesmartines@outlook.com,,"CA DEL TORRENT DE CAN GUITARD, 18",418207.4098,4599029.4080,418113.4046,4598825.1799,2.0183333,41.5368923,"(41.53689234921856, 2.0183333396861345)"
Pizzería Carlos,935 379 379,,,"PC DE LA CREU, 15",418298.4375,4602679.2500,418204.4601,4602475.0268,2.0189278,41.5697724,"(41.56977235830341, 2.018927827581091)"
Bar la Llesca,937 854 112,,De dilluns a dissabte,"CA DE ROMA, 13",419654.2500,4598591.6250,419560.2437,4598387.3852,2.0357344,41.5330963,"(41.533096264226984, 2.035734408252558)"
Restaurant Niu de la Brasa,935 769 590 652 410 885,,De dimarts a divendres de 11.00 a 17.00 h. De dijous a dissabte de 11.00 a 17.00 h. Diumenge de 11.00 a 17.00 h.,"CA DE FRANÇA, 42",420542.1250,4599195.1875,420448.1247,4598990.9419,2.0462965,41.5386207,"(41.53862073182941, 2.0462965366972017)"
Restaurant Masia Can Bon VIlar,937 435 424 (Telèfon de la Masia) ,,,"MA CAN BONVILAR, 1",421627.7558,4603160.1803,421533.7873,4602955.9326,2.0587923,41.5744372,"(41.57443722376028, 2.0587922811972215)"
Restaurant La Brasa d ullastrell,937 850 850     ,, de les 13 h. fins a les 24 h.,"AV DE CAN JOFRESA, 91",418766.4768,4600078.6095,418672.4804,4599874.3788,2.0248927,41.5463985,"(41.546398534799785, 2.0248927213239942)"
Foster s Hollywood,937 315 119,,,"AV DE CAN JOFRESA, 91",418766.4768,4600078.6095,418672.4804,4599874.3788,2.0248927,41.5463985,"(41.546398534799785, 2.0248927213239942)"
El Mexicano,937 361 542,,,"AV DE CAN JOFRESA, 91",418766.4768,4600078.6095,418672.4804,4599874.3788,2.0248927,41.5463985,"(41.546398534799785, 2.0248927213239942)"
Restaurant La Tagliatella Parc Valles,937 864 576,http://www.latagliatella.es/,De diumenge a dijous de 13.00 a 16.30 h. i de 20.00 a 00.00 h. i de divendres a dissabte de 13.00 a 16.30 h. i de 20.00 a 00.30 h.,"AV DE CAN JOFRESA, 91",418766.4768,4600078.6095,418672.4804,4599874.3788,2.0248927,41.5463985,"(41.546398534799785, 2.0248927213239942)"
Bar Bodegón Pepín,937 800 320     ,,De dilluns a divendres de 7.00 a 16.00 h. i dissabte de 7.00 a 14.00 h.,"CA DE BAIX, 27",417612.6250,4601744.8125,417518.6395,4601540.5931,2.0108315,41.5612864,"(41.56128636619762, 2.0108315043355476)"
Ajoblanco taverna gatronòmica,695 546 101,,Horari de cuina: de dimarts a divendres de 13 a 15.30h i de 20.30 a 23h  Diumenge i dilluns tancat,"PL DE RICARD CAMÍ, 2",417271.3326,4602351.7989,417177.3512,4602147.5830,2.0066554,41.5667176,"(41.56671763565135, 2.006655422872789)"
El Kau de les Fades,622 648 756,,de dilluns a diumenge de 10.00 a 22.00 h.,"P TORRENT MONNER, 1",418309.8700,4602280.2943,418215.8896,4602076.0704,2.0191192,41.5661805,"(41.566180516609435, 2.0191192481805045)"
