NOM,DOMICILISOCIAL,TELEFON,EMAIL,WEB,CATEGORIA,LATITUD,LONGITUD,LOCATION,ENLLACDIRECTORI,icon
Maminens,"carrer sant pere, 60, 08850 Gavà",936629980 636260505,maminens@hotmail.com,,Equipament de la persona,41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4023,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Tocateja,"carrer sant pere, 64, 08850 Gavà",936624015 619512769,,,Equipament de la persona,41.3042,2.001968,"(41.3042, 2.001968)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4240,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
De Cotó,"carrer sant pere, 64, 08850 Gavà", 665260614,,,Equipament de la persona,41.3042,2.001968,"(41.3042, 2.001968)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5587,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Maria Teresa Azuaga Pérez,"carrer sant pere, 64, 08850 Gavà", ,,,Equipament de la persona,41.3042,2.001968,"(41.3042, 2.001968)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5463,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Óscar Sánchez Gaya,"carrer sant pere, 64, 08850 Gavà", ,,,Alimentació (quotidià alimentari),41.3042,2.001968,"(41.3042, 2.001968)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5454,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Haiping Chen,"carrer sant pere, 7, 08850 Gavà", ,,,Equipament de la persona,41.30412,2.001999,"(41.30412, 2.001999)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5417,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Hong Hui Moda,"carrer sant pere, 71, 08850 Gavà", 653783887,,,Equipament de la persona,41.30412,2.001999,"(41.30412, 2.001999)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4964,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Rótulos Anuncineón,"carrer sant pere, 72, 08850 Gavà",936624750 ,,,Equipament de la llar,41.30414,2.001452,"(41.30414, 2.001452)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4197,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Pesca Salada Montse ,"carrer sant pere, 8, 08850 Gavà", 615512290,cavimont@hotmail.com,,Alimentació (quotidià alimentari),41.30412,2.001999,"(41.30412, 2.001999)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1032,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
La Provenza,"carrer sant pere, 84 local 1, 08850 Gavà",936384764 ,laprovenzagava@gmail.com,,Equipament de la llar,41.302826,2.001935,"(41.302826, 2.001935)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1461,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Telesat Gavà ,"carrer sant pere, 87, 08850 Gavà",936623350 687747204,tsg@arrakis.es,,Serveis,41.30396,2.000079,"(41.30396, 2.000079)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4237,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Pelegrín Papereria,"carrer sant pere, 87, 08850 Gavà",936629904 ,papereria@pelegrinroca.com,,Lleure i cultura,41.30396,2.000079,"(41.30396, 2.000079)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4097,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Alarcón Òptics,"carrer santa teresa, 10, 08850 Gavà",936626834 661423928,alarconoptics@gmail.com,,Lleure i cultura,41.307384,2.001689,"(41.307384, 2.001689)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3712,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Estudio de Tatuaje Wolf ,"carrer santa teresa, 32, 08850 Gavà", 629394909,,,Serveis,41.306812,2.000004,"(41.306812, 2.000004)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5501,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Centro de Estética Raquel,"carrer santa teresa, 32, 08850 Gavà",936629643 637827524,,,Serveis,41.306812,2.000004,"(41.306812, 2.000004)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3819,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Carpinteria Camps,"carrer santa teresa, 33, 08850 Gavà",936620934 687583770,carpinteria-camps@hotmail.es,,Equipament de la llar,41.30669,1.999799,"(41.30669, 1.999799)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3937,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Boutique Juventut,"carrer santa teresa, 42, 08850 Gavà",936626301 ,,,Equipament de la persona,41.306793,1.999785,"(41.306793, 1.999785)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3780,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Tintoreria Santa Teresa,"carrer santa teresa, 46, 08850 Gavà",936620742 605542389,,,Serveis,41.30675,1.999691,"(41.30675, 1.999691)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4975,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Disco Bar Valdi's,"carrer santa teresa, 52, 08850 Gavà", 655263782,,,Bar Musical,41.30665,1.99931,"(41.30665, 1.99931)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3855,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Bar Café Marisol,"carrer santa teresa, 6, 08850 Gavà", 620882995,,,Bar,41.307163,2.001313,"(41.307163, 2.001313)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4973,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Bar Cafeteria La Cantonada,"carrer sarrià, 1, 08850 Gavà",936621561 ,tereoller@telefonica.net,,Bar,41.305206,2.009225,"(41.305206, 2.009225)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1062,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Clínica Medicina Estética,"carrer sarrià, 15, 08850 Gavà",936382757 600921736,myriamdelso@gmail.com,http://medicinaesteticadelso.com,Serveis,41.305363,2.009043,"(41.305363, 2.009043)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4742,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Bar Aragón,"carrer segle xx, 44, 08850 Gavà",936621700 649963142,,,Bar - Restaurant,41.30867,1.99579,"(41.30867, 1.99579)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3742,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Tropical,"carrer tellinaires, 17, 08850 Gavà",936330062 ,tropical@tropical-rte.com,http://www.tropical-rte.com,Restaurant,41.268856,2.030688,"(41.268856, 2.030688)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4245,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
AC Hotel Gavà Mar,"carrer tellinaires, 33-35, 08850 Gavà",936451510 ,acgava@ac-hotels.com,http://www.achotel.com,Turisme - Cultura - Oci,41.26726,2.016662,"(41.26726, 2.016662)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4061,http://continguts.intra.gavaciutat.net/documents/76203/2268237/serveis.png
Bar Santos,"carrer treball, 48, 08850 Gavà", ,,,Bar,41.308807,1.993315,"(41.308807, 1.993315)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4780,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Artículos de Pesca Margarit,"carrer tresols, 17, 08850 Gavà",936620224 ,,,Comerç Mix,41.306446,2.001406,"(41.306446, 2.001406)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3728,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Peluqueria Desireé,"carrer tresols, 33, 08850 Gavà",628027645 628027645,,,Serveis,41.30578,1.999103,"(41.30578, 1.999103)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4104,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Perruqueria Jordesth,"carrer tresols, 46-48, 08850 Gavà",936336068 655319303,,,Serveis,41.305458,1.998031,"(41.305458, 1.998031)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4118,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Bar Croissanteria Tresols,"carrer tresols, 89, 08850 Gavà",936629968 ,,,Bar,41.305412,1.997979,"(41.305412, 1.997979)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3744,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Fruites i Verdures Martorell,"carrer viladecans, 2, 08850 Gavà", 699944952,,,Alimentació (quotidià alimentari),41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3933,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Peluqueria C y R SCP,"carrer víctor balaguer, 2, 08850 Gavà",936629033 600519655,,,Serveis,41.305916,2.010619,"(41.305916, 2.010619)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4099,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Perruqueria Jeanne Gnaban Grah,"carretera santa creu de calafell, 105, 08850 Gavà", ,,,Serveis,41.302166,2.007294,"(41.302166, 2.007294)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5604,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Franlex,"carretera santa creu de calafell, 107 - 111, 08850 Gavà",936384273 ,franlexert@gmail.com,,Serveis,41.30156,2.006475,"(41.30156, 2.006475)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3930,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Zona Cero,"carretera santa creu de calafell, 121, 08850 Gavà",936382010 607182548,zonacero@zona-cero.com,http://www.zona-cero.com,Automoció i carburants,41.30125,2.006377,"(41.30125, 2.006377)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4260,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Cristaleria Santa Creu,"carretera santa creu de calafell, 127, 08850 Gavà",936625668 629184385,lisardoperez@hotmail.com,,Serveis,41.300915,2.005935,"(41.300915, 2.005935)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4986,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Pastisseria Montserrat,"carretera santa creu de calafell, 129, 08850 Gavà",936383666 625531945,,,Alimentació (quotidià alimentari),41.300793,2.005813,"(41.300793, 2.005813)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4089,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Forn Montserrat,"carretera santa creu de calafell, 129, 08850 Gavà",936383666 ,,,Alimentació (quotidià alimentari),41.300793,2.005813,"(41.300793, 2.005813)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4808,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Bikes Miquel Castillo,"carretera santa creu de calafell, 20, 08850 Gavà",936622120 616881323,bikesmiguelcastillo@hotmail.com,http://www.bicicletasmiguelcastillo.com,Serveis,41.305294,2.01007,"(41.305294, 2.01007)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4303,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Kiosco - Llibreria ""Parada""","carretera santa creu de calafell, 37, 08850 Gavà",936381565 630387788,,,Lleure i cultura,41.30451,2.009413,"(41.30451, 2.009413)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4983,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Novac,"carretera santa creu de calafell, 38 - 42, 08850 Gavà",936336637 ,,,Salut i cosmètica  (quotidià no alimentari),41.304504,2.00941,"(41.304504, 2.00941)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3895,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Notaria de Gava - Garvayo del Rio,"carretera santa creu de calafell, 45, 08850 Gavà",936621181 ,,,Serveis,41.303753,2.008656,"(41.303753, 2.008656)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5128,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Pastisseria Montserrat,"carretera santa creu de calafell, 5, 08850 Gavà",936620148 625531945,,,Alimentació (quotidià alimentari),41.30624,2.011192,"(41.30624, 2.011192)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4087,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"SM Star Motors, SCP","carretera santa creu de calafell, 54, 08850 Gavà",936333515 ,,,Automoció i carburants,41.303288,2.008035,"(41.303288, 2.008035)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4323,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
OroCat,"carretera santa creu de calafell, 62, 08850 Gavà",900282292 ,,http://www.orocat.com,Serveis,41.302994,2.007899,"(41.302994, 2.007899)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5175,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Ofi-Semar, SL","carretera santa creu de calafell, 75, 08850 Gavà",936621586 ,comercial@ofi-semar.es,http://www.ofi-semar.es,Serveis,41.302727,2.007621,"(41.302727, 2.007621)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4067,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Alu - Elegant, SL","carretera santa creu de calafell, 75, 08850 Gavà",936622211 600589266,,,Serveis,41.302727,2.007621,"(41.302727, 2.007621)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3714,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Alu - Elegant, SL","carretera santa creu de calafell, 75, 08850 Gavà",936622211 600589266,,,Serveis,41.302727,2.007621,"(41.302727, 2.007621)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1927,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Francesca Martorell Larrosa,"carretera santa creu de calafell, 75, 08850 Gavà", ,,,Lleure i cultura,41.302727,2.007621,"(41.302727, 2.007621)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5357,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
ETT Temporing,"carretera santa creu de calafell, 86, 08850 Gavà",936380025 ,gava@temporingett.com,,Serveis,41.30206,2.006748,"(41.30206, 2.006748)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4989,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"IATSAE Networks, SL","carretera santa creu de calafell, 86, 08850 Gavà",936389632 615237746,info@iatsae.com,http://www.iatsae.com,Serveis,41.30206,2.006748,"(41.30206, 2.006748)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4988,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Franceramic, SL","carretera santa creu de calafell, 95 - 97, 08850 Gavà",936622767 659271351,mfranciscosandoval@yahoo.es,,Equipament de la llar,41.30248,2.007531,"(41.30248, 2.007531)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3928,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Montserrat Expósito Peliqueria Unisex,"carretera santa creu de calafell, 99 - 101, 08850 Gavà",936627008 675093050,,,Serveis,41.30089,2.005773,"(41.30089, 2.005773)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4052,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Perruqueria Adil Abbas,"passeig joan maragall, 10, 08850 Gavà", ,,,Serveis,41.302784,2.002255,"(41.302784, 2.002255)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5603,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Finques Damat,"passeig joan maragall, 10, 08850 Gavà",931814745 617340245,finquesdamat@hotmail.com,,Serveis,41.302784,2.002255,"(41.302784, 2.002255)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4998,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Nilza Vilas Boas Veloso,"passeig joan maragall, 11, 08850 Gavà", ,,,Equipament de la persona,41.302937,2.001286,"(41.302937, 2.001286)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5475,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Saab Supermercado,"passeig joan maragall, 12, 08850 Gavà",936383942 664391131,,,Alimentació (quotidià alimentari),41.302887,2.001504,"(41.302887, 2.001504)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4996,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Caixa Catalunya-Oficina 0069,"passeig joan maragall, 14, 08850 Gavà",936620984 ,gestors-oficina.0069@caixacatalunya.es,,Banca - Finances,41.302807,2.001236,"(41.302807, 2.001236)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1045,http://continguts.intra.gavaciutat.net/documents/76203/2268237/serveis.png
Avantravel Viatges,"passeig joan maragall, 16, 08850 Gavà",936382808 692057314,gava@avantravel.es,http://www.avantravel.es,Serveis,41.30277,2.001112,"(41.30277, 2.001112)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5004,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Bella Perla,"passeig joan maragall, 16, 08850 Gavà",640609450 ,nilbilasboas@hotmail.es,,Equipament de la persona,41.30277,2.001112,"(41.30277, 2.001112)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5326,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Restaurant Bar Burger Frank,"passeig joan maragall, 16, 08850 Gavà",936620034 ,,,Bar - Restaurant,41.30277,2.001112,"(41.30277, 2.001112)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4151,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Quina Canya,"passeig joan maragall, 16, 08850 Gavà", ,,,Bar,41.30277,2.001112,"(41.30277, 2.001112)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5001,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
La Magia del Aguja ,"passeig joan maragall, 19, 08850 Gavà",936381628 ,,,Comerç Mix,41.30243,2.001119,"(41.30243, 2.001119)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4346,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
El Pequeño Mundo,"passeig joan maragall, 19, 08850 Gavà",936383191 ,,,Bar,41.30243,2.001119,"(41.30243, 2.001119)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3866,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Banco Santander,"passeig joan maragall, 2, 08850 Gavà",936382115 ,2977@gruposantander.es,,Banca - Finances,41.302784,2.002255,"(41.302784, 2.002255)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1051,http://continguts.intra.gavaciutat.net/documents/76203/2268237/serveis.png
Ghokel Divine,"passeig joan maragall, 2, 08850 Gavà",936336772 625687381,,,Equipament de la persona,41.302784,2.002255,"(41.302784, 2.002255)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3951,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Peluqueria Soler,"passeig joan maragall, 22, 08850 Gavà", 610738556,,,Serveis,41.30262,2.000502,"(41.30262, 2.000502)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4999,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Joyeria Eric Cereceda,"passeig joan maragall, 24, 08850 Gavà",936384517 645832442,franceda@hotmail.com,,Equipament de la persona,41.302402,2.000432,"(41.302402, 2.000432)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5000,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
J. Salvador,"passeig joan maragall, 24, 08850 Gavà",936620990 ,grupojsalvador@hotmail.com,,Salut i cosmètica  (quotidià no alimentari),41.302402,2.000432,"(41.302402, 2.000432)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4994,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Clínica Dental Noe-Dent,"passeig joan maragall, 24, 08850 Gavà",936628198 ,,,Lleure i cultura,41.302402,2.000432,"(41.302402, 2.000432)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4997,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Mati i tarda,"passeig joan maragall, 24, 08850 Gavà",936383497 627592939,,,Bar,41.302402,2.000432,"(41.302402, 2.000432)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4031,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Fruteria,"passeig joan maragall, 4, 08850 Gavà", 647710877,,,Alimentació (quotidià alimentari),41.302784,2.002255,"(41.302784, 2.002255)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4993,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Carpintería Aluminio AJE,  SL","passeig joan maragall, 5, 08850 Gavà",936382806 626975168,aldeco_1990@hotmail.com,,Serveis,41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4992,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Carpintería Aluminio AJE,  SL","passeig joan maragall, 5, 08850 Gavà",936382806 626975168,aldeco_1990@hotmail.com,,Serveis,41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1944,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Aje Carpinteria,"passeig joan maragall, 5, 08850 Gavà",936382806 ,,,Equipament de la llar,41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5131,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Papelería Librería  Maragall,"passeig joan maragall, 5, 08850 Gavà",936626261 645950862,papeleria.maragall@gmail.com,,Lleure i cultura,41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4076,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Moda y Arreglos Elisabeth,"passeig joan maragall, 6, 08850 Gavà",936623057 ,,,Equipament de la persona,41.303307,2.002039,"(41.303307, 2.002039)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1039,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
J.M Peluqueros,"passeig joan maragall, 6, 08850 Gavà",936623804 658029738,jmestilistas@hotmail.com,,Salut i cosmètica  (quotidià no alimentari),41.303307,2.002039,"(41.303307, 2.002039)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3981,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Asesoria Navarro, SL","passeig joan maragall, 7, 08850 Gavà",936628211 ,julia@asesorianavarro.es,,Serveis,41.302734,2.002223,"(41.302734, 2.002223)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3731,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Asesoria Navarro, SL","passeig joan maragall, 7, 08850 Gavà",936628211 ,julia@asesorianavarro.es,,Serveis,41.302734,2.002223,"(41.302734, 2.002223)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1928,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Gran Bazar,"passeig joan maragall, 8, 08850 Gavà",936381397 699645199,,,Lleure i cultura,41.302784,2.002255,"(41.302784, 2.002255)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3956,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Alimentación DF.,"passeig joan maragall, 9, 08850 Gavà",936636383 680246158,,,Alimentació (quotidià alimentari),41.302784,2.002255,"(41.302784, 2.002255)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3713,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Le Bal,"plaça catalunya, 3, 08850 Gavà",936629852 ,,,Serveis,41.308952,2.000917,"(41.308952, 2.000917)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4311,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Vivancos Perruquers,"plaça catalunya, 8, 08850 Gavà",936383254 ,vivancos-perruquers@hotmail.com,,Salut - Bellesa - Centres esportius,41.308273,2.001097,"(41.308273, 2.001097)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5251,http://continguts.intra.gavaciutat.net/documents/76203/2268237/serveis.png
Vivancos Perruquers,"plaça catalunya, 8, 08850 Gavà",936383254 ,vivancos-perruquers@hotmail.com,,Salut - Bellesa - Centres esportius,41.308273,2.001097,"(41.308273, 2.001097)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=41,http://continguts.intra.gavaciutat.net/documents/76203/2268237/serveis.png
Gavanet,"plaça catalunya, 8, 08850 Gavà",936628241 627522888,,,Altres serveis a empreses,41.308273,2.001097,"(41.308273, 2.001097)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3224,http://continguts.intra.gavaciutat.net/documents/76203/2268237/serveis.png
Rana Imran Khan,"plaça catalunya, 8, 08850 Gavà",936380327 687207995,,,Serveis,41.308273,2.001097,"(41.308273, 2.001097)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5027,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Loterias Ana Ramos ,"plaça catalunya, 8, 08850 Gavà",936620026 ,,,Serveis,41.308273,2.001097,"(41.308273, 2.001097)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5026,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Carpintería Metálica Caparrós,"plaça catalunya, 8, 08850 Gavà",936382824 ,c.m.c.caparros@hotmail.com,,Serveis,41.308273,2.001097,"(41.308273, 2.001097)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4696,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Carpintería Metálica Caparrós,"plaça catalunya, 8, 08850 Gavà",936382824 ,c.m.c.caparros@hotmail.com,,Serveis,41.308273,2.001097,"(41.308273, 2.001097)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1951,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Kiosco ,"plaça catalunya, s/n, 08850 Gavà", 639300601,,,Lleure i cultura,41.308506,2.001019,"(41.308506, 2.001019)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5028,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
