CODI;DATAINICI;NOMCOM;RAOSOCIAL;DESCRIPCIO;WEB;EMAIL;TELEFON1;HORARI;TIPUS;CODI_TIPUS;ADRECA
2020;20060518;Pemaga i Fill, S.L.;PEMAGA I FILL, S.L.  ;comerç al detall d electrodomèstics;http://www.pemagafill.com;comercial@pemagaifill.com;936669595;;ELECTRODOMÈSTICS;85;C. Frederica Montseny 0023   
2556;20061213;Penya Barcelonista;PENYA BARCELONISTA DE SANT FELIU DE LLOBREGAT  ;Local social amb servei de bar Aforament màxim és de 41 persones  Aforament del bar és de 22 persones ;;jtc.restaurante@hotmail.com;936669251;;BARS I CAFETERIES;110;C. Sant Llorenç 0064  LC  DR  
2601;20070205;Penya Blanc-Blava de Sant Feliu;PENYA BLANC BLAVA DE SANT FELIU DE LLOBREGAT  ;Expd. IC-50/1983;www.penyablancblava.santfeliu.net/;;936661262;;BARS I CAFETERIES;110;C. Joan Maragall 0008  LC  01  
465;19910101;Pepa Aycart;JOSEFA ORTIZ AYCART;TALLER I COMERÇ DE MODA;;pepaaycart@terra.es;936663878;10-13 30 17-20 DILLUNS A DIVENDRES;ROBA;90;C. Ventura Gassol 0006  BX  
2140;19980501;Pepe Jeans, S.L;PEPE JEANS, S.L.  ;oficines i magatzem d empresa tèxtil;www.pepejeans.com;store@pepejeans.com;936327500;DILLUNS- DIVENDRES DE 8:30 A 13:30 I DE 15 A 18:30;COMERÇ A L ENGRÒS, EXCEPTE VEHÍCLES DE MOTOR;63;Ctra. Laureà Miró 0403  BX  
260;19640101;Pere Doga;JORGE DOGA CASAPONSA;PASTISSERIA;;jordoga@hotmail.com;936661081;DE DILLUNS A DIVENDRES DE 6:30 A 14 I DE 17 A 20;FORNS I PASTISSERIES;70;Ctra. Laureà Miró 0058  LC  
3684;20091221;Perfumeries Facial;HERMANOS MARTIN CARBO SL  ;Venda de perfums i cosmètics;;;937275159;;DROGUERIA-PERFUMERIA;77;C. Pou de Sant Pere 0005  BX  
2722;20070518;Perpiña Serveis Medics, SL;PERPIÑA SERVEIS MEDICS, SL  ;;;info@perpinyaserveismedics.com;936664656;;CONSULTORIS, CENTRES MÈDICS, ASSISTÈNCIA MUTUA;148;C. Josep Ricart 0057   
3743;20100705;Perruqueria;MONTSERRAT IZQUIERDO MARTINEZ;Perruqueria;;;;;PERRUQUERIES;163;Rbla. Marquesa de Castellbell 0063  BX  0A  
3378;20080310;Perruqueria;LORENA MORALES PETISCO;Perruqueria;;lorena_sanfe@hotmail.com;936853352;;PERRUQUERIES;163;C. Carles Buïgas 0008  BX  01  
3377;20080310;Perruqueria;JOSEFA PEREZ MARTOS;Perruqueria;;fina.27@hotmail.com;669346717;;PERRUQUERIES;163;Rbla. Marquesa de Castellbell 0200   
1283;19800101;Perruqueria Aurora;MARIA AURORA SANGUESA GRACIA;PERRUQUERIA;;NO EN TENEN;936669304;DE DIMARTS A DIVENDRES 9-13 15-20, DISSABTES 9-13;PERRUQUERIES;163;Ctra. Laureà Miró 0308   
363;20040409;Perruqueria Carme Tuset;M CARMEN TUSET ARENAS;PERRUQUERIA;;carme.tu@hotmail.com;936857288;9-19 DILLUNS A DISSABTE;PERRUQUERIES;163;C. Daoíz i Velarde 0002   
3570;20090217;Perruqueria complice s;SUSANA MARTINEZ FRIAS;Perruqueria;;complices1971@gmail.com;936854937; DIMARTS  I DIMECRES  09:00-13:00 I 15:00-19:00 DIJOUS I DIVENDRES 09:00-19 00 DISSABTE 08:00-20:30;PERRUQUERIES;163;C. Can Calders 0006  BX  01  
1555;20060504;Perruqueria Corpas;TERESA CORPAS GALLEGA;Perruqueria;;perruqueriacorpas@gmail.com;936660243;;PERRUQUERIES;163;C. Jaume Ribas 0018  BX  1A  
2633;20070319;Perruqueria FASHION STILE (AMITIE);PERRUQUERIA ESTETICA AMITIE, SCP  ;Perruqueria;;perruqueriaiesteticaamitie@hotmail.com;930071648;;PERRUQUERIES;163;C. Sant Josep 0078  BX  07  
371;19980101;Perruqueria Goretti;MARIA GORETTI ISERN BOFARULL;PERRUQUERIA UNISEX;;goretti-isern@hotmail.com ;936669937;DE 9 A 13 I DE 15 A 19 DE DIMARTS A DISSABTE;PERRUQUERIES;163;C. Sant Llorenç 0039  LC  01  
394;19870101;Perruqueria Juan Gallardo;JUAN  FRANCISCO TORIBIO GALLARDO;perruqueria unisex;;NO EN TENEN;936664303;DE 9 A 13 I DE 15 A 19 DE DIMARTS A DISSABTE;PERRUQUERIES;163;C. Francesc Sáez 0004   
348;20010101;Perruqueria Lidia Forrellad;LIDIA FORRELLAD ALBALADEJO;Perruqueria Unisex;;NO EN TENEN;645979826;DE DILLUNS A DIVENDRES DE 9 A 13 I DE 15 A 19, DISSABTES MATEIX HORARI PERÒ DEPÈN DE LA DEMANDA;PERRUQUERIES;163;C. Agustí Domingo 0003   
1807;20000101;Perruqueria M. Carmen (Falguera);MARIA CARMEN GARCIA SOLER;PERRUQUERIA;;montserratlopezrecio@hotmail.com;936852698;DE 9 A 20 DE DILLUNS A DIVENDRES, DISSABTE DE 9 A 15;PERRUQUERIES;163;C. Falguera 0097   
404;19860101;Perruqueria M Carmen Garcia (Rectoria);VICENTE PINTADO JARA;Perruqueria;;mirallespintado@yahoo.es;936660572;DE 9 A 20 DE DILLUNS A DIVENDRES DE 9 A 15 ELS DISSABTES;PERRUQUERIES;163;C. Rectoria 0012  LC  02  
1099;19830101;Perruqueria Mª Lluïsa Daban;MARIA LUISA DABAN JORDAN;PERRUQUERIA;;NO EN TENEN;936666153;9-13 15-20 DIMARTS A DISSABTE;PERRUQUERIES;163;C. Armenteres 0008   
407;19920101;Perruqueria Marien;MARIA ENGRACIA LOPEZ PACHECO;PERRUQUERIA UNISEX;;mariem.lopez38@gmailcom;936666639;DE 9 A 20 DE DIMARTS A DIVENDRES, DISSABTE DE 8 A 16;PERRUQUERIES;163;C. Verge de Montserrat 0005   
392;20130325;Perruqueria Modroño;MODROÑO CREATIVE, S.L.  ;Perruqueria;;;659493290;de 9:00 A 20:00 de DILLUNS A DISSABTE;PERRUQUERIES;163;Pg. Pins 0030  SM  04  
1088;19950101;Perruqueria Nieves;SOGARPIN, S.L.  ;PERRUQUERIA;;nievesestils@gmail.com;936660603;DE 9 A 20 DE DILLUNS A DIVENDRES DE 9 A 15 ELS DISSABTES;PERRUQUERIES;163;Pg. Pins 0022  BX  
357;19760101;Perruqueria Ortiz;MANUELA ORTIZ MORALES;Perruqueria unisex;;NO EN TENEN;936667748;DE 8 A 19:30 DE DIMARTS A DISSABTE;PERRUQUERIES;163;C. Lluís G. Rius 0023   
406;19920101;Perruqueria Pilar;M DEL PILAR MARTIN ROMERO;PERRUQUERIA UNISEX;;NO EN TENEN;936851874;DE DILLUNS A DIVENDRES DE 9 A 13 I DE 15 A 19;PERRUQUERIES;163;C. Barcelona 0001   
409;20060427;Perruqueria Raffel Pagés ;BON TALL PERRUQUERS, S.L.  ;Perruqueria Unisex;;info@odbyloreal.com, jra220607@gmail.com;936854032;;PERRUQUERIES;163;Ctra. Laureà Miró 0246  BX  
410;19700101;Perruqueria Raquel (Unisex);RAQUEL MARTINEZ MORA;perruqueria;;perruqueriaraquel@santfeliu.net;936662459;DE DIMARTS A DISSABTE 9-13 15.30-19.30;PERRUQUERIES;163;Rbla. Marquesa de Castellbell 0106   
1155;19960301;Perruqueria Sánchez  ;FELIPE SANCHEZ IZQUIERDO;perruqueria d homes;;liperio2004@hotmail.com;936854475;DE 9 A 13.30 DE 16 A 20 DE DIMARTS A DISSABTE;PERRUQUERIES;163;Rbla. Marquesa de Castellbell 0107  BX  07  
413;20000101;Perruqueria Sílvia Gimar;SILVIA GIMAR ;PERRUQUERIA;;peluqueriasilviagimar@gmail.com;936326486;9-20 DIMARTS A DIVENDRES / 9-15 DISSABTE;PERRUQUERIES;163;C. Carles Buïgas 0054   
2548;20061124;Perruqueria Style;SORAYA COLOM FERNANDEZ;Perruqueria unisex;;;931411462;09:00-14:00 I 15:00-19:30 DISSABTE 09:00-17:30;PERRUQUERIES;163;C. Can Calders 0003  BX  01  
405;19760101;Perruqueria Unisex;MANUELA SERRA FABREGAT;PERRUQUERIA UNISEX;;NO EN TENEN;936851113;DE 9 A 13 I DE 15 A 19 DE DIMARTS A DISSABTE;PERRUQUERIES;163;C. Sant Josep 0029   
1880;19610706;Perruqueria Unisex Josep;JOSE COSTA GARCIA;PERRUQUERIA DE DONA I HOME;;NO EN TENEN;936661492;DE DIMARTS A DISSABTE DE 9 A 13 I DE 15 A 19;PERRUQUERIES;163;Ctra. Laureà Miró 0092  LC  
1880;19610706;Perruqueria Unisex Josep;JOSE COSTA GARCIA;PERRUQUERIA DE DONA I HOME;;NO EN TENEN;936661492;DE DIMARTS A DISSABTE DE 9 A 13 I DE 15 A 19;PERRUQUERIES;163;Ctra. Laureà Miró 0092  LC  
398;19710101;Perruqueria Unisex Pedro;PEDRO TORAL GARCIA;perruqueria;;esther_vergara@hotmail.com;936662006;DE 9:00 A 13:00 I DE 15:00 A 19:00 DE DIMARTS A DISSABTE;PERRUQUERIES;163;C. Santa Creu 0029   
1141;19990101;Perruqueria Unisex Pili ;MARIA DEL PILAR CASADO SANTOS;Perruqueria;;;936855693;DE 9 A 13:30 I DE 15:00 A 20:00 DE DILLUNS A DIVENDRES, DISSABTE DE 9 A 19;PERRUQUERIES;163;C. Europa 0007   
767;20021010;Personal Foto;FRANDAG 255 SL  ;Estudi, serveis i comerç al detall d articles de fotografia;www.personalphoto.es;laureamiro199@hotmail.com;936327865;DE DILLUNS A DIVENDRES  9:15 A 13:30 I 17 A 20:30;FOTOGRAFIA;100;Ctra. Laureà Miró 0197  LC  02  
3753;20100726;Pesca salada Margarita - Parada 23 (Mercat Avenida);MARIA ELVIRA JIMENEZ SANCHEZ;Venda de productes d alimentació;;;936686243;;PEIXETERIA;67;C. Joaquim Monmany 0001  S2  23  
3250;20100616;Petit Bar;AZMAT NAWAZ ;Bar creperia Aforament 22 persones;;alhamra292@yahoo.com;610549132;;BARS I CAFETERIES;110;C. Sant Josep 0095  BX  01  
1566;19930915;Pintor López. Reformes de la llar;FRANCISCO LOPEZ GIMENEZ;INSTAL·LACIO MAGATZEM EINES TREBALL;;franlopez022@gmail.com;936660150;;EMPRESES INSTAL·LACIONS GENERALS / REFORMES GENERALS;56;C. Sant Josep 0019   
1304;20030101;Pintures Sant Feliu;ANGEL DURAN ORTEGA;comerç de pintures i complements per a la pintura ;;pinturesantfeliu@hotmail.com;936664558;DE 8 A 13:30 I DE 15 A 20:30 DE DILLUNS A DISSABTE;DROGUERIA-PERFUMERIA;77;Ra. Salut 0030  BX  03  
2748;20070606;Pizzeria La Fenice;NAUTILUS PRODUCCIONES SL  ;Restaurant Aforament 35 persones;;pizzerialafenice@hotmail.com;936326790;;RESTAURANTS;109;Pg. Comte de Vilardaga 0081  BX  01  
1858;19650101;Plásticos Carcelle;AMELIA SUAREZ RODRIGUEZ;Taller de soldadura de plàstics;http://www.ultrasonidos.net;carceller@ultrasonidos.net;936661675;DE 7 A 15 DE DILLUNS A DIVENDRES;FABRICACIÓ DE PRODUCTES PLÀSTICS;37;C. Constitució 0008   
2223;20060614;Plasticos R. Ferre;FERRE RECICLADOS, S.L.  ;Comerç a l engròs de productes de recuperació de matèries plàstiques;;ferre.reciclados@hotmail.com;936662302;;RECICLATGE REBUIG METALL;51;Ra. Salut 0044  BX  
2260;19950101;Plàstics Roser ;PLASTICS ROSER, S.L  ;fabricació de productes acabats de matèries plàstiques;;plasticsroser@gmail.com;;DE 8 A 14 I DE 15:30 A 18 DE DILLUNS A DIVENDRES;FABRICACIÓ DE PRODUCTES PLÀSTICS;37;Ptge. Masor 0018  BX  
2051;20020501;Plating Decor;PLATING-DECOR RECUBRIMIENTOS, S.L.  ;Recobriments metàl·lics per immersió Indústria química;www.platingdecor.com;info@platingdecor.com;936855077;7-15 DILLUNS A DIVENDRES;FABRICACIÓ D ALTRES PRODUCTES QUÍMICS;35;C. Indústria 0016  BX  
375;20060504;Podologia Gema Arza López;MARIA GEMMA ARZA LOPEZ;PODOLOGA;;podofisiosantfeliu@outlook.com;936662241;;SERVEI PODÒLOGIA;152;C. Sant Josep 0017  BX  04  
1227;20060504;Poulectric;POULECTRIC, S.L.  ;Oficines i magatzem d empresa d instal·lacions;;proulectric@msm.com;936325784;;EMPRESES INSTAL·LACIONS GENERALS / REFORMES GENERALS;56;C. Rupert Lladó 0049  LC  01  
1876;20060101;Proden;YUEYI LIN ;Serveis tècnics d enginyeria;www.prodensl.com;joan@prodensl.com,proden@prodensl.com;936855813;DE DILLUNS A DIJOUS 8-13 15-19  DIVENDRES 8-14;ENGINYERIA;134;Pg. Canal    
2073;19910101;Productos Uniuso Parra;PRODUCTOS UNIUSO PARRA, S.L.  ;DISTRIBUIDOR DE PRODUCTES PER A L HOSTELERIA;www.parra-sl.es;comercial@parra-sl.es;936853942;DE 8:30 A 13:30 I DE 16 A 19 DE DILLUNS A DIVENDRES;EMMAGATZEMATGE. DIPÒSIT DE MOBLES I MERCADERIES.;113;C. Agricultura 0045  BX  01  
1787;19990101;Punt Doc Consultors;PUNT DOC CONSULTORS, S.L.  ;REPARACIÓ D ORDINADORS;www.puntdoc.es;info@puntdoc.es;936665181;DE DILLUNS A DIJOUS 9-14 14-20, DIVENDRES 9-14;ACTIVITATS INFORMÀTIQUES: CONSULTA,  SUBMINISTRAMENT, MANTENIMENT, REPARACIÓ, ETC;125;C. Joan Maragall 0056   
1754;20060427;Punt Gabinet Psicopedagògic ;PERSONA NULA  ;;;psicopunt@gmail.com;936853467;DL-DV:16-20 H.;CENTRES DE TERAPIA PSICOLÒGICA  I REEDUCACIÓ;151;Ctra. Laureà Miró 0196  LC  
3548;20081204;Qualiti Fruits;QUALITI FRUITS SL  ;Comerç al detall de fruites i verdures;;javier@frutastony.com;670012732;;FRUITA I VERDURA;68;Ctra. Laureà Miró 0142   
3458;20080806;Qualiti Fruits;QUALITI FRUITS SL  ;Venda a la menuda de fruita;www.qualityfruits.es;javier@frutastony.com;936853156;;FRUITA I VERDURA;68;Pg. Comte de Vilardaga 0087 A  LC  02  
51;20010501;Quatrepotes;PILAR MARTINEZ MATE;perruqueria canina i comerç de complements per a animals;;pili.quatrepotes@gmail.com;936326505;DE 9:30 A 13:30 I DE 16:30 A 20:00 DE DILLUNS  A DIVENDRES I DISSABTES DE 10:00 A 13:30;VENDA ANIMALS I ARTICLES RELACIONATS;87;Pg. Comte de Vilardaga 0053  BX  02  
2274;19980218;Quima SA.;QUIMA, S.A.  ;Magatzem operador màquines recreatives;http://quimasa.es/;quima@quima.net;936852131;;EMMAGATZEMATGE. DIPÒSIT DE MOBLES I MERCADERIES.;113;Ctra. Sànson 0009  BX  
1621;20050124;Rachel Perruquers;RAQUEL PALACIO AGUAYO;Perruqeria i estètica home i dona;;;936326660;DIMARTS A DISSABTE 9:30-20h;PERRUQUERIES;163;C. Roses 0077  BX  01  
1248;20001109;Radytel;MANUEL GARCIA MARTINEZ;REPARACIONS D APARELLS ELECTRÒNICS;;radytel@gmail.com;936326090;DE 9 A 14 I DE 17 A 20 DE DILLUNS A DIVENDRES, DISSABTE DE 10 A 14;REPARACIONS D APARELLS ELECTRODOMÈSTICS;178;C. Rupert Lladó 0063   
2196;19440101;Rafael Márquez Moro y Cia S.A.;RAFAEL MARQUEZ MORO Y CIA, SA  ;Fabricació d accessoris de llautó per les conduccions d aigua i gas. Fabricació aixetes (5%);www.rmmcia.com;rmmcia@rmmcia.com;936660325;DE 7 A 19 DE DILLUNS A DIVENDRES;METAL·LÚRGIA, (llevat de maquinària i equips);43;C. Sol 0022  BX  
1230;20060427;Ralarsa;VIDRIOCAR, S.A.  ;TALLER DE MECANICA D AUTOMÒVILS;www.ralarsa.com;feliu@ralarsa.com;936668163;DE DILLUNS A DIVENDRES 8.30-13.30 I 15.30-19.30;REPARACIÓ DE VEHÍCLES DE MOTOR;62;Ctra. Laureà Miró 0036   
1195;19940101;Rambla Ferreteria (Rupérez Romero, sl);RUPEREZ ROMERO SL  ;ferreteria;;ruperez@ruperez.grupouni2.com;936667025;DE 9 A 13 I DE 15:30 A 19:30 DE DILLUNS A DISSABTE;FERRETERIA/COPIA CLAUS/CERRAJERIA;84;C. Joaquim Monmany 0018   
171;19750101;Ramos Ferreteria ( Pl Salut);MIGUEL RAMOS NUÑEZ;ferreteria;;ramosm@cadena88.com;936660599;9-14 16:30-20:30 DILLUNS A DISSABTE;FERRETERIA/COPIA CLAUS/CERRAJERIA;84;C. Picasso 0014   
1235;19910101;Rapido Tort;MODESTO GALLEGO OVEJERO;REPARACIÓ DE SABATES;;NO EN TENEN;936562160;DE DILLUNS A DIVENDRES DE 9 A 14 I DE 17 A 20:30;REPARACIO DE CALÇAT;93;Ctra. Laureà Miró 0125   
3858;20110530;Red Pizza;JORDI GARCIA POL;Bar-restaurant Aforament 55 persones;www.redpizzasantfeliu.com;redpizzasanfeliu@gmail.com;936665383;;RESTAURANTS;109;Pg. Comte de Vilardaga 0130  BX  01  
1218;19950101;Refrey Màquines de Cosir;MARIA ROSA PAGES CARDONA;VENDA DE MAQUINES DE COSIR;;NO EN TENEN;936660868;DE 9:30 A 13:30 I DE 17:00 A 20:30 DE DILLUNS A DIVENDRES, DISSABTES DE 9:00 A 13:30;PARAMENTS DE LA LLAR;83;C. Sant Josep 0019   
2118;20060606;Reftrans S.A.;REFTRANS, S.A.  ;Fabricació i ensamblatge d equips de fred per a transport;www.thermoking.com;marina.invernon@irco.com;936857700;;CONSTRUCCIÓ DE MAQUINÀRIA I EQUIPS ;44;C. Sant Josep 0140  BX  
3940;20120423;Regema;REGEMA SL  ;Comerç i oficines d empresa d objectes de regal;;regema@regemasl.com;936853667;;COMPLEMENTS I REGALS;79;C. Marquès de Monistrol 0006  BX  04  
2616;20070219;Regui Assessors;REGUI ASESORES, S.L.  ;serveis jurídics;www.reguiasesores.es;regui@reguiasesores.es;936857633;;SERVEI JURÍDIC - ADVOCATS;129;C. Marquès de Monistrol 0003   
2509;19930101;Relieves y Dorados Llobet;RELIEVES Y DORADOS LLOBET, S.L.  ;taller d arts gràfiques;www.rydllobet.es;rydllobet@rydllobet.es;936853800;DE 7 A 13 I DE 14 A 17 DE DILLUNS A DIJOUS, DIVENDRES DE 7 A 13;ARTS GRÀFIQUES;26;C. Anselm Clavé 0017  BX  26  
231;19560101;Rellotgeria i Joieria Sancho;EUGENI SANCHO CORRAL;RELLOTGERIA, JOIERIA, TALLER;;rellotgeria@movistar.es;936661311;DE DILLUNS A DISSABTE 10-13.30 17.20.30;JOIERIA;95;Ctra. Laureà Miró 0131  LC  
2389;20121219;Rentat de vehicles (E.S. Sant Feliu - Elefant Blau (El Netet));ESTACIO DE SERVEI SANT FELIU DE LLOBREGAT, S.L.  ;Autorentat de cotxes;;essantfeliu@gmail.com;936855158;DE DILLUNS A DIVENDRES 24 HORES;ALTRES ACTIVITATS EMPRESARIALS;139;Ctra. Laureà Miró 0403  BX  
1231;20060505;Reparaciones Martin (Mercat Sant Josep);ALBERTO MARTIN PAREDES;REPARACIÓ DE CALÇAT;;;;DE DILLUNS A DIVENDRES DE 9 A 13 I DE 17 A 20;REPARACIO DE CALÇAT;93;C. Rupert Lladó 0009  BX  30  
1964;20060503;Repsol Butano (Magatzem Ctra Sanson);R. CORACHAN, .S.A.  ;CENTRE D EMMAGATZEMENT I DISTRIBUCIO GLP;;;936852710;Dilluns a divendres, de 8.30 a;PRODUCCIÓ I DISTRIBUCIÓ D ENERGIA ELECTRICA, GAS I AIGUA (COMPANYIES DE SERVEIS);54;Ctra. Sànson 0080  BX  
3242;20070726;Reserva Self Storage;RESERVA SELF-STORAGE SL  ;Lloguer de trasters i magatzems individuals;www.bluespace.es;reserva@reserva.es;699701729;;EMMAGATZEMATGE. DIPÒSIT DE MOBLES I MERCADERIES.;113;Ctra. Laureà Miró 0375 A  BX  01  
1989;20010101;Residència Geriàtrica i Centre de Dia Falguera;GENERALITAT-INSTITUT CATALA D ASSISTENCIA I SERVEIS SOCIALS (ICASS)  ;Residència geriàtrica;www.mutuaterrassa.es;fvsantfeliu@drac.com;936663290;24H;CENTRES DIA, RESIDÈNCIES GENT GRAN,  ALTRES RESIDÈNCIES;155;C. Jaume Ribas 0026   
3271;20071002;Residència Mas Lluhí. ACAM Associació Cívica d Ajuda Mútua;FUNDACION APIP-ACAM  ;Residència per a disminuïts psíquics;www.fundacioapipacam.org;masllui@fundacioapipacam.org;936325980;;CENTRES DIA, RESIDÈNCIES GENT GRAN,  ALTRES RESIDÈNCIES;155;Pg. Comte de Vilardaga 0164  BX  6A  
2175;19960101;Resistencias Codina,SL;RESISTENCIAS CODINA, S.L.  ;fabricació de resistències elèctriques per a calefactors;http://www.res-nadico.com;nadico@res-nadico.com;936665857;DE 8 A 14 I DE 16 A 19 DE DILLUNS A DIVENDRES;FABRICACIÓ MAQUINÀRIA I MATERIALS ELÈCTRICS I ELECTRÒNICS : LLUMS, RADIOTELEFONIA, SO I IMATGE, RADI;46;Ptge. Masor 0012  BX  
552;20160623;Rest. La nueva Esperanza (abans La Font);VICTORIA LILIBETH PEREZ HIDALGO;bar restaurant Aforament 51 persones;;;;DE 8 A 2 DE DILLUNS A DIUMENGE;RESTAURANTS;109;Pg. Comte de Vilardaga 0021  BX  03  
536;19970801;Restaurant el Trébol;ANGEL GARCIA MARCOS;bar restaurant Aforament 74 persones;;angelgarciamarco@hotmail.com;936853664;DE 6 A 19 DE DILLUNS A DISSABTE;RESTAURANTS;109;Ctra. Laureà Miró 0353   
559;20050901;Restaurant Font de la Sal;FONT DE SAL DE CA L ANTONIA SCP  ;Bar restaurant Aforament 45 persones;;fontdesal@gmail.com;936854746;13-16 20:30-23 DILLUNS A DISSABTE (DILLUNS PER LA NIT TANCAT);BARS I CAFETERIES;110;C. Joan Maragall 0028  LC  
559;20050901;Restaurant Font de la Sal;FONT DE SAL DE CA L ANTONIA SCP  ;Bar restaurant Aforament 45 persones;;fontdesal@gmail.com;936854746;13-16 20:30-23 DILLUNS A DISSABTE (DILLUNS PER LA NIT TANCAT);RESTAURANTS;109;C. Joan Maragall 0028  LC  
1486;20061101;Restaurant japonès ZEN;RUI HAO SHENG 2016, SL  ;RESTAURANT JAPONES Aforament 39;;;;DE DILLUNS A DISSABTE DE 12 A 16 I DE 20 A 24:;RESTAURANTS;109;C. Armenteres 0010  BX  07  
548;19941209;Restaurant Julians;JULIAN GUMA, SL  ;CAFETERIA RESTAURANT;;julians@julians.cat;934731119;DILLUNS A DIVENDRES 7-20;RESTAURANTS;109;C. Pla 0164  BX  
524;20111213;Restaurant l Olla;VAISALCA, S.L.  ;RESTAURANT, TAPERIA I CAFETERIA. Aforament 85 persones;www.restaurantolla.com;secal2009@hotmail.com,reserves@restaurantolla.com;936660048;DE 10:30 A 17 I DE 20:30 A 24:00 DE DILLUNS A DISSABTE;RESTAURANTS;109;C. Creus 0008   
560;19960101;Restaurant Mas Lluhí;JINE ZHAO-CHEN, S.C.P.  ;Bar restaurant Aforament 48 persones;;NO EN TENEN;936669789;8-00DILLUNS A DIVENDRES;RESTAURANTS;109;Pg. Comte de Vilardaga 0073   
1548;20050414;Restaurant Mateo Tapes (ant. Cerveceria Nayade);LIHUAI CHEN ;Bar restaurant Aforament: 44 persones;;huilin_zhou@hotmail.com;936660480;DE 7 A 23 DE DIMARTS A DIUMENGE;BARS I CAFETERIES;110;Rbla. Marquesa de Castellbell 0016  BX  02  
2544;20061122;Revestimientos Coberplast;REVESTIMIENTOS COBERPLAST S.L.  ;REVESTIMENTS PARETS I SOSTRES;www.cobertplast.com;revestimientos@coberplast.com;936851262;DE DILLUNS A DIVENDRES DE 8 A 13:30 I DE 15 A 17;EMPRESES INSTAL·LACIONS GENERALS / REFORMES GENERALS;56;C. Anselm Clavé 0017  BX  17  
2444;20090311;Riba cristal;RIBA-CRISTAL SL  ;DECORACIÓ DE VIDRE A NIVELL INDUSTRIAL;ribacristal.com;torrentriba@torrentriba.com;936853825;DE 7 A 17:30 DE DILLUNS A DIVENDRES;FABRICACIÓ DE VIDRE I PRODUCTES DE VIDRE;39;C. Indústria 0019  BX  
2289;20050101;Rimopemar, S.A;RIMOPEMAR, S.A.  ;magatzem de distribució de material de reg;www.rimopemar.com;rimopemar@rimopemar.com;933305154;DE DILLUNS A DIVENDRES DE 9 A 14 I 15 A 18;EMMAGATZEMATGE. DIPÒSIT DE MOBLES I MERCADERIES.;113;C. Anselm Clavé 0017  BX  01  
3572;20061027;Rimsa Metal Technology;RIMSA METAL TECHNOLOGY, S A  ;Fabricació de productes de filferro;www.rimsa.com;ccm@rimsa.com;936664611;;METAL·LÚRGIA, (llevat de maquinària i equips);43;C. Anselm Clavé 0017  BX  20  
2504;20061009;Rimsa Metal Tecnologies, SA;RIMSA METAL TECHNOLOGY, S A  ;Fabricació de fibres metàl·liques: coure, broze, alumini, llautó, acer... Polímers;www.rimsa.com;comercial@rimsa.com;936664611;8-13:30 15-18 DILLUNS A DIVENDRES;METAL·LÚRGIA, (llevat de maquinària i equips);43;C. Anselm Clavé 0017  BX  06  
844;20040101;Rincón de Patricia;AIMAO CHEN ;bar restaurant;;correabarrabino@gmail.com;936668811;DE DILLUNS A DIUMENGE DE 8:30 A 00:30;BARS I CAFETERIES;110;Ctra. Laureà Miró 0045  LC  
2270;20120123;Rodi T.R., S.L.;RODI T.R., S.L.  ;Taller mecànica ràpida de vehicles lleugers (sense pintura);;mcrodriguez@rodi.es;973240100;8:300-13:30 15:30-19:30 DILLUNS A DIVENDRES 9-13 DISSABTE;VENDA DE RECANVIS I ACCESSORIS DE VEHÍCLES;59;Ra. PAHISSA 0022  BX  
510;20060504;ROGES SUPERMERCATS;ROGES SUPERMERCATS SL  ;Supermercat d alimentació;;josepbenitez@roges.cat;938371601;;SUPERMERCATS/HIPERMERCATS;65;C. Sant Josep 0071   
206;20150505;Rostisseria  - Frutas y Comestibles PILI;ANGELA GARCIA RODRIGUEZ;ROSTISSERIA;;NO EN TENEN;936663954;DE 8:30 A 14:00 DE 17:00 A 20:30 DE DIMARTS A DIVENDRES I DISSABTE DIUMENGE I DILLUNS DE DE 8:30 A 1;FRUITA I VERDURA;68;C. Falguera 0102  BX  04  
1164;20060502;Rostisseria La Salut;VICENÇ FARRE VANDELLOS;Rostisseria, comerç de menjars preparats;;info@rostisseria-padro.com;936662844;Dijous-Divendres-Dissabtes Diu;MENJARS PREPARATS ;71;C. Constitució 0032   
1391;20090119;Rqest Asesores S.L.;RQEST ASESORES, S.L.  ;Assessoria jurídica i immobiliària;www.guinotprunera.com;santfeliu@guinotprunera.com;936855579;;CONSULTORIES/ASSESSORIES;128;Pg. Comte de Vilardaga 0071   
3300;20071030;Rubia. Reformes i mobles de bany i cuina;VICTOR RUBIA GARCIA;comerç de mobles de cuina i bany;;reformasrubia@hotmail.com;936859302;;MOBLES I DECORACIÓ;80;Pg. Comte de Vilardaga 0008   
160;20020412;Running Intersport;RUNNING ESPORTS, SL  ;BOTIGA D ESPORTS;;running@shop.intersport.es;936853044;9 30-13 30  17-20 30 DILLUNS-DISSABTES;ESPORT;96;Ctra. Laureà Miró 0164   
1131;19901030;Saavedra Pneumàtics;JOAQUIN GRANADOS GARCIA;VENDA I REPARACIÓ DE PNEUMÀTICS I REPARACIÓ DE VEH;;talleres.box1@hotmail.com;936665161;DE 8 A 13:30 I DE 15 A 20 DE DILLUNS A DIVENDRES, DISSABTE DE 8 A 14;REPARACIÓ DE VEHÍCLES DE MOTOR;62;C. Hospitalet 0013   
