ID_PARTIDA;DESCRIPCIO;ANY_PRESSUPOST;CAPITOL;ARTICLE;NOM_ARTICLE;CONCEPTE;NOM_CONCEPTE;CODI_ECONOMIC;CODI_PROGRAMA;CODI_ORGANIC;CREDIT_INICIAL;CREDIT_ACTUAL;A;D;O;P;RP;SALDO;MODIFICACIO
15     1531012100   ;COMPL. DESTÍ - MOBILITAT                          ;2015;1;;;;;12100  ;15310;;0;0;6046,97;6046,97;6046,97;;;0;0
15     1532012103   ;ALTRES COMPLEMENTS VIA PÚBLICA                    ;2015;1;;;;;12103  ;15320;;5405;5405;5404,28;5404,28;5404,28;;;0;0
15     170  13002   ;ALTRES RETRIBUCIONS LABORALS MEDI AMBIENT         ;2015;1;;;;;13002  ;170  ;;56901;56901;56900,54;56900,54;56900,54;;;0;0
15     231  13000   ;RETRIBUCIONS BÀSIQUES LABORALS SERVEIS SOCIALS    ;2015;1;;;;;13000  ;231  ;;203885;209140,16;222972,91;222972,91;222972,91;;;5255,16;5255,16
15     2320412100   ;COMPLEMENT DESTÍ ATENCIÓ A LA PERSONA             ;2015;1;;;;;12100  ;23204;;26064;26064;24946,11;24946,11;24946,11;;;0;0
15     2320413002   ;ALTRES RETRIBUCIONS LABORALS ATENCIÓ A LA PERSONA ;2015;1;;;;;13002  ;23204;;151442;134417;123038,23;123038,23;123038,23;;;-17025;-17025
15     241  12101   ;COMPLEMENT ESPECÍFIC FORMACIÓ I OCUPACIÓ          ;2015;1;;;;;12101  ;241  ;;12536;42179,68;42569,35;42569,35;42001;;;29643,68;29643,68
15     313  12103   ;ALTRES COMPLEMENTS SALUT PÚBLICA                  ;2015;1;;;;;12103  ;313  ;;222;222;221,2;221,2;221,2;;;0;0
15     3260213002   ;ALTRES RETRIBUCIONS LABORALS ESCOLA DE MÚSICA     ;2015;1;;;;;13002  ;32602;;193084;173084;198210,97;198210,97;198210,97;;;-20000;-20000
15     3340020200   ;EDIF.I ALTR.CONST.-PROM.CULTURAL                  ;2015;2;;;;;20200  ;33400;;5000;12332,53;11993,73;11993,73;11993,73;;;7332,53;7332,53
15     430  12103   ;ALTRES COMPLEMENTS COMERÇ                         ;2015;1;;;;;12103  ;430  ;;3620;3338,42;3460,38;3460,38;3460,38;;;-281,58;-281,58
15     491  13002   ;ALTRES RETRIBUCIONS LABORALS COMUNICACIÓ          ;2015;1;;;;;13002  ;491  ;;113921;106921;107554,99;107554,99;107554,99;;;-7000;-7000
15     9120012003   ;RETRIBUCIONS BÀSIQUES GRUP C1 ALCALDIA            ;2015;1;;;;;12003  ;91200;;49425;52577,27;53123,3;53123,3;53123,3;;;3152,27;3152,27
15     920  21300   ;MAQ.INST.I UTILL-ADM.GENERAL                      ;2015;2;;;;;21300  ;920  ;;8100;8100;5844,59;5844,59;4695,01;;;0;0
15     9200112003   ;RETRIBUCIONS BÀSIQUES GRUP C1 RECURSOS HUMANS     ;2015;1;;;;;12003  ;92001;;137538;144240,11;142080,05;142080,05;142080,05;;;6702,11;6702,11
15     151  21200   ;EDIF.I ALTR.CONST-URB.ARQ.                        ;2015;2;;;;;21200  ;151  ;;1500;1500;912,08;912,08;912,08;;;0;0
15     1690122103   ;COMBUSTIBLE - SERV.MANTENIMENT                    ;2015;2;;;;;22103  ;16901;;17550;17550;13181,13;13181,13;13181,13;;;0;0
15     1690122706   ;ESTUDIS I TREB.TECNICS- MANTENIMENT               ;2015;2;;;;;22706  ;16901;;66030;13030;13030;13030;13030;;;-53000;-53000
15     221  16304   ;ACCIO SOCIAL-DISM.I C.SOCIAL                      ;2015;1;;;;;16304  ;221  ;;14135;14135;26411,63;26411,63;25430,15;;;0;0
15     231  20400   ;VEHICLES- ACCIÓ SOCIAL                            ;2015;2;;;;;20400  ;231  ;;300;300;260;260;260;;;0;0
15     2320322300   ;TRANSPORTS-SOLIDARITAT I COOPERACIO               ;2015;2;;;;;22300  ;23203;;800;800;714,36;714,36;714,36;;;0;0
15     241  22001   ;PREMSA I PUB.-FORMACIO I OCUPACIO                 ;2015;2;;;;;22001  ;241  ;;1000;5750;5634,57;5634,57;5634,57;;;4750;4750
15     3340122200   ;COMUNIC.TELEF.-JOVENTUT                           ;2015;2;;;;;22200  ;33401;;1800;1800;52,2;52,2;52,2;;;0;0
15     338  20500   ;MOBILIARI I ESTRIS -FESTES POPULARS               ;2015;2;;;;;20500  ;338  ;;25000;25124,93;24463,31;24463,31;24463,31;;;124,93;124,93
15     338  22105   ;PROD.ALIMENT.-FESTES POPULARS                     ;2015;2;;;;;22105  ;338  ;;3000;3284,82;3361,75;3361,75;3361,75;;;284,82;284,82
15     338  22300   ;TRANSPORTS-FESTES POPULARS                        ;2015;2;;;;;22300  ;338  ;;7000;1284,55;1284,55;1284,55;1284,55;;;-5715,45;-5715,45
15     342  22200   ;COMUNIC.TELEF.-ESPORTS-ESBARJO                    ;2015;2;;;;;22200  ;342  ;;4500;4500;247,76;247,76;247,76;;;0;0
15     9120023100   ;LOCOMOCIO-ORGANS DE GOVERN                        ;2015;2;;;;;23100  ;91200;;3500;3500;2381,85;2381,85;2381,85;;;0;0
15     9120122699   ;ALTRES DESPESES DIVERSES- SINDIC DE GREUGES       ;2015;2;;;;;22699  ;91201;;7000;7000;10085,19;10085,19;10085,19;;;0;0
15     920  22200   ;COMUNIC.TELEF.-ADM.GENERAL                        ;2015;2;;;;;22200  ;920  ;;77000;77000;76314,29;76314,29;76314,29;;;0;0
15     132  22706   ;ESTUDIS I TREB.TECNICS- SEGURETAT                 ;2015;2;;;;;22706  ;132  ;;10610;10610;10610;10610;10610;;;0;0
15     165  61900   ;Millores instal·lacions Enllumenat públic         ;2015;6;;;;;61900  ;165  ;;0;175000;154875;154875;70106,47;;;175000;175000
15     1690121300   ;MAQ.INST.I UTILL-SERV.MANTENIMENT                 ;2015;2;;;;;21300  ;16901;;5000;3000;2025,67;2025,67;2025,67;;;-2000;-2000
15     1690184100   ;FIANCES A CURT TERMINI                            ;2015;8;;;;;84100  ;16901;;0;1582;1582;1582;1582;;;1582;1582
15     170  22699   ;ALTRES DESP.ESP.SERV.-MEDI AMBIENT                ;2015;2;;;;;22699  ;170  ;;7450;8950;9325,93;9325,93;9325,93;;;1500;1500
15     171  61900   ;Reposició arbrat                                  ;2015;6;;;;;61900  ;171  ;;0;59000;58905,22;58905,22;58905,22;;;59000;59000
15     231  20900   ;ALTR.IMMOB.MAT.-ACCIÓ SOCIAL                      ;2015;2;;;;;20900  ;231  ;;500;500;0;0;0;;;0;0
15     2310148902   ;ALTRES TRANSF- ASPRODIS                           ;2015;4;;;;;48902  ;23101;;3400;3400;3400;3400;3400;;;0;0
15     2320122100   ;ENERGIA ELECT.-PROGRAMA DONA                      ;2015;2;;;;;22100  ;23201;;8755;8755;7373,04;7373,04;7373,04;;;0;0
15     2320122101   ;AIGUA- PROGRAMA DE LA DONA                        ;2015;2;;;;;22101  ;23201;;1000;1000;631,57;631,57;631,57;;;0;0
15     2320122400   ;ASSEGURANCES  DONA                                ;2015;2;;;;;22400  ;23201;;300;300;213,78;213,78;0;;;0;0
15     2320148900   ;ALTR.TRANS.-PROGRAMA DONA                         ;2015;4;;;;;48900  ;23201;;5000;5000;5000;5000;5000;;;0;0
15     2320348904   ;ALTR.TRANSF- VOLUNTARIAT-SAHARA                   ;2015;4;;;;;48904  ;23203;;10000;10000;10000;10000;10000;;;0;0
15     2320348906   ;EMERGÈNCIES HUMANITARIES                          ;2015;4;;;;;48906  ;23203;;10000;10000;10000;10000;10000;;;0;0
15     2320422101   ;AIGUA - ATENCIO A LA PERSONA                      ;2015;2;;;;;22101  ;23204;;2781;2781;1496,49;1496,49;1496,49;;;0;0
15     2320462500   ;MOBILIARI I ESTRIS-ATENCIO PERSONA                ;2015;6;;;;;62500  ;23204;;5000;5000;4990,03;4669,03;4669,03;;;0;0
15     2320463200   ;INV.REPOS.EDIFICIS- ATENCIO PERSONA               ;2015;6;;;;;63200  ;23204;;55000;34000;34000;12794,91;0;;;-21000;-21000
15     241  22101   ;AIGUA - FORMACIO I OCUPACIO                       ;2015;2;;;;;22101  ;241  ;;11000;11000;6770,35;6770,35;6770,35;;;0;0
15     241  22102   ;GAS - FORMACIO I OCUPACIO                         ;2015;2;;;;;22102  ;241  ;;27000;27000;16367,14;16367,14;16367,14;;;0;0
15     241  22110   ;PRODUCT.NETEJA- FORMACIO I OCUPACIO               ;2015;2;;;;;22110  ;241  ;;100;100;38,99;38,99;38,99;;;0;0
15     241  62500   ;MOBILIARI I ESTRIS-PROM.ECONOMICA                 ;2015;6;;;;;62500  ;241  ;;5000;5000;1385,45;1385,45;1385,45;;;0;0
15     3230021300   ;MAQ.INST.I UTILL-ENSENYAMENT                      ;2015;2;;;;;21300  ;32300;;3600;6143,54;4373,35;4373,35;3084,7;;;2543,54;2543,54
15     3230048900   ;ALTRES TRANSF- CONVENI AMICS ESCOLA ADULTS        ;2015;4;;;;;48900  ;32300;;10000;10000;10000;10000;10000;;;0;0
15     3230048903   ;  ALTRES TRANSF- CONVENI AMPA SALVADOR ESPRIU     ;2015;4;;;;;48903  ;32300;;11630;11630;11630;11630;11630;;;0;0
15     3230048906   ;ALTRES TRANSF- CONVENI AMPA MARTI I POL           ;2015;4;;;;;48906  ;32300;;11350;11350;11350;11350;11350;;;0;0
15     3230122102   ;GAS - CENTRES 0-3                                 ;2015;2;;;;;22102  ;32301;;25000;25000;19823,83;19823,83;19823,83;;;0;0
15     3340022699   ;ALTRES DESP.ESP.SERV.-PROM.CULTURAL               ;2015;2;;;;;22699  ;33400;;1000;626,73;626,73;626,73;626,73;;;-373,27;-373,27
15     3340048906   ;ALTR.TRANSF. CULTURA- COMISSIÓ COLLES             ;2015;4;;;;;48906  ;33400;;7800;7800;7800;7800;7800;;;0;0
15     3340146500   ;A COMARQUES - JOVENTUT                            ;2015;4;;;;;46500  ;33401;;400;400;0;0;0;;;0;0
15     3340148900   ;ALTR.TRANS.-JOVENTUT                              ;2015;4;;;;;48900  ;33401;;14000;8050;8050;8050;8050;;;-5950;-5950
15     3340163200   ;INV.REPOS.EDIF- CASAL JOVES                       ;2015;6;;;;;63200  ;33401;;444000;444000;444000;0;0;;;0;0
15     341  22300   ;TRANSPORTS-ESPORTS                                ;2015;2;;;;;22300  ;341  ;;1300;1300;1299,93;1299,93;1299,93;;;0;0
15     341  22609   ;FESTES POPULARS - ESPORT-ESBAR                    ;2015;2;;;;;22609  ;341  ;;3000;3000;2996,96;2996,96;2996,96;;;0;0
15     341  48904   ;ALTRES TRANSFERENCIES- C.HANDBOL ST LLORENÇ       ;2015;4;;;;;48904  ;341  ;;12500;12500;12500;12500;12500;;;0;0
15     342  63201   ;INV.REPOS.EDIFICIS- ESPORTS                       ;2015;6;;;;;63201  ;342  ;;65000;159877,86;155332,55;155332,55;155154,33;;;94877,86;94877,86
15     422  22706   ;EST.I TREB.TECNICS-INDUSTRIA                      ;2015;2;;;;;22706  ;422  ;;44000;60358;27040,88;23515,01;16495;;;16358;16358
15     4312022100   ;ENERGIA ELECT.-MERCAT MUNICIP.                    ;2015;2;;;;;22100  ;43120;;7210;7210;2438,69;2438,69;2438,69;;;0;0
15     4312048900   ;ALTRES TRANSF.- CONCESSIONARIS MERCAT MPAL.       ;2015;4;;;;;48900  ;43120;;0;1000;1000;1000;750;;;1000;1000
15     453  61900   ;PLA DE MILLORA ESPAI URBÀ                         ;2015;6;;;;;61900  ;453  ;;0;12593,25;4835,37;4835,37;4835,37;;;12593,25;12593,25
15     920  15200   ;ALTRES RETRIB.-APLICACIO CONVENI                  ;2015;1;;;;;15200  ;920  ;;230000;42170;39864,56;39864,56;39864,56;;;-187830;-187830
15     920  22102   ;GAS - ADM. GENERAL                                ;2015;2;;;;;22102  ;920  ;;5500;5500;2861,9;2861,9;2861,9;;;0;0
15     920  22500   ;TRIBUTS - ADM. GENERAL                            ;2015;2;;;;;22500  ;920  ;;2500;2500;1316,41;1316,41;1316,41;;;0;0
15     920  22706   ;EST.I TREB.TECNICS-SERV.GENERALS                  ;2015;2;;;;;22706  ;920  ;;30000;60000;78815,15;78815,15;61964,6;;;30000;30000
15     9200162300   ;ADQ. MAQ. INSTAL- RECURSOS HUMANS                 ;2015;6;;;;;62300  ;92001;;3000;3000;0;0;0;;;0;0
15     9200162500   ;MOBILIARI I ESTRIS- RECURSOS HUMANS               ;2015;6;;;;;62500  ;92001;;2000;2000;880,58;880,58;880,58;;;0;0
15R0   150  64000   ;ESTUDIS I PROJECTES INVERSIÓ                      ;2015;6;;;;;64000  ;150  ;;0;22957,48;22957,48;22957,48;19397,51;;;22957,48;22957,48
15R1   2320462200   ;ADQ.EDIF.ANNEX CENTRE PARROQUIAL                  ;2015;6;;;;;62200  ;23204;;0;30304,81;30304,81;30304,81;30304,81;;;30304,81;30304,81
15R2   2300076300   ;PROJECTE NOU ARXIU COMARCAL                       ;2015;7;;;;;76300  ;23000;;0;23193,31;0;0;0;;;23193,31;23193,31
15R2   2320462200   ;ADQ.EDIF.ANNEX CENTRE PARROQUIAL                  ;2015;6;;;;;62200  ;23204;;0;13681,78;13681,78;13681,78;13681,78;;;13681,78;13681,78
15R2   330  63200   ;REHABILIT.SALA IBERIA I PALAU FALGUERA            ;2015;6;;;;;63200  ;330  ;;0;6143;6143;6143;2443;;;6143;6143
15R3   165  61900   ;MILLORES ENLLUMENTAT PÚBLIC                       ;2015;6;;;;;61900  ;165  ;;0;12893,03;12893,03;12893,03;12893,03;;;12893,03;12893,03
15R3   330  63202   ;REHABILITACIÓ EQUIPAMENTS CULTURAS                ;2015;6;;;;;63202  ;330  ;;0;10848,34;10848,34;10848,34;10534,98;;;10848,34;10848,34
15R3   4312063200   ;INV.REPOS.EDIFICIS -MERCAT                        ;2015;6;;;;;63200  ;43120;;0;50000;50000;50000;50000;;;50000;50000
15R3   453  61900   ;PLA MILLORA URBANA                                ;2015;6;;;;;61900  ;453  ;;0;108585,92;108585,92;108585,92;108585,92;;;108585,92;108585,92
15R4   130  62300   ;ADQ.MAQ.INSTAL- SEGURETAT                         ;2015;6;;;;;62300  ;130  ;;0;16446,67;16446,67;16446,67;16446,67;;;16446,67;16446,67
15R4   162  62300   ;ADQ.MAQ.INSTAL. - MANTENIMENT                     ;2015;6;;;;;62300  ;162  ;;0;4628,41;4243,73;4243,73;4243,73;;;4628,41;4628,41
15R4   330  63200   ;REHABILITACIÓ SALA IBERIA I PALAU FALGUERA        ;2015;6;;;;;63200  ;330  ;;0;296511,69;296511,69;296511,69;284324,1;;;296511,69;296511,69
15     231  21200   ;EDIF.I ALTR.CONST-ACCIO SOCIAL                    ;2015;2;;;;;21200  ;231  ;;2700;2700;2700;2133,27;2133,27;;;0;0
15     2320422706   ;ESTUDIS I TREB.TÈCNICS-ATENCIÓ A LA PERSONA       ;2015;2;;;;;22706  ;23204;;33080;33080;32243,43;27724,86;21124,35;;;0;0
15     3260022001   ;PREMSA I PUB.-P.EDUCATIVA                         ;2015;2;;;;;22001  ;32600;;1500;1500;1498,58;1498,58;1498,58;;;0;0
15     3340048100   ;TRANS.,PREM.BEQUES-PROM.CULTURAL                  ;2015;4;;;;;48100  ;33400;;1000;1000;1000;1000;1000;;;0;0
15     130  12003   ;RETRIBUCIONS BÀSIQUES GRUP C1 SEGURETAT           ;2015;1;;;;;12003  ;130  ;;49425;79665,77;487263,18;487263,18;487263,18;;;30240,77;30240,77
15     130  12100   ;COMPLEMENT DESTÍ SEGURETAT                        ;2015;1;;;;;12100  ;130  ;;282021;282021;276220,66;276220,66;276220,66;;;0;0
15     132  22103   ;COMBUSTIBLE - SEGURETAT                           ;2015;2;;;;;22103  ;132  ;;19400;19400;14019,34;14019,34;14019,34;;;0;0
15     1531012101   ;COMPL. ESPECÍFIC - MOBILITAT                      ;2015;1;;;;;12101  ;15310;;0;0;12475,38;12475,38;12475,38;;;0;0
15     1532012101   ;COMPLEMENT ESPECÍFIC VIA PÚBLICA                  ;2015;1;;;;;12101  ;15320;;128123;128123;135513,73;135513,73;135513,73;;;0;0
15     1690012103   ;ALTRES COMPLEMENTS MANTENIMENT                    ;2015;1;;;;;12103  ;16900;;2816;2591,01;3811,79;3811,79;3811,79;;;-224,99;-224,99
15     170  13000   ;RETRIBUCIONS BÀSIQUES LABORALS MEDI AMBIENT       ;2015;1;;;;;13000  ;170  ;;35033;36480,31;36458,95;36458,95;36458,95;;;1447,31;1447,31
15     221  16000   ;SEGURETAT SOCIAL-PENS.I ALTR.                     ;2015;1;;;;;16000  ;221  ;;3602223;3980529,9;3928912,95;3928912,95;3469081,84;;;378306,9;378306,9
15     330  21300   ;MAQ.INST.I UTILL-ADM.GRAL. CULTURA                ;2015;2;;;;;21300  ;330  ;;5000;4800;3632,4;3632,4;2648,67;;;-200;-200
15     338  22609   ;FESTES - FESTES POPULARS                          ;2015;2;;;;;22609  ;338  ;;120500;130500;121098,99;121098,99;120582,63;;;10000;10000
15     340  12103   ;ALTRES COMPLEMENTS ESPORTS                        ;2015;1;;;;;12103  ;340  ;;4219;4219;4329,34;4329,34;4329,34;;;0;0
15     340  13002   ;ALTRES RETRIBUCIONS LABORALS ESPORTS              ;2015;1;;;;;13002  ;340  ;;128141;128141;131466,89;131466,89;131466,89;;;0;0
15     342  22400   ;ASSEGURANCES-ESPORTS I ESBARJO                    ;2015;2;;;;;22400  ;342  ;;2000;2000;1966;1966;1966;;;0;0
15     342  63200   ;INV.REPOS.EDIFICIS- PISCINA ESCORXADOR            ;2015;6;;;;;63200  ;342  ;;616500;616500;201767,1;201991,27;181827,51;;;0;0
15     430  12005   ;RETRIBUCIONS BÀSIQUES GRUP E COMERÇ               ;2015;1;;;;;12005  ;430  ;;7679;6910,57;6910,57;6910,57;6910,57;;;-768,43;-768,43
15     430  12006   ;TRIENIS COMERÇ                                    ;2015;1;;;;;12006  ;430  ;;5795;4837,2;5712,24;5712,24;5712,24;;;-957,8;-957,8
15     9120012101   ;COMPLEMENT ESPECÍFIC ÒRGANS DE GOVERN             ;2015;1;;;;;12101  ;91200;;80155;80155;80154,53;80154,53;80154,53;;;0;0
15     9200112100   ;COMPLEMENT DESTÍ RECURSOS HUMANS                  ;2015;1;;;;;12100  ;92001;;114470;114470;115098,1;115098,1;115098,1;;;0;0
15     9200112103   ;ALTRES COMPLEMENTS RECURSOS HUMANS                ;2015;1;;;;;12103  ;92001;;4998;4998;7166,18;7166,18;7166,18;;;0;0
15     9200113000   ;  RETRIBUCIONS BÀSIQUES LABORALS RHUMANS I ORG.   ;2015;1;;;;;13000  ;92001;;62662;64247,29;51657,49;51657,49;51657,49;;;1585,29;1585,29
15     9200113002   ;ALTRES RETRIBUCIONS LABORALS RECURSOS HUMANS      ;2015;1;;;;;13002  ;92001;;82382;79397;55790,98;55790,98;55790,98;;;-2985;-2985
15     924  20200   ;EDIF.I ALTR.CONST.-PARTICIP.CIUTADANA             ;2015;2;;;;;20200  ;924  ;;4000;4000;6939,72;6939,72;6939,72;;;0;0
15     9260112100   ;COMPLEMENT DESTÍ SISTEMES D INFORMACIÓ            ;2015;1;;;;;12100  ;92601;;51011;51011;55495,17;55495,17;55495,17;;;0;0
15     132  22700   ;NETEJA I AGENÇ-SEGURETAT                          ;2015;2;;;;;22700  ;132  ;;800;800;286,6;286,6;286,6;;;0;0
15     231  22609   ;FESTES POPULARS - ACCIO SOCIAL                    ;2015;2;;;;;22609  ;231  ;;4000;4000;4000;4000;4000;;;0;0
15     231  22699   ;ALTRES DESP.ESP.SERV.-AC.SOC.                     ;2015;2;;;;;22699  ;231  ;;2500;2500;2498,81;2498,81;2398,81;;;0;0
15     3321022001   ;PREMSA I PUB. - BIBLIOTECA                        ;2015;2;;;;;22001  ;33210;;6651;6651;7276,97;7276,97;7276,97;;;0;0
15     338  22706   ;EST.I TREB.TECNICS-FESTES POPULARS                ;2015;2;;;;;22706  ;338  ;;30250;30250;51290,65;51290,65;51290,65;;;0;0
15     491  22600   ;CANONS - RÀDIO                                    ;2015;2;;;;;22600  ;491  ;;8000;8000;1164,29;1164,29;1164,29;;;0;0
15     491  22706   ;ESTUDIS I TREB.TECN- COMUNICACIO                  ;2015;2;;;;;22706  ;491  ;;24400;36080;35863,07;35863,07;35644,57;;;11680;11680
15     920  22201   ;COMUNIC.POSTALS-ADM.GENERAL                       ;2015;2;;;;;22201  ;920  ;;45000;45000;39333,26;39333,26;39333,26;;;0;0
15     920  22400   ;ASSEGURANCES-ADM.GENERAL                          ;2015;2;;;;;22400  ;920  ;;140000;140000;116819,75;116819,75;116819,75;;;0;0
15     920  22603   ;PUBLIC.DIARIS OFICIALS.-ADM.GENERAL               ;2015;2;;;;;22603  ;920  ;;20000;20000;25520,44;25520,44;25520,44;;;0;0
15     924  22300   ;TRANSPORTS-PART CIUTADANA                         ;2015;2;;;;;22300  ;924  ;;900;900;669,51;669,51;669,51;;;0;0
15     241  23120   ;LOCOMOCIONS PERSONAL- FORMACIÓ I OCUPACIÓ         ;2015;2;;;;;23120  ;241  ;;100;2700;1646,86;1316,31;1316,31;;;2600;2600
15     130  64100   ;ADQ.LLICÈNCIES - SEGURETAT                        ;2015;6;;;;;64100  ;130  ;;0;25000;21683,2;21683,2;21683,2;;;25000;25000
15     1690121200   ;EDIF.I ALTR.CONST-SERV.MANTENIMENT                ;2015;2;;;;;21200  ;16901;;540;540;241,33;241,33;241,33;;;0;0
15     231  15000   ;PRODUCTIVITAT - SERVEIS SOCIALS                   ;2015;1;;;;;15000  ;231  ;;0;23300;28543,62;28543,62;28543,62;;;23300;23300
15     231  21300   ;MAQ.INST.I UTILL-ACCIO SOCIAL                     ;2015;2;;;;;21300  ;231  ;;500;500;388,7;388,7;388,7;;;0;0
15     231  48901   ;ALTRES TRANSFERENCIES- CONVENI CARITAS            ;2015;4;;;;;48901  ;231  ;;15000;15000;0;0;0;;;0;0
15     231  83000   ;BESTRETES                                         ;2015;8;;;;;83000  ;231  ;;41500;41500;4959,79;4959,79;4959,79;;;0;0
15     2310048900   ;ALTRES TRANSF. - GENT GRAN                        ;2015;4;;;;;48900  ;23100;;0;0;0;0;0;;;0;0
15     2310122101   ;AIGUA- PROGRAMA DISCAPACITAT                      ;2015;2;;;;;22101  ;23101;;425;425;336,77;336,77;336,77;;;0;0
15     2310122706   ;EST.I TREB.TECNICS-PROGRAMA DISCAPACITAT          ;2015;2;;;;;22706  ;23101;;36200;38200;34736,58;34736,58;31945,22;;;2000;2000
15     2310148901   ;ALTRES TRANSF- PROGRAMA DISCAPACITAT              ;2015;4;;;;;48901  ;23101;;6300;450;0;0;0;;;-5850;-5850
15     2320348901   ;ALTR.TRANS.-SOLIDARITAT I COOPERACIO              ;2015;4;;;;;48901  ;23203;;8000;8000;8000;8000;8000;;;0;0
15     241  14300   ;ALTRE PERSONAL - PROMOCIÓ OCUPACIONAL             ;2015;1;;;;;14300  ;241  ;;0;0;0;0;0;;;0;0
15     313  48900   ;ALTRES TRANSF- ASSOC.FAMIL.MALALTS ALHZEIMER      ;2015;4;;;;;48900  ;313  ;;4000;4000;4000;4000;4000;;;0;0
15     3230022102   ;GAS - ENSENYAMENT                                 ;2015;2;;;;;22102  ;32300;;100000;100000;76009,22;76009,22;76009,22;;;0;0
15     3230048902   ;ALTRES TRANSF- CONVENI AMPA FALGUERA              ;2015;4;;;;;48902  ;32300;;9270;9270;9270;9270;9270;;;0;0
15     3230115000   ;PRODUCTIVITAT - CENTRES 0-3                       ;2015;1;;;;;15000  ;32301;;0;23730;17294,16;17294,16;17294,16;;;23730;23730
15     3230122110   ;  PRODUCT.NETEJA-CENTRES 0-3                      ;2015;2;;;;;22110  ;32301;;7600;7600;7396,68;5811,54;5811,54;;;0;0
15     3260020900   ;ALTR.IMMOB.MAT.-ENSENYAMENT                       ;2015;2;;;;;20900  ;32600;;3000;2775,73;2677,73;2677,73;2677,73;;;-224,27;-224,27
15     3260022000   ;MAT.OFIC.-P.EDUCATIVA                             ;2015;2;;;;;22000  ;32600;;1000;1000;994,03;994,03;994,03;;;0;0
15     330  12103   ;ALTRES COMPLEMENTS - CULTURA                      ;2015;1;;;;;12103  ;330  ;;0;0;629,78;629,78;629,78;;;0;0
15     330  22400   ;ASSEGURANCES- ADM.GRAL CULTURA                    ;2015;2;;;;;22400  ;330  ;;1210;0;0;0;0;;;-1210;-1210
15     3321012101   ;COMPLEMENT ESPECÍFIC - BIBLIOTECA                 ;2015;1;;;;;12101  ;33210;;0;0;6490,1;6490,1;6490,1;;;0;0
15     333  22000   ;MAT.OFIC.-CIUTAT DE LES ROSES                     ;2015;2;;;;;22000  ;333  ;;500;0;0;0;0;;;-500;-500
15     3340020500   ;MOBILIARI I ESTRIS - PROM.CULTURAL                ;2015;2;;;;;20500  ;33400;;3000;0;0;0;0;;;-3000;-3000
15     3340048913   ;Altr.transf.Cultura- Xarxa Ass.Prom.Esp.Infantil  ;2015;4;;;;;48913  ;33400;;6600;5600;5600;5600;5600;;;-1000;-1000
15     3340048915   ;ALTRES TRANSF- UNIO CORAL                         ;2015;4;;;;;48915  ;33400;;3500;0;0;0;0;;;-3500;-3500
15     3340048916   ;Altr.transf.Cultura- Casino Santfelieunc          ;2015;4;;;;;48916  ;33400;;2500;2500;2500;2500;2500;;;0;0
15     3340048918   ;ALT.TRANSF.CULTURA- GEGANTS CIUTAT                ;2015;4;;;;;48918  ;33400;;1500;1500;1500;1500;1500;;;0;0
15     3340048925   ;ALTRES TRANSF- PEÑA LUIS DE CORDOBA               ;2015;4;;;;;48925  ;33400;;300;300;300;300;300;;;0;0
15     3340048927   ;ALTRES TRANSF- CERCLE BELLES ARTS                 ;2015;4;;;;;48927  ;33400;;1500;1500;1500;1500;1500;;;0;0
15     3340048929   ;ALTRES TRANSF- SANT FELIU VIU                     ;2015;4;;;;;48929  ;33400;;4000;4000;4000;4000;4000;;;0;0
15     3340120900   ;ALTR.IMMOB.MAT.-JOVENTUT                          ;2015;2;;;;;20900  ;33401;;5500;5500;2340,36;2340,36;2340,36;;;0;0
15     3340121600   ;EQUIP.PROC.INFORMAC.-JOVENTUT                     ;2015;2;;;;;21600  ;33401;;1000;1000;290,4;290,4;290,4;;;0;0
15     3340122601   ;ATENC.PROTOCOL.-JOVENTUT                          ;2015;2;;;;;22601  ;33401;;1000;1000;171,12;71,12;71,12;;;0;0
15     3340122701   ;SEGURETAT- JOVENTUT                               ;2015;2;;;;;22701  ;33401;;4300;4300;2687,56;2687,56;2687,56;;;0;0
15     338  48100   ;TRANSF.PREMIS, BEQUES-FESTES POPULARS             ;2015;4;;;;;48100  ;338  ;;3000;2957,5;2957,5;2957,5;2957,5;;;-42,5;-42,5
15     341  48903   ;ALTR.TRANSF.- ESPORTS PENYA RECREATIVA            ;2015;4;;;;;48903  ;341  ;;10000;10000;10000;10000;10000;;;0;0
15     341  48906   ;ALTRES TRANSFERENCIES- PENYA BLANC BLAVA SF       ;2015;4;;;;;48906  ;341  ;;6000;6000;6000;6000;6000;;;0;0
15     4312022101   ;AIGUA - MERCAT MUNICIPAL                          ;2015;2;;;;;22101  ;43120;;1600;1600;378,09;378,09;378,09;;;0;0
15     4312022200   ;COMUNIC.TELEF.-MERCAT MUNICIP.                    ;2015;2;;;;;22200  ;43120;;1200;1200;0;0;0;;;0;0
15     4411047100   ;APORTACIO AL TRANSPORT                            ;2015;4;;;;;47100  ;44110;;218800;188700;188638,94;188638,94;188638,94;;;-30100;-30100
15     4590122706   ;EST.I TREB.TECNICS-LLEI DE BARRIS                 ;2015;2;;;;;22706  ;45901;;10000;10000;5448,77;4642,77;2948,77;;;0;0
15     491  62300   ;ADQ. MAQ. INSTAL- COMUNICACIÓ                     ;2015;6;;;;;62300  ;491  ;;20000;20000;0;0;0;;;0;0
