Org_,Fun_,Eco_,Descripció,Crèdits_inicials,Modificacions_de_crèdit,Crèdits_totals_consignats,Disposicions_o_compromisos,F__Despesa_compromesa_respecte_e,Obligacions_reconegudes,F__Obligacions_reconegudes_respe,Pagaments_fets,F__Pagaments_fets_respecte_les_o,FID
02,241,4670111,OPE TRANF PLA QUALIF I SUPORT RECUPERACIO OFICIS,0,0,0,0,,0,,0,,282
01,934,3520000,INTERESSOS DE DEMORA,0.01,0,0.01,168.76,,168.76,,168.76,,283
02,430N,1300200,OPE ALTRES REMUNERACIONS NETEJA OPE,11522.14,0,11522.14,0,,0,,0,,284
02,432,2260900,OPE DESPESES EMBARCADOR,1500,0,1500,0,,0,,0,,285
02,241,4670211,OPE TRANF DISSENY IMPULS EMPRESA,0,0,0,0,,0,,0,,286
01,934,3590000,COMISSIONS TRANSF. I MANTENIMENT,4250,0,4250,220.6,,220.6,,220.45,,287
02,432,2269900,OPE DINAMITZACIÓ CAMPANAR,500,0,500,0,,0,,0,,288
02,430N,1500100,OPE PRODUCTIVITAT NETEJA OPE,700,0,700,0,,0,,0,,289
01,3322,1200100,BÀSIQUES A2 ARXIU,12906.52,0,12906.52,2905.71,,2905.71,,2905.71,,290
02,241,4899900,OPE.TRANSF CREACCIÓ,29773.53,0,29773.53,0,,0,,0,,291
02,432,4899900,OPE TRANSF. QUOTA OSONA TURISME,4925,0,4925,0,,0,,0,,292
01,3322,1200600,TRIENNIS ARXIU,2126.18,0,2126.18,580.92,,580.92,,580.92,,293
02,430N,1600000,OPE SEGURETAT SOCIAL NETEJA ADM. GNAL. OPE,6666.74,0,6666.74,0,,0,,0,,294
02,241A,1430014,OPE PERSONAL ACCIONS PROFESSIONALS (tb) FSE,0,0,0,0,,0,,0,,295
02,433,1200100,OPE BASIQUES A2 DINAMITZACIÓ EMPRESARIAL,25813.04,0,25813.04,5551.38,,5551.38,,5551.38,,296
01,3322,1210000,COMPLEMENT DESTINACIÓ ARXIU,8160.88,0,8160.88,1766.25,,1766.25,,1766.25,,297
02,430P,1300100,OPE. GRATIFICACIONS POP-UP EXPRES,0,723.84,723.84,723.84,,723.84,,723.84,,298
02,241A,1600014,OPE SEGURETAT SOCIAL ACCIONS PROFESSIONALS (tb) FSE,0,0,0,0,,0,,0,,299
02,433,1200600,OPE TRIENNIS DINAMITZACIÓ EMPRESARIAL,4826.92,0,4826.92,856.71,,856.71,,856.71,,300
01,3322,1210100,COMPLEMENT ESPECÍFIC ARXIU,8154.12,0,8154.12,2058.9,,2058.9,,2058.9,,301
02,430P,1510000,OPE. GRATIFICACIONS POP-UP EXPRES,0,1538.16,1538.16,882.18,,882.18,,882.18,,302
02,241A,2260614,OPE CURSOS AULA MENTOR,0,0,0,0,,0,,0,,303
02,433,1210000,OPE COMPLEMENT DESTINACIÓ DINAMITZ. EMPRESARIAL,16321.76,0,16321.76,2810.89,,2810.89,,2810.89,,304
02,4312M,2120000,OPE MANTENIMENT EDIFICI MERCAT,0,5663.48,5663.48,1495,,0,,0,,305
01,3322,1500000,PRODUCTIVITAT ARXIU,700,0,700,174.99,,174.99,,174.99,,306
02,241A,2260615,OPE CURSOS AULA MENTOR,0,0,0,0,,0,,0,,307
02,433,1210100,OPE COMPLEMENT ESPECÍFIC DINAMITZ. EMPRESARIAL,17106.96,0,17106.96,3984.43,,3984.43,,3984.43,,308
02,4312M,2120014,OPE MANTENIMENT EDIFICI MERCAT,0,0,0,0,,0,,0,,309
01,3322,1510000,GRATIFICACIONS ARXIU,0.01,0,0.01,0,,0,,0,,310
02,241B,1430014,OPE PERSONAL INSERCIO RMI (fse),0,0,0,0,,0,,0,,311
02,4312M,2120015,OPE MANTENIMENT EDIFICI MERCAT,0,0,0,0,,0,,0,,312
02,433,1500000,OPE PRODUCTIVITAT DINAMITZACIÓ EMPRESARIAL,1400,0,1400,140.01,,140.01,,140.01,,313
01,3322,1600000,SEGURETAT SOCIAL ARXIU,8335.79,0,8335.79,1414.6,,1414.6,,1414.6,,314
02,241B,1430015,BTB 38/15 E1-05 FSE PERSONAL DINAMITZACIO,0,0,0,0,,0,,0,,315
02,4312M,2150012,OPE MANTENIMENT MOBILIARI MERCAT,0,0,0,0,,0,,0,,316
02,433,1510000,OPE GRATIFICACIONS DINAMITZACIÓ EMPRESARIAL,0.01,0,0.01,0,,0,,0,,317
01,9231,1200400,BÀSIQUES C2 PADRO,8378.58,0,8378.58,1815.75,,1815.75,,1815.75,,318
02,241B,1600014,OPE SEGURETAT SOCIAL INSERCIO RMI (fse),0,0,0,0,,0,,0,,319
02,433,1600000,OPE SEGURETAT SOCIAL DINAMITZ. EMPRESARIAL,16498.11,0,16498.11,2103.9,,2103.9,,2103.9,,320
01,9231,1200600,TRIENNIS PADRO,1164.92,0,1164.92,271.2,,271.2,,271.2,,321
02,241B,1600015,BTB 38/15 E1-05 FSE SEGURETAT SOCIAL DINAMITZACIO,0,0,0,0,,0,,0,,322
02,433,2269914,OPE SUPORT EMPRENADORS (fse),0,0,0,0,,0,,0,,323
01,9231,1210000,COMPLEMENT DESTINACIÓ PADRO,4899.02,0,4899.02,1196.22,,1196.22,,1196.22,,324
02,241B,2269914,OPE DESPESES INSERCIO RMI (fse),0,0,0,0,,0,,0,,325
02,433E,2269912,OPE NETWORKING EMPRESES,0,0,0,0,,0,,0,,326
01,9231,1210100,COMPLEMENT ESPECÍFIC PADRO,7083,0,7083,1973.61,,1973.61,,1973.61,,327
02,439,1300000,OPE BÀSIQUES FIRES,9884.84,0,9884.84,2606.97,,2606.97,,2606.97,,328
01,9231,1500000,PRODUCTIVITAT PADRO,700,0,700,174.99,,174.99,,174.99,,329
02,241C,1430014,OPE PERSONAL TECNIC DINAMITZADOR EQUIPMENTS (tb) fse,0,0,0,0,,0,,0,,330
02,241C,1430015,BTB 38/15 E1-04 FSE PERSONAL TREBALLADORA SOCIAL,0,0,0,0,,0,,0,,331
01,9231,1510000,GRATIFICACIONS PADRO,0.01,202.95,202.96,202.95,,202.95,,202.95,,332
02,439,1300100,OPE HORES EXTRES FIRES,0.01,0,0.01,0,,0,,0,,333
02,241C,1600014,OPE SEGURETAT SOCIAL TECNIC DINAMITZADOR EQUIPAMENT (tb) FSE,0,0,0,0,,0,,0,,334
01,9231,1600000,SEGURETAT SOCIAL PADRO,5559.52,0,5559.52,1055.08,,1055.08,,1055.08,,335
02,439,1300200,OPE ALTRES REMUNERACIONS FIRES,17776.24,0,17776.24,3810.48,,3810.48,,3810.48,,336
02,241C,1600015,BTB 38/15 E1-04 FSE SEGURETAT SOCIAL TREBALLADORA SOCIAL,0,0,0,0,,0,,0,,337
02,439,1310000,OPE LABORAL TEMPORAL FIRES,0.01,0,0.01,0,,0,,0,,338
01,925S,2269900,DESPESES DIVERSES DEFENSOR CIUTADÀ,1500,0,1500,982,,982,,0,,339
02,241C,2060015,LLOGUER FOTOCOPIADORA,0,0,0,0,,0,,0,,340
02,439,1500100,OPE PRODUCTIVITAT FIRES,700,0,700,174.99,,174.99,,174.99,,341
01,929J,2150000,MANTENIMENT MOBILIARI I EQUIPS OFICINA,0.01,0,0.01,0,,0,,0,,342
02,241C,2120215,MANTENIMENT EDIFICI CANAL,0,0,0,0,,0,,0,,343
02,439,1510000,OPE GRATIFICACIONS FIRES,0.01,0,0.01,0,,0,,0,,344
02,241CM,2260611,OPE CURS MONITORS SOCIOCULTURALS,0,0,0,0,,0,,0,,345
01,929J,2200000,MATERIAL OFICINA JUTJAT,0.01,0,0.01,0,,0,,0,,346
02,439,1600000,OPE SEGURETAT SOCIAL FIRES,9014.01,0,9014.01,1537.36,,1537.36,,1537.36,,347
02,241D,1200515,OPE BASIQUES AP FOMENT OCUPACIONAL,0,0,0,0,,0,,0,,348
01,929J,2211000,PRODUCTES NETEJA JUTJAT,0.01,0,0.01,0,,0,,0,,349
02,439E,2260900,OPE FESTA DE NADAL A REIS,136000,0,136000,59549.46,,59549.46,,58923.14,,350
01,929J,2219900,SUBMINISTRAMENTS DIVERSOS JUTJAT,0.01,0,0.01,0,,0,,0,,351
02,241D,1210015,OPE COMPLEMENT DESTINACIO FOMENT OCUPACIO,0,0,0,0,,0,,0,,352
02,491,1300100,OPE HORES EXTRES PROGRAMES,0.01,0,0.01,0,,0,,0,,353
01,929J,2269900,DESPESES DIVERSES JUTJAT,0.01,0,0.01,0,,0,,0,,354
02,241D,1210115,OPE COMPLEMENT ESPECIFIC FOMENT OCUPACIO,0,0,0,0,,0,,0,,355
02,491,1310012,OPE PERSONAL TIC (sc),0,0,0,0,,0,,0,,356
02,170,2269900,ACTIVITATS PREVENCIÓ RESIDUS,0,12309.97,12309.97,0,,0,,0,,357
02,491,1500100,OPE PRODUCTIVITAT PROGRAMES,1400,0,1400,116.66,,116.66,,116.66,,358
02,241D,1430011,OPE PERSONAL DINAMITZADOR INNOVADORS,0,0,0,0,,0,,0,,359
02,231D,2120015,MANTENIMENT EDIFICI BENESTAR SOCIAL,0,0,0,0,,0,,0,,360
02,491,1510000,OPE GRATIFICACIONS PROGRAMES,0.01,0,0.01,0,,0,,0,,361
02,241D,1600011,OPE SEGURETAT SOCIAL DINAMITZADOR INNOVADORS,0,0,0,0,,0,,0,,362
02,241,1300000,OPE.BÀSIQUES FOMENT DE L'OCUPACIÓ,12906.52,0,12906.52,3537.87,,3537.87,,3537.87,,363
02,491,2261409,OPE CIUTATS DIGITALS,0,0,0,0,,0,,0,,364
02,241D,1600015,OPE SEGURETAT SOCIAL FOMENT OCUPACIO,0,0,0,0,,0,,0,,365
02,241,1300100,OPE.HORES EXTRES FOMENT OCUPACIÓ,0.01,0,0.01,0,,0,,0,,366
02,929,2270000,OPE. NETEJA WC PLAÇA,0.01,0,0.01,0,,0,,0,,367
02,241D,2269911,OPE DESPESES DINAMITZADORS,0,0,0,0,,0,,0,,368
02,4312,2269915,OPE ACCIONS MERCAT MUNICIPAL (db),0,0,0,0,,0,,0,,369
02,241,1300200,OPE.ALTRES REMUNERACIONS FOMENT DE L'OCUPACIÓ,18667.72,0,18667.72,3710.31,,3710.31,,3710.31,,370
02,241DI,2269910,OPE DESPESES PROG.DIPOSITIU INSERCIO,0,0,0,0,,0,,0,,371
02,4313,1300100,OPE HORES EXTRES MERCAT,0.01,0,0.01,0,,0,,0,,372
02,241E,1430015,BTB 38/15 DX-08 FSE PERSONAL ENGINYER FIBRA OPTICA,0,0,0,0,,0,,0,,373
02,4313,1310000,OPE PERSONAL TEMPORAL MERCAT,13316.4,0,13316.4,0,,0,,0,,374
02,241E,1600015,BTB 38/15 DX-08 FSE SEGURETAT SOCIAL ENGINYER FIBRA OPTICA,0,0,0,0,,0,,0,,375
02,4313,1310014,OPE PERSONAL TEMPORAL MERCAT,0,0,0,0,,0,,0,,376
02,241E,2260612,OPE CURS ELECTROMECANICA,0,0,0,0,,0,,0,,377
02,4313,1310015,OPE PERSONAL TEMPORAL MERCAT,0,0,0,0,,0,,0,,378
02,241ET,2269912,OPE DESPESES ESPORT I TREBALL,0,0,0,0,,0,,0,,379
02,4313,1500100,OPE PRODUCTIVITAT MERCAT,700,0,700,0,,0,,0,,380
02,241ET,2269913,OPE DESPESES ESPORT I TREBALL,0,0,0,0,,0,,0,,381
02,4313,1600000,OPE SEGURETAT SOCIAL MERCAT,4422.17,0,4422.17,253.24,,253.24,,253.24,,382
02,241F,1210113,OPE COMPLEMENT ESPECIFIC FEINATECA,0,0,0,0,,0,,0,,383
02,4313,2269900,OPE DESPESES DIVERSES MERCATS,800,0,800,0,,0,,0,,384
02,241F,1430015,OPE PERSONAL FEINATECA,0,0,0,0,,0,,0,,385
02,4313A,2269915,OPE ACCIONS MERCATS SETMANALS  (db),0,0,0,0,,0,,0,,386
02,241F,1500014,OPE PRODUCTIVITAT FEINATECA,0,0,0,0,,0,,0,,387
02,432B,4899900,OPE TRANSF. QUOTA BTT,750,0,750,0,,0,,0,,388
02,241F,1600015,OPE SEGURETAT SOCIAL FEINATECA,0,0,0,0,,0,,0,,389
02,432C,2269900,OPE MANTENIMENT GR VORA TER,0.01,0,0.01,0,,0,,0,,390
02,241F,2260614,OPE FORMACIO FOAP 2014 (fse),0,0,0,0,,0,,0,,391
02,433A,2269914,OPE ACCIONS EMPRESES,0,0,0,0,,0,,0,,392
02,241F,2269910,OPE DESPESES PROG.FORMACIO DONES,0,0,0,0,,0,,0,,393
02,433A,2269915,OPE ACTIVITATS COMERÇ I CULTURA (db),0,0,0,0,,0,,0,,394
02,241F,2269913,OPE DESPESES FEINATECA,0,0,0,0,,0,,0,,395
02,241F,2269914,OPE DESPESES FEINATECA,0,0,0,0,,0,,0,,396
02,433AI,2269914,OPE ALTRES INNOVACAT,0,0,0,0,,0,,0,,397
02,433C,2269913,OPE SERVEIS EMPRESES CSE,0,0,0,0,,0,,0,,398
02,241FO,2260615,OPE CURS 15/FOAP/269/0126443 FSE,0,0,0,0,,0,,0,,399
02,241G,1430013,OPE PERSONAL PLANS 2013/PANP/SPO/0068-FSE,0,0,0,0,,0,,0,,400
03,326T,2120100,MANTENIMENT INSTAL.LACIONS TRIPIJOC,900,0,900,173.08,,173.08,,173.08,,401
03,326T,2210000,ENERGIA ELECTRICA TRIPIJOC,2486.42,0,2486.42,0,,0,,0,,402
03,326T,2210100,AIGUA TRIPIJOC,200,0,200,0,,0,,0,,403
03,342F,2210014,ENERGIA ELECTRICA CAMP DE FUTBOL,0,0,0,0,,0,,0,,404
03,327I,1210014,COMPLEMENT DESTINACIO IMMIGRACIO,0,0,0,0,,0,,0,,405
03,925,1600000,SEGURETAT SOCIAL ATENCIÓ CIUTADANA,5805.04,0,5805.04,781.52,,781.52,,781.52,,406
03,1532,2219900,SUBMINISTRAMENT DE SAL,1500,0,1500,0,,0,,0,,407
03,342F,2210100,AIGUA CAMP DE FUTBOL,1500,0,1500,0,,0,,0,,408
03,151,1500000,PRODUCTIVITAT URBANISME,4900,0,4900,1049.94,,1049.94,,1049.94,,409
03,327S,2120000,MANTENIMENT EDIFICI SIDRAL,1500,0,1500,0,,0,,0,,410
09,231,1300100,HORES EXTRES ASSISTÈNCIA SOCIAL,0.01,0,0.01,0,,0,,0,,411
03,1532,6190014,ROTONDA CRUILLA B-522/BV5224,0,0,0,0,,0,,0,,412
08,130,1200400,BÀSIQUES C2 ADM. GNAL. SEGURETAT,50271.48,0,50271.48,10970.45,,10970.45,,10970.45,,413
03,342F,2210300,COMBUSTIBLE CAMP DE FUTBOL,14000,0,14000,0,,0,,0,,414
02,433C,2269915,OPE.PIFE-072-15 CATALUNYA EMPRÈN FSE,0,0,0,0,,0,,0,,415
03,151,1510000,GRATIFICACIONS URBANISME,0.01,0,0.01,0,,0,,0,,416
09,231,1300200,ALTRES REMUNERACIONS ASSISTÈNCIA SOCIAL,78678.52,0,78678.52,15455.03,,15455.03,,15455.03,,417
03,1532,6190114,ROTONDA PSG TER/CAN MOLAS,0,0,0,0,,0,,0,,418
08,130,1200600,TRIENNIS ADM.GNAL.SEGURETAT,6349.3,0,6349.3,1374.68,,1374.68,,1374.68,,419
03,342FD,2120015,ARRANJAMENT CAMP MPAL ESPORTS,0,0,0,0,,0,,0,,420
03,151,1600000,SEGURETAT SOCIAL URBANISME,65306.8,0,65306.8,10970.58,,10970.58,,10970.58,,421
02,433C,4899900,OPE TRANF DINAMITZACIO COMERCIAL MAB,14000,0,14000,14000,,14000,,0,,422
03,1532B,2210000,ENERGIA ELÈCTRICA NAUS PYSESA,10300,0,10300,191.98,,191.98,,191.98,,423
09,231,1310000,LABORAL TEMPORAL ASSISTÈNCIA SOCIAL,0.01,0,0.01,0,,0,,0,,424
08,130,1210000,COMPLEMENT DESTINACIÓ ADM. GNAL. SEGURETAT,25777.57,0,25777.57,5783.01,,5783.01,,5783.01,,425
03,425,2250000,IMPOST PRODUCCIÓ ENERGIA ELECTRICA,3100,0,3100,85.04,,85.04,,85.04,,426
03,151,2210000,ENERGIA ELECTRICA ALTRES EDIFICIS,3000,0,3000,313.43,,313.43,,313.43,,427
03,327S,2120100,MANTENIMENT INSTAL·LACIONS SIDRAL,1300,0,1300,516.43,,516.43,,41.26,,428
02,433CC,2269900,OPE.CAMPANYA DINAMITZACIO COMERÇ CENTRE,8000,0,8000,0,,0,,0,,429
09,231D,1500000,PRODUCTIVITAT DEPENDÈNCIA,700,0,700,0,,0,,0,,430
09,231,1500000,PRODUCTIVITAT ASSISTÈNCIA SOCIAL,4900,0,4900,1172.43,,1172.43,,1172.43,,431
03,1532B,2210100,AIGUA NAUS PYSESA,200,0,200,0,,0,,0,,432
03,430,2120000,MANTENIMENT EDIFICI OPE,3500,0,3500,0,,0,,0,,433
08,130,1210100,COMPLEMENT ESPECÍFIC ADM. GNAL. SEGURETAT,60504.9,0,60504.9,15330.15,,15330.15,,15330.15,,434
03,151,2269913,OBRES SUBSIDIARIES,0,0,0,0,,0,,0,,435
03,327S,2120215,MANTENIMENT SIDRAL,0,0,0,0,,0,,0,,436
02,433F,2269900,OPE. PLANIFICACIÓ ESTRATÈGICA  (fse),0,0,0,0,,0,,0,,437
09,231D,1500100,PRODUCTIVITAT DEPENDÈNCIA,700,0,700,174.99,,174.99,,174.99,,438
09,231,1500100,PRODUCTIVITAT ASSISTÈNCIA SOCIAL,2800,0,2800,699.96,,699.96,,699.96,,439
03,160C,2279900,INSPECCIONS XARXA CLAVEGUERAM,0.01,0,0.01,0,,0,,0,,440
08,130,1300100,HORES EXTRES ADM.GNAL.SEGURETAT,0.01,0,0.01,0,,0,,0,,441
03,151,2270600,ESTUDIS I TREBALLS TECNICS,18513,0,18513,0,,0,,0,,442
03,327S,2210200,GAS SIDRAL,4248,0,4248,294.42,,294.42,,294.42,,443
03,430,2120014,MANTENIMENT EDIFICI OPE,0,0,0,0,,0,,0,,444
09,231D,1510000,GRATIFICACIONS DEPENDÈNCIA,0.01,0,0.01,0,,0,,0,,445
02,433F,2269915,OPE PLANIFICACIO ESTRATEGICA (fse),0,0,0,0,,0,,0,,446
09,231,1510000,GRATIFICACIONS ASSISTÈNCIA SOCIAL,0.01,0,0.01,0,,0,,0,,447
08,130,1310000,PERSONAL TEMPORAL POLICIA,22191.9,0,22191.9,5268.51,,5268.51,,5268.51,,448
03,1622B,2210000,ENERGIA ELÈCTRICA DEIXALLERIA,4500,0,4500,0,,0,,0,,449
03,151,6090906,URBANITZACIO SECTOR LA PIARA,0,0,0,0,,0,,0,,450
03,327SI,2210000,ENERGIA ELÈCTRICA SIDRAL,2800,0,2800,138.53,,138.53,,138.53,,451
03,430,2120100,MANTENIMENT INSTAL·LACIONS EDIFICI OPE,4500,0,4500,380.93,,380.93,,380.93,,452
09,231D,1600000,SEGURETAT SOCIAL DEPENDÈNCIA,10930.98,0,10930.98,993.1,,993.1,,993.1,,453
09,231,1600000,SEGURETAT SOCIAL ASSISTÈNCIA SOCIAL,105831.76,1936.66,107768.42,18412.95,,18412.95,,18412.95,,454
03,1622B,2210100,AIGUA DEIXALLERIA,800,0,800,0,,0,,0,,455
02,433H,2269914,OPE CARTA SERVEIS EMPRESES,0,0,0,0,,0,,0,,456
03,151,6190113,OBRES PLAÇA,0,0,0,0,,0,,0,,457
03,327SI,2210100,AIGUA SIDRAL,200,0,200,0,,0,,0,,458
08,130,1500000,PRODUCTIVITAT ADM.GNAL.SEGURETAT,19350,0,19350,4846.92,,4846.92,,4846.92,,459
09,231D,2140000,MANTENIMENT VEHICLES,1500,0,1500,0,,0,,0,,460
03,430,2120114,MANTENIMENT INSTAL.LACIONS EDIFICI OPE,0,0,0,0,,0,,0,,461
09,231,2020000,LLOGUER  LOCAL SS,7260,0,7260,0,,0,,0,,462
03,165A,2210000,ENERGIA ELÈCTRICA VIES PÚBLIQUES,403919.1,0,403919.1,23628.28,,23628.28,,23628.28,,463
02,433I,1200013,OPE BASIQUES A1 PROJ.INNOVADORS,0,0,0,0,,0,,0,,464
03,330A,2120000,MANTENIMENT CAN PUGET,3500,0,3500,0,,0,,0,,465
08,130,1500100,PRODUCTIVITAT ADM.GNAL.SEGURETAT,4400,0,4400,1196.91,,1196.91,,1196.91,,466
03,151,6191008,1A FASE PLAÇA DELS ALBERS,0,0,0,0,,0,,0,,467
03,430,2210000,ENERGIA ELÈCTRICA OPE,16285,0,16285,1269.4,,1269.4,,1269.4,,468
09,231D,2210300,CARBURANT VEHICLES,1000,0,1000,22.79,,22.79,,22.79,,469
09,231,2060000,LLOGUER FOTOCOPIADORES SS,2321,0,2321,321.03,,321.03,,0,,470
02,433I,1210013,OPE COMP DESTINACIO PROJ.INNOVADORS,0,0,0,0,,0,,0,,471
03,171F,2100000,MANTENIMENT INFRA. VIES PÚBLIQUES FONTS PLAÇA,10034.04,0,10034.04,0,,0,,0,,472
03,330A,2120100,MANTENIMENT INSTAL·LACIONS CAN PUGET,6500,0,6500,1830.12,,335.12,,335.12,,473
08,130,1510000,GRATIFICACIONS ADM.GNAL.SEGURETAT,0.01,0,0.01,0,,0,,0,,474
03,151,6210015,ADQUISICIO TERRENYS,0,0,0,0,,0,,0,,475
03,430,2210100,AIGUA EDIFICI OPE,200,0,200,0,,0,,0,,476
09,231D,2269915,PLA DROGODEPENDENCIA ATERRA,0,0,0,0,,0,,0,,477
09,231,2120200,SISTEMES DE SEGURETAT,0,3900,3900,0,,0,,0,,478
02,433I,1210113,OPE COMPL ESPECIFIC PROJ.INNOVADORS,0,0,0,0,,0,,0,,479
03,330A,2120114,MANTENIMENT INSTAL.LACIONS CAN PUGET,0,0,0,0,,0,,0,,480
03,171P,2100100,MANTENIMENT ASCENSOR  PLAÇA I ALTRES,2600,0,2600,1495,,0,,0,,481
03,151,6230312,ENLLUMENAT SECTOR CAVALLERIA,0,0,0,0,,0,,0,,482
09,231,2150000,CONSERVACIÓ MOBILIARI BENESTAR SS,435,0,435,47.7,,47.7,,0,,483
03,4312M,2030015,LLOGUER GENERADOR MERCAT,0,0,0,0,,0,,0,,484
09,231D,2279900,EXTERNALITZACIÓ BUS,39182.16,0,39182.16,6530.36,,6530.36,,0,,485
08,130,1600000,SEGURETAT SOCIAL ADM.GNAL.SEGURETAT,51027.41,0,51027.41,8578.17,,8578.17,,8578.17,,486
03,330A,2210000,ENERGIA ELÈCTRICA CAN PUGET,14935,0,14935,359.98,,359.98,,359.98,,487
02,433I,2269912,OPE ESTUDIS MILLORA POLITIQUES DL,0,0,0,0,,0,,0,,488
03,171P,2100114,"MANTENIMENT ASCENSOR, FONTS PLAÇA I ALTRES",0,0,0,0,,0,,0,,489
08,130,2030000,RENTING MATERIAL XARXA RESCAT,5928.4,0,5928.4,988.06,,988.06,,988.06,,490
03,151,6400015,TREBALLS REVISIO POUM,0,0,0,0,,0,,0,,491
09,231D,4650000,CONSELL COMARCAL BAT,7273,0,7273,7273,,0,,0,,492
09,231,2200000,DESPESES MATERIAL OFICINA SS,4600,0,4600,393.28,,393.28,,310.2,,493
03,432,2120100,MANTENIMENT INSTAL.LACIONS EMBARCADOR,1000,0,1000,0,,0,,0,,494
03,330A,2210100,AIGUA CAN PUGET,600,0,600,0,,0,,0,,495
08,130,2060000,LLOGUER FOTOCOPIADORA,740.67,0,740.67,60.18,,60.18,,0,,496
03,1521,2020000,LLOGUER ADICSA HABITATGES DE CESSIÓ,7000,0,7000,0,,0,,0,,497
09,231D,4890000,CONVENI ADFO,3205.95,0,3205.95,0,,0,,0,,498
02,433I,2269913,OPE PROJECTE INNOVADORS,0,0,0,0,,0,,0,,499
09,231,2211000,PRODUCTES NETEJA SS,900,0,900,74.5,,74.5,,0,,500
03,171P,2210000,ENERGIA ELÈCTRICA PLAÇA,3000,0,3000,0,,0,,0,,501
03,330A,6320013,CULTURA ADEQUACIO ESPAIS,0,0,0,0,,0,,0,,502
03,432,2210000,ENERGIA ELÈCTRICA EMBARCADOR,2060,0,2060,110.12,,110.12,,110.12,,503
08,130,2130100,CALIBRACIÓ SONÒMETRE I ALTRES,350,0,350,0,,0,,0,,504
02,433ID,2269915,IE-13/15 2-03 ESS SECTOR EMERGENT,0,0,0,0,,0,,0,,505
09,231D,4890200,CONVENI ST. TOMAS,7351,0,7351,0,,0,,0,,506
03,1521,2120000,MANTENIMENT HABITAGES DECESSIÓ,1000,0,1000,0,,0,,0,,507
09,231,2219900,SUBMINISTRAMENTS DIVERSOS SS,0.01,0,0.01,0,,0,,0,,508
03,3321B,2120000,MANTENIMENT EDIFICI  BIBLIOTECA B. MORGADES,1300,0,1300,0,,0,,0,,509
03,432,2210100,AIGUA EMBARCADOR,200,0,200,0,,0,,0,,510
08,130,2140000,CONSERV. ELEMENTS TRANSPORT,5000,0,5000,115.62,,115.62,,57.81,,511
02,433IE,2269915,IE-13/15 2-01 ROL ADM ESS,0,0,0,0,,0,,0,,512
09,231DR,2269900,DROGODEPENDÈNCIES,2500,0,2500,1468.5,,1468.5,,1188,,513
03,171P,2210100,AIGUA PARCS I JARDINS,6200,0,6200,0,,0,,0,,514
03,1521,2210000,ENERGIA ELECTRICA HABITATGES DE CESSIO,2500,0,2500,492.12,,492.12,,492.12,,515
02,433IF,2269911,IE-13/15 2-04 ECONOMIA PLURAL,0,0,0,0,,0,,0,,516
03,432C,2120100,MANTENIMENT CAMPANAR,5000,0,5000,1609.56,,114.56,,0,,517
08,130,2150000,MANTENIMENT EQUIP KEY CONTROL,665.5,0,665.5,0,,0,,0,,518
09,231G,2269900,DESPESES GESTIÓ FONS COOPERACIÓ,1600,0,1600,0,,0,,0,,519
09,231,2230000,TRANSPORT TAC OSONA,11052,0,11052,2031.63,,2031.63,,0,,520
03,3321B,2120100,MANTENIMENT INSTAL. BIBLIOTECA B. MORGADES,2250,0,2250,99.9,,99.9,,99.9,,521
03,231A,2120000,MANTENIMENT PIS ACOLLIDA,1000,0,1000,85.91,,85.91,,85.91,,522
03,1521,2210015,ENERGIA ELECTRICA HABITAGES DE CESSIO,0,0,0,0,,0,,0,,523
03,433,2269900,INFORMES  CONSELL COMARCAL,400,0,400,0,,0,,0,,524
02,433IG,2269915,IE-13/15 2-02 XARXA ESS,0,0,0,0,,0,,0,,525
09,231,2260200,PUBLICITAT I PROPAGANDA SS,3000,0,3000,145.2,,145.2,,145.2,,526
09,231G,4899900,QUOTA ANUAL FONS COOPERACIÓ,1100,0,1100,0,,0,,0,,527
08,130,2160000,MANTENIMENT FOTOCOPIADORA,4500,0,4500,239.77,,239.77,,239.77,,528
02,433P,2269900,OPE ACCIONS PROMOCIÓ I DINAMITZACIÓ,19500,0,19500,332.65,,332.65,,0,,529
03,3321B,2210000,ENERGIA ELÈCTRICA EDIFICI B. MORGADES,13493,0,13493,2734.69,,2734.69,,2734.69,,530
03,433,4790000,APORTACIÓ TAXA LLICÈNCIES ACTIVITATS,350,0,350,0,,0,,0,,531
03,1521,2210100,AIGUA HABITATGES DE CESSIÓ,1500,0,1500,0,,0,,0,,532
03,231A,2210000,ENERGIA ELÈCTRICA PIS ACOLLIDA,2000,0,2000,115.08,,115.08,,115.08,,533
09,231,2269900,DESPESES DIVERSES SS,1174,0,1174,99.07,,99.07,,0,,534
09,231I,1200400,BASIQUES C2 ATENCIO INFANCIA,0,4254.69,4254.69,1210.5,,1210.5,,1210.5,,535
08,130,2200000,SUBMINISTRAMENT TRÍPTICS/DENÚNCIES,1000,0,1000,0,,0,,0,,536
03,1521A,2269911,ACTIVITATS D'HABITATGE,0,0,0,0,,0,,0,,537
03,452,2100200,MANTENIMENT CANAL INDUSTRIAL,4000,0,4000,1007.01,,1007.01,,620.63,,538
03,3321B,2210100,AIGUA EDIFICI B MORGADES,200,0,200,0,,0,,0,,539
09,231,2269914,ACTIVITATS IGUALTAT,0,0,0,0,,0,,0,,540
09,231I,1210000,COMPL DESTI ATENCIÓ INFANCIA,0,1529.85,1529.85,434.7,,434.7,,434.7,,541
