Org_,Fun_,Eco_,Descripció,Crèdits_inicials,Modificacions_de_crèdit,Crèdits_totals_consignats,Disposicions_o_compromisos,F__Despesa_compromesa_respecte_e,Obligacions_reconegudes,F__Obligacions_reconegudes_respe,Pagaments_fets,F__Pagaments_fets_respecte_les_o,FID,Desc_Org
03,241S,2210300,COMBUSTIBLE EDIFICI SEFED,4000,0,4000,0,,0,,0,,614,Serveis Territorials
03,333,2210000,ENERGIA ELÈCTRICA MT,20500,0,20500,11345.39,,11345.39,,8650.07,,615,Serveis Territorials
09,231,6230000,MAQUINARIA SS,0,0.01,0.01,0,,0,,0,,616,Benestar Social
03,920,2210100,AIGUA AJUNTAMENT,800,0,800,77.64,,77.64,,77.64,,617,Serveis Territorials
03,171P,2210100,AIGUA PARCS I JARDINS,6200,0,6200,584.6,,584.6,,584.6,,618,Serveis Territorials
03,150,2140000,CONSERV. MATERIAL TRANSPORT,2000,0,2000,0,,0,,0,,619,Serveis Territorials
08,130,2270000,SERVEI NETEJA POLICIA,0.01,0,0.01,0,,0,,0,,620,Policia
02,432B,4899900,OPE TRANSF. QUOTA BTT,750,0,750,0,,0,,0,,621,Promoció Econòmica
03,920,2210200,GAS AJUNTAMENT,16683,0,16683,7451.84,,7451.84,,7451.84,,622,Serveis Territorials
09,231,6250000,MOBILIARI SS,0,0.01,0.01,0,,0,,0,,623,Benestar Social
03,231,2120000,MANTENIMENT EDIFICI SS,1500,0,1500,160.48,,160.48,,160.48,,624,Serveis Territorials
03,323A,2120000,MANTENIMENT EDIFICI PUIG AGUT,8500,0,8500,1689.83,,1689.83,,1689.83,,625,Serveis Territorials
03,333,2210100,AIGUA MT,800,0,800,29.12,,29.12,,29.12,,626,Serveis Territorials
03,150,2210300,COMBUSTIBLES I CARBURANTS,1000,0,1000,37,,37,,37,,627,Serveis Territorials
08,130,6250000,MOBILIARI,0,0.01,0.01,0,,0,,0,,628,Policia
03,920,2279900,CONSERV. ENLLUMENAT INST. MPALS,10000,0,10000,612.63,,612.63,,612.63,,629,Serveis Territorials
09,231,6290000,ALTRES INVERSIONS SS,0,0.01,0.01,0,,0,,0,,630,Benestar Social
02,432C,2269900,OPE MANTENIMENT GR VORA TER,0.01,0,0.01,0,,0,,0,,631,Promoció Econòmica
03,333A,2210000,ENERGIA ELECTRICA MAGATZEM MT,3000,0,3000,1146.72,,1146.72,,1146.72,,632,Serveis Territorials
03,231,2120100,MANTENIMENT INSTAL·LACIONS SS,2500,0,2500,1516.16,,21.16,,21.16,,633,Serveis Territorials
03,323A,2120100,MANTENIMENT INSTAL.LACIONS EDIFICI PUIG AGUT,5500,0,5500,2908.58,,1413.58,,1413.58,,634,Serveis Territorials
03,920,6320000,ADEQUACIÓ EDIFICI AJUNTAMENT,0,0.01,0.01,0,,0,,0,,635,Serveis Territorials
09,231A,2120000,INSTAL.LACIONS PISOS BS,0,1287.7,1287.7,0,,0,,0,,636,Benestar Social
03,150,2269900,DESPESES PLAQUES I ALTRES,1500,0,1500,0,,0,,0,,637,Serveis Territorials
03,333A,2210200,GAS MT,7500,0,7500,3399.92,,3399.92,,3162.76,,638,Serveis Territorials
08,130,6290000,ALTRES INVERSIONS,0,0.01,0.01,0,,0,,0,,639,Policia
02,433A,2269914,OPE ACCIONS EMPRESES,0,13039.65,13039.65,900,,900,,0,,640,Promoció Econòmica
03,231,2210000,ENERGIA ELÈCTRICA SS,10000,0,10000,5795.22,,5795.22,,5795.22,,641,Serveis Territorials
03,323A,2210000,ENERGIA ELECTRICA PUIG AGUT,16500,0,16500,4707.94,,4707.94,,4707.94,,642,Serveis Territorials
03,150,6260015,EQUIPS INFORMATICS,0,2500,2500,2411.53,,2411.53,,2411.53,,643,Serveis Territorials
09,231A,2150000,CONSERVACIÓ MOBILIARI PIS ACOLLIDA,243,0,243,0,,0,,0,,644,Benestar Social
03,334,6220013,OBRES TEATRE CENTRE,0,290864.38,290864.38,72736.56,,0,,0,,645,Serveis Territorials
03,920C,2120000,SERVEIS PERSONALS MANTENIMENT EDIFICI,1800,0,1800,174.48,,174.48,,174.48,,646,Serveis Territorials
08,130A,2210400,VESTUARI SEGURETAT,0,0,0,0,,0,,0,,647,Policia
02,433A,2269915,OPE ACTIVITATS COMERÇ I CULTURA (db),0,5506.65,5506.65,216.15,,216.15,,216.15,,648,Promoció Econòmica
03,231,2210100,AIGUA SERVEIS SOCIALS,600,0,600,44.11,,44.11,,44.11,,649,Serveis Territorials
03,323A,2210100,AIGUA PUIG AGUT,1000,0,1000,157.03,,157.03,,157.03,,650,Serveis Territorials
03,920C,2120100,SERVEIS PERSONALS MANTENIMENTS INSTAL·LACIONS,3000,0,3000,379.56,,379.56,,379.56,,651,Serveis Territorials
09,231A,2200015,MATERIAL OFICINA SS,0,425.91,425.91,0,,0,,0,,652,Benestar Social
03,150I,1200400,BASIQUES C2 INTERMEDIACIÓ HABITATGE SIDH,0,3456.88,3456.88,1541.7,,1541.7,,1541.7,,653,Serveis Territorials
03,342A,2120000,MANTENIMENT EDIFICI PISCINES,20000,0,20000,10579.14,,2343.88,,2343.88,,654,Serveis Territorials
02,433AA,2269914,OPE APARADORS ARTISTICS,0,1800.39,1800.39,0,,0,,0,,655,Promoció Econòmica
08,130P,2219900,MATERIAL TÈCNIC I ESPECÍFIC,3000,0,3000,0,,0,,0,,656,Policia
03,231,6320014,REHABILITACIÓ MOLI MIARONS,0,2271.42,2271.42,0,,0,,0,,657,Serveis Territorials
03,323A,2210200,GAS PUIG AGUT,17000,0,17000,9001.68,,9001.68,,9001.68,,658,Serveis Territorials
03,920C,2120215,MANTENIMENTS INSTAL.LACIONS SERVEIS PERSONALS,0,600,600,0,,0,,0,,659,Serveis Territorials
03,342A,2120100,MANTENIMENT INSTAL·LACIONS PISCINES,36000,0,36000,7964.31,,7964.31,,7964.31,,660,Serveis Territorials
09,231A,2269900,ACTIVITATS IGUALTAT,2500,0,2500,1288,,1288,,1288,,661,Benestar Social
03,150I,1210000,COMPL DESTI INTERMEDIACIÓ HABITATGE SIDH,0,1242.98,1242.98,554.23,,554.23,,554.23,,662,Serveis Territorials
02,433AI,2269900,OPE ALTRES INNOVACAT,0,58000,58000,0,,0,,0,,663,Promoció Econòmica
08,132,1200300,BÀSIQUES C1 SEGURETAT,19769.68,295714.87,315484.55,155563.45,,155563.45,,155563.45,,664,Policia
03,241,2219900,MATERIAL PLANS OCUPACIÓ,0.01,0,0.01,0,,0,,0,,665,Serveis Territorials
03,323B,2120000,MANTENIMENT EDIFICI POMPEU FABRA,7500,-757,6743,2375.03,,2375.03,,2375.03,,666,Serveis Territorials
03,920C,2210000,SERVEIS PERSONALS ENERGIA ELÈCTRICA,10000,0,10000,2131.47,,2131.47,,2131.47,,667,Serveis Territorials
09,231A,2269913,POLITIQUES D'IGUALTAT,0,22,22,0,,0,,0,,668,Benestar Social
03,342A,2120215,ADEQUACIÓ TERRA PISCINA,0,10000,10000,0,,0,,0,,669,Serveis Territorials
03,323,2120000,MANTENIMENT EDIFICI COLORS,8500,0,8500,3983.03,,3983.03,,3983.03,,670,Serveis Territorials
08,132,1200400,BÀSIQUES C2 SEGURETAT,251357.4,-251357.4,0,0,,0,,0,,671,Policia
03,323B,2120100,MANTENIMENT INATAL.LACIONS POMPEU FABRA,5000,0,5000,3554.26,,2059.26,,2059.26,,672,Serveis Territorials
03,150I,1210100,COMPL ESPECIFIC INTERMEDIACIÓ HABITATGE SIDH,0,3024.29,3024.29,1386.35,,1386.35,,1386.35,,673,Serveis Territorials
02,433AI,2269914,OPE ALTRES INNOVACAT,0,22905.78,22905.78,22064.58,,22064.58,,8950.6,,674,Promoció Econòmica
03,920C,2210200,SERVEIS PERSONALS GAS,6000,0,6000,3632.76,,3632.76,,3632.76,,675,Serveis Territorials
09,231A,4800000,PRESTACIONS ECON INDIV.AJUTS TARGETA MONEDER,0,49050,49050,0,,0,,0,,676,Benestar Social
03,342A,2210000,ENERGIA ELÈCTRICA PISCINES,90000,0,90000,35603.87,,35603.87,,20217.45,,677,Serveis Territorials
03,323,2120100,MANTENIMENT INSTAL.LACIONS EDIFICI COLORS,3000,0,3000,1084.49,,1084.49,,1084.49,,678,Serveis Territorials
02,433C,2269913,OPE SERVEIS EMPRESES CSE,0,25838.57,25838.57,1437.5,,1437.5,,1437.5,,679,Promoció Econòmica
03,342A,2210100,AIGUA PISCINES,9200,0,9200,1969.07,,1969.07,,1969.07,,680,Serveis Territorials
09,231A,4800015,PRESTACIONS ECONOMIQUES AJUTS SOCIALS,0,6535.21,6535.21,0,,0,,0,,681,Benestar Social
03,920G,2120000,MANTENIMENT EDIFICIS VARIS,7500,0,7500,1182.46,,1182.46,,1182.46,,682,Serveis Territorials
03,323B,2120114,MANTENIMENT INSTAL.LACIONS POMPEU FABRA,0,0,0,0,,0,,0,,683,Serveis Territorials
03,150I,1500000,PRODUCTIVITAT INTERMEDIACIÓ HABITAGE SIDH,0,0.01,0.01,0,,0,,0,,684,Serveis Territorials
08,132,1200600,TRIENNIS SEGURETAT,43711.4,2367.78,46079.18,21834.19,,21834.19,,21834.19,,685,Policia
03,323,2120215,MANTENIMENT EDIFICI COLORS,0,600,600,0,,0,,0,,686,Serveis Territorials
03,342A,2210200,GAS CALEFACCIÓ PISCINES,72000,0,72000,35068.67,,35068.67,,35068.67,,687,Serveis Territorials
02,433C,2269915,OPE.PIFE-072-15 CATALUNYA EMPRÈN FSE,0,22050,22050,0,,0,,0,,688,Promoció Econòmica
09,231A,4800200,CONVENI ASPERGER,500,0,500,500,,250,,0,,689,Benestar Social
03,323B,2120215,MANTENIMENT POMPEU FABRA,0,600,600,0,,0,,0,,690,Serveis Territorials
03,920G,2120014,MANTENIMENT EDIFICIS VARIS,0,1064.34,1064.34,0,,0,,0,,691,Serveis Territorials
03,150I,1600000,SEGURETAT SOCIAL INTERMEDIACIÓ HABITAGE SIDH,0,2371.49,2371.49,671.03,,671.03,,671.03,,692,Serveis Territorials
03,323,2210000,ENERGIA ELECTRICA COLORS,11301.16,0,11301.16,1846.65,,1846.65,,1187.83,,693,Serveis Territorials
08,132,1210000,COMPLEMENTÀRIES DESTINACIÓ SEGURETAT,163978.94,1258.49,165237.43,82342.24,,82342.24,,82342.24,,694,Policia
03,342AI,2120100,MANTENIMENT SISTEMA PLC PISCINES,7200,0,7200,7037.36,,2345.8,,2345.8,,695,Serveis Territorials
02,433C,4899900,OPE TRANF DINAMITZACIO COMERCIAL MAB,14000,0,14000,14000,,14000,,0,,696,Promoció Econòmica
09,231A,4890000,CONVENI TAPIS,0,0,0,0,,0,,0,,697,Benestar Social
03,920G,2120215,MANTENIMENT EDIFICI VARIS,0,2000,2000,0,,0,,0,,698,Serveis Territorials
03,323B,2210000,ENERGIA ELECTRICA POMPEU FABRA,14850.09,0,14850.09,6547.58,,6547.58,,6547.58,,699,Serveis Territorials
03,323,2210100,AIGUA COLORS,600,0,600,67.05,,67.05,,67.05,,700,Serveis Territorials
03,342B,2120000,MANTENIMENT EDIFICI PAVELLÓ,6000,0,6000,3125.57,,3125.57,,3125.57,,701,Serveis Territorials
02,433CC,2269900,OPE.CAMPANYA DINAMITZACIO COMERÇ CENTRE,8000,0,8000,2175.18,,2175.18,,2175.18,,702,Promoció Econòmica
08,132,1210100,COMPLEMENT ESPECÍFIC SEGURETAT,491435.04,-47500.7,443934.34,219633.78,,219633.78,,219633.78,,703,Policia
03,150I,6260000,EQUIPS TRACTAMENT INFORMACIÓ,0,1654.95,1654.95,0,,0,,0,,704,Serveis Territorials
09,231A,6290000,ALTRES INVERSIONS PISOS BS,0,1546.38,1546.38,0,,0,,0,,705,Benestar Social
03,920G,2210100,AIGUA ALTRES EDIFICIS,1000,0,1000,47.64,,47.64,,47.64,,706,Serveis Territorials
03,342B,2120100,MANTENIMENT INSTAL·LACIONS PAVELLÓ,10000,0,10000,3302.22,,1807.22,,1807.22,,707,Serveis Territorials
03,323B,2210100,AIGUA POMPEU FABRA,1000,0,1000,381.11,,381.11,,381.11,,708,Serveis Territorials
03,323,2210200,GAS COLORS,14049,0,14049,5021.15,,5021.15,,4125.35,,709,Serveis Territorials
02,433F,2269900,OPE. PLANIFICACIÓ ESTRATÈGICA  (fse),0,0,0,0,,0,,0,,710,Promoció Econòmica
08,132,1500000,PRODUCTIVITAT SEGURETAT,140800,4774.17,145574.17,68914.99,,68914.99,,68914.99,,711,Policia
03,151,1200000,BÀSIQUES A1 URBANISME,44031.96,440.32,44472.28,22236.33,,22236.33,,22236.33,,712,Serveis Territorials
09,231AA,2269915,POLITIQUES IGUALTAT SIAD db,0,129.03,129.03,0,,0,,0,,713,Benestar Social
03,920M,2210000,ENERGIA ELÈCTRICA NAUS PG. DEL TER,1800,0,1800,0,,0,,0,,714,Serveis Territorials
03,323B,2210300,COMBUSTIBLE POMPEU FABRA,17000,0,17000,3443.65,,3443.65,,3443.65,,715,Serveis Territorials
03,342B,2210000,ENERGIA ELÈCTRICA PAVELLÓ,17844.75,0,17844.75,6214.97,,6214.97,,4600.5,,716,Serveis Territorials
03,323,6230000,MAQUINARIA EDUCACIÓ,0,0.01,0.01,0,,0,,0,,717,Serveis Territorials
08,132,1510000,GRATIFICACIONS SEGURETAT,11500,500,12000,7332.88,,7332.88,,7332.88,,718,Policia
02,433F,2269915,OPE PLANIFICACIO ESTRATEGICA (fse),0,40401.9,40401.9,31944,,10769,,10769,,719,Promoció Econòmica
03,151,1200100,BÀSIQUES A2 URBANISME,25813.04,258.13,26071.17,13035.58,,13035.58,,13035.58,,720,Serveis Territorials
03,920M,2210100,AIGUA NAUS PG DEL TER,400,0,400,15.88,,15.88,,15.88,,721,Serveis Territorials
03,342B,2210100,AIGUA PAVELLO,1500,0,1500,419.93,,419.93,,419.93,,722,Serveis Territorials
03,323,6250000,MOBILIARI EDUCACIÓ,0,0.01,0.01,0,,0,,0,,723,Serveis Territorials
03,323B,6320000,DOBLE PORTA EDIFICI POMPEU FABRA,0,3797,3797,0,,0,,0,,724,Serveis Territorials
08,132,1600000,SEGURETAT SOCIAL SEGURETAT,332121.57,-15168.34,316953.23,96188.86,,96188.86,,96188.86,,725,Policia
02,433H,2269914,OPE CARTA SERVEIS EMPRESES,0,14130,14130,0,,0,,0,,726,Promoció Econòmica
03,924,2120000,MANTENIMENT MOLI MIARONS,500,0,500,92.34,,92.34,,92.34,,727,Serveis Territorials
03,151,1200300,BÀSIQUES C1 URBANISME,19769.68,197.7,19967.38,9983.82,,9983.82,,9983.82,,728,Serveis Territorials
03,323,6320015,ADEQUACIO PISTA CEIP PUIG AGUT,0,10.77,10.77,0,,0,,0,,729,Serveis Territorials
03,342B,2210300,COMBUSTIBLE PAVELLÓ,16500,0,16500,4287.44,,4287.44,,4287.44,,730,Serveis Territorials
03,323D,2120000,MANTENIMENT EDIFICI 4 VENTS,3200,0,3200,104.21,,104.21,,104.21,,731,Serveis Territorials
08,132,2040000,LLOGUER VEHICLES,38070,0,38070,15088.52,,15088.52,,15088.52,,732,Policia
02,433I,1200013,OPE BASIQUES A1 PROJ.INNOVADORS,0,438.71,438.71,0,,0,,0,,733,Promoció Econòmica
03,924,2120100,MANTENIMENT INSTAL.LACIONS  SALA ASSOCIACIÓ MERCAT MPAL.,0.01,0,0.01,0,,0,,0,,734,Serveis Territorials
03,342C,2100000,MANTENIMENT ALTRES INSTAL.LACIONS ESPORTIVES,3000,0,3000,0,,0,,0,,735,Serveis Territorials
03,151,1200600,TRIENNIS URBANISME,14359.53,785.03,15144.56,7492.13,,7492.13,,7492.13,,736,Serveis Territorials
03,326,2120100,CONSERVACIÓ INSTAL.LACIONS TRIS-TRAS,700,0,700,0,,0,,0,,737,Serveis Territorials
03,323D,2120100,MANTENIMENT INSTAL.LACIONS 4 VENTS,1600,0,1600,377.42,,377.42,,377.42,,738,Serveis Territorials
08,132,2210300,COMBUSTIBLES I CARBURANTS,12000,0,12000,2027.32,,2027.32,,2027.32,,739,Policia
03,924,2210000,ENERGIA ELÈCTRICA MOLÍ MIARONS,1500,0,1500,0,,0,,0,,740,Serveis Territorials
02,433I,1210013,OPE COMP DESTINACIO PROJ.INNOVADORS,0,184.43,184.43,0,,0,,0,,741,Promoció Econòmica
03,151,1210000,COMPLEMENT DESTINACIÓ URBANISME,55363.28,4797.25,60160.53,30080.54,,30080.54,,30080.54,,742,Serveis Territorials
03,342F,2120000,MANTENIMENT EDIFICI CAMP DE FUTBOL,6000,0,6000,2124.45,,2124.45,,2124.45,,743,Serveis Territorials
03,326,2210000,ENERGIA ELÈCTRICA TRIS-TRAS,5250,0,5250,692.71,,692.71,,692.71,,744,Serveis Territorials
03,323D,2210000,ENERGIA ELECTRICA 4 VENTS,14200,0,14200,5720.62,,5720.62,,5720.62,,745,Serveis Territorials
08,132,6240000,ADQUISICIÓ DE VEHICLES,0,0.01,0.01,0,,0,,0,,746,Policia
03,924,2210100,AIGUA MOLI MIARONS,200,0,200,0,,0,,0,,747,Serveis Territorials
02,433I,1210113,OPE COMPL ESPECIFIC PROJ.INNOVADORS,0,2014.67,2014.67,0,,0,,0,,748,Promoció Econòmica
03,151,1210100,COMPLEMENT ESPECÍFIC URBANISME,98638.44,986.38,99624.82,49812.3,,49812.3,,49812.3,,749,Serveis Territorials
03,342F,2120100,MANTENIMENT INSTAL.LACIONS CAMP DE FUTBOL,18500,0,18500,1357.2,,1357.2,,1357.2,,750,Serveis Territorials
03,326,2210100,AIGUA TRIS-TRAS,0.01,0,0.01,0,,0,,0,,751,Serveis Territorials
03,323D,2210100,AIGUA 4 VENTS,1000,0,1000,282.31,,282.31,,282.31,,752,Serveis Territorials
08,132A,2279900,PROVES PSICOTÈCNIQUES ÚS D'ARMES,1200,0,1200,0,,0,,0,,753,Policia
03,925,1200400,BÀSIQUES C2 ATENCIÓ CIUTADANA,8378.58,-1608.69,6769.89,3384.99,,3384.99,,3384.99,,754,Serveis Territorials
02,433I,2269912,OPE ESTUDIS MILLORA POLITIQUES DL,0,8068.95,8068.95,0,,0,,0,,755,Promoció Econòmica
03,151,1500000,PRODUCTIVITAT URBANISME,4900,0,4900,2099.88,,2099.88,,2099.88,,756,Serveis Territorials
03,1521,2020000,LLOGUER ADICSA HABITATGES DE CESSIÓ,7000,0,7000,0,,0,,0,,757,Serveis Territorials
03,342F,2120114,MANTENIMENT INSTAL.LACIONS CAMP DE FUTBOL,0,2069.82,2069.82,0,,0,,0,,758,Serveis Territorials
03,323D,2210200,GAS 4 VENTS,13596,0,13596,6879.48,,6879.48,,6879.48,,759,Serveis Territorials
08,132T,2269900,CAMP DE TIR,500,0,500,500,,500,,500,,760,Policia
03,925,1200600,TRIENNIS ATENCIÓ CIUTADANA,1251.3,-240.25,1011.05,505.55,,505.55,,505.55,,761,Serveis Territorials
02,433I,2269913,OPE PROJECTE INNOVADORS,0,45760.5,45760.5,0,,0,,0,,762,Promoció Econòmica
03,1521,2120000,MANTENIMENT HABITAGES DECESSIÓ,1000,0,1000,0,,0,,0,,763,Serveis Territorials
03,151,1510000,GRATIFICACIONS URBANISME,0.01,0,0.01,0,,0,,0,,764,Serveis Territorials
03,326C,2120000,MANTENIMENT EDIFICI ESCOLA D'ADULTS,1000,0,1000,0,,0,,0,,765,Serveis Territorials
03,925,1210000,COMPLEMENT DESTINACIÓ ATENCIÓ CIUTADANA,4899.02,-306.27,4592.75,2232.93,,2232.93,,2232.93,,766,Serveis Territorials
02,433ID,2269915,IE-13/15 2-03 ESS SECTOR EMERGENT,0,22614.65,22614.65,22614.65,,0,,0,,767,Promoció Econòmica
03,1521,2210000,ENERGIA ELECTRICA HABITATGES DE CESSIO,2500,0,2500,1246.63,,1246.63,,1246.63,,768,Serveis Territorials
08,133G,2279900,TREBALLS GRUA I PROVA ALCOHOL,6000,0,6000,1910.77,,1910.77,,1620.49,,769,Policia
03,326C,2120100,MANTENIMENT INSTAL·LACIONS EDIFICI ESCOLA ADULTS,2000,0,2000,1216.09,,1216.09,,1216.09,,770,Serveis Territorials
02,433IE,2269915,IE-13/15 2-01 ROL ADM ESS,0,37512.58,37512.58,37512.58,,0,,0,,771,Promoció Econòmica
03,151,1600000,SEGURETAT SOCIAL URBANISME,65306.8,734.36,66041.16,21949.02,,21949.02,,21949.02,,772,Serveis Territorials
03,1521,2210015,ENERGIA ELECTRICA HABITAGES DE CESSIO,0,554.23,554.23,0,,0,,0,,773,Serveis Territorials
03,326C,2120215,MANTENIMENT ESCOLA D'ADULTS,0,1150.5,1150.5,0,,0,,0,,774,Serveis Territorials
08,134,2269900,EDUCACIÓ VIAL,0.01,0,0.01,0,,0,,0,,775,Policia
02,433IF,2269915,IE-13/15 2-04 ECONOMIA PLURAL,0,15222.92,15222.92,15222.92,,0,,0,,776,Promoció Econòmica
03,151,2210000,ENERGIA ELECTRICA ALTRES EDIFICIS,3000,0,3000,1788.36,,1788.36,,1788.36,,777,Serveis Territorials
03,1521,2210100,AIGUA HABITATGES DE CESSIÓ,1500,0,1500,93.09,,93.09,,93.09,,778,Serveis Territorials
03,326C,2210000,ENERGIA ELÈCTRICA ESCOLA ADULTS,10000,0,10000,2731.25,,2731.25,,2731.25,,779,Serveis Territorials
08,135,2260200,PUBLICITAT PROTECCIÓ CIVIL,0.01,0,0.01,0,,0,,0,,780,Policia
02,433IG,2269915,IE-13/15 2-02 XARXA ESS,0,19491.47,19491.47,19491.47,,0,,0,,781,Promoció Econòmica
03,151,2269913,OBRES SUBSIDIARIES,0,1098.1,1098.1,60.5,,60.5,,60.5,,782,Serveis Territorials
03,1521,2210200,GAS HABITATGES DE CESSIO,0,0,0,0,,0,,0,,783,Serveis Territorials
03,326C,2210100,AIGUA ESCOLA ADULTS,600,0,600,0,,0,,0,,784,Serveis Territorials
02,433N,2269900,OPE PROJ COWORKING LAB,0,0,0,0,,0,,0,,785,Promoció Econòmica
08,135,2269900,DESPESES DIVERSES PROTECCIÓ CIVIL,0.01,0,0.01,0,,0,,0,,786,Policia
03,1532,1200100,BÀSIQUES A2 ADM BRIGADA,12906.52,129.07,13035.59,6517.79,,6517.79,,6517.79,,787,Serveis Territorials
03,326T,2120000,MANTENIMENT EDIFICI TRIPIJOC,1300,0,1300,23.72,,23.72,,23.72,,788,Serveis Territorials
02,433P,2269900,OPE ACCIONS PROMOCIÓ I DINAMITZACIÓ,19500,0,19500,5658.08,,5658.08,,5658.08,,789,Promoció Econòmica
03,151,2270600,ESTUDIS I TREBALLS TECNICS,18513,0,18513,0,,0,,0,,790,Serveis Territorials
09,231,1200014,AGENT IGUALTAT,0,0,0,0,,0,,0,,791,Benestar Social
03,326T,2120100,MANTENIMENT INSTAL.LACIONS TRIPIJOC,900,0,900,355.72,,355.72,,355.72,,792,Serveis Territorials
03,1532,1200600,TRIENNIS BRIGADA,1551.48,488.13,2039.61,1019.98,,1019.98,,1019.98,,793,Serveis Territorials
03,151,6090306,URBANITZACIÓ FONT DE TARRES,0,1339030.92,1339030.92,0,,0,,0,,794,Serveis Territorials
09,231,1200100,BASIQUES A2 ASSISTÈNCIA SOCIAL,64532.52,6197.74,70730.26,33612.13,,33612.13,,33612.13,,795,Benestar Social
03,326T,2210000,ENERGIA ELECTRICA TRIPIJOC,2486.42,0,2486.42,947.11,,947.11,,947.11,,796,Serveis Territorials
03,151,6090906,URBANITZACIO SECTOR LA PIARA,0,2326137.96,2326137.96,0,,0,,0,,797,Serveis Territorials
03,326T,2210100,AIGUA TRIPIJOC,200,0,200,15.88,,15.88,,15.88,,798,Serveis Territorials
03,151,6190113,OBRES PLAÇA,0,34196.58,34196.58,0,,0,,0,,799,Serveis Territorials
03,151,6191008,1A FASE PLAÇA DELS ALBERS,0,15720.52,15720.52,0,,0,,0,,800,Serveis Territorials
09,231B,1200300,BASIQUES C1 BANC ALIMENTS,0,2509.79,2509.79,2455.81,,2455.81,,2455.81,,801,Benestar Social
10,1721E,2269900,EDUCACIÓ AMBIENTAL I SIMILARS,800,0,800,182.61,,182.61,,153.76,,802,Medi Ambient
12,323,1510000,GRATIFICACIONS NETEJA PREESCOLAR,0.01,0,0.01,0,,0,,0,,803,Escola Bressol
09,231B,1210000,COMPLEMENT DESTINACIÓ BANC ALIMENTS,0,1084.2,1084.2,1060.8,,1060.8,,1060.8,,804,Benestar Social
09,231R,4890400,CONVENI DONES SOLIDARIES,0,0,0,0,,0,,0,,805,Benestar Social
12,323,1600000,SEGURETAT SOCIAL PREESCOLAR,70893.15,1976.51,72869.66,24239.06,,24239.06,,24239.06,,806,Escola Bressol
11,491,1310000,PERSONAL TEMPORAL,27001.01,313.67,27314.68,13657.4,,13657.4,,13657.4,,807,Noves Tecnologies
09,231B,1210100,COMPLEMENT ESPECIFIC BANC ALIMENTS,0,1945.9,1945.9,1903.97,,1903.97,,1903.97,,808,Benestar Social
09,231S,1210115,COMPLEMENT ESPECIFIC AGENT IGUALTAT,0,265.92,265.92,0,,0,,0,,809,Benestar Social
11,491,1500100,PRODUCTIVITAT LABORAL,700,0,700,349.98,,349.98,,349.98,,810,Noves Tecnologies
12,323,2060015,LLOGUER FOTOCOPIADORA,0,2310.96,2310.96,486.8,,486.8,,486.8,,811,Escola Bressol
09,231B,1500000,PRODUCTIVITAT BANC ALIMENTS,0,0.01,0.01,0,,0,,0,,812,Benestar Social
09,231S,1600015,SEGURETAT SOCIAL AGENT IGUALTAT,0,988.15,988.15,0,,0,,0,,813,Benestar Social
12,323,2150000,CONSERVACIÓ MOBILIARI,380,0,380,155.79,,155.79,,155.79,,814,Escola Bressol
11,491,1600000,SEGURETAT SOCIAL,8739.67,98.96,8838.63,2947.48,,2947.48,,2947.48,,815,Noves Tecnologies
09,231S,2269900,BANC ALIMENTS EL SARRO,12000,0,12000,7527.88,,7527.88,,6621.2,,816,Benestar Social
09,231B,1600000,SEGURETAT SOCIAL ALIMENTS,0,1736.76,1736.76,1123.59,,1123.59,,1123.59,,817,Benestar Social
11,491,2130000,MANTENIMENT MANLLEU CONNECTA,13950,0,13950,0,,0,,0,,818,Noves Tecnologies
12,323,2160000,MANTENIMENT FOTOCOPIADORA,300,0,300,187.22,,187.22,,187.22,,819,Escola Bressol
09,231B,2270600,PROJECTE MOLI MIARONS,0,0,0,0,,0,,0,,820,Benestar Social
09,231S,2279900,SAD MANLLEU,70000,0,70000,58332.06,,58332.06,,39348.68,,821,Benestar Social
11,491,2160000,MANTENIMENT HOTSPOTS,2000,0,2000,0,,0,,0,,822,Noves Tecnologies
12,323,2200000,MATERIAL OFICINA,480,0,480,13.65,,13.65,,13.65,,823,Escola Bressol
09,231CL,2269900,DESPESES CONSELL SERVEIS SOCIALS,2350,0,2350,77,,77,,77,,824,Benestar Social
09,231S,2279912,SAD MANLLEU,0,145793.7,145793.7,0,,0,,0,,825,Benestar Social
10,1621M,2279900,TREB. RECOLL. MULTIPRODUCTE,235651.83,0,235651.83,235651.83,,54213.28,,37503.86,,826,Medi Ambient
12,323,2210400,VESTUARI ESCOLA BRESSOL,1000,0,1000,0,,0,,0,,827,Escola Bressol
11,491,2160100,DESPESES HOTSPOTS I ALTRES,0.01,0,0.01,0,,0,,0,,828,Noves Tecnologies
09,231D,1200400,BÀSIQUES C2 DEPENDÈNCIA,8378.58,-8378.58,0,0,,0,,0,,829,Benestar Social
09,231S,2279914,SAD MANLLEU,0,123646.6,123646.6,0,,0,,0,,830,Benestar Social
13,1532,2210400,VESTUARI BRIGADA,3000,0,3000,0,,0,,0,,831,Brigada
09,326C,2150000,CONSERVACIÓ MOBILIARI TRIPIJOC,500,0,500,0,,0,,0,,832,Benestar Social
14,323B,2211000,EDUCACIÓ PRODUCTES DE NETEJA POMPEU FABRA,2300,0,2300,1038.92,,1038.92,,914.92,,833,Serveis a les Persones
