Org_,Descripció_orgànica,Fun_,Eco_,Descripció,Crèdits_inicials,Modificacions_de_crèdit,Crèdits_totals_consignats,Disposicions_o_compromisos,Obligacions_reconegudes,Pagaments_fets,FID
03,Urbanisme i Obres Públiques,333,2210000,ENERGIA ELÈCTRICA MT,20500,0,20500,12515.13,12515.13,12515.13,607
08,Governació i Seguretat Ciutadana,130,2200000,SUBMINISTRAMENT TRÍPTICS/DENÚNCIES,1000,0,1000,986.15,986.15,986.15,608
03,Urbanisme i Obres Públiques,231,2210100,AIGUA SERVEIS SOCIALS,600,0,600,92.63,92.63,92.63,609
09,Serveis Socials,231,4800000,PRESTACIONS ECON. INDIVIDUALS,70000,0,70000,37547.43,37547.43,37547.43,610
03,Urbanisme i Obres Públiques,150,2140000,CONSERV. MATERIAL TRANSPORT,2000,0,2000,0,0,0,611
03,Urbanisme i Obres Públiques,333,2210100,AIGUA MT,800,0,800,66.17,66.17,66.17,612
03,Urbanisme i Obres Públiques,920,2279900,CONSERV. ENLLUMENAT INST. MPALS,10000,0,10000,1633.68,1633.68,1225.26,613
03,Urbanisme i Obres Públiques,323A,2120000,MANTENIMENT EDIFICI PUIG AGUT,8500,0,8500,1996.39,1996.39,1996.39,614
03,Urbanisme i Obres Públiques,231,6320014,REHABILITACIÓ MOLI MIARONS,0,2271.42,2271.42,0,0,0,615
08,Governació i Seguretat Ciutadana,130,2210400,VESTUARI POLICIA,17189,0,17189,11215.51,8458.44,8458.44,616
09,Serveis Socials,231,4800013,PRESTACIONS ECONOMIQUES INDIVIDUALS,0,273.34,273.34,0,0,0,617
03,Urbanisme i Obres Públiques,333A,2210000,ENERGIA ELECTRICA MAGATZEM MT,3000,0,3000,1146.72,1146.72,1146.72,618
03,Urbanisme i Obres Públiques,150,2210300,COMBUSTIBLES I CARBURANTS,1000,0,1000,75.95,75.95,75.95,619
03,Urbanisme i Obres Públiques,920,6320000,ADEQUACIÓ EDIFICI AJUNTAMENT,0,0.01,0.01,0,0,0,620
03,Urbanisme i Obres Públiques,323A,2120100,MANTENIMENT INSTAL.LACIONS EDIFICI PUIG AGUT,5500,0,5500,4767.23,4019.35,4019.35,621
03,Urbanisme i Obres Públiques,1521,2020000,LLOGUER ADICSA HABITATGES DE CESSIÓ,7000,0,7000,0,0,0,622
02,Promoció Econòmica,432B,4899900,OPE TRANSF. QUOTA BTT,750,0,750,0,0,0,623
03,Urbanisme i Obres Públiques,333A,2210200,GAS MT,7500,0,7500,3710.25,3710.25,3710.25,624
09,Serveis Socials,231,4800014,PRESTACIONS ECON INDIVIDUALS,0,26003.36,26003.36,0,0,0,625
08,Governació i Seguretat Ciutadana,130,2219900,SUBMINISTRES DIVERSOS POLICIA,2300,0,2300,1120.28,1120.28,786.4,626
03,Urbanisme i Obres Públiques,920A,2120000,MANTENIMENT EDIFICI AJUNTAMENT,0,0,0,0,0,0,627
03,Urbanisme i Obres Públiques,150,2269900,DESPESES PLAQUES I ALTRES,1500,0,1500,0,0,0,628
03,Urbanisme i Obres Públiques,1521,2120000,MANTENIMENT HABITAGES DECESSIÓ,1000,0,1000,0,0,0,629
03,Urbanisme i Obres Públiques,323A,2210000,ENERGIA ELECTRICA PUIG AGUT,16500,0,16500,5522.14,5522.14,5522.14,630
03,Urbanisme i Obres Públiques,334,6220013,OBRES TEATRE CENTRE,0,290864.38,290864.38,72736.56,0,0,631
09,Serveis Socials,231,4800114,PRESTACIONS ECON INDIVIDUALS,0,706.8,706.8,0,0,0,632
02,Promoció Econòmica,432C,2269900,OPE MANTENIMENT GR VORA TER,0.01,0,0.01,0,0,0,633
03,Urbanisme i Obres Públiques,920C,2120000,SERVEIS PERSONALS MANTENIMENT EDIFICI,1800,0,1800,411.28,411.28,411.28,634
08,Governació i Seguretat Ciutadana,130,2260100,DESPESES REPRESENTACIÓ,0.01,0,0.01,0,0,0,635
03,Urbanisme i Obres Públiques,342A,2120000,MANTENIMENT EDIFICI PISCINES,20000,0,20000,12622.87,12622.87,12622.87,636
03,Urbanisme i Obres Públiques,1521,2210000,ENERGIA ELECTRICA HABITATGES DE CESSIO,2500,0,2500,1446.01,1446.01,1446.01,637
03,Urbanisme i Obres Públiques,150,6260015,EQUIPS INFORMATICS,0,2500,2500,2411.53,2411.53,2411.53,638
09,Serveis Socials,231,4800115,AJUTS D'URGÈNCIA,0,6001.12,6001.12,0,0,0,639
02,Promoció Econòmica,433A,2269914,OPE ACCIONS EMPRESES,0,13039.65,13039.65,900,900,900,640
03,Urbanisme i Obres Públiques,920C,2120100,SERVEIS PERSONALS MANTENIMENTS INSTAL·LACIONS,3000,0,3000,716.84,716.84,716.84,641
08,Governació i Seguretat Ciutadana,130,2260200,PUBLICITAT I PROPAGANDA,0.01,0,0.01,0,0,0,642
03,Urbanisme i Obres Públiques,342A,2120100,MANTENIMENT INSTAL·LACIONS PISCINES,36000,0,36000,13308.08,13308.08,12478.02,643
03,Urbanisme i Obres Públiques,1521,2210015,ENERGIA ELECTRICA HABITAGES DE CESSIO,0,554.23,554.23,0,0,0,644
03,Urbanisme i Obres Públiques,323A,2210100,AIGUA PUIG AGUT,1000,0,1000,396.11,396.11,396.11,645
09,Serveis Socials,231,4809900,TRANSF. ESCOLA BRESSOL,2000,0,2000,1180,1180,1180,646
03,Urbanisme i Obres Públiques,150I,1200400,BASIQUES C2 INTERMEDIACIÓ HABITATGE SIDH,0,3456.88,3456.88,2322.48,2322.48,2322.48,647
03,Urbanisme i Obres Públiques,920C,2120215,MANTENIMENTS INSTAL.LACIONS SERVEIS PERSONALS,0,600,600,96.8,96.8,96.8,648
03,Urbanisme i Obres Públiques,342A,2120215,ADEQUACIÓ TERRA PISCINA,0,0,0,0,0,0,649
08,Governació i Seguretat Ciutadana,130,2269900,DESPESES DIVERSES,1500,0,1500,546.48,546.48,546.48,650
02,Promoció Econòmica,433A,2269915,OPE ACTIVITATS COMERÇ I CULTURA (db),0,5506.65,5506.65,216.15,216.15,216.15,651
03,Urbanisme i Obres Públiques,1521,2210100,AIGUA HABITATGES DE CESSIÓ,1500,0,1500,347.56,347.56,347.56,652
09,Serveis Socials,231,4890200,CONVENI ASSOC. DR. TRUETA,559.17,0,559.17,559.17,279.58,279.58,653
03,Urbanisme i Obres Públiques,323A,2210200,GAS PUIG AGUT,17000,0,17000,9394.33,9394.33,9394.33,654
03,Urbanisme i Obres Públiques,342A,2210000,ENERGIA ELÈCTRICA PISCINES,90000,0,90000,42156.9,42156.9,42156.9,655
03,Urbanisme i Obres Públiques,920C,2210000,SERVEIS PERSONALS ENERGIA ELÈCTRICA,10000,0,10000,3205.85,3205.85,3205.85,656
03,Urbanisme i Obres Públiques,150I,1210000,COMPL DESTI INTERMEDIACIÓ HABITATGE SIDH,0,1242.98,1242.98,834.61,834.61,834.61,657
03,Urbanisme i Obres Públiques,1521,2210200,GAS HABITATGES DE CESSIO,0,0,0,0,0,0,658
08,Governació i Seguretat Ciutadana,130,2270000,SERVEI NETEJA POLICIA,0.01,0,0.01,0,0,0,659
02,Promoció Econòmica,433AA,2269914,OPE APARADORS ARTISTICS,0,1800.39,1800.39,0,0,0,660
09,Serveis Socials,231,4890500,FONS CATALÀ DE COOPERACIÓ,12000,0,12000,0,0,0,661
03,Urbanisme i Obres Públiques,342A,2210100,AIGUA PISCINES,9200,0,9200,4004.3,4004.3,4004.3,662
03,Urbanisme i Obres Públiques,323B,2120000,MANTENIMENT EDIFICI POMPEU FABRA,7500,-757,6743,2908.26,2908.26,2908.26,663
03,Urbanisme i Obres Públiques,920C,2210200,SERVEIS PERSONALS GAS,6000,0,6000,3908.78,3908.78,3908.78,664
08,Governació i Seguretat Ciutadana,130,6250000,MOBILIARI,0,0.01,0.01,0,0,0,665
03,Urbanisme i Obres Públiques,1532,1200100,BÀSIQUES A2 ADM BRIGADA,12906.52,129.07,13035.59,9423.5,9423.5,9423.5,666
02,Promoció Econòmica,433AI,2269900,OPE ALTRES INNOVACAT,0,58000,58000,23765.76,20922.26,20922.26,667
09,Serveis Socials,231,4900100,"SOLIDARITAT 0,7%",16000,0,16000,0,0,0,668
03,Urbanisme i Obres Públiques,342A,2210200,GAS CALEFACCIÓ PISCINES,72000,0,72000,41588.81,41588.81,41588.81,669
03,Urbanisme i Obres Públiques,150I,1210100,COMPL ESPECIFIC INTERMEDIACIÓ HABITATGE SIDH,0,3024.29,3024.29,2182.22,2182.22,2182.22,670
03,Urbanisme i Obres Públiques,920G,2120000,MANTENIMENT EDIFICIS VARIS,7500,0,7500,4168.51,4168.51,4168.51,671
08,Governació i Seguretat Ciutadana,130,6290000,ALTRES INVERSIONS,0,0.01,0.01,0,0,0,672
03,Urbanisme i Obres Públiques,1532,1200600,TRIENNIS BRIGADA,1551.48,488.13,2039.61,1469.92,1469.92,1469.92,673
03,Urbanisme i Obres Públiques,323B,2120100,MANTENIMENT INATAL.LACIONS POMPEU FABRA,5000,0,5000,4343.92,3596.04,3596.04,674
09,Serveis Socials,231,4900200,QUOTES ENTITATS SOLIDÀRIES,120,0,120,120,120,120,675
02,Promoció Econòmica,433AI,2269914,OPE ALTRES INNOVACAT,0,22905.78,22905.78,22905.78,22905.78,22905.78,676
03,Urbanisme i Obres Públiques,342A,6320000,ADEQUACIÓ EDIFICI PISCINA,0,97785.67,97785.67,97785.67,97785.67,0,677
03,Urbanisme i Obres Públiques,920G,2120014,MANTENIMENT EDIFICIS VARIS,0,1064.34,1064.34,1064.34,1064.34,1064.34,678
03,Urbanisme i Obres Públiques,150I,1500000,PRODUCTIVITAT INTERMEDIACIÓ HABITAGE SIDH,0,0.01,0.01,0,0,0,679
08,Governació i Seguretat Ciutadana,130A,2210400,VESTUARI SEGURETAT,0,0,0,0,0,0,680
03,Urbanisme i Obres Públiques,1532,1210000,COMPLEMENT DESTINACIÓADM BRIGADA,5841.5,1367.62,7209.12,5149.4,5149.4,5149.4,681
09,Serveis Socials,231,6230000,MAQUINARIA SS,0,0.01,0.01,0,0,0,682
03,Urbanisme i Obres Públiques,342AI,2120100,MANTENIMENT SISTEMA PLC PISCINES,7200,0,7200,7037.36,4105.15,3518.7,683
03,Urbanisme i Obres Públiques,323B,2120114,MANTENIMENT INSTAL.LACIONS POMPEU FABRA,0,0,0,0,0,0,684
03,Urbanisme i Obres Públiques,920G,2120215,MANTENIMENT EDIFICI VARIS,0,2000,2000,1330.93,1330.93,1330.93,685
02,Promoció Econòmica,433C,2269913,OPE SERVEIS EMPRESES CSE,0,25838.57,25838.57,8490.32,8490.32,8490.32,686
03,Urbanisme i Obres Públiques,150I,1600000,SEGURETAT SOCIAL INTERMEDIACIÓ HABITAGE SIDH,0,2371.49,2371.49,1503.11,1503.11,1503.11,687
09,Serveis Socials,231,6250000,MOBILIARI SS,0,0.01,0.01,0,0,0,688
03,Urbanisme i Obres Públiques,342B,2120000,MANTENIMENT EDIFICI PAVELLÓ,6000,0,6000,4945.96,4945.96,4829.47,689
03,Urbanisme i Obres Públiques,1532,1210100,COMPLEMENT ESPECÍFIC BRIGADA,14004,140.04,14144.04,10608.03,10608.03,10608.03,690
08,Governació i Seguretat Ciutadana,130P,2219900,MATERIAL TÈCNIC I ESPECÍFIC,3000,0,3000,0,0,0,691
03,Urbanisme i Obres Públiques,920G,2210100,AIGUA ALTRES EDIFICIS,1000,0,1000,63.52,63.52,63.52,692
03,Urbanisme i Obres Públiques,323B,2120215,MANTENIMENT POMPEU FABRA,0,600,600,156.09,156.09,156.09,693
02,Promoció Econòmica,433C,2269915,OPE.PIFE-072-15 CATALUNYA EMPRÈN FSE,0,22050,22050,0,0,0,694
03,Urbanisme i Obres Públiques,342B,2120100,MANTENIMENT INSTAL·LACIONS PAVELLÓ,10000,0,10000,5411.79,4663.91,4663.91,695
09,Serveis Socials,231,6290000,ALTRES INVERSIONS SS,0,0.01,0.01,0,0,0,696
03,Urbanisme i Obres Públiques,1532,1500000,PRODUCTIVITAT ADM BRIGADA,700,0,700,420.03,420.03,420.03,697
03,Urbanisme i Obres Públiques,150I,6260000,EQUIPS TRACTAMENT INFORMACIÓ,0,1654.95,1654.95,1654.95,1654.95,1654.95,698
03,Urbanisme i Obres Públiques,920M,2210000,ENERGIA ELÈCTRICA NAUS PG. DEL TER,1800,0,1800,0,0,0,699
08,Governació i Seguretat Ciutadana,132,1200300,BÀSIQUES C1 SEGURETAT,19769.68,295714.87,315484.55,223632.09,223632.09,223632.09,700
03,Urbanisme i Obres Públiques,342B,2210000,ENERGIA ELÈCTRICA PAVELLÓ,17844.75,0,17844.75,7583.01,7583.01,7583.01,701
03,Urbanisme i Obres Públiques,323B,2210000,ENERGIA ELECTRICA POMPEU FABRA,14850.09,0,14850.09,7870.39,7870.39,7870.39,702
09,Serveis Socials,231A,2120000,INSTAL.LACIONS PISOS BS,0,1287.7,1287.7,0,0,0,703
02,Promoció Econòmica,433C,4899900,OPE TRANF DINAMITZACIO COMERCIAL MAB,14000,0,14000,14000,14000,0,704
03,Urbanisme i Obres Públiques,1532,1510000,GRATIFICACIONS ADM BRIGADA,0.01,0,0.01,0,0,0,705
03,Urbanisme i Obres Públiques,151,1200000,BÀSIQUES A1 URBANISME,44031.96,440.32,44472.28,32317.68,32317.68,32317.68,706
03,Urbanisme i Obres Públiques,920M,2210100,AIGUA NAUS PG DEL TER,400,0,400,15.88,15.88,15.88,707
03,Urbanisme i Obres Públiques,342B,2210100,AIGUA PAVELLO,1500,0,1500,775.46,775.46,775.46,708
03,Urbanisme i Obres Públiques,323B,2210100,AIGUA POMPEU FABRA,1000,0,1000,726.05,726.05,726.05,709
08,Governació i Seguretat Ciutadana,132,1200400,BÀSIQUES C2 SEGURETAT,251357.4,-251357.4,0,0,0,0,710
09,Serveis Socials,231A,2150000,CONSERVACIÓ MOBILIARI PIS ACOLLIDA,243,0,243,0,0,0,711
03,Urbanisme i Obres Públiques,342B,2210300,COMBUSTIBLE PAVELLÓ,16500,0,16500,4287.44,4287.44,4287.44,712
03,Urbanisme i Obres Públiques,151,1200100,BÀSIQUES A2 URBANISME,25813.04,258.13,26071.17,18847,18847,18847,713
03,Urbanisme i Obres Públiques,924,2120000,MANTENIMENT MOLI MIARONS,500,0,500,92.34,92.34,92.34,714
08,Governació i Seguretat Ciutadana,132,1200600,TRIENNIS SEGURETAT,43711.4,2367.78,46079.18,31620.68,31620.68,31620.68,715
03,Urbanisme i Obres Públiques,1532,1600000,SEGURETAT SOCIAL BRIGADA,9048.42,292.89,9341.31,6307.22,6307.22,6307.22,716
03,Urbanisme i Obres Públiques,323B,2210300,COMBUSTIBLE POMPEU FABRA,17000,0,17000,3474.15,3474.15,3474.15,717
09,Serveis Socials,231A,2200015,MATERIAL OFICINA SS,0,425.91,425.91,0,0,0,718
03,Urbanisme i Obres Públiques,342C,2100000,MANTENIMENT ALTRES INSTAL.LACIONS ESPORTIVES,3000,0,3000,0,0,0,719
02,Promoció Econòmica,433CC,2269900,OPE.CAMPANYA DINAMITZACIO COMERÇ CENTRE,8000,0,8000,7744.71,7744.71,7744.71,720
03,Urbanisme i Obres Públiques,924,2120100,MANTENIMENT INSTAL.LACIONS  SALA ASSOCIACIÓ MERCAT MPAL.,0.01,0,0.01,0,0,0,721
03,Urbanisme i Obres Públiques,151,1200300,BÀSIQUES C1 URBANISME,19769.68,197.7,19967.38,14310.85,14310.85,14310.85,722
03,Urbanisme i Obres Públiques,1532,2219900,SUBMINISTRAMENT DE SAL,1500,0,1500,0,0,0,723
08,Governació i Seguretat Ciutadana,132,1210000,COMPLEMENTÀRIES DESTINACIÓ SEGURETAT,163978.94,1258.49,165237.43,117448.24,117448.24,117448.24,724
09,Serveis Socials,231A,2269900,ACTIVITATS IGUALTAT,2500,0,2500,1288,1288,1288,725
03,Urbanisme i Obres Públiques,323B,6320000,DOBLE PORTA EDIFICI POMPEU FABRA,0,3797,3797,0,0,0,726
03,Urbanisme i Obres Públiques,342F,2120000,MANTENIMENT EDIFICI CAMP DE FUTBOL,6000,0,6000,3394.6,3394.6,3303.1,727
03,Urbanisme i Obres Públiques,924,2210000,ENERGIA ELÈCTRICA MOLÍ MIARONS,1500,0,1500,0,0,0,728
02,Promoció Econòmica,433F,2269900,OPE. PLANIFICACIÓ ESTRATÈGICA  (fse),0,0,0,0,0,0,729
03,Urbanisme i Obres Públiques,1532,6190014,ROTONDA CRUILLA B-522/BV5224,0,175530.23,175530.23,169455.34,169455.34,169455.34,730
03,Urbanisme i Obres Públiques,342F,2120100,MANTENIMENT INSTAL.LACIONS CAMP DE FUTBOL,18500,0,18500,2300.72,2300.72,2300.72,731
08,Governació i Seguretat Ciutadana,132,1210100,COMPLEMENT ESPECÍFIC SEGURETAT,491435.04,-47500.7,443934.34,329936.47,329936.47,329936.47,732
09,Serveis Socials,231A,2269913,POLITIQUES D'IGUALTAT,0,22,22,0,0,0,733
03,Urbanisme i Obres Públiques,323D,2120000,MANTENIMENT EDIFICI 4 VENTS,3200,0,3200,104.21,104.21,104.21,734
03,Urbanisme i Obres Públiques,924,2210100,AIGUA MOLI MIARONS,200,0,200,0,0,0,735
03,Urbanisme i Obres Públiques,151,1200600,TRIENNIS URBANISME,14359.53,785.03,15144.56,11018.69,11018.69,11018.69,736
02,Promoció Econòmica,433F,2269915,OPE PLANIFICACIO ESTRATEGICA (fse),0,40401.9,40401.9,40401.9,16153.5,16153.5,737
03,Urbanisme i Obres Públiques,1532,6190114,ROTONDA PSG TER/CAN MOLAS,0,0,0,0,0,0,738
09,Serveis Socials,231A,4800000,PRESTACIONS ECON INDIV.AJUTS TARGETA MONEDER,0,49050,49050,0,0,0,739
08,Governació i Seguretat Ciutadana,132,1500000,PRODUCTIVITAT SEGURETAT,140800,4774.17,145574.17,106886.85,106886.85,106886.85,740
03,Urbanisme i Obres Públiques,323D,2120100,MANTENIMENT INSTAL.LACIONS 4 VENTS,1600,0,1600,1265.39,1265.39,1265.39,741
03,Urbanisme i Obres Públiques,925,1200400,BÀSIQUES C2 ATENCIÓ CIUTADANA,8378.58,-1608.69,6769.89,5007.06,5007.06,5007.06,742
03,Urbanisme i Obres Públiques,151,1210000,COMPLEMENT DESTINACIÓ URBANISME,55363.28,4797.25,60160.53,42956.79,42956.79,42956.79,743
09,Serveis Socials,231A,4800015,PRESTACIONS ECONOMIQUES AJUTS SOCIALS,0,1535.21,1535.21,0,0,0,744
02,Promoció Econòmica,433H,2269914,OPE CARTA SERVEIS EMPRESES,0,14130,14130,0,0,0,745
03,Urbanisme i Obres Públiques,231A,2120000,MANTENIMENT PIS ACOLLIDA,1000,0,1000,943.86,943.86,878.33,746
08,Governació i Seguretat Ciutadana,132,1510000,GRATIFICACIONS SEGURETAT,11500,500,12000,9695.35,9695.35,9695.35,747
03,Urbanisme i Obres Públiques,323D,2210000,ENERGIA ELECTRICA 4 VENTS,14200,0,14200,6727.61,6727.61,6727.61,748
09,Serveis Socials,231A,4800200,CONVENI ASPERGER,500,0,500,500,250,250,749
03,Urbanisme i Obres Públiques,151,1210100,COMPLEMENT ESPECÍFIC URBANISME,98638.44,986.38,99624.82,74701.34,74701.34,74701.34,750
03,Urbanisme i Obres Públiques,231A,2210000,ENERGIA ELÈCTRICA PIS ACOLLIDA,2000,0,2000,411.66,411.66,411.66,751
02,Promoció Econòmica,433I,1200013,OPE BASIQUES A1 PROJ.INNOVADORS,0,438.71,438.71,0,0,0,752
09,Serveis Socials,231A,4890000,CONVENI TAPIS,0,2500,2500,2500,1250,0,753
03,Urbanisme i Obres Públiques,323D,2210100,AIGUA 4 VENTS,1000,0,1000,614.89,614.89,614.89,754
03,Urbanisme i Obres Públiques,151,1500000,PRODUCTIVITAT URBANISME,4900,0,4900,3324.81,3324.81,3324.81,755
03,Urbanisme i Obres Públiques,231A,2210015,ENERGIA ELECTRICA PIS ACOLLIDA,0,300,300,143.56,143.56,143.56,756
02,Promoció Econòmica,433I,1210013,OPE COMP DESTINACIO PROJ.INNOVADORS,0,184.43,184.43,0,0,0,757
08,Governació i Seguretat Ciutadana,132,1600000,SEGURETAT SOCIAL SEGURETAT,332121.57,-15168.34,316953.23,198758.02,198758.02,198758.02,758
03,Urbanisme i Obres Públiques,231A,2210100,AIGUA PIS ACOLLIDA,1000,0,1000,19.26,19.26,19.26,759
03,Urbanisme i Obres Públiques,323D,2210200,GAS 4 VENTS,13596,0,13596,7259.21,7259.21,7259.21,760
03,Urbanisme i Obres Públiques,151,1510000,GRATIFICACIONS URBANISME,0.01,0,0.01,0,0,0,761
02,Promoció Econòmica,433I,1210113,OPE COMPL ESPECIFIC PROJ.INNOVADORS,0,2014.67,2014.67,0,0,0,762
03,Urbanisme i Obres Públiques,231A,2210200,GAS PIS ACOLLIDA,0.01,0,0.01,0,0,0,763
08,Governació i Seguretat Ciutadana,132,2040000,LLOGUER VEHICLES,38070,0,38070,23088.66,23088.66,23088.66,764
03,Urbanisme i Obres Públiques,326,2120100,CONSERVACIÓ INSTAL.LACIONS TRIS-TRAS,700,0,700,0,0,0,765
03,Urbanisme i Obres Públiques,151,1600000,SEGURETAT SOCIAL URBANISME,65306.8,734.36,66041.16,44232.49,44232.49,44232.49,766
02,Promoció Econòmica,433I,2269912,OPE ESTUDIS MILLORA POLITIQUES DL,0,8068.95,8068.95,0,0,0,767
08,Governació i Seguretat Ciutadana,132,2210300,COMBUSTIBLES I CARBURANTS,12000,0,12000,3675.48,3675.48,3675.48,768
03,Urbanisme i Obres Públiques,151,2210000,ENERGIA ELECTRICA ALTRES EDIFICIS,3000,0,3000,2677.12,2677.12,2677.12,769
02,Promoció Econòmica,433I,2269913,OPE PROJECTE INNOVADORS,0,45760.5,45760.5,0,0,0,770
08,Governació i Seguretat Ciutadana,132,6240000,ADQUISICIÓ DE VEHICLES,0,0.01,0.01,0,0,0,771
03,Urbanisme i Obres Públiques,151,2269913,OBRES SUBSIDIARIES,0,1098.1,1098.1,1076.9,1076.9,1076.9,772
02,Promoció Econòmica,433ID,2269915,IE-13/15 2-03 ESS SECTOR EMERGENT,0,27084.81,27084.81,22614.65,6678.53,6678.53,773
08,Governació i Seguretat Ciutadana,132A,2279900,PROVES PSICOTÈCNIQUES ÚS D'ARMES,1200,0,1200,0,0,0,774
03,Urbanisme i Obres Públiques,151,2270600,ESTUDIS I TREBALLS TECNICS,18513,0,18513,0,0,0,775
03,Urbanisme i Obres Públiques,326,2210000,ENERGIA ELÈCTRICA TRIS-TRAS,5250,0,5250,1011.68,1011.68,1011.68,776
02,Promoció Econòmica,433IE,2269915,IE-13/15 2-01 ROL ADM ESS,0,44930.55,44930.55,37512.58,5049.04,5049.04,777
03,Urbanisme i Obres Públiques,151,6090306,URBANITZACIÓ FONT DE TARRES,0,1339030.92,1339030.92,0,0,0,778
03,Urbanisme i Obres Públiques,326,2210100,AIGUA TRIS-TRAS,0.01,0,0.01,0,0,0,779
02,Promoció Econòmica,433IF,2269915,IE-13/15 2-04 ECONOMIA PLURAL,0,18231.98,18231.98,15222.92,463.44,463.44,780
08,Governació i Seguretat Ciutadana,132T,2269900,CAMP DE TIR,500,0,500,500,500,500,781
03,Urbanisme i Obres Públiques,326C,2120000,MANTENIMENT EDIFICI ESCOLA D'ADULTS,1000,0,1000,457.38,457.38,457.38,782
02,Promoció Econòmica,433IG,2269915,IE-13/15 2-02 XARXA ESS,0,23344.28,23344.28,19491.47,3788.72,3788.72,783
08,Governació i Seguretat Ciutadana,133G,2279900,TREBALLS GRUA I PROVA ALCOHOL,6000,0,6000,3722.4,3722.4,3219.88,784
03,Urbanisme i Obres Públiques,151,6090906,URBANITZACIO SECTOR LA PIARA,0,2326137.96,2326137.96,0,0,0,785
03,Urbanisme i Obres Públiques,326C,2120100,MANTENIMENT INSTAL·LACIONS EDIFICI ESCOLA ADULTS,2000,0,2000,1338.16,1338.16,1338.16,786
08,Governació i Seguretat Ciutadana,134,2269900,EDUCACIÓ VIAL,0.01,0,0.01,0,0,0,787
03,Urbanisme i Obres Públiques,151,6190113,OBRES PLAÇA,0,34196.58,34196.58,0,0,0,788
03,Urbanisme i Obres Públiques,326C,2120215,MANTENIMENT ESCOLA D'ADULTS,0,1150.5,1150.5,0,0,0,789
08,Governació i Seguretat Ciutadana,135,2260200,PUBLICITAT PROTECCIÓ CIVIL,0.01,0,0.01,0,0,0,790
03,Urbanisme i Obres Públiques,151,6191008,1A FASE PLAÇA DELS ALBERS,0,15720.52,15720.52,0,0,0,791
03,Urbanisme i Obres Públiques,326C,2210000,ENERGIA ELÈCTRICA ESCOLA ADULTS,10000,0,10000,3058.89,3058.89,3058.89,792
08,Governació i Seguretat Ciutadana,135,2269900,DESPESES DIVERSES PROTECCIÓ CIVIL,0.01,0,0.01,0,0,0,793
02,Promoció Econòmica,433N,2269900,OPE PROJ COWORKING LAB,0,17181,17181,0,0,0,794
03,Urbanisme i Obres Públiques,326C,2210100,AIGUA ESCOLA ADULTS,600,0,600,0,0,0,795
02,Promoció Econòmica,433P,2269900,OPE ACCIONS PROMOCIÓ I DINAMITZACIÓ,19500,0,19500,13026.73,13026.73,13026.73,796
03,Urbanisme i Obres Públiques,326T,2120000,MANTENIMENT EDIFICI TRIPIJOC,1300,0,1300,60.15,60.15,60.15,797
03,Urbanisme i Obres Públiques,326T,2120100,MANTENIMENT INSTAL.LACIONS TRIPIJOC,900,0,900,599.78,599.78,599.78,798
03,Urbanisme i Obres Públiques,326T,2210000,ENERGIA ELECTRICA TRIPIJOC,2486.42,0,2486.42,1253.37,1253.37,1253.37,799
03,Urbanisme i Obres Públiques,326T,2210100,AIGUA TRIPIJOC,200,0,200,31.76,31.76,31.76,800
10,Medi Ambient,1721,6220000,ALTRES MEDIAMBIENTALS,0,0.01,0.01,0,0,0,801
09,Serveis Socials,231A,6290000,ALTRES INVERSIONS PISOS BS,0,1546.38,1546.38,0,0,0,802
09,Serveis Socials,231P,2269900,DESPESES PROJECTES,6120,5000,11120,10905.09,10905.09,10905.09,803
12,Escola Bressol,323,1500000,PRODUCTIVITAT PREESCOLAR,1400,0,1400,1049.94,1049.94,1049.94,804
13,Brigada,1532,2140000,CONSERV. MATERIAL TRANSPORT,19000,0,19000,12661.38,12661.38,12661.38,805
10,Medi Ambient,1721,6220010,ESCALA PEIXOS,0,21931.9,21931.9,0,0,0,806
09,Serveis Socials,231AA,2269915,POLITIQUES IGUALTAT SIAD db,0,129.03,129.03,0,0,0,807
10,Medi Ambient,1621A,2269900,MILLORES FORM-AJUT MAGRAMA,0,35065.7,35065.7,4214.53,4214.53,4214.53,808
09,Serveis Socials,231R,2269900,DESPESES RESIDENCIALS,2500,0,2500,1898.53,1898.53,1898.53,809
09,Serveis Socials,326C,1600014,SEGURETAT SOCIAL DESENVOLUPAMENT COMUNITARI,0,598.91,598.91,598.91,598.91,598.91,810
13,Brigada,1532,2210300,COMBUSTIBLES I CARBURANTS,22000,0,22000,7293.28,7293.28,7293.28,811
12,Escola Bressol,323,1500100,PRODUCTIVITAT PREESCOLAR,4200,4372.7,8572.7,4721.25,4721.25,4721.25,812
09,Serveis Socials,231B,1200300,BASIQUES C1 BANC ALIMENTS,0,2509.79,2509.79,2455.81,2455.81,2455.81,813
10,Medi Ambient,1721E,2269900,EDUCACIÓ AMBIENTAL I SIMILARS,800,0,800,370.66,370.66,370.66,814
14,Serveis Personals,323B,1510000,EDUCACIÓ GRATIFICACIONS POMPEU,0.01,0,0.01,0,0,0,815
10,Medi Ambient,1621C,2150000,MANTENIMENT CONTENIDORS,7000,0,7000,4255.95,4255.95,4255.95,816
09,Serveis Socials,231R,4890400,CONVENI DONES SOLIDARIES,0,1500,1500,1500,750,0,817
09,Serveis Socials,326C,2020000,LLOGUER LOCAL TRIPIJOC,6967.34,0,6967.34,4444.71,3899.92,3899.92,818
