NOMBRE,UBICACION,OBJETO,TITULO,AUTOR,TEMA,MATERIALES,MEDIDAS
"FOTOGRAFIA DE DIONISIO GONZALEZ DE LA SERIE INTER-ACCIONES","MUSEO CASA NATAL DE JOVELLANOS","FOTOGRAFIA","INTER-ACCIONES 16","DIONISIO GONZALEZ","","IMPRESION SOBRE PAPEL DE ALGODON ADHESIVADO SOBRE DIBOND Y ENMARCADO","64 X 64 CM"
"LA LOCOMOTORA EN ACCION. OBRA PUESTA AL ALCANCE DE LOS MAQUINISTAS Y FOGONEROS","BIBLIOTECA","LIBRO","LA LOCOMOTORA EN ACCION. OBRA PUESTA AL ALCANCE DE LOS MAQUINISTAS Y FOGONEROS","PABLO SANS Y GUITAR","MANUALES FERROVIARIOS","",""
"DOS FOTOGRAFÍAS DE RICARDO DEL RÍO. ESTABLECIMIENTO DEL MINISTERIO DE LA GUERRA EN LA EXPOSICIÓN REGIONAL DE GIJÓN. 1899. GELATINO-BROMURO, MONTADAS SOBRE CARTONÉ","MPA","DOS FOTOGRAFÍAS DE RICARDO DEL RÍO. ESTABLECIMIENTO DEL MINISTERIO DE LA GUERRA EN LA EXPOSICIÓN REGIONAL DE GIJÓN. 1899. GELATINO-BROMURO, MONTADAS SOBRE CARTONÉ","","","FERIA DE MUESTRAS-TEATRO","CARTON, PAPEL","17 × 22,8 cm y 17,2 × 17,2 cm"
"ALBUM RENFE  COMPUESTO POR 54 FOTOGRAFIAS ORIGINALES","BIBLIOTECA","ALBUM","ALBUM RENFE COMPUESTO POR 54 FOTOGRAFIAS ORIGINALES","RENFE","FERROCARRILES","",""
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO MASCULINO","PIÑOLE, NICANOR","","LAPIZ SEPIA SOBRE PAPEL","43,1 X 35,3 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO FEMENINO","PIÑOLE, NICANOR","","LAPIZ SEPIA SOBRE PAPEL","45 X 31,9 CM"
"PINTURA "SIN TITULO" 1958, DE ANTONIO SUAREZ","MUSEO CASA NATAL DE JOVELLANOS","PINTURA","SIN TITULO","ANTONIO SUAREZ","","OLEO SOBRE LIENZO","114 X146 CM"
"541 FOTOGRAFÍAS AÑOS SETENTA Y OCHENTA DEL SIGLO XX, QUE EN SU MAYORÍA SON EN BLANCO Y NEGRO. FIRMADAS POR VEGAFER, GONZALO VEGA, PERLINES, KARTY, FOTO SANTO, PEPA TELENTI, M. T,OLÍN, DE ACTOS Y VISITAS OFICIALES A LA FERIA MUESTRAS","MPA","541 FOTOGRAFÍAS AÑOS SETENTA Y OCHENTA DEL SIGLO XX, QUE EN SU MAYORÍA SON EN BLANCO Y NEGRO. FIRMADAS POR VEGAFER, GONZALO VEGA, PERLINES, KARTY, FOTO SANTO, PEPA TELENTI, M. T,OLÍN, DE ACTOS Y VISITAS OFICIALES A LA FERIA MUESTRAS","","","FERIA DE MUESTRAS. GIJON. INDUSTRIA. RETRATOS. INFRAESTRUCTURAS. FIESTAS,","PAPEL, PLASTICO",""
"FOTOGRAFIA DE JOSE RAMON CUERVO-ARANGO","MUSEO CASA NATAL DE JOVELLANOS","FOTOGRAFIA","ALBERTO","JOSE RAMON CUERVO ARANGO","","","265 X 240 MM"
"ESCULTURA "GITANA VIEJA" DE SEBASTIAN MIRANDA","MUSEO CASA NATAL DE JOVELLANOS","ESCULTURA","GITANA VIEJA","SEBASTIAN MIRANDA","","TERRACOTA POLICROMADA","30 X 18,5 X 15 CM"
"ESCULTURA "LA GITANA DEL MANTON" DE SEBASTIAN MIRANDA","MUSEO CASA NATAL DE JOVELLANOS","ESCULTURA","LA GITANA DEL MANTON","SEBASTIAN MIRANDA","","TERRACOTA POLICROMADA","29 X 14,5 X 13 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","COPIA DE NEREIDA","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","53 X 43 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","COPIA LA MADONA DEL PEZ","PIÑOLE, NICANOR","","PLUMILLA TINTA AZUL SOBRE PAPEL","38 X 25,1 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","COPIA DE LAMINA ESCULTURA GRIEGA","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","37,8 X 25 CM"
"Acción  de la Compañía  Anónima del Ferrocarril carbonero desde Puente de los Fierros a Avilés","Archivo","Acción","Acción  de la Compañía  Anónima del Ferrocarril carbonero desde Puente de los Fierros a Avilés","","Ferrocarriles","Papel",""
"Lote de 4 reglamentos y un folleto de Explotación de Ferrocarrles por el Estado y 2 catálogos de material para ferrocariles y estudios y tanteos de ferrocarriles","Biblioteca","Libros","material para ferrocariles y estudios y tanteos de ferrocarriles","","Ferrocarriles","papel",""
"COLECCION DE 202 FOTOGRAFIAS: 77 DE FOTO LENA, GIJON, AÑOS 20 AL 50 DEL S. XX; 95 FOTOS DE PAULINO DIE LLERA, AÑOS 60-70 S XX, 24 FOTOS VARIAS DE FOTOGRAFOS ASTURIANOS Y UNA ORLA DE LA FACULTAD DE DERECHO DE OVIEDO DE RAMON DEL FRESNO DE 1872-73","MPA","COLECCION DE 202 FOTOGRAFIAS: 77 DE FOTO LENA, GIJON, AÑOS 20 AL 50 DEL S. XX; 95 FOTOS DE PAULINO DIE LLERA, AÑOS 60-70 S XX, 24 FOTOS VARIAS DE FOTOGRAFOS ASTURIANOS Y UNA ORLA DE LA FACULTAD DE DERECHO DE OVIEDO DE RAMON DEL FRESNO DE 1872-73","","","ASTURIAS, PAISAJES, RETRATOS,  ARQUITECTURA, RELIGION, INDUSTRIA, PUERTOS, FIESTAS, COMERCIO, EDUCACION, UNIVERSIDAD","PAPEL",""
"10 BANDERINES DE FIESTAS Y PUBLICIDAD DE ASTURIAS DE LOS AÑOS SESENTA.","MPA","10 BANDERINES DE FIESTAS Y PUBLICIDAD DE ASTURIAS DE LOS AÑOS SESENTA.","","","ASTURIAS-FIESTAS.TURISMO.MUSICA","TEXTIL",""
"COLECCION DE 71 FOTOGRAFÍAS","MPA","COLECCION DE 71 FOTOGRAFÍAS:","","","PUERTOS-INDUSTRIA-ARQUITECTURA-PLAYAS-FERIAS Y MERCADOS-MINERIA-RELIGIOSIDAD- SIDRA","PAPEL",""
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO DE MUJER","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","35,1 X 25,1 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO DE MUJER","PIÑOLE, NICANOR","","ACUARELA Y LAPIZ SOBRE PAPEL","35 X 25,2 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO DE MUJER","PIÑOLE, NICANOR","","LAPIZ SOBRE PAPEL","38 X 50 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO MASCULINO. HUIDOBRO","PIÑOLE, NICANOR","","LAPIZ GRAFITO SOBRE PAPEL","44,2 X 31,5 CM"
"Lote de 13 postales antiguas de Gijón y el ferrocarril","Fototeca","Fotografías","Lote de 13 postales antiguas de Gijón y el ferrocarril","","Ferrocarril","Fotografía",""
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO DE MARCELINO GONZALEZ GARCIA","PIÑOLE, NICANOR","","PASTEL SOBRE PAPEL","45,3 X 32,8 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","46,4 X 35,7 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO MASCULINO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","44 X 31,5 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO MASCULINO","PIÑOLE, NICANOR","","PASTEL Y SANGUINA SOBRE PAPEL","44,6 X 32,7 CM"
"FOTOGRAFÍAS: CONJUNTO DE 42 FOTOGRAFÍAS. FOTOGRAFÍA DE TAZONES,FOTOGRAFÍA DEL “CAMPEÓN I TROFEO GIJÓN BALONCESTO FOTOGRAFÍAS DE GRUPOS","MPA","FOTOGRAFÍAS: CONJUNTO DE 42 FOTOGRAFÍAS. FOTOGRAFÍA DE TAZONES,FOTOGRAFÍA DEL “CAMPEÓN I TROFEO GIJÓN BALONCESTO FOTOGRAFÍAS DE GRUPOS","","","RELIGIOSIDAD-OCIO-FIESTAS-EMIGRACION-TURISMO-DEPORTES-MUSICA","PAPEL",""
"UN ARCA DE CASTAÑO PROCEDENTE DE NAVIA CON LA INSCRIPCIÓN “VÍCTOR MI DUEÑO” Y FRONTAL CON DECORACIÓN TALLADA, H. 1790. Y UN FRONTAL DE ARCA DE MADERA DE CASTAÑO CON DECORACIÓN TALLADA DE RETÍCULA Y ROSETAS HEXAPÉTALAS, DEL SIGLO XVIII","MPA","UN ARCA DE CASTAÑO PROCEDENTE DE NAVIA CON LA INSCRIPCIÓN “VÍCTOR MI DUEÑO” Y FRONTAL CON DECORACIÓN TALLADA, H. 1790. Y UN FRONTAL DE ARCA DE MADERA DE CASTAÑO CON DECORACIÓN TALLADA DE RETÍCULA Y ROSETAS HEXAPÉTALAS, DEL SIGLO XVIII","","","MOBILIARIO/ARTE POPULAR","MADERA DE CASTAÑO",""
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","BRIGIDA RODRIGUEZ PRENDES","PIÑOLE, NICANOR","","LAPIZ GRAFITO SOBRE PAPEL","10 X 13,2 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO INFANTIL DE Mª JESUS","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","10,2 X 13,1 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","ESCENADE CAFE","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","9,1 X 14,6 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","ESCENADE CAFE","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","9,1 X 14,6 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","ESCENADE CAFE","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","14,1 X 10,5 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO DE MANUEL PRENDES","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","17 X 11 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","BRIGIDA COSIENDO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","13,8 X 13,2 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO MASCULINO Y PERFIL FEMENINO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","13,8 X 13,2 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO DE BRIGIDA","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","13,8 X 13,2 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO FEMENINO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","10,7 X 13,8 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","FIGURA MASCULINA","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","13,8 X 13,2 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO DE BRIGIDA","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","13,8 X 13,2 CM"
"Catálogo de vagones cisterna Fauvel-Girel","biblioteca","catálogo","Catálogo de vagones cisterna Fauvel-Girel","","ferrocarriles","",""
"COLECCION DE 15 FOTOGRAFÍAS:VISTA DE LASTRES, DE COVAGONGA. SANATORIO OBRERO DE TRUBIA Y OTRAS DE FOTOGRAFOS COMO LUIS VALLET DE MONTANO. FOTO E. SUÁREZ / OÑÓN-MIERES, R. G. DUARTE. AVILÉS. P. CERVERA / AVILÉS / R. G. DUARTE,. L. ROISIN, FOTOMEL","MPA","COLECCION DE 15 FOTOGRAFÍAS:VISTA DE LASTRES, DE COVAGONGA. SANATORIO OBRERO DE TRUBIA Y OTRAS DE FOTOGRAFOS COMO LUIS VALLET DE MONTANO. FOTO E. SUÁREZ / OÑÓN-MIERES, R. G. DUARTE. AVILÉS. P. CERVERA / AVILÉS / R. G. DUARTE,. L. ROISIN, FOTOMEL","","","RETRATOS- RELIGIOSIDAD-FIESTAS-OCIO","PAPEL",""
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","ROSTRO DE NIÑO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","4,1 X 2,5 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","FIGURA","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","2,3 X 2,2 CM"
"Lote de 9 fotografías de ferrocarriles","fototeca","fotografías","Lote de 9 fotografías de ferrocarriles. Colección Pèrève","","","",""
"Postal antigua de la estación del ferrocarril de Soria","Fototeca","Fotografía","Postal antigua de la estación del ferrocarril de Soria","","Ferrocarril","",""
"UN RETRATO ENMARCADO DE JULIO SOMOZA, REALIZADO POR JOAQUÍN GARCÍA CUESTA, H. 1925","MPA","UN RETRATO ENMARCADO DE JULIO SOMOZA, REALIZADO POR JOAQUÍN GARCÍA CUESTA","","","RETRATOS-FOTOGRAFIA","PAPEL","337x236 mm"
"DIEZ ESTAMPAS ANTIFASCISTAS DE LA GUERRA CIVIL ESPAÑOLA Y DE LA GUERRA DE INVASIÓN”, CON EL SOBRE QUE LAS CONTIENE, EDITADAS POR EL DEPARTAMENTO DE PROPAGANDA DEL FRENTE POPULAR DE ASTURIAS, Y REALIZADAS POR GERMÁN HORACIO (GIJÓN, 1902-MÉXICO, 1975) EN G","MPA","DIEZ ESTAMPAS ANTIFASCISTAS DE LA GUERRA CIVIL ESPAÑOLA Y DE LA GUERRA DE INVASIÓN”, CON EL SOBRE QUE LAS CONTIENE, EDITADAS POR EL DEPARTAMENTO DE PROPAGANDA DEL FRENTE POPULAR DE ASTURIAS, Y REALIZADAS POR GERMÁN HORACIO (GIJÓN, 1902-MÉXICO, 1975) EN GI","","","GUERRA CIVIL-","PAPEL",""
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO","NICANOR PIÑOLE","","PASTEL SOBRE PAPEL REUTILIZADO","16 X 15,4 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","BRIGIDA LEYENDO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","9,2 X 14,6 CM"
"ESCULTURA "RETRATO DE JOSE ANTONIO PRIMO DE RIVERA" DE GERARDO ZARAGOZA","MUSEO CASA NATAL DE JOVELLANOS","ESCULTURA","RETRATO DE JOSE ANTONIO PRIMO DE RIVERA","GERARDO ZARAGOZA","","MARMOL","56 X 38 X 27 CM"
"MEMORIAS COMPAGNIE DES MINES ET FONDERIES  DE LA PROVINCE DE SANATANDER 1859-1868","BIBLIOTECA","MEMORIAS","MEMORIAS COMPAGNIE DES MINES ET FONDERIES  DE LA PROVINCE DE SANATANDER 1859-1868","","SIDERURGIA","",""
"Plano general  de las líneas de León a Gijón","Biblioteca","PLANO","Plano general  de las líneas de León a Gijón","","Ferocarriles","Papel",""
"COLECCION DE PIEZAS PROCEDENTES DE CALEAO, CASO (MADREÑAS GAXAPO DE ASTA, UN GAXAPO DE MADERA UN GAXAPO, UNA FUENTE UN FUELLE ,UNA ESCALERA REALIZADA DE UNA SOLA PIEZAUN BANCO DE COCINA UNA CAJONERA,ETC","MPA","COLECCION DE PIEZAS PROCEDENTES DE CALEAO, CASO (MADREÑAS GAXAPO DE ASTA, UN GAXAPO DE MADERA UN GAXAPO, UNA FUENTE UN FUELLE ,UNA ESCALERA REALIZADA DE UNA SOLA PIEZAUN BANCO DE COCINA UNA CAJONERA,ETC","","","EQUIPAMIENTO DOMESTICO- AJUAR-HIGIENE-HERRAMIENTAS Y EQUIPOS- GANADERIIA-AGRICULTURA","MADERA, HIERRO, ARENISCA,",""
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO FEMENINO","NICANOR PIÑOLE","","LAPIZ CARBÓN SOBRE PAPEL REUTILIZADO","12,3 X 112 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO DE ENRIQUETA Y VISTA DEL PUERTO DE GIJON","NICANOR PIÑOLE","","PLUMILLA,  TINTA AZUL, LAPIZ CARBÓN SOBRE PAPEL REUTILIZADO","12,3 X 112 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO FEMENINO","NICANOR PIÑOLE","","LAPIZ GRAFITO SOBRE PAPEL REUTILIZADO","13,6 X 10,8 CM"
"lOTE DE DOS FOTOGRAFÍAS ANTIGUAS DE FERROCARRILES","fototeca","fotografía","Lote de dos fotografías de locomotoras eléctricas de Renfe","","ferrocarriles","",""
"fotografía antigua ferrocarriles","fototeca","fotografia","Negativo locomotora de vapor M.Z.A.","","ferrocarriles","",""
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","FIGURA FEMENINA","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","14 X 8,6 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","FIGURA MASCULINA Y FEMENINA","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","14 X 8,6 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","MUJER CON NIÑO Y FIGURAS","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","12,5 X 5,4 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","FIGURAS","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","20,1 X 32,1 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","DESNUDO FEMENINO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","24,3 X 30,2 CM"
"CARPETA DE OBRA GRAFICA DE MANUEL GARCIA LINARES","MUSEO CASA NATAL DE JOVELLANOS","CARPETA OBRA GRAFICA","COMARCA VAQUEIRA","MANUEL GARCIA LINARES","","","45 X 32 CM"
"FRUTERO DE VIDRIO","MUSEO CASA NATAL DE JOVELLANOS","JARRON","FRUTERO","FABRICA DE VIDRIOS LA INDUSTRIA","","VIDRIO Y CRISTAL","10,3 X 10,5 X 25 CM"
"VASO DE VIDRIO","MUSEO CASA NATAL DE JOVELLANOS","JARRON","VASO PARA CHAMPAGNE","FABRICA DE VIDRIOS LA INDUSTRIA","","VIDRIO Y CRISTAL","13 X 4,5 X 5,5 CM"
"VASO DE VIDRIO","MUSEO CASA NATAL DE JOVELLANOS","VASO","VASO PARA VINO","FABRICA DE VIDRIOS LA INDUSTRIA","","VIDRIO Y CRISTAL","9 X 4,5 X 6 CM"
"VASO DE VIDRIO","MUSEO CASA NATAL DE JOVELLANOS","VASO","VASO PARA JEREZ","FABRICA DE VIDRIOS LA INDUSTRIA","","VIDRIO Y CRISTAL","7 X 3,5 X 4,3 CM"
"COPA DE VIDRIO","MUSEO CASA NATAL DE JOVELLANOS","VASO","COPA PARA JEREZ","FABRICA DE VIDRIOS LA INDUSTRIA","","VIDRIO Y CRISTAL","6,5 X 6,3 X 7,2 CM"
"COPA DE VIDRIO","MUSEO CASA NATAL DE JOVELLANOS","VASO","COPA PARA VINO","FABRICA DE VIDRIOS LA INDUSTRIA","","VIDRIO Y CRISTAL","6 X 5,2 X 6,1 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO MASCULINO","PIÑOLE, NICANOR","","LAPIZ COLOR MARRON SOBRE PAPEL","11,7 X 7,7 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","FIGURAS","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","14,8 X 10,9 CM"
"ESTAMPA DE GUILLERMO SIMON GALLEGO","MUSEO CASA NATAL DE JOVELLANOS","ESTAMPA","MAR EN ROCA...Y ARENA","MANUEL GARCIA LINARES","","","40,5 X 31,5 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO FEMENINO. PAULINA ALONSO","NICANOR PIÑOLE","","LAPIZ CARBON  SOBRE PAPEL REUTILIZADO","16 X 14,6 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO ESCUCHANDO LA RADIO","NICANOR PIÑOLE","","LAPIZ CARBON  SOBRE PAPEL REUTILIZADO","20,6 X 14,5 CM"
"DOCUMENTOS PERTENECIENTES A LA FAMLIA DE JUSTO DE CASTILLO Y GONZALO DEL CAMPO","MPA","DOCUMENTOS PERTENECIENTES A LA FAMLIA DE JUSTO DE CASTILLO Y GONZALO DEL CAMPO","","","JOVELLANOS.- GUERRA DE CUBA-RELIGION-FERROCARRIL-ALFONSO XII","PAPEL",""
"UNA RUECA DE MADERA DE AVELLANO INCISO CON MOTIVOS GEOMÉTRICOS Y RETICULADOS Y DOS FUSOS TORNEADOS  QUE PROCEDEN DE BARRAS, EN LA PARROQUIA DE SAN SALVADOR DE VALLEDOR (ALLANDE)","MPA","UNA RUECA DE MADERA DE AVELLANO INCISO CON MOTIVOS GEOMÉTRICOS Y RETICULADOS Y DOS FUSOS TORNEADOS  QUE PROCEDEN DE BARRAS, EN LA PARROQUIA DE SAN SALVADOR DE VALLEDOR (ALLANDE)","","","HERRAMIENTAS Y EQUIPOS7INDUSTRIAL TEXTIL-LINO","MADERA, LATÓN",""
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO MASCULINO","PIÑOLE, NICANOR","","LAPIZ GRAFITO Y ACUARELA SOBRE PAPEL","53 X 43,6 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO DE MANOLINTA VARELA","PIÑOLE, NICANOR","","LAPIZ CARBÓN SOBRE PAPEL","43,7 X 32 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","PEPITA Y Mª JESUS","PIÑOLE, NICANOR","","LAPIZ CARBÓN SOBRE PAPEL","43,7 X 32 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO MASCULINO","PIÑOLE, NICANOR","","PASTEL SOBRE PAPEL","46 X 35,6 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO FEMENINO","PIÑOLE, NICANOR","","PASTEL SOBRE PAPEL","44 X 32 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO FEMENINO","PIÑOLE, NICANOR","","SANGUINA SOBRE PAPEL","44 X 32 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO MASCULINO","PIÑOLE, NICANOR","","SANGUINA SOBRE PAPEL","38 X 32,5 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","DOÑA BRIGIDA Y AUTORRETRATO","PIÑOLE, NICANOR","","SANGUINA Y LAPIZ CARBON SOBRE PAPEL","23 X 39 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO DE MARCELINO GONZALEZ GARCIA","PIÑOLE, NICANOR","","SANGUINA Y LAPIZ CARBON SOBRE PAPEL","45 X 32,7 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO DE MARCELINO GONZALEZ GARCIA","PIÑOLE, NICANOR","","SANGUINA Y PASTEL SOBRE PAPEL","45,4 X 32,9 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO MASCULINO","PIÑOLE, NICANOR","","SANGUINA Y PASTEL SOBRE PAPEL","44 X 32 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","ESTUDIO DE EL EMIGRANTE","PIÑOLE, NICANOR","","PASTEL SOBRE PAPEL","44 X 32 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO FEMENINO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","9,5 X 9 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","RETRATO FEMENINO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","11,7 X 7,5 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","Mª JESUS TEJIENDO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","11,5 X 8 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","BRIGIDA DURMIENDO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","16,2 X 9,8 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","BRIGIDA DURMIENDO","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","10 X 16 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","MANUEL ANTONIO DANDO DE BEBER A JOSE MANUEL","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","9,2 X 14,5 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","FIGURA DE DON MANUEL PRENDES","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","9,5 X 9,1 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","ESCENA DE BAILE","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","43,2 X 53,5 CM"
"DIBUJO DE NICANOR PIÑOLE","MUSEO NICANOR PIÑOLE","DIBUJO","FIGURAS EN EL PARQUE","PIÑOLE, NICANOR","","LAPIZ CARBON SOBRE PAPEL","51,2 X 43,6 CM"
