titulo,categoria,convoca,plazo,resumen,boletin,contacto_y_telefono,correo_electronico,web
"Festival Aquasella - 8 y 9 Agosto 2014 - Arriondas/Cangas de Onís","Actividades","Aquasella","07/08/2014","Venta de ABONOS, ENTRADAS y VIPS reducidos hasta el sábado <strong>31 de mayo</strong>:  <p>ABONO 2 DIAS: 55€</p> <p>ABONO VIP : 80€</p> <p>ENTRADA DE 1 DIA : 35€</p> <p>ENTRADA VIP: 50€</p>","","Carrefour Viajes, FNAC y Halcón Viajes","","<a title="Ir a http://www.aquasella.com/tickets" href="http://www.aquasella.com/tickets" rel="external">Taquilla oficial</a> y <a title="Ir a http://www.ticketmaster.es/nav/es/musica/arriondas_asturias_/arriondas_tt17454/festival_aquasella/index.html?q=AQ"
"Programa de intercambios juveniles internacionales en albergues.","Actividades","REAJ (Asociación Española de Albergues Juveniles) y la Xunta de Galicia.","07/09/2014","La Asociación española de Albergues Juveniles,<b> REAJ y la Xunta de Galicia</b> seleccionan a 15 voluntarios para una estancia internacional en albergues juveniles.<br/><br/>Los interesados deben enviar su candidatura a través de la web indicada.<br/><br/>Programa dirigido a jóvenes entre 18 y 30 años con nivel B1 de inglés y carnet de alberguista en vigor.<br/><br/>El voluntario se hará cargo de los costes del viaje y transporte durante toda su estancia en el país de acogida, así como cualquier otro gasto derivado de su estancia (dinero de bolsillo, desplazamientos, ropa, etc.) Estarán cubiertos aquellos desplazamientos que sean requqridos por l apropia actividad del voluntariado.<br/><br/>La duranción del programa será entre 2 y 4 semanas por voluntario. Cada voluntario deberá indicar en el documento de inscripción l aduración aproximada que desea para su intercambio y los albergues de Gran Bretaña en los que esté interesado.<br/><br/>La jornada será de 25-35 horas semanales de voluntariado en los albergues (5-7 horas diarias), durante las cuales los jóvenes se familiarizarán con la gestión de los albergues juveniles, su dinamica, funciones a desempeñar, etc.<br/><br/>Las hora de voluntariado se distribuirán en cinco días a la semana, según los turnos.","","","","<a href="http://www.voluntariadogalego.org/web/index.php?mod=not&amp;ide=2304" title="Ir a http://www.voluntariadogalego.org/web/index.php?mod=not&amp;ide=2304" rel="external">http://www.voluntariadogalego.org/web/index.php?mod=not&amp;ide=2304</a>"
"Exposición "El Ártico se rompe" en el Naútico","Actividades","Obra Social La Caixa","11/09/2014","Diferentes espacios con imágenes y vídeos que muestran la situación del Ártico. Del 31 de Julio al 11 de Septiembre en la carpa del Naútico (Gijón).","","Naútico<br/>C/ Cabrales, S/N. CP. 33201 Gijón","",""
"<strong> </strong> <p>Exposición &quot;Tiempo de Progreso&quot;. Museo Barjola.</p>","Actividades","Museo Barjola de Gijón","14/09/2014","<p>El Museo Barjola de Gijón/Xixón te invita a visitar la exposición &quot;Tiempo de Progreso&quot;.</p> <p>La exposición muestra una selección de la obra de los artistas locales, nacionales e internacionales:</p> <p><em>Carlos Aires, Maite Centol, Josechu Dávila, Alfonso Fernández, Jorge García, Daniel G. Andújar, Chus García-Fraile, Ramón Isidoro, MK Kähne, David Martínez, Pepe Medina, Eugenio Merino, Santiago Morilla, Tomás Ochoa, Patricio Palomeque, Estefanía Peñafiel Loaiza, PSJM, Avelino Sala, Orson San Pedro, Jordi Trullás, Amalia Ulman y Pelayo Varela.</em></p> <p>El objetivo de la muestra es considerar qué espacio ocupael arte en la sociedad contemporánea. </p> <p>A partir de una serie de intervenciones, pintura, video y otros dispositivos, se plantea la exposición como un espacio que aporte alguna idea de avance ante la crisis en la que se encuentra el mundo globalizado.</p> <p>La inauguración y apertura al público tendrá lugar el jueves 17 de julio de 2014, a las 19:30 horas.</p>","","<p>Museo Barjola</p> <p>C/ Trinidad, 17. 33201. Gijón</p> <p>Tlf: 985 35 79 39<br/></p>","<a title="Enviar correo electrónico a mbarjola@asturias.org" href="mailto:mbarjola@asturias.org">mbarjola@asturias.org</a>","<a title="Ir a www.museobarjola.es" href="http://www.museobarjola.es" rel="external">www.museobarjola.es</a>"
"Exposición "Prótesis discursiva (una conversación alquímica) de David Ferrando Giraut","Actividades","Laboral Centro de Arte y Creación Industrial","14/09/2014","Del 20 de Junio al 14 de septiembre.Una muestra que ofrece una visión poliédrica de la actual problemática energética en España. Horarios: Miércoles, jueves, viernes, sábado, domingo y festivos de 11 a 19 horas (lunes y martes cerrado excepto festivos)","","<p>Laboral Centro de Arte y Creación Industrial.</p> <p>Los Prados,121.33394.Gijón.TFn:985 18 55 77</p>","<a title="Enviar correo electrónico a info@laboralcentrodearte.org" href="mailto:info@laboralcentrodearte.org"><a href="mailto:info@laboralcentrodearte.org">info@laboralcentrodearte.org</a></a>","<a title="Ir a http://www.laboralcentrodearte.org/es" href="http://www.laboralcentrodearte.org/es" rel="external">www.laboralcentrodearte.org<br/></a>"
"Exposición "Lo que fue. Los álbumes de fotografías"","Actividades","Museo Etnográfico del Pueblo de Asturias","21/09/2014","Lo que todos tienen en común (tanto los álbumes familiares como los de coleccionistas) es haber sido útiles para ordenar nuestras vivencias, recuerdos y emociones, y salvaguardarlas del inexorable paso del tiempo, es decir, para custodiar «lo que fue».","","Museo Etnográfico del Pueblo de Asturias, Ería del Piles s/n. Gijón.     985 182 960","<a title="Enviar correo electrónico a museopa@gijon.es" href="mailto:museopa@gijon.es"><a href="mailto:museopa@gijon.es">museopa@gijon.es</a></a>","<a title="Ir a http://museos.gijon.es/" href="http://museos.gijon.es/" rel="external"><a href="http://museos.gijon.es/">http://museos.gijon.es/</a></a>"
"Exposición "Datascape"","Actividades","Laboral Centro de Arte y Creación Industrial","24/09/2014","<p>La exposición <em>Datascape</em>, que se presentó por primera vez en <a href="http://www.borusancontemporary.com/">Borusan Contemporary</a> en la primavera de 2013, muestra un panorama de la creación de los últimos diez años, con varias producciones específicas y algunas actualizaciones de obras que, en su conjunto, atestiguan una reflexión continua sobre este género al que las nuevas tecnologías se incorporan como lenguaje.</p> <p>De lunes a viernes de 9:00 a 14:00 y de 17:00 a 21:00</p>","","Laboral Centro de Arte y Creación Industrial, <p>Avda. Manuel Llaneza, 68 Bajo . 33208 Gijón.    985 15 50 72</p>","","<a href="http://laboralcentrodearte.org" title="Ir a laboralcentrodearte.org" rel="external">www.laboralcentrodearte.org</a>"
"Exposición temporal &quot;Los 13 del Sidrón&quot;","Actividades","Centro de Arte Rupestre de Tito Bustillo","28/09/2014","<p>Muestra los resultados de una investigación a partir de la aparición de restos óseos de homo neanderthalensis.</p> <p>Del 12 de junio al 28 de septiembre.Actividades complementarias:conferencias,visitas guiadas,talleres,...</p>","","<p>Centro DE Arte Rupestre De Tito Bustillo.Avda. de Tito Bustillo, s/n.33560 Ribadesella – Asturias<br/>Tel. 902 306 600 – 985 185860</p>","<a title="Enviar correo electrónico a promocionrecrea@recrea.asturias" href="mailto:promocionrecrea@recrea.asturias"><a href="mailto:promocionrecrea@recrea.asturias">promocionrecrea@recrea.asturias</a></a>","<a title="Ir a http://www.centrotitobustillo.com/" href="http://www.centrotitobustillo.com/" rel="external">www.centrotitobustillo.com</a>"
"Exposición: "Del daguerrotipo a la fotografía digital. La fotografía en la documentación arqueológica de Gijón"","Actividades","Parque Arqueológico y Natural de la Campa Torres","30/09/2014","<p>Del yoduro de plata hemos pasado a la imagen digital y del daguerrotipo a la métrica de lo escrito con luz (fotogrametría). Gijón es testigo de todos esos cambios y utiliza la fotografía tanto para proyectar su futuro como para reencontrarse con su pasado a través de la arqueología científica.</p> <p>De martes a domingo de 10:30 a 19. Visitas guiadas</p>","","Parque Arqueológico y Natural Campa Torres, Ctra. De la Campa Torres, 3834. Gijón.     985 185 234","","<a href="http://cultura.gijon.es">http://cultura.<a title="Ir a http://cultura.gijon.es" href="http://cultura.gijon.es" rel="external">gijon</a>.es</a>"
"II Festival de cultura adolescente de Madrid. FESTeen21","Actividades","Madrid Destino S.A.","05/10/2014","Dirigido por y para un público adolescente.Se celebrará durante los días 4 y 5 de Octubre","","","<a title="Enviar correo electrónico a creadores@mataderomadrid.org" href="mailto:creadores@mataderomadrid.org"><a href="mailto:creadores@mataderomadrid.org">creadores@mataderomadrid.org</a></a>","<a title="Ir a www.mataderomadrid.org" href="http://www.mataderomadrid.org" rel="external">www.mataderomadrid.org</a>"
"Voluntariado en Montpellier","Actividades","Conseyu de la Mocedá de Xixón","07/10/2014","<p><strong>El Conseyu de la Mocedá de Xixón, CMX,</strong> selecciona personas voluntarias para realizar un Servicio de Voluntariado Europeo, SVE, en la ciudad francesa de Montpellier.</p>  <p>La asociación francesa <strong>“Réseau en Scène Languedoc-Roussillon”</strong> busca jóvenes interesadas e interesados en la Cultura, en especial en las <strong>Artes Escénicas</strong>, con iniciativa y mente abierta.</p>  <p><b>Requisito: </b>tener <strong>entre 18 y 30 años</strong> y ganas de involucrarse en un voluntariado durante <strong>los próximos 9 meses</strong>.</p>  <p>No es necesario hablar francés, aunque si valoran tener unos conocimientos previos del idioma, haber desarrollado algún tipo de participación en el movimiento asociativo y cultural y tener interés en las nuevas TIC (tecnologías de la información y la comunicación: redes sociales…).</p>  <p>La fecha marcada para llegar a Montpellier es el <strong>4 de noviembre</strong> de 2014.</p>  <p>Si te interesa solo tienes que <strong>enviar, antes del 7 de octubre</strong>, tu <a href="http://europass.cedefop.europa.eu/es/home">Europass</a> y una carta contando tu motivación para participar en el Servicio de Voluntariado Europeo a través de este proyecto al correo electrónico indicado.<a href="mailto:europa@cmx.es"></a></p>  <p><strong>Más información</strong> en la <a href="http://www.cmx.es/v_portal/informacion/informacionver.asp?cod=8704&amp;te=2&amp;idage=10250">web del CMX</a></p>","","<strong>Conseyu de Mocedá de Xixón</strong><br/>Avenida Manuel Llaneza,  68<br/>33208 Xixón - Asturies<br/><br/>Tel: 985 15 50 72","<a href="mailto:europa@cmx.es" title="Enviar correo electrónico a europa@cmx.es">europa@cmx.es</a>","<a href="http://www.cmx.es/v_portal/informacion/informacionver.asp?cod=8704&amp;te=2&amp;idage=10250" title="Ir a http://www.cmx.es/v_portal/informacion/informacionver.asp?cod=8704&amp;te=2&amp;idage=10250" rel="external">www.cmx.es</a>"
"Exposición itinerante: Voluntad. Es...lo que te diferencia","Actividades","Centros de Voluntariado y Participación Social del Principado de Asturias","13/10/2014","Los Centros de Voluntariado y Participación Social, en colaboración con la Consejería de Bienestar social y Vivienda del Principado de Asturias, con el objetivo de difundir, informar, formar y asesorar a todas aquellas iniciativas sociales que se ponen en marcha en las áreas geográficas en las que nos encontramos. El fin último de los centros es fomentar la participación social y el voluntariado como garantía de desarrollo social y comunitario.<br/><br/>Entre las actividades que los centros realizan de forma conjunta se encuentra el concurso de carteles sobre voluntariado <i>Voluntad. Es... lo que te diferencia</i>, iniciado en el año 2005 y dirigido a jóvenes entre 14 y 18 años  y del que surge esta exposición.<br/><br/>La Exposición Voluntad. Es... lo que te diferencia recoge el trabajo de cientos de jóvenes asturianos que con motivo de la 10ª edición del concurso de carteles se realiza en exposición itinerante por distintos puntos de Asturias, promoviendo el voluntariado como una forma de participación colectiva, responsable y solidaria.<br/><br/>5 al 13 de octubre<br/>Antiguo Instituto Jovellanos, Gijón","","","","<a href="http://www.voluntastur.org/" title="Ir a http://www.voluntastur.org/" rel="external">www.voluntastur.org</a>"
"III Certamen voluntariARTE","Actividades","Plataforma de Voluntariado de España (PVE)","30/10/2014","<p>La Plataforma de Voluntariado de España (PVE) convoca la III Edición del Certamen Infantil y Juvenil voluntariaArte.</p> <p>El objetivo es que niños y jóvenes cuenten qué es para ellos el voluntariado y que lo hagan a través del dibujo o el relato.</p> <p>Hay 2 categorías por grupos de edad: Infantil (6-11 años) y juvenil (12-18 años).</p> <p>Las <u><a title="Ir a http://www.plataformavoluntariado.org/ARCHIVO/documentos/recursos/Bases-voluntariARTE2014.pdf" href="http://www.plataformavoluntariado.org/ARCHIVO/documentos/recursos/Bases-voluntariARTE2014.pdf" rel="external">bases</a></u> se pueden consultar en la web de la Plataforma de Voluntariado de España:</p> <p>Cada participante puede enviar un máximo de tres obras independientemente de la modalidad. Podrán enviarse cómics, collage o dibujos.</p> <p>El envío se realizará por correo electrónico a la dirección email indicada.</p> <p> </p>","","<p>Plataforma del Voluntariado de España</p> <p>C/Tribulete 18, local</p> <p>28.012 Madrid</p> <p>Tlf: 91 541 14 66</p>","<a title="Enviar correo electrónico a sensibilizacion@plataformavoluntariado.org" href="mailto:sensibilizacion@plataformavoluntariado.org">sensibilizacion@plataformavoluntariado.org</a>","<a title="Ir a www.plataformavoluntariado.org" href="http://www.plataformavoluntariado.org" rel="external">www.plataformavoluntariado.org</a>"
"Jurado Joven 52 Festival Internacional de Cine de Gijón","Actividades","Festival Internacional de Cine de Gijón","31/10/2014","Se convoca la selección de los componentes del <b>Jurado Joven de la 52 edición del Festival Internacional de Cine de Gijón</b>, que se celebrará <b>entre los días 21 y 29 de noviembre de 2014.<br/><br/></b>El jurado está compuesto por un mínimo de 10 personas que se encargarán de otorgar los siguientes premios:<br/><ul><li>Premio Cajastur Jurado Joven al mejor cortometraje de 3.000 €</li><li>Premio Cajastur Jurado Joven al mejor largometraje de 10.000 €</li></ul><p><b>Requisitos de los participantes:</b></p><ul><li>Jóvenes entre 17 y 25 años</li><li>Tener disponibilidad durante los 9 días que dura el certamen, del 21 al 29 de noviembre de 2014</li><li>Deberán visionar todas las películas de la Sección Oficial, tanto cortos como largos.</li></ul><p><b>Plazo de presentación de solicitudes:</b> entre el 6 y el 31 de octubre 2014 incluidos.</p><p><b>Las solicitudes:</b> Se presentarán en la Oficinas del Festival Internacional de Cine de Gijón en formato papel o DVD o bien por email a la dirección<a href="mailto: protocolo@gijonfilmfestival.com" title="Enviar correo electrónico a  protocolo@gijonfilmfestival.com"> protocolo@gijonfilmfestival.com</a> en formato .doc o .pdf para los archivos de texto y en formato .avi o .mpg4 para los archivos de vídeo.</p><p><b>Ficha de inscripción:</b><a href="http://www.gijonfilmfestival.com/multimedia_objects/download?object_id=161314&amp;object_type=document" title="Ir a http://www.gijonfilmfestival.com/multimedia_objects/download?object_id=161314&amp;object_type=document" rel="external"> http://www.gijonfilmfestival.com/multimedia_objects/download?object_id=161314&amp;object_type=document</a><br/></p><p>La organización del Festival Internacional de Cine de Gijón seleccionará a los participante y se lo comunicará personalmente durante la primera semana de noviembre.<br/></p>","<a href="http://www.gijonfilmfestival.com/multimedia_objects/download?object_id=161312&amp;object_type=document" title="Ir a http://www.gijonfilmfestival.com/multimedia_objects/download?object_id=161312&amp;object_type=document" rel="external">Bases</a>","Festival Intenacional de Cine de Gijón<br/>C/ Álvarez Garaya, 2 - 33206 Gijón<br/><br/>Teléfono: 985 18 29 40","<a href="mailto:info@gijonfilmfestival.com" title="Enviar correo electrónico a info@gijonfilmfestival.com">info@gijonfilmfestival.com</a>","<a href="http://www.gijonfilmfestival.com/" title="Ir a http://www.gijonfilmfestival.com/" rel="external">www.gijonfilmfestival.com</a>"
