"INVENTARIO","NOMBRE","VIAL","CALLE","NUMERO","BAJA"
1440,"SOLAR CULTURAL PLAZA EN LA PUNTILLA","CALLE","ALONSO DE OJEDA","","N"
1442,"PARCELA COMERCIAL EN EL PARQUE DEL CANODORMO","CALLE","OBISPO CERVERA","S/N","N"
1443,"CONCEJALIA CIUDAD ALTA (CANODROMO) BIBLIOTECA DOLORES CAMPOS","CALLE","SOR SIMONA","44","N"
1447,"SOLAR EN ALTAVISTA, CL. ECHEGARAY 7, PARA ESPACIO LIBRE","CALLE","ECHEGARAY","7","N"
1448,"TORRE PANORAMICA (ASCENSOR) DE LAS REHOYAS","CALLE","AGUSTINA DE ARAGON","","N"
1449,"ZONA DEPORTIVA VEGA DE SAN JOSE, CL. MALAGA","CALLE","MALAGA","S/N","N"
1450,"CAMPO DE FUTBOL 8 EN LA VEGA DE SAN JOSE, CL. CORDOBA","CALLE","CORDOBA","","N"
1451,"INMUEBLE CULTURAL EN LA VEGA DE SAN JOSE, CL. MALAGA 32","CALLE","MALAGA","32","N"
1452,"LOCAL SOCIAL EN LA VEGA DE SAN JOSE, CL. CORDOBA","CALLE","CORDOBA","S/N","N"
1454,"CAMPOS DE FUTBOL EN JINAMAR","LUGAR","504 VVDAS. EN JINAMAR","","N"
1455,"PARQUE DEPORTIVO EN JINAMAR (PARQUE DE LAS EDADES)","PARQUE","DE LAS EDADES","","N"
1456,"TERRENO EN CL. OBISPO ROMO PARA VIAL Y ESPACIO LIBRE (E)","CALLE","OBISPO ROMO","","N"
1462,"60 GARAJES EN EL GRUPO DE 60 VIVIENDAS DEL POLVORIN","CALLE","SANTA MARIA MICAELA","","N"
1463,"40 GARAJES DEL GRUPO DE 79 VIVIENDAS PARCELA T5 LA PATERNA","URBANIZACION","RESIDENCIAL MESTISAY","","N"
1464,"4 LOCALES COMERCIALES EN LAS 24 VIVIENDAS EL LASSO, PAR P2","CALLE","GUINCHO","9","N"
1465,"GARAJES Y LOCALES 148 VIVIENDAS REPOSICION DEL POLVORIN","CALLE","DOCTOR JIMENEZ NEYRA","","N"
1466,"23 GARAJES Y TRASTEROS PROM. 23 VIVI. REPOSICION POLVORIN","CALLE","PADRES PALOTINOS","13--15--17","N"
1482,"SOLAR EN CALLE SANTANDER PARA VIAL (E)","CALLE","SANTANDER","","N"
1483,"SOLAR EN COSTA AYALA PARA ZONA PEATONAL","CALLE","MAR CASPIO","S/N","N"
1485,"INSTALACIONES DEPORTIVAS CONJUNTO 62 VIVIENDAS EN ALMATRICHE","CALLE","LA CANCELA","S/N","N"
1486,"PARCELA DP DE LA UA-20 (PGOU 89)  ""CRUZ DEL OVEJERO""","CALLE","CRUZ DEL OVEJERO","S/N","N"
1488,"PARCELA C.A. DE LA UA-20 (PGOU 89)  ""CRUZ DEL OVEJERO""","CALLE","CRUZ DEL OVEJERO","S/N","N"
1489,"8 VIALES DE LA UA-20 (PGOU 89)  ""CRUZ DEL OVEJERO""","CALLE","CRUZ DEL OVEJERO","S/N","N"
1490,"PARCELA EN CL. LIMONERO PARA APARCAMIENTO Y ESPACIO LIBRE","CALLE","LIMONERO","","N"
1493,"PARCELA RESTO CESION PLAN PARCIAL HOSTELERIA","CALLE","VIRGEN DEL PILAR","","N"
1494,"TERRENO EN EL RINCON PROCEDENTE DESAFECTACION DE LA C-810","AVENIDA","PRINCIPE DE ASTURIAS","S/N","N"
1495,"LOCAL SOCIAL EN PEDRO HIDALGO-PLAZA DE MIGUEL ANGEL BLANCO","CALLE","SALAMANCA","151","N"
1496,"FRANJA DE TERRENO EN CL. JACOB PARA VIAL","CALLE","JACOB","S/N","N"
1499,"SOLAR EN ALTAVISTA, CL. ECHEGARAY 11, PARA ESPACIO LLIBRE","CALLE","ECHEGARAY","11","N"
1501,"SOLAR EN ALTAVISTA, CL. ECHEGARAY, PARA ESPACIO LLIBRE","CALLE","ECHEGARAY","S/N","N"
1502,"SOLAR EN GUANARTEME DE USO DEPORTIVO","CALLE","SECRETARIO PADILLA","S/N","N"
1503,"TERRENO EN EL TOSCON PARA VIAL FONDO DE SACO (E)","CALLE","LA HILANDERA","","N"
1505,"CENTRO CIVICO DE JINAMAR Y BIBLIOTECA JANE MILLARES SALL","LUGAR","504 VVDAS. EN JINAMAR","","N"
1506,"LOCAL SOCIAL PLAZA DEL PILAR","PLAZA","DEL PILAR","S(N","N"
1507,"ESTACION DIDACTICA EN FUENTE MORALES - AULA DE LA NATURALEZA","CARRETERA","DE ALMATRICHE","","N"
1510,"VIAL 1 DE LA UA-24.2 LAS TORRES","CALLE","TULIPAN","S/N","N"
1511,"VIAL 2 DE LA UA-24.2 LAS TORRES","CALLE","MIMOSA","S/N","N"
1512,"TROZO DE TERRENO EN EL CARDON PROLONGACION CL. SALVIA (E)","CALLE","SALVIA","57B","N"
1514,"SOLAR EN CL. TRASERA SECRETARIO PADILLA PARA USO DEPORTIVO","CALLE","SECRETARIO PADILLA","","N"
1515,"TERRENO EN EL SALTO DE NEGRO, CL. PUEBLA","CALLE","PUEBLA","","N"
1516,"LOCAL SOCIAL PLAZA DEL PUEBLO Y MEDIATECA""PEPE DAMASO""","PLAZA","DEL PUEBLO","S/N","N"
1517,"PARCELA OESTE PLAZA JOSE DE CASA�AS PARA VIAL (HOY ACERA)","CALLE","DON BERNARDINO CORREA VIERA","S/N","N"
1520,"PARCELA  43-44 SECTOR 5 POL. I DE LAS TORRES-ESPACIO LIBRE","CALLE","DR. JULIO BARRY RODRIGUEZ","S/N","N"
1521,"PARCELA EN CALLE ALAMO PARA VIAL (HOY ACERA)","CALLE","ALAMO","S/N","N"
1524,"PARCELA DESAFECTADA DEL DOMINIO PUBLICO CL. FRANCISCO GOURIE","CALLE","FRANCISCO GOURIE","71--73","N"
1525,"PARCELA RELIGIOSA EN MARZAGAN - LOS LLANILLOS","CARRETERA","DE MARZAGAN","","N"
1527,"PARCELA CULTURAL EN LA URBANIZACION COPHERFAM","URBANIZACION","COPHERFAM I","18 BIS","N"
1528,"FRANJA DE TERRENO EN SAN JUAN PARA VIAL","CALLE","TARTAGO","36","N"
1529,"SUBPARCELA 2 DEL SISTEMA GENERAL SG-05 LA CICER","CALLE","SECRETARIO PADILLA","90","N"
1530,"ZONA DEPORTIVA VEGA DE SAN JOSE, CL. MALAGA 44","CALLE","MALAGA","44","N"
1531,"ZONA DEPORTIVA VEGA DE SAN JOSE, CL. MALAGA 40","CALLE","MALAGA","40","N"
1533,"SOLAR EN ALTAVISTA, CL. EUSTASIO QUEVEDO PARA ESPACIO LIBRE","CALLE","DOCTOR EUSTASIO QUEVEDO","56","N"
1534,"SOLAR EN CL. ALVAREZ DE CASTRO, TRASERA NUNEZ DE BALBOA 19","CALLE","ALVAREZ DE CASTRO","S/N","N"
1535,"SOLAR CALLE LEON Y CASTILLO FRENTE AL ARSENAL, PARA VIAL (E)","CALLE","LEON Y CASTILLO","S/N","N"
1536,"CAMPO DE FUTBOL DE MARZAGAN","URBANIZACION","AYATIMA","","N"
1538,"PARCELA DESAFECTADA DEL DOMINIO PUBLICO EN AV. JUAN XXIII","PASEO","TOMAS MORALES","32","N"
1541,"PARCELA DEPORTIVA EN CASABLANCA III","CALLE","PARANA","S/N","N"
1542,"PARCELA 29b PLAN PARCIAL LAS MESAS (UZI-09)","CALLE","AIRES DE LIMA","","N"
1546,"PARCELA B3 PLAN PARCIAL LAS MESAS (UZI-09)","CALLE","LLANOS DE UCANCA","","N"
1547,"PARCELA B1a PLAN PARCIAL LAS MESAS (UZI-09)","CALLE","LLANOS DE UCANCA","","N"
1548,"PARCELA B1b PLAN PARCIAL LAS MESAS (UZI-09)","CALLE","LLANOS DE UCANCA","","N"
1549,"PARCELA C PLAN PARCIAL LAS MESAS (UZI-09) (E)","CALLE","PENDIENTE DE NOMBRE","","N"
1550,"PARCELA D1 P P LAS MESAS (UZI-09) VIALES PEATONALES (E)","CALLE","NO VIAL","","N"
1551,"PARCELA D2 P P LAS MESAS (UZI-09) VIALES RODADOS (E)","CALLE","NO VIAL","","N"
1552,"KIOSCO PARQUE JUAN PABLO II","CALLE","HOYA DEL ENAMORADO","S/N","N"
1553,"VIAL 1 DE LA UNIDAD DE ACTUACION U.A.30 DE COSTA AYALA (E)","CALLE","OCEANO ATLANTICO","","N"
1554,"VIAL 2 DE LA UNIDAD DE ACTUACION U.A.30 DE COSTA AYALA (E)","CALLE","OCEANO ATLANTICO","","N"
1555,"TERRENO PARA AMPLIACION CALLE HORNOS DEL REY (E)","CALLE","HORNOS DEL REY","","N"
1556,"TERRENO PARA AMPLIACION CALLE HORNOS DEL REY (E)","CALLE","HORNOS DEL REY","","N"
1557,"TERRENO PARA AMPLIACION CALLE HORNOS DEL REY (E)","CALLE","HORNOS DEL REY","","N"
1558,"TERRENO EN LUGAREJO CL. TEMPESTAD PARA VIAL (E)","CALLE","TEMPESTAD","32","N"
1559,"TERRENO EN LA MINILLA, RESTO PARCELA 23 DEL SECTOR 6","AVENIDA","ANSITE","","N"
1560,"SOLAR CL. PARROCO M. ARTILES 19 ESPACIO LIBRE Y VIAL (E)","CALLE","PARROCO MATIAS ARTILES","19","N"
1561,"SOLAR EN SAN CRISTOBAL PARA VIAL (E)","CALLE","MARINA","S/N","N"
1565,"TERRENO EN CL. REAL DE SAN JUAN 74 PARA ESPACIO LIBRE Y VIAL","CALLE","REAL DE SAN JUAN","74","N"
1567,"INMUEBLE EL CALLE OLOF PALME 6 PARA ENSANCHE DE VIAL (E)","CALLE","OLOF PALME","6","N"
1570,"VIAL DE LA UNIDAD DE ACTUACION U.A.25 LAS TORRES II","CALLE","CULANTRILLO","","N"
1571,"INMUEBLE EL CALLE OLOF PALME 8 PARA ENSANCHE DE VIAL (E)","CALLE","OLOF PALME","8","N"
1572,"INMUEBLE EL CL. OLOF PALME 10 - 12 PARA ENSANCHE DE VIAL (E)","CALLE","OLOF PALME","10 -- 12","N"
1573,"TERRENO GUANARTEME PROL. AV. MESA Y LOPEZ (HUERTO URBANO)","CALLE","LUCHANA","1--3--5--7","N"
1574,"TERRENO EN GUANARTEME PARA ESPACIO LIBRE (HUERTO URBANO)","CALLE","FERNANDO GUANARTEME","154 A 164","N"
1575,"TERRENO EN GUANARTEME PARA CALLE MARIO CESAR (E)","CALLE","MARIO CESAR","S/N","N"
1578,"ANTIGUO ""CASTILLO DE SAN FRANCISCO EL RISCO""","CALLE","REAL DEL CASTILLO","S/N","N"
1579,"ANTIGUO ACUARTELAMIENTO ""SOLDADO MANUEL LOIS""","CALLE","NO VIAL","","N"
1580,"SOLAR EN VEGA DE SAN JOSE, SS Y EL/AP,  CL. ALICANTE","CALLE","ALICANTE","24 -- 26","N"
1581,"SOLAR EN LA U.A.-36 LOMO BATISTA PARA ESPACIO LIBRE","CALLE","JUAN DE JUNI","","N"
1582,"VIAL 1 DE LA U.A.-36 LOMO BATISTA (E)","CALLE","JUAN DE JUNI","","N"
1583,"VIAL 2 DE LA U.A.-36 LOMO BATISTA  (E)","CALLE","JUAN DE JUNI","","N"
1584,"VIAL 3 DE LA U.A.-36 LOMO BATISTA  (E)","CALLE","JUAN DE JUNI","","N"
1585,"VIAL 4 DE LA U.A.-36 LOMO BATISTA (E)","CALLE","JUAN DE JUNI","","N"
1586,"VIAL 5 DE LA U.A.-36 LOMO BATISTA (E)","CALLE","JUAN DE JUNI","","N"
1587,"VIAL 6 DE LA U.A.-36 LOMO BATISTA  (E)","CALLE","JUAN DE JUNI","","N"
1588,"PARCELA DE TERRENO EN ALMATRICHE PARA VIAL (E)","CALLE","ALMATRICHE TRASERA","S/N","N"
1589,"SOLAR EN ALTAVISTA, CL. ECHEGARAY 13, PARA VIAL Y E. L.","CALLE","ECHEGARAY","13","N"
1590,"PARCELA CULTURAL PLAN PARCIAL HOSTELERIA","CALLE","PABLO RADA (PLUS ULTRA)","","N"
1597,"PARCELA ENTRE BLOQUES (1) EN LOMO BLANCO - SAN JOSE ARTESANO","CALLE","ANA MARIA MARGENAT","S/N","N"
1598,"PARCELA ENTRE BLOQUES (2) EN LOMO BLANCO - SAN JOSE ARTESANO","CALLE","OBISPO PILDAIN ZAPIAIN","S/N","N"
1599,"PARCELA ENTRE BLOQUES (3) EN LOMO BLANCO - SAN JOSE ARTESANO","CALLE","LINDERO","S/N","N"
1600,"PARCELA ENTRE BLOQUES (4) EN LOMO BLANCO - SAN JOSE ARTESANO","CALLE","FELIPE MARTEL","S/N","N"
1601,"PARCELA ENTRE BLOQUES (5) EN LOMO BLANCO - SAN JOSE ARTESANO","CALLE","FELIPE MARTEL","S/N","N"
1602,"PARCELA A.1 PLAN PARCIAL SAN FRANCISCO DE PAULA - EDUCATIVO","CARRETERA","SAN FRANCISCO DE PAULA","","N"
1603,"PARCELA A.2 P.P. SAN FRANCISCO DE PAULA - SERVICIOS SOCIALES","CARRETERA","SAN FRANCISCO DE PAULA","","N"
1607,"PARCELA H PLAN PARCIAL SAN FCO.DE PAULA-DP CANCHA DEPORTIVA","CARRETERA","SAN FRANCISCO DE PAULA","","N"
1609,"LOCAL SOCIAL SAN FRANCISCO DE PAULA - PARCELA I.2 - E.L.","CALLE","ALBERTO MONCHE, ARQUITECTO","S/N","N"
1611,"PARCELA I.4 PLAN PARCIAL SAN FRANCISCO DE PAULA - DEPORTIVO","CALLE","ISLA DE LA GRACIOSA","","N"
1631,"PARCELA RED VIARIA PLAN PARCIAL SAN FRANCISCO DE PAULA","CARRETERA","SAN FRANCISCO DE PAULA","","N"
1632,"TERRENO EN ESCALERITAS PARA EL SISTEMA GENERAL 9","AVENIDA","ESCALERITAS","","N"
1633,"SOLAR EN LOMO DE LA CRUZ PARA VIAL (E)","CALLE","VIA 2006","","N"
1634,"SOLAR EN CALLE MATIAS PADRON 51 PARA ESPACIO LIBRE","CALLE","MATIAS PADRON","51","N"
1636,"SOLAR DEPORTIVO EN EL POLIGONO CRUZ DE PIEDRA","CALLE","DOCTOR MARA�ON","S/N","N"
1637,"CASA EN CALLE SAN JUSTO 9 PARA VIAL","CALLE","SAN JUSTO","9","N"
1638,"TERRENO EN LUGAREJO CL. TEMPESTAD PARA VIAL (E)","CALLE","TEMPESTAD","29","N"
1639,"TERRENO EN PICO VIENTO PARA VIAL (E)","CARRETERA","PICO VIENTO","S/N","N"
1640,"TERRENO EN ALTAVISTA PARA ESPACIO LIBRE DEL SG-20","PASEO","CHIL","S/N","N"
1641,"SOLAR DE 616,94 M2 EN ALTAVISTA PARA LA OAS-21","PLAZA","DE AGUSTIN CASTILLO","","N"
1642,"PARCELA RESIDENCIAL EN SAN ROQUE","CALLE","POLCA","19","N"
1643,"PARCELA 26 CASAS TERRERAS P.P. DE  RENOVACION SUBIDA DE MATA","CARRETERA","DE MATA","3 A 55","N"
1644,"LOCAL SOCIAL EN EL ZARDO","CALLE","CAMILO MARTINON NAVARRO","55","N"
1645,"TERRENO 206,33 M2 COSTA AYALA CL. MAR CASPIO (E)","CALLE","MAR CASPIO","","N"
1646,"PARCELA RESTO CESION PLAN PARCIAL LA FERIA","CALLE","DIEGO BETANCOR SUAREZ","S/N","N"
1648,"PARCELA EN EL CONFITAL","CALLE","NO VIAL","","N"
1649,"PARCELA EN EL CONFITAL","CALLE","NO VIAL","","N"
1650,"FRANJA DE TERRENO CR. DE LOS HOYOS 68 PARA VIAL (E)","CARRETERA","A LOS HOYOS","68","N"
1651,"INMUEBLE CL. SECRETARIO PADILLA 4 ENSANCHE OLOF PALME (E)","CALLE","SECRETARIO PADILLA","4","N"
1653,"TERRENO EN EL LASSO PARA VIVIENDAS - PARCELA P1","CARRETERA","CIUDAD SAN JUAN DE DIOS","","N"
1655,"SOLAR PARA SERVICIOS SOCIALES EN LOMO BLANCO","CALLE","SAN JOSE ARTESANO","S/N","N"
1656,"TERRENO RUSTICO EN LOMO BLANCO","CALLE","SAN JOSE ARTESANO","S/N","N"
1657,"PARCELA DEPORTIVA, PARTE PARCELA 81 P.P. SAN LAZARO-LA PALMA","CALLE","HOYA DEL ENAMORADO","","N"
1658,"SOLAR DE USO EL/AP EN GUANARTEME (APARCAMIENTO CENTRO SALUD)","CALLE","MARIO CESAR","","N"
1662,"PARCELA DEPORTIVA DEL ANTIGUO PLAN PARCIAL LADERA ALTA","CALLE","MANUEL GALVAN RODRIGUEZ","S/N","N"
1673,"TERRENOS EN LADERA DE ALTAVISTA PARA ESPACIO LIBRE","CALLE","CHOPIN","S/N","N"
1674,"SOLAR EN SAN ROQUE, CL. CARAMILLO, PARA VIAL (E)","CALLE","CARAMILLO","","N"
1675,"SOLAR EN CL. PAMOCHAMOSO 32  PARA ESPACIO LIBRE","CALLE","PAMOCHAMOSO","32","N"
1676,"TERRENO EN SAN NICOLAS, CL. ALAMO, PARA VIAL (E)","CALLE","ALAMO","S/N","N"
1677,"TERRENO EN SAN NICOLAS, CL. ALAMO, PARA VIAL (E)","CALLE","ALAMO","3--5--7","N"
1678,"TERRENO EN SAN NICOLAS, CL. ALAMO, PARA VIAL (E)","CALLE","ALAMO","3--5--7","N"
1679,"TERRENO EN CL  DON BERNARDINO CORREA, PARA VIAL (E)","CALLE","DON BERNARDINO CORREA VIERA","3--5--7","N"
1680,"SOBRANTE DE VIA PUBLICA EN HOYA ANDREA","CALLE","INVIERNO","1","N"
1681,"TERRENO EN EL CALVARIO PARA VIAL (E)","CALLE","LOS VIERAS","","N"
1682,"INMUEBLE EN CALLE OLOF PALME 14 PARA ENSANCHE DE VIAL (E)","CALLE","OLOF PALME","14","N"
1683,"TERRENO RUSTICO AL SURESTE DE LA URBANIZACION EL BATAN","CALLE","CARLOS DE S. LAMAS","S/N","N"
1685,"FRANJA DE AMPLIACION DE LA CALLE TENERIFE (E)","CALLE","TENERIFE","7--9","N"
1686,"FRANJA DE AMPLIACION DE LA CALLE EDUARDO BENOT (E)","CALLE","TENERIFE","7--9","N"
1687,"PARCELA 9253102DS5095S EN LA VEGA DE SAN JOSE OAS-18","PASEO","BLAS CABRERA FELIPE ""FISICO""","21","N"
1688,"PARCELA VEGA DE SAN JOSE OAS-18, PARTE 9253109-10DS5095S","AVENIDA","DE CANARIAS","54","N"
1689,"PARCELA 9253101DS5095S EN LA VEGA DE SAN JOSE","PASEO","BLAS CABRERA FELIPE ""FISICO""","23","N"
1690,"PARCELA VEGA DE SAN JOSE OAS-18, PARTE 9253109-10DS5095S","PLAZA","DE CANARIAS","56","N"
1691,"EDIFICIO EN SAN NICOLAS PARA DOTACION CULTURAL","CALLE","DOMINGO GUERRA DEL RIO","12","N"
1692,"SOLAR CL. MATIAS PADRON PARA ESPACIO LIBRE","CALLE","MATIAS PADRON","41","N"
1693,"CASA EN SAN ROQUE PARA PROLONGACION CL. CARAMILLO","CALLE","TANGANILLOS","18","N"
1694,"TERRENO EN LA LADERA DE SAN NICOLAS PARA VIAL","CALLE","SIERRA NEVADA","","N"
1695,"TERRENO PARA ENSANCHE DE ACCESO A HORNOS DEL REY  (E)","CARRETERA","DE MARZAGAN","127","N"
1696,"SOLAR AMPLIACION P. SAN CRISTOBAL Y CL. TIMONEL (E)","CALLE","TIMONEL","SN","N"
1697,"SOBRANTE VIA PUBLICA CL.AGUSTINA ROMERO-MUSICO LUIS PRIETO","CALLE","POETISA AGUSTINA ROMERO ""LA P","1","N"
1698,"ANTIGUO SOBRANTE DE VIA PUBLICA CALLE YUCATAN - AHORA VIAL","CALLE","YUCATAN","","N"
1699,"INMUEBLE EN SAN NICOLAS PARA LA U.A.-SN-04","CALLE","GIRASOL","12","N"
1700,"PARCELA DE TERRENO EN PEDRO HIDALGO PARA VIAL (E)","CALLE","HUELVA","S/N","N"
1701,"PARCELA DESAFECTADA DE LA CALLE FERNANDO GUANARTEME-SOBRANTE","CALLE","FERNANDO GUANARTEME","","N"
1702,"LOCAL SOCIAL DE LAS COLORADAS ""ALCALDE JOSE VICENTE LEON""","CALLE","PEDRO APOSTOL","S/N","N"
1710,"TERRENO DEPORTIVO EN LOMO LOS FRAILES","CALLE","VENTURA DORESTE","S/N","N"
1712,"RED VIARIA URBANIZACION 289 VIVIENDAS LOMO LOS FRAILES (E)","CALLE","NAIN","","N"
1713,"VIAL DE LA U.A.- 04 - PRESIDENTE ALVEAR (CL. ANTONIO ROMERO)","CALLE","ANTONIO ROMERO","","N"
1714,"PARCELA DEPORTIVA EN LA UAPG89-19 LAS MAJADILLAS","CALLE","DOYA JUANA MARRERO","","N"
1715,"VIALES DE LA UAPG89-13 LAS MAJADILLAS (E)","CALLE","NO VIAL","","N"
1716,"SOLAR EN SAN ROQUE, CALLE FUSTA 7, PARA VIAL","CALLE","FUSTA","7","N"
1717,"TERRENO EN CL. LABRADOR PARA VIAL (E)","CALLE","EL LABRADOR","","N"
1718,"PARCELA RELIGIOSA JUNTO A LA IGLESIA DE LA LUZ","CALLE","GORDILLO","7","N"
1719,"SOLAR EN PEDRO HIDALGO, CL. S.C. DE LA LAGUNA, PARA VIAL","CALLE","SAN CRISTOBAL DE LA LAGUNA","188","N"
1720,"TERRENO EN LOMO BLANCO PARA VIAL, FONDO DE SACO (E)","CALLE","HERMANOS TOLEDO SUAREZ","S/N","N"
1721,"LOCAL SOCIAL EN TAMARACEITE, PASEO DE LOS MARTIRES","PASEO","DE LOS MARTIRES","S/N","N"
1722,"TERRENO DE 58,08 M2 EN PICO VIENTO PARA VIAL (E)","CARRETERA","PICO VIENTO","S/N","N"
1723,"TERRENO DE 96,00 M2 EN PICO VIENTO PARA VIAL (E)","CARRETERA","PICO VIENTO","S/N","N"
1724,"SOLAR PARA USO CULTURAL Y ESPACIOS LIBRES EN CL. PEREZ MU�OZ","CALLE","PEREZ MU�OZ","13--15--17","N"
1725,"SOLAR CULTURAL EN S. CRISTOBAL,CL. SANTIAGO TEJERA OSSAVARRY","CALLE","SANTIAGO TEJERA OSSAVARRY","45","N"
1746,"CANCHA DEPORTIVA LAS CANTERAS","PASEO","DE LAS CANTERAS","","N"
1747,"CANCHAS DEPORTIVAS EN EL PARQUE DE LA MAYORDOMIA","CALLE","PINTOR NICOLAS MASSIEU","","N"
1748,"ESPACIO DEPORTIVO EN LA CALLE LEON","CALLE","LEON","","N"
1749,"CANCHA DEPORTIVA CL. REPUBLICA DOMINICANA","CALLE","REPUBLICA DOMINICANA","","N"
1750,"CANCHA DEPORTIVA Y DE PETANCA EN LAS COLORADAS","CALLE","MARIA DOLOROSA","","N"
1752,"PARCELA VIARIO DE LA U.A.-39.2 LA CAZUELA","CALLE","VALLESECO","","N"
1753,"FRANJA DE TERRENO EN ALMATRICHE PARA VIAL","CARRETERA","DE ALMATRICHE","93","N"
1754,"VIVIENDA CALLE MAGALLANES 11 (GRUPO CAPITAN GARCIA LOPEZ)","CALLE","MAGALLANES","11","N"
1763,"GARAJE 8 (FINCA 56 )- 49 VIVIENDAS EN CUESTA RAMON","LUGAR","LOMO DE CUESTA RAMON","","N"
1769,"INMUEBLE CULTURAL EN LA CALLE SAN NICOLAS","CALLE","SAN NICOLAS","S/N","N"
1770,"LOCAL SOCIAL DE CASABLANCA III","CALLE","ORINOCO","S/N","N"
1771,"TERRENO EN SUBIDA DE MATA, PARTE DEL APR-03","CALLE","IGNACIO PEREZ GALDOS, C.G.CAN","S/N","N"
1772,"SOLAR EN ALTAVISTA, CL. ECHEGARAY 17, PARA VIAL Y E. L.","CALLE","ECHEGARAY","17","N"
1773,"PISCINA CUBIERTA EN TAMARACEITE","CALLE","SAN GABRIEL","11","N"
1774,"SOLAR EN EL POLVORIN, CL. RAFAELA MANRIQUE","CALLE","RAFAELA MANRIQUE","1A","N"
1776,"PABELLON DE DEPORTES DEL CONO SUR","CALLE","PEDRO HIDALGO","","N"
1777,"ANEXO COLEGIO NESTOR ALAMO","URBANIZACION","POLIGONO JINAMAR, FASE III","S/N","N"
1781,"PLAZA DE GARAJE N. 81 GRUPO 25 VIVIENDAS DE TAMARACEITE","CALLE","PINTORA LOLA MASSIEU","8","N"
1787,"GARAJE N. 94 GRUPO 25 VIVIENDAS TAMARACEITE EDIFICIO MESENE","CALLE","PINTOR NICOLAS MASSIEU","9","N"
1788,"GARAJE N. 120 GRUPO 25 VIVIENDAS TAMARACEITE EDIFICIO MESENE","CALLE","PINTOR NICOLAS MASSIEU","9","N"
1789,"GARAJE N. 121 GRUPO 25 VIVIENDAS TAMARACEITE EDIFICIO MESENE","CALLE","PINTOR NICOLAS MASSIEU","9","N"
1790,"ZONA DEPORTIVA EN CASABLANCA I","CALLE","DEBUSSY","7B","N"
1791,"LOCAL SOCIAL EN HOYA DE LA PLATA","CALLE","CONC. ANDRES ALVARADO JANINA","1","N"
1792,"CASA DE LA JUVENTUD BARRIO DEL ATLANTICO ""FELO MONZON GEARA""","CALLE","DIEGO BETANCOR SUAREZ","45","N"
1793,"LOCAL SOCIAL EN CUESTA BLANCA","CALLE","ZAPATERO SANTIAGO TORRES","1","N"
1794,"CENTRO DE BAJA EXIGENCIA CONO SUR","AVENIDA","AMURGA","2","N"
1795,"CENTRO CIVICO SUAREZ NARANJO - CL. PAMOCHAMOSO 34-36-38","CALLE","PAMOCHAMOSO","34--36--38","N"
1796,"CONCEJALIA, C. CULTURAL PZ. LUZ Y BIBLIOTECA PEPE DAMASO","CALLE","PEREZ MU�OZ","S/N","N"
1797,"1 LOCAL, 25 GARAJES Y 5 TRASTEROS PROM. 55 VIV. ALMATRICHE","CALLE","EQUINOCCIO","S/N","N"
1799,"GRUPO DE 25 VIVIENDAS ""TAMARACEITE""","CALLE","PINTORA LOLA MASSIEU","8--BAJO A","N"
1801,"79 VIVIENDAS PARCELA P4 EN EL POLVORIN   (QUEDAN 22)","CARRETERA","DE MATA","68--70--72","N"
1802,"2 LOCALES EN LA PARCELA P4 (79 VIVIENDAS) EN EL POLVORIN","CARRETERA","DE MATA","68--70--72","N"
1803,"GARAJES Y TRASTEROS EN LA PARCELA P4 EN EL POLVORIN","CARRETERA","DE MATA","68--70--72","N"
1804,"PARCELA EN EL POLVORIN PARA ESPACIO LIBRE","CARRETERA","DE MATA","","N"
1805,"3 TERRENOS EN TRASERA PASEO DE CHIL PARA VIAL Y E.L.","PASEO","CHIL","181--3--5","N"
1806,"3 SOLARES EN SAN CRISTOBAL, CL. ESTRIBOR, PARA LA OAS-07","CALLE","ESTRIBOR","10","N"
1807,"INMUEBLE CL. NILO PERI DE SAN NICOLAS (E)","CALLE","NILO","37","N"
1808,"TERRENO EN SALTO DEL NEGRO, CL. PUEBLA S/N, PARA UZI-13","CALLE","PUEBLA","","N"
1809,"SOLAR CL. PARROCO M. ARTILES 23-25-27 PARA E.L. Y VIAL (E)","CALLE","PARROCO MATIAS ARTILES","23--25--27","N"
1810,"PARCELA EN CALLE SANTANDER PARA VIAL (E)","CALLE","SANTANDER","","N"
1811,"LOCAL EN BLOQUE DE VIVIENDAS, CL CANDELARIA DE LEON 10","CALLE","CANDELARIA DE LEON","10","N"
1812,"SOLAR EN CALLE MATIAS PADRON PARA ESPACIO LIBRE","CALLE","MATIAS PADRON","43","N"
1813,"FINCA CL. MIRASOL 42 PERI DE SAN NICOLAS (E)","CALLE","MIRASOL","42","N"
1814,"PARCELA EN CL. ROSARIO ALVAREZ HDEZ PARA ENSANCHE CALLE","CALLE","ROSARIO ALVAREZ HERNANDEZ","","N"
1815,"PARCELA EN CL. CARIDAD 8 PARA PROLONGACION DE CL. SAN BENITO","CALLE","CARIDAD","8","N"
1816,"PARCELA EN CL.DOMINGO GUERRA DEL RIO 9 PARA VIAL (E)","CALLE","DOMINGO GUERRA DEL RIO","9","N"
1817,"PARCELA EN CL. SIMON CANANEO PARA VIAL","CALLE","SIMON CANANEO","","N"
1818,"INMUEBLE CULTURAL EN S. CRISTOBAL, CL. MARINA","CALLE","MARINA","4","N"
