"INVENTARIO","NOMBRE","DESCRIPCION"
434,"LAPIDA CONMEMORATIVA DE LA VISITA DEL MINISTRO GALO PONTE","PLACA RECTANGULAR, CON LETRAS DE MOLDE, REALIZADA EN CONMEMORACION DE LA VISITA A LA ISLA EN 1927 DEL ENTONCES MINISTRO DE GRACIA Y JUSTICIA GALO PONTE, EN REPRESENTACION DEL GOBIERNO DE LA NACION. INSCRIPCION: ""EL GOBIERNO DE S.M. REPRESENTADO EN EL MINISTRO DE GRACIA Y JUSTICIA EXCMO. SR. D. GALO PONTE CON FACULTADES SOBRE TODOS LOS MINISTERIOS VISITO ESTA ISLA EL 11 DE FEBRERO DE 1927""."
435,"LAPIDA CONMEMORATIVA DE LA CREACION DE LA PROVINCIA","PLACA RECTANGULAR EN MARMOL CON LETRAS DE MOLDE, REALIZADA EN CONMEMORACION DE LA CREACION DE LA PROVINCIA DE LAS PALMAS DURANTE EL GOBIERNO DEL GENERAL PRIMO DE RIVERA EN 1927. INSCRIPCION: ""21 SEPTIEMBRE 1927. POR R.D.L. DE ESTA FECHA A PROPUESTA DEL GOBIERNO PRESIDIDO POR EL EXCMO. SR. GENERAL PRIMO DE RIVERA SE CREO LA PROVINCIA DE LAS PALMAS""."
436,"LAPIDA CONMEMORATIVA DE LA VISITA DE LOS PRINCIPES","PLACA CONMEMORATIVA, EN MARMOL BLANCO, CON CUATRO REMACHES DE MADERA EN LOS EXTREMOS PINTADOS DE DORADO, AL IGUAL QUE LAS LETRAS, HORADADAS Y PINTADAS, COLOCADA EN EL CONSISTORIO CAPITALINO A RAIZ DE LA VISITA DE LOS ENTONCES PRINCIPES DE ESPA�A, D. JUAN CARLOS Y D�A. SOFIA, EN 1973. INSCRIPCION: ""S.S. A.A. R.R. LOS PRINCIPES DE ESPA�A D. JUAN CARLOS Y D�A. SOFIA HONRARON CON SU VISITA ESTE AYUNTAMIENTO EL DIA 7 DE MARZO DE 1973 SIENDO CAUDILLO DE ESPA�A FRANCISCO FRANCO""."
437,"APLIQUE DE HIERRO Y LATON SOBREDORADO (2) -BARBERIA TRUJILLO","DOS APLIQUES DE HIERRO Y LATON SOBREDORADO CON BRAZO EN VOLUTA DECORADO. PERTENECIENTE A UNA BARBERIA ANTIGUA.      HACIA 1890"
438,"ESPEJO BELGA VERTICAL - BARBERIA TRUJILLO","ESPEJO RECTANGULAR DE BARBERIA, DE MARCO BLANCO, CON REMINISCENCIAS NEOCLASICAS      HACIA 1860-1870"
439,"ESTANTE MESA DE BARBERO TIPO MENSULA - BARBERIA TRUJILLO","ESTANTE MESA DE BARBERO TIPO MENSULA, EN RIGA, CON TRES CAJONES, Y REPISA DE MARMOL.  DE ESTILO DECIMONONICO - HISTORICISTA.      HACIA 1870"
440,"SILLA THONET ASIENTO REDONDO (2 UNIDADES)- BARBERIA TRUJILLO","DOS SILLA THONET CON RESPALDO, MONTANTE Y PATAS CILINDRICAS, DE HAYA CURVADA AL VAPOR"
441,"PERCHERO DE PARED, DE CINCO BRAZOS - BARBERIA TRUJILLO","PERCHERO LARGO DE CINCO BRAZOS CILINDRICOS REMATADOS EN POMO, CON LA CURVA INFERIOR ACENTUADA"
442,"SILLA DE CLIENTE DE BARBERIA, EN CAOBA  - BARBERIA TRUJILLO","SILLA DE CLIENTE DE BARBERIA, EN CAOBA CON BRAZOS, ASIENTO SEMICIRCULAR Y RESPALDO CURVO DOTADO DE CABEZAL AJUSTABLE EN ALTURA"
443,"PERCHERO ARTICULADO DE TRES ROMBOS  - BARBERIA TRUJILLO","PERCHERO ARTICULADO DE TRES ROMBOS. CON SIETE PERCHAS Y OTRAS TRES SUPERIORES PARA CACHORROS, EN MADERA PINTADA DE NEGRO"
444,"LAMPARA DE COLGAR DE TECHO  - BARBERIA TRUJILLO","LAMPARA DE TECHO CON PLATO METALICO REVESTIDO DE PORCELANA VITRIFICADA POR SU CARA INFERIOR Y PINTADO EN VERDE POR SU CARA SUPERIOR. DE ESTILO CLASICO Y TRADICIONAL MUY USADAS EN EL SIGLO XX"
445,"UTILES DIVERSOS DE BARBERIA  -  BARBERIA TRUJILLO","CINCO NAVAJAS BARBERAS, UNA TIJERAS, UN ASENTADOR DE FILO, UN AFILADOR DE MANO, DOS ALGODONERAS, UN ROCIADOR, UNA BROCHA CON JABONERA, UN CEPILLO, UN PEINE DE HUESO Y UNA MAQUINILLA DE CORTAR PELO"
446,"CRISTO DE LA VERA CRUZ","TALLA DE MADERA DE PRINCIPIOS DEL SIGLO XIX. AUTOR: LUJAN PEREZ"
447,"TRONO, FALDONES Y POTENCIAS DEL CRISTO DE LA VERA CRUZ","ENSERES DEL CRISTO, DE PRINCIPIOS DEL SIGLO XIX."
448,"ESTANDARTE Y VARALES DEL CRISTO DE LA VERA CRUZ","ENSERES DEL CRISTO, DE PRINCIPIOS DEL SIGLO XIX."
449,"DESPOJO ABISAL","TECNICA MIXTA Y ARPILLERA, DE MEDIDAS 65 X 81 CM. A�O 1967. AUTOR: MANOLO MILLARES"
450,"SIN TITULO (CONOCIDA COMO ""LA PROCESION"")","TECNICA MIXTA Y ARPILLERA, DE MEDIDAS 81 X 100  CM. SIN FECHA. AUTOR: MANOLO MILLARES"
451,"SIN TITULO","TECNICA MIXTA Y ARPILLERA, DE MEDIDAS 72 X 60  CM. A�O 1961. AUTOR: MANOLO MILLARES"
452,"SIN TITULO","PINTURA SOBRE PAPEL ADHERIDO A  LIENZO, DE MEDIDAS 50 X 60  CM. A�O 1965. AUTOR: MANOLO MILLARES"
453,"SIN TITULO","PINTURA SOBRE PAPEL ADHERIDO A  LIENZO, DE MEDIDAS 50 X 60  CM. A�O 1965. AUTOR: MANOLO MILLARES"
454,"SIN TITULO","PINTURA SOBRE PAPEL ADHERIDO A  LIENZO, DE MEDIDAS 50 X 60  CM. A�O 1965. AUTOR: MANOLO MILLARES"
455,"SIN TITULO","DIBUJO A TINTA SOBRE PAPEL, DE MEDIDAS 50 X 70  CM. A�O 1971. AUTOR: MANOLO MILLARES"
456,"SIN TITULO","PINTURA SOBRE PAPEL, DE MEDIDAS 70 X 100 CM. A�O 1968. AUTOR: MANOLO MILLARES"
457,"ASUNCION (ESTUDIO PARA PETRARCA)","OLEO DE CARACTER REALISTA REPRESENTANDO UNAS TUMBONAS BLANCAS EN UNA PISCINA,  CON UN PAISAJE PORTUARIO AL FONDO. AUTOR: UBAY MURILLO GARCIA. MEDIDAS: 116 X 89 CM"
458,"TWO PLAYERS","ACRILICO. DOS PAISAJES REPRESENTANDO UNA CARRETERA VACIA. AUTOR: ALBY ALAMO SANTANA. MEDIDAS: 116 X 89 CM"
459,"SIN TITULO","ACRILICO. SOMBRA DE LA CABEZA DE UN MUCHACHO Y UN ARBOL SOBRE UNAS PARED BLANCA CON UNA GRECA ROJA. AUTOR: MARGARITA DELGADO SANCHEZ. MEDIDAS: 100 X 81 CM"
460,"TAQUERA DE MADERA BARNIZADA Y METAL DORADO","MUEBLE DE FORMA RECTANGULAR REALIZADO EN MADERA Y DECORADO A BASE DE ACANALADURAS VERTICALES INCISAS EN LA PIEZA. COMPLETAN EL ORNAMENTO SENDAS PLACAS METALICAS QUE REPRODUCEN MOTIVOS DE CARACTER GEOMETRICO."
461,"PIANO DE PARED R. MARYSTANY","PIANO DE PARED DE COLOR NEGRO DECORADO PROFUSAMENTE A BASE DE MOTIVOS VEGETALES, DISTRIBUIDOS POR TODA LA SUPERFICIE. A AMBOS LADOS, Y A MODO DE PATAS, APARECEN SENDAS FIGURAS MITOL�GICAS ALADAS QUE PRESENTAN CABEZA DE FELINO Y CUERPO DE LEON. EN LA PARTE FRONTAL Y LOS LATERALES, SE LOCALIZAN DIVERSOS ELEMENTOS METALICOS, TALES COMO APLIQUES Y AGARRADERAS, Y EN EL INTERIOR, UN ESCORZADO AMORCILLO TOCA UNA TROMPETA DENTRO DE UN TONDO COLOREADO EN TONALIDADES PASTEL."
462,"SILLON DE CLIENTE DE BARBERIA","TIPICO SILLON DE BARBERIA REALIZADO EN METAL, CON CABEZAL Y PIE CENTRAL AJUSTABLE."
463,"CARTEL DEL CARNAVAL DE LAS PALMAS DE GRAN CANARIA 2003","COMPOSICI�N PICT�RICA DE CAR�CTER FIGURATIVO . EN PRIMER T�RMINO, UN GRUPO DE PERSONAS, ATAVIADAS CON LLAMATIVOS ATUENDOS, BAILAN ANTE UN ESCENARIO SEGMENTADO EN PLANOS, BAJO EL QUE APARECE LA PALABRA ""ROCK"". AUTOR: MIGUEL PANADERO ESCALA"
464,"CARTEL DEL CARNAVAL DE LAS PALMAS DE GRAN CANARIA 2004","COMPOSICION PICTORICA DE CARACTER ABSTRACTO Y GRAN EXPRESIVIDAD, EN LA QUE PREDOMINAN LOS TONOS OCRES Y ROJOS QUE LA AUTORA COMBINA CON SUS PERSONALES ALQUITRANADOS. TECNICA MIXTA SOBRE PAPEL. AUTORA: LOLA MASSIEU"
465,"SAN MIGUEL","REPRESENTACION PICTORICA DEL ARCANGEL SAN MIGUEL, ATAVIADO CON VESTIMENTA DE LAS LEGIONES ROMANAS Y ESPADA, ELEMENTOS UTILIZADOS EN SU TRADICIONAL ICONOGRAFIA, DESTACANDO EL COLOR ROJO Y LOS PLASTICOS PLIEGUES DE SU CAPA. LA MAGISTRAL FIGURA SE RECORTA SOBRE UN FONDO DE TONALIDAD OSCURA, EN EL QUE PUEDE PERCIBIRSE NUBES DE GRAN FORMATO."
466,"CUADRO DE INDULGENCIAS","DOCUMENTO MANUSCRITO EN TINTA NEGRA, CON LETRAS CAPITALES EN ROJO, SOBRE PAPEL. EL TEXTO APARECE DECORADO CON PEQUE�AS RAMAS DE OLIVO, EN CLARA ALUSION AL PASAJE BIBLICO QUE REPRESENTA EL CUADRO AL QUE, LA TABLILLA DE INDULGENCIAS, ESTA VINCULADA."
467,"LIBRO ROJO DE GRAN CANARIA","CONJUNTO DE DOCUMENTOS REDACTADOS POR DIFERENTES ESCRIBANOS PUBLICOS QUE FORMAN EL LLAMADO ""LIBRO ROJO"". EN EL SE HALLAN COMPILADAS LAS CONCESIONES HECHAS POR DIVERSOS REYES A LA ISLA DE GRAN CANARIA. DESTACA ENTRE OTROS EL FUERO DE GRAN CANARIA Y EL DE LA CIUDAD DE LAS PALMAS. AUTOR: ESCRIBANO PUBLICO Y DEL CABILDO ALONSO DE BALBOA"
468,"EL PERSONAJE","ACRILICO Y LAMINA DE METAL SOBRE TRES GRUESOS LIENZOS CON REBORDE . DIMENSIONES: 81 X 300,5 CM. DESCRIPCION: ""RETAZO ANDRAJOSO Y DISTORSIONADO DE UN HOMBRE"", CONSTRUIDO A PARTIR DE TELAS SACOS Y RETALES. LA FIGURA RESALTA LA NOCION QUE EL AUTOR TENIA DEL HOMBRE MODERNO COMO UN DESPOJO Y EVOCA IMAGENES DE TORTURA Y CRUCIFIXION. AUTOR: MANOLO MILLARES, 1966"
469,"SEMILLA RECICLADA","PINTURA REPRESENTANDO UNA SEMILLA. AUTOR: FRANCISCO LOPEZ DIAZ"
470,"NATURAL II","PINTURA REPRESENTANDO UNAS HOJAS. AUTOR: PEDRO PABLO RAMIREZ BENITEZ"
471,"ROCKERO","PINTURA ABSTRACTA TIPO CARTEL. AUTOR: CARMELO MONTESDEOCA ORTEGA"
472,"EL GABINETE LITERARIO","VISTA DE LA PLAZA DE CAIRASCO CON EL GABINETE LITERARIO AL FONDO. TECNICA MIXTA SOBRE LIENZO. MEDIDAS: 240 X 200 CM. AUTOR: PEDRO GONZALEZ. A�O 2004"
473,"LA PLAZA DEL ESPIRITU SANTO","VISTA DE LA PLAZA DEL ESPIRITU SANTO CON EL TEMPLETE DE PONCE DE LEON. TECNICA MIXTA SOBRE LIENZO. MEDIDAS: 240 X 200 CM. AUTOR: PEDRO GONZALEZ. A�O 2004"
474,"LAMPARA DE TECHO (SIETE UNIDADES)","LAMPARA DE TECHO, REALIZADA EN METAL Y CRISTAL, DE FORMA HEXAGONAL Y ESTRUCTURA CILINDRICA, ATRIBUIDO A NESTOR MARTIN FERNANDEZ DE LA TORRE - 1928"
475,"16 PERSONAJES DE MI MEMORIA PARA MI PINTURA","COMPOSICION DE 16 RETRATOS EN DIVEROS COLORES, TINTAS LITOGRAFICAS SOBRE TELA, MEDIDAS 116 X 98 CM. AUTOR: ROGER SANGUINO"
476,"LUZ Y SOMBRA","COMPOSICION FORMADA POR LAS SOMBRAS PROYECTADAS EN EL SUELO POR UNA PARED AGUJEREADA. TECNICA MIXTA AL OLEO, MEDIDAS 100 X 73 CM. AUTOR: DULCE ABREUT CABRERA"
477,"UN DIA EN EL CAMPO","COMPOSICION DE TIPO ABSTRACTO EN TONOS OCRES Y VERDES. TECNICA MIXTA, MEDIDAS 100 X 80 CM. AUTOR: GEMA MARIA SANCHEZ YANEZ"
478,"CARTEL DEL CARNAVAL 2005","COMPOSICION FORMADA POR UNA FOTOGRAFIA DE UNO DE LOS PERROS DE LA PLAZA DE SANTA ANA SOBRE UNA ALEGORIA DE DON QUIJOTE, EN NEGRO SOBRE FONDO AMARILLO. AUTOR: FERNANDO ALAMO 2004"
479,"CARTEL DEL CARNAVAL 2006","COMPOSICION COLORISTA SOBRE EL CARNAVAL LATINO. AUTOR: MARTA MARI�O, 2005"
480,"BUSTO PREPARATORIO EN YESO DEL PINTOR MANOLO MILLARES","ANTIGUO MOLDE PREPARATORIO BUSTO COLOCADO EN  PARQUE HERMANOS MILLARES (VEGA DE SAN JOSE). CABEZA DE ESCAYOLA. MEDIDAS: 45 cm.alto x 35 cm.ancho x 35 cm.fondo. AUTOR : M. ALONSO MU�OZ.- 1983."
481,"BUSTO PREPARATORIO EN ESCAYOLA DE LUIS MOROTE GREUS","CABEZA-BUSTO DE ESCAYOLA. AUTOR : FRANCISCA MELIAN CHIRINO - MEDIDAS: 0,82 X 0,50 X 0,45 M."
482,"PIANO MARCA ""HAAKE""","PIANO VERTICAL EN MADERA JASPEADA, MARCA ""HAAKE"", N� DE SERIE 14.444. FECHA APROXIMADA: 1920"
483,"VIDEO WORLD","CUADRO TIPO POSTER MULTICOLOR. TECNICA MIXTA, LIQUITEX, CELULOSA Y COLLAGE SOBRE PAPEL. MEDIDAS: 115 X 72CM. AUTOR: ALEXANDRE REGO DO NASCIMENTO REIGADA"
484,"HISTORIAS EN LA CIUDAD: UNA DIFICIL DECISION","ESCENA REPRESENTANDO DOS PERSONAS FRENTE A FRENTE, SENTADAS A AMBOS LADOS DE UNA MESA, DELANTE DE UNA VENTANA. OLEO SOBRE LIENZO. MEDIDAS: 73 X 92 CM. AUTOR: ALBY ESTEBAN ALAMO SANTANA."
485,"CARTEL DEL CARNAVAL 2007","COMPOSICION COLORISTA SOBRE EL CARNAVAL DE LA BELLE EPOQUE, REPRESENTANDO UNA MASCARA. AUTOR: PABLO LOSA"
486,"DAMAS, FONDO Y ESTRATEGIA","COMPOSICION COLORISTA EN VARIOS CUADROS CON MUJERES. AUTOR: ANA BELTRAN ALVAREZ"
487,"PLACA HOMENAJE A NESTOR MARTIN-FERNANDEZ DE LA TORRE","PLACA DE GRANITO DE FORMA IRREGULAR"
488,"ATENEA","MONTAJE FOTOGRAFICO EN TELA, IMPRESO POR ""GICLE ART CANARIAS"". AUTOR: ESTHER AZPEITIA. SEPTIEMBRE 2007"
489,"2 SILLONES DE MADERA TALLADA, TAPIZADOS EN COLOR ROJO","2 SILLONES DE MADERA TALLADA, TAPIZADOS EN COLOR ROJO"
490,"EL OVILLO (EL PRINCIPIO, EL HILO DE LA VIDA)","GRAN OVILLO DE CUERDA DE DIMENSION APROX 2 METROS DE DIAMETRO. AUTOR: PEPE DAMASO 1989"
491,"DIBUJO ORIGINAL DEL MURAL ""TRIANA""","PAISAJE URBANO ABSTRACTO EN TONOS VIVOS. TECNICA MIXTA SOBRE PAPEL ADHERIDO A CARTON-PLUMA. DIEMNSIONES: 70 X 54 CM.  AUTOR: JUAN GUERRA"
492,"""ALA CON MUCHO POLEN""","OLEO SOBRE LIENZO BLANCO. DIBUJO DE UNA FLOR ROJA DE TALLO ALTO CON UNAS ""ALAS "" NEGRAS VOLANDO A SU ALREDEDOR. INSCRIPCION: ALA CON MUCHO POLEN. FERNANDO ALAMO 2004"
493,"APLIQUE DE PARED DE LA SALA DEL TEATRO PEREZ GALDOS (6)","APLIQUE METALICO DE DOS BRAZOS. DISE�O DE MIGUEL MARTIN-FERNANDEZ DE LA TORRE"
494,"""PALMERA DE ORO""","PEQUE�A ESCULTURA EN ORO REPRESENTANDO UNA PALMERA Y DOS PERROS, SOBRE PEANA NEGRA CON ESCUDO OVAL CON INSCRIPCION: ""LA MUY NOBLE Y MUY LEAL CIUDAD DEL REAL DE LAS PALMAS"""
495,"ESPEJO","COMPOSICION COLORISTA CON LA PERSPECTIVA DE UNA HABITACION, EN VIVOS COLORES. ACRILICO SOBRE LIENZO. AUTOR: EMILIO ALMOGUERA MACIAS. MEDIDAS: 100 X 80 CM."
496,"SALA DE ESPERA","COMPOSICION COLORISTA CON LA PERSPECTIVA DE UNA SALA DE ESPERA CON PERSONAS. OLEO SOBRE LIENZO, AUTOR: CARMELO MARIO GONZALEZ MARTIN. MEDIDAS: 116 X 83 CM."
497,"""NI�AS MARROQUIES""","FOTOGRAFIA EN COLOR DE UNA NI�A CON UN CAFTAN Y PA�UELO ROSAS, AUTOR: ROBERTO MILAN. NUMERO DE ORDEN 361/08"
498,"""PACO""","FOTOGRAFIA EN COLOR DE UN HOMBRE (CABEZA Y HOMBROS), AUTOR: JUAN PEDRO TREJO LEJIDO. NUMERO DE ORDEN 513/08"
499,"""LUCES ANALOGICAS III""","FOTOGRAFIA EN BLANCO Y NEGRO  AUTOR: FERNANDO FLORES HUECAS. NUMERO DE ORDEN 421/08"
500,"REPOSTERO CON ESCUDO DE LA CIUDAD","REPOSTERO ANTIGUO, PROBABLEMENTE DE FINALES DEL SIGLO XIX"
501,"REPOSTERO CON ESCUDO DE LA CIUDAD","REPOSTERO ANTIGUO, PROBABLEMENTE DE FINALES DEL SIGLO XIX"
502,"REPOSTERO CON ESCUDO DE LA CIUDAD","REPOSTERO ANTIGUO, PROBABLEMENTE DE FINALES DEL SIGLO XIX"
503,"REPOSTERO VERTICAL CON ESCUDO DE LAS PALMAS DE GRAN CANARIA","REPOSTERO VERTICAL, NUEVO, REALIZADO EN TEJIDO ALCANTARA, DE 2,50 X 3,00 M, BORDADO A MANO, CON EL ESCUDO DE LA CIUDAD"
504,"REPOSTERO VERTICAL CON EL ESCUDO DE CANARIAS","REPOSTERO VERTICAL, REALIZADO EN TEJIDO ALCANTARA, DE 2,50 X 3,00 M, BORDADO A MANO, CON EL ESCUDO DE CANARIAS"
505,"REPOSTERO HORIZONTAL CON EL ESCUDO DE ESPA�A","REPOSTERO HORIZONTAL, REALIZADO EN TEJIDO ALCANTARA, DE 3,00 X 2,50 M, BORDADO A MANO, CON EL ESCUDO DE ESPA�A"
506,"PASO DE LAS CA�AS-PAYSANDU","ACUARELA CON MARCO BLANCO. PAISAJE REPRESENTANDO UN CAMINO ENTRE ARBOLES. AUTOR: JORGE W. CORTI"
507,"PEQUE�OS PLACERES","ACRILICO SOBRE TELA. PINTURA REALISTA EN VIVOS COLORES REPRESENTANDO UN NI�O EN UNA PISCINA INFANTIL DE COLOR AZUL. AUTOR: ANA MARIA RIVERO ARCOS. MEDIDAS 116 X 89 CM."
508,"""MAR""","FOTOGRAFIA BLANCO Y NEGRO  AUTOR: PERE FONT RUIZ. NUMERO DE ORDEN 16/09"
509,"""LAVANDOSE""","FOTOGRAFIA COLOR.  AUTORA: CARIDAD MOLINA VILENA. NUMERO DE ORDEN 96/09"
510,"SIN TITULO","PAISAJE URBANO CON GIGANTES Y CABEZUDOS. TECNICA MIXTA SOBRE TELA.  AUTORA: GRACIELA GUTIERREZ DIEPA. MEDIDAS 123 X 97 CM."
511,"""SIN TITULO""","OLEO SOBRE LIENZO. ABSTRACTO EN TONOS ROSAS Y GRISES. AUTOR: YOLANDA GRACIANI"
512,"""DOS SILENCIOS DORADOS""","TECNICA MIXTA SOBRE LIENZO, SIN MARCO. ABSTRACTO. AUTOR: JUAN JOSE GIL. MEDIDAS: 100 X 100 CM. 2009"
513,"ESCUDO DE BRONCE DE LA CIUDAD DE LAS PALMAS DE GRAN CANARIA","ESCUDO DE BRONCE DE LA CIUDAD DE LAS PALMAS DE GRAN CANARIA DE MEDIDAD APROXIMADAS 50 X 50 CM"
514,"EL EMBARCADERO DE YANGON","OBRA PICTORICA, COLLAGE Y OLEO SOBRE LIENZO. AUTOR:  RUBEN MARTIN DE LUCAS"
515,"HARRY HALLER","OBRA PICTORICA, TECNICA MIXTA SOBRE VINILO. AUTOR:  JUAN SANTIAGO CABRERA CRUZ"
516,"SIN TITULO. PROPIEDAD DEL GOBIERNO DE CANARIAS","COMPOSICION PICTORICA ABSTRACTA QUE DESTACA POR SU GRAN EXPRESIVIDAD Y EL FUERTE COMPONENTE MATERICO. EN LA OBRA SE OBSERVA UN PREDOMINIO DEL COLOR NEGRO Y EL  A�ADIDO DE DIVERSOS MATERIALES, CONSIGUIENDO ACENTUAR LA IMPRESION DRAMATICA MEDIANTE LA REDUCCION CROMATICA PROPIA DE SU PALETA Y EL GRAN RELIEVE. AUTOR: MANOLO MILLARES"
517,"""SIN TITULO""","LACA SOBRE TABLEX. COMPOSICION ABSTRACTA . AUTOR: YOLANDA GRACIANI. MEDIDAS 1,00 X 1,00 M"
518,"CURVAS ACTIVAS (CAJA CINETICA)","DIBUJO A TINTA CHINA SOBRE PAPEL, EN BLANCO Y NEGRO, CON LINEAS CURVAS SOBRE FONDO DE LINEAS RECTAS VERTICALES, CON EL CONSIGUIENTE EFECTO DE MOVIMIENTO. AUTOR: RAFAEL MINZON GRAU-BASSAS (FELO MONZON)"
519,"""PINTAME""","ACRILICO SOBRE TELA, REPRESENTANDO UN MUCHACHO CON UN BOTE DE SPRAY EN LA MANO DIRIGIENDOSE AL ESPECTADOR. AUTOR: CARLOS DIEGO FRANCO"
520,"SIN TITULO - (RISCO DE SAN ROQUE)","OLEO SOBRE TABLEX REPRESENTANDO UN PAISAJE DEL RISCO DE SAN ROQUE  A ORILLAS DEL GUINIGUADA. AUTOR: JUAN GUILLERMO RODRIGUEZ BAEZ"
521,"SICOMORO I","ESCULTURA ABSTRACTA ARBORESCENTE, DEDICADA AL SICOMORO BIBLICO. AUTOR: LEOPOLDO EMPERADOR 2008. MEDIDAS: 67 X 30 X 16 CM. HIERRO FORJADO, PAVONADO QUIMICO Y ENCERADO"
522,"SIN TITULO","OBRA PICTORICA DE TIPO MURAL, DE EJECUCION INMEDIATA, REPRESENTANDO UN PAISAJE URBANO NOCTURNO, CON AIRES DE COMIC. AUTOR: SANTOS DE VERACRUZ (GRUPO MUSICAL MUCHACHITO BOMBO INFIERNO)"
523,"BUSTO DE AGUSTIN MILLARES CARLO","BUSTO DE BRONCE DE CARACTER REALISTA Y RASGOS MARCADOS. AUTOR: JUAN JAEN DIAZ. MEDIDAS APROX: 20 X 20 X 40 CM"
524,"LA VIE EN BLEU","RETRATO FOTOGRAFICO DE UN HOMBRE. OLEO SOBRE LIENZO. 116 X 89 CM. AUTOR: MIGUEL ANGEL LOPEZ SALAZAR"
525,"EL SUSPENSE","CUADRO CON DOS ESCENAS. ARRIBA UNA PISCINA, Y ABAJO UNA FIGURA DE MUJER EN SOMBRAS. OLEO SOBRE LIENZO. 116 X 89 CM. AUTOR: ALBY ALAMO SANTANA"
526,"EL NI�O DEL PORTICO","FOTOGRAFIA EN BLANCO Y NEGRO REPRESENTANDO UN NI�O AFRICANO CON UNA TABLA DE MADERA EN LA MANO. AUTOR: JOSE LUIS GARCIA GARCIA"
527,"LA CORTINA","FOTOGRAFIA EN COLOR REPRESENTANDO UNA VENTANA DELANTE DE LA QUE ONDEA UNA CORTINA. DELANTE, UN PERRO OBSERVA LA ESCENA. AUTOR: VICENTE CERVERA CASINO"
528,"NI�A DE GUINEA","FOTOGRAFIA EN BLANCO Y NEGRO REPRESENTANDO UNA  NI�A AFRICANA SONRIENTE Y CON LA CARA MOJADA CON UNA MANO EN LA FRENTE. AUTOR: MANUEL LOPEZ FRANCES"
529,"LUZ (3)","FOTOGRAFIA EN BLANCO Y NEGRO REPRESENTANDO UNA SUPERPOSICION DE FIGURAS BLANCAS RECTANGULARES CON LIGERAS SOMBRAS GRISES. AUTOR: JOSE RAMON MORENO FERNANDEZ"
530,"SUE�O","PINTURA FIGURATIVA, UNA CARA FEMENINA, CON LOS OJOS CERRADOS,  DE MULTILPLES COLORES. ACRILICO SOBRE TELA . AUTOR: MIREIA TRAMUNT ALVARADO"
531,"SIN TITULO","VISTA DISTORSIONADA DE LA AVENIDA MESA Y LOPEZ, EN LA QUE SE VE EL CUADRO PINTADO DENTRO DEL CUADRO . AUTOR: RUBEN ARMICHE BENITEZ. 2001"
532,"SIN TITULO","VISTA DEL MONUMENTO CENTRAL DE LA PLAZA DE ESPA�A, EN LAS PALMAS DE GRAN CANARIA . AUTOR: FRANCISCO JAVIER NAVARRO MEDINA"
533,"MAR DEL NORTE","MARINA. CUADRO COMPUESTO POR DOS PARTES (DIPTICO). AUTOR: FRANCISCO JAVIER NAVARRO MEDINA"
534,"IVAN EL ALEGRE","CUADRO REPRESENTANDO UNA EXTA�A FIGURA CON LEVITA Y SOMBRERO DE COPA   AUTOR: RICARDO MANRIQUE DE LARA"
535,"SIN TITULO","PINTURA EN VIVOS COLORES, CON LA ESCULTURA LADY HARIMAGUADA Y UNOS PECES QUE RECUERDAN EL POEMA DEL MAR. AUTOR: PABLO LUZARDO MASSIEU"
536,"SIN TITULO","PINTURA FIGURATIVA DE UNA MANO EN TONOS NARANJA. AUTOR: DACIL GUIMARE MORENO"
537,"LA CHARCUTERA","CUADRO REPRESENTANDO DOS JOVENES MUJERES. AUTOR: OCTAVIO JUAN ARTILES"
538,"INFLUENCIAS","PINTURA ALUSIVA A CUADROS FAMOSOS, LA GIOCONDA, LAS MENINAS.... Y SUPERMAN. ACRILICO SOBRE LIENZO. MEDIDAS: 62 X 75 CM.  AUTOR: EDUARDO GARCIA CALDERIN"
539,"TRIBUTO A ROCKWELL","PINTOR EJECUTANDO UN AUTORRETRATO CON UIN ESPEJO. ACRILICO SOBRE LIENZO. MEDIDAS: 95 X 122 CM.AUTOR: EDUARDO GARCIA CALDERIN"
540,"OJO DE PEZ","VISTA PANORAMICA, OJO DE PEZ, DE LAS CANTERAS DESDE LA PUNTILLA. ACRILICO Y COLLAGE SOBRE LIENZO. MEDIDAS: 119 X 58 CM.AUTOR: GRACIELA GUTIERREZ DIEPA"
541,"LAPIDA CONMEMORATIVA DEL ANTIGUO CABILDO Y AUDIENCIA","PLACA CONMEMORATIVA, EN MARMOL BLANCO VETEADO, DE MEDIDAS 95 C  X 54 CM, DEDICADA AL SITIO EN QUE SE ENCONTRABAN EL ANTIGUO CABILDO Y AUDIENCIA, EN EL SOLAR DEL ACTUAL AYUNTAMIENTO."
542,"PLACA CONMEMORATIVA DEL V CENTENARIO FUERO DE GRAN CANARIA","PLACA CONMEMORATIVA, EN MARMOL BLANCO VETEADO, DE MEDIDAS 95 C  X 58 CM"
543,"DIBUJO ACUARELA -COLLAGE ABSTACTO","PEQUE�O CUADRO ACRILICO SOBRE PAPEL TIPO COLLAGE. AUTOR: JOSE ANTONIO GARCIA ALVAREZ"
544,"DIBUJO ACUARELA -COLLAGE ABSTACTO","PEQUE�O CUADRO ACRILICO SOBRE PAPEL TIPO COLLAGE. AUTOR: JOSE ANTONIO GARCIA ALVAREZ"
545,"DIBUJO ACUARELA -COLLAGE ABSTACTO","PEQUE�O CUADRO ACRILICO SOBRE PAPEL TIPO COLLAGE. AUTOR: JOSE ANTONIO GARCIA ALVAREZ"
