TIPO,EJERCICIO,ECONÓMICO,ABREVIADA,DESCRIPCIÓN
"G",2015,"10","Órganos de gobierno y personal directivo","Órganos de gobierno y personal directivo."
"G",2015,"100","R básicas y otras R. órganos de gobierno","RETRIBUCIONES BáSICAS Y OTRAS REMUNERACIONES DE óRGANOS DE GOBIERNO"
"G",2015,"10000","RETRIBUCIONES BASICAS ORGANOS GOBIERNO","RETRIBUCIONES BASICAS  DE ORGANOS DE GOBIERNO"
"G",2015,"10001","OTRAS REMUNERACIONES ORG GOBIERNO","OTRAS REMUNERACIONES DE ORGANOS DE GOBIERNO"
"G",2015,"101","R básicas y otras R personal directivo","RETRIBUCIONES BáSICAS Y OTRAS REMUNERACIONES DEL PERSONAL DIRECTIVO"
"G",2015,"10100","RETRIBUCIONES BASICAS PERSONAL DIRECTIVO","RETRIBUCIONES BASICAS  DE PERSONAL DIRECTIVO"
"G",2015,"10101","OTRAS REMUNERACIONES PERS. DIRECTIVO","OTRAS REMUNERACIONES DE PERSONAL DIRECTIVO"
"G",2015,"107","Contribuciones a planes y f pensiones","Contribuciones a planes y fondos de pensiones"
"G",2015,"10700","PLANES Y F PENSIONES ORG GOBIERNO.","CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES DE LOS MIEMBROS DE ORGANOS DE GOBIERNO"
"G",2015,"10701","PLANES Y F PENSIONES PERSONAL DIRECTIVO","CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES DE LOS MIEMBROS DE PERSONAL DIRECTIVO"
"G",2015,"11","Personal eventual","Personal eventual"
"G",2015,"110","R básicas y otras R personal eventual","RETRIBUCIONES BáSICAS Y OTRAS REMUNERACIONES DE PERSONAL EVENTUAL"
"G",2015,"11000","R BASICAS  PERSONAL EVENTUAL","RETRIBUCIONES BASICAS  DE PERSONAL EVENTUAL"
"G",2015,"11001","R COMPLEMENTARIAS  PERSONAL EVENTUAL","RETRIBUCIONES COMPLEMENTARIAS  DE PERSONAL EVENTUAL"
"G",2015,"11002","OTRAS REMUNR. PERSONAL EVENTUAL","OTRAS REMUNERACIONES DE PERSONAL EVENTUAL"
"G",2015,"117","Contribuciones a planes de pensiones","Contribuciones a planes de pensiones"
"G",2015,"11700","PLANES PENSIONES PERSONAL EVENTUAL","CONTRIBUCIONES A PLANES  DE PENSIONES DEL PERSONAL EVENTUAL"
"G",2015,"12","Personal Funcionario","Personal Funcionario"
"G",2015,"120","Retribuciones básicas","Retribuciones básicas"
"G",2015,"12000","SUELDOS PERSONAL FUNCIONARIO GRUPO A1","SUELDOS DEL PERSONAL FUNCIONARIO GRUPO A1"
"G",2015,"12001","SUELDOS PERSONAL FUNCIONARIO DEL GR. A2","SUELDOS DEL PERSONAL FUNCIONARIO DEL GRUPO A2"
"G",2015,"12002","SUELDOS PERSONAL FUNCIONARIO DEL GR. B","SUELDOS DEL PERSONAL FUNCIONARIO DEL GRUPO B"
"G",2015,"12003","SUELDOS PERSONAL FUNCIONARIO DEL GR. C1","SUELDOS DEL PERSONAL FUNCIONARIO DEL GRUPO C1"
"G",2015,"12004","SUELDOS PERSONAL FUNCIONARIO DEL GR. C2","SUELDOS DEL PERSONAL FUNCIONARIO DEL GRUPO C2"
"G",2015,"12005","SUELDOS PERSONAL FUNCIONARIO DEL GR. E","SUELDOS DEL PERSONAL FUNCIONARIO DEL GRUPO E"
"G",2015,"12006","TRIENIOS DEL PERSONAL FUNCIONARIO","TRIENIOS DEL PERSONAL FUNCIONARIO"
"G",2015,"12009","OTRAS RETR BASICAS PERSONAL FUNCIONARIO","OTRAS RETRIBUCIONES BASICAS DEL PERSONAL FUNCIONARIO"
"G",2015,"121","Retribuciones complementarias","Retribuciones complementarias"
"G",2015,"12100","COMPL DESTINO PERSONAL FUNCIONARIO","COMPLEMENTO DE DESTINO DEL PERSONAL FUNCIONARIO"
"G",2015,"12101","COMPL ESPECIFICO PERSONAL FUNCIONARIO","COMPLEMENTO ESPECIFICO DEL PERSONAL FUNCIONARIO"
"G",2015,"12103","OTROS COMPL PERSONAL FUNCIONARIO","OTROS COMPLEMENTOS DEL PERSONAL FUNCIONARIO"
"G",2015,"122","Retribuciones en especie","Retribuciones en especie"
"G",2015,"12200","RETRIBUC ESPECIE PERSONAL FUNCIONARIO","RETRIBUCIONES EN ESPECIE DEL PERSONAL FUNCIONARIO"
"G",2015,"124","Retribuciones funcionarios prácticas","Retribuciones de funcionarios en prácticas"
"G",2015,"12400","SUELDOS FUNCIONARIOS PRACTICAS GR. A1","SUELDOS DE FUNCIONARIOS EN PRACTICAS  GRUPO  A1"
"G",2015,"12401","SUELDOS FUNCIONARIOS PRACTICAS  GR. A2","SUELDOS DE FUNCIONARIOS EN PRACTICAS  GRUPO A2"
"G",2015,"12402","SUELDOS FUNCIONARIOS PRACTICAS  GR. B","SUELDOS DE FUNCIONARIOS EN PRACTICAS  GRUPO B"
"G",2015,"12403","SUELDOS FUNCIONARIOS PRACTICAS  GR. C1","SUELDOS DE FUNCIONARIOS EN PRACTICAS  GRUPO C1"
"G",2015,"12404","SUELDOS FUNCIONARIOS PRACTICAS  GR. C2","SUELDOS DE FUNCIONARIOS EN PRACTICAS  GRUPO C2"
"G",2015,"12405","SUELDOS FUNCIONARIOS PRACTICAS  GR. E","SUELDOS DE FUNCIONARIOS EN PRACTICAS  GRUPO E"
"G",2015,"12406","TRIENIOS DE FUNCIONARIOS EN PRACTICAS","TRIENIOS DE FUNCIONARIOS EN PRACTICAS"
"G",2015,"12409","OTRAS RETR FUNCIONARIOS EN PRACTICAS","OTRAS RETRIBUCIONES DE FUNCIONARIOS EN PRACTICAS."
"G",2015,"127","Contribuciones a planes de pensiones","Contribuciones a planes de pensiones"
"G",2015,"12700","PLANES PENSIONES FUNCIONARIOS PRACTICAS","CONTRIBUCIONES A PLANES DE PENSIONES DE FUNCIONARIOS EN PRACTICAS"
"G",2015,"13","Personal Laboral","Personal Laboral"
"G",2015,"130","Laboral Fijo","Laboral Fijo"
"G",2015,"13000","RETRIB BASICAS PERSONAL LABORAL FIJO","RETRIBUCIONES BASICAS DEL PERSONAL LABORAL FIJO"
"G",2015,"13001","HORAS EXTRAORD PERSONAL LABORAL FIJO","HORAS EXTRAORDINARIAS DEL PERSONAL LABORAL FIJO"
"G",2015,"13002","OTRAS REMUNER PERSONAL LABORAL FIJO","OTRAS REMUNERACIONES DEL PERSONAL LABORAL FIJO"
"G",2015,"131","Laboral Eventual","Laboral Eventual"
"G",2015,"13100","PERSONAL LABORAL TEMPORAL","PERSONAL LABORAL TEMPORAL"
"G",2015,"132","Retribuciones en especie","Retribuciones en especie"
"G",2015,"13200","RETRIBUCIONES ESPECIE PERSONAL LABORAL","RETRIBUCIONES EN ESPECIE DEL PERSONAL LABORAL"
"G",2015,"137","Contribuciones planes y fondos pensiones","Contribuciones a planes  y fondos de pensiones"
"G",2015,"13700","PLANES Y F PENSIONES PERSONAL LABORAL","CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES DEL PERSONAL LABORAL"
"G",2015,"14","Otro personal","Otro personal"
"G",2015,"143","Otro personal","Otro personal"
"G",2015,"14300","PERSONAL DE ORGANOS COLEGIADOS","PERSONAL DE ORGANOS COLEGIADOS"
"G",2015,"14301","OTRO PERSONAL","OTRO PERSONAL"
"G",2015,"147","Contribuciones planes y fondos pensiones","CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES"
"G",2015,"14700","PLANES Y F PENSIONES OTRO PERSONAL","CONTRIBUCIONES A PLANES Y FONDOS DE PENSIONES DE OTRO PERSONAL"
"G",2015,"15","Incentivos al rendimiento","Incentivos al rendimiento"
"G",2015,"150","Productividad","Productividad"
"G",2015,"15000","PRODUCTIVIDAD","PRODUCTIVIDAD"
"G",2015,"151","Gratificaciones","Gratificaciones"
"G",2015,"15100","GRATIFICACIONES","GRATIFICACIONES"
"G",2015,"152","Otros incentivos al rendimiento","Otros incentivos al rendimiento"
"G",2015,"15200","OTROS INCENTIVOS AL RENDIMIENTO","OTROS INCENTIVOS AL RENDIMIENTO"
"G",2015,"153","Complemento dedicación especial","Complemento de dedicación especial"
"G",2015,"15300","COMPLEMENTO DEDICACION ESPECIAL","COMPLEMENTO DE DEDICACION ESPECIAL"
"G",2015,"16","Cuotas,prest,gto social cargo empleador","Cuotas, prestaciones y gastos sociales a cargo del EMPLEADOR"
"G",2015,"160","Cuotas sociales","Cuotas sociales"
"G",2015,"16000","SEGURIDAD SOCIAL","SEGURIDAD SOCIAL"
"G",2015,"16008","ASISTENCIA MEDICO-FARMACEUTICA","ASISTENCIA MEDICO-FARMACEUTICA"
"G",2015,"16009","OTRAS CUOTAS","OTRAS CUOTAS"
"G",2015,"161","Prestaciones sociales","Prestaciones sociales"
"G",2015,"16100","PRESTACIONES SOCIALES","PRESTACIONES SOCIALES"
"G",2015,"16101","INDEM JUBILACIONES ANTICIP P FUNCIONARIO","INDEMNIZACIONES POR JUBILACIONES ANTICIPADAS DEL PERSONAL FUNCIONARIO"
"G",2015,"16103","PENSIONES EXCEPCIONALES","PENSIONES EXCEPCIONALES"
"G",2015,"16104","INDEM JUBILACIONES ANTICIPADAS P LABORAL","INDEMNIZACIONES POR JUBILACIONES ANTICIPADAS AL PERSONAL LABORAL"
"G",2015,"16105","PENSIONES A CARGO DE LA ENTIDAD","PENSIONES A CARGO DE LA ENTIDAD"
"G",2015,"16107","ASIST MEDIO-FARMACEUTICA PENSIONISTAS","ASISTENCIA MEDIO-FARMACEUTICA A PENSIONISTAS"
"G",2015,"162","Gastos sociales del personal","Gastos sociales del personal"
"G",2015,"16200","FORMACION Y PERFEC DEL PERSONAL","FORMACION Y PERFECCIONAMIENTO DEL PERSONAL"
"G",2015,"16201","ECONOMATOS Y COMEDORES","ECONOMATOS Y COMEDORES"
"G",2015,"16202","TRANSPORTE DE PERSONAL","TRANSPORTE DE PERSONAL"
"G",2015,"16204","ACCION SOCIAL","ACCION SOCIAL"
"G",2015,"16205","SEGUROS","SEGUROS"
"G",2015,"16206","AYUDA ESCOLAR","AYUDA ESCOLAR"
"G",2015,"16209","OTROS GASTOS SOCIALES","OTROS GASTOS SOCIALES"
"G",2015,"164","Complemento familiar","Complemento familiar"
"G",2015,"16400","COMPLEMENTO FAMILIAR","COMPLEMENTO FAMILIAR"
"G",2015,"2","GASTOS EN BIENES CORRIENTES Y SERVICIOS","GASTOS EN BIENES CORRIENTES Y SERVICIOS"
"G",2015,"20","Arrendamientos y cánones","Arrendamientos y cánones"
"G",2015,"200","Arrend terrenos y bienes naturales","Arrendamientos de terrenos y bienes naturales"
"G",2015,"20000","ARREND TERRENOS Y BIENES NATURALES","ARRENDAMIENTOS DE TERRENOS Y BIENES NATURALES"
"G",2015,"202","Arrend edificios y otras construcciones","Arrendamientos de edificios y otras construcciones"
"G",2015,"20200","ARREND EDIFICIOS Y OTRAS CONSTRUCCIONES","ARRENDAMIENTOS DE EDIFICIOS Y OTRAS CONSTRUCCIONES"
"G",2015,"203","Arrend maquinaria, inst y utillaje","ARRENDAMIENTOS DE MAQUINARIA, INSTALACIONES Y UTILLAJE"
"G",2015,"20300","ARREND MAQUINARIA, INST Y UTILLAJE","ARRENDAMIENTOS DE MAQUINARIA, INSTALACIONES Y UTILLAJE"
"G",2015,"204","Arrend material de transporte","Arrendamientos de material de transporte"
"G",2015,"20400","ARREND MATERIAL DE TRANSPORTE","ARRENDAMIENTOS DE MATERIAL DE TRANSPORTE"
"G",2015,"205","Arrend mobiliario y enseres","Arrendamientos de mobiliario y enseres"
"G",2015,"20500","ARREND MOBILIARIO Y ENSERES","ARRENDAMIENTOS DE MOBILIARIO Y ENSERES"
"G",2015,"206","Arrend equipos procesos de información","ARRENDAMIENTOS DE EQUIPOS PARA PROCESOS DE INFORMACIóN"
"G",2015,"20600","ARREND EQUIPOS PROCESOS DE INFORMACION","ARRENDAMIENTOS DE EQUIPOS PARA PROCESOS DE INFORMACION"
"G",2015,"208","Arrend otro inmovilizado material","Arrendamientos de otro inmovilizado material"
"G",2015,"20800","ARREND OTRO INMOVILIZADO MATERIAL","ARRENDAMIENTOS DE OTRO INMOVILIZADO MATERIAL"
"G",2015,"209","Cánones","Cánones"
"G",2015,"20900","CANONES","CANONES"
"G",2015,"21","Reparaciones, mto y conservación","Reparaciones, mantenimiento y conservación"
"G",2015,"210","Infraestructura y bienes naturales","Infraestructura y bienes naturales"
"G",2015,"21000","REP, MTO Y CONS  INFRAEST Y B NATURALES","REPARACIONES, MANTENIMIENTO Y CONS.  INFRAEST. Y BIENES NATURALES"
"G",2015,"212","Edificios y otras construcciones","Edificios y otras construcciones"
"G",2015,"21200","REP, MTO Y CONS EDIF Y OTRAS CONSTRUC","REPARACIONES, MANTENIMIENTO Y CONS. DE EDIFICIOS Y OTRAS CONSTRUCCIONES"
"G",2015,"213","Maquinaria, instalaciones y utillaje","Maquinaria, instalaciones y utillaje"
"G",2015,"21300","REP, MTO Y CONS MAQU, INST Y UTILLAJE","REPARACIONES, MANTENIMIENTO Y CONS. DE MAQUINARIA, INSTALACIONES Y UTILLAJE"
"G",2015,"214","Material de transporte","Material de transporte"
"G",2015,"21400","REP, MTO Y CONS MATERIAL TRANSPORTE","REPARACIONES, MANTENIMIENTO Y CONS. DE MATERIAL DE TRANSPORTE"
"G",2015,"215","Mobiliario","Mobiliario"
"G",2015,"21500","REP, MTO Y CONS MOBILIARIO","REPARACIONES, MANTENIMIENTO Y CONSERVACION DE MOBILIARIO"
"G",2015,"216","Equip procesos de información","Equipamiento para procesos de información"
"G",2015,"21600","REP, MTO,CONS EQUIP PROCESOS INFORMACION","REPARACIONES, MANTENIMIENTO Y CONS. EQUIPAMIENTO PARA PROCESOS DE INFORMACION"
"G",2015,"219","Otro inmovilizado material","Otro inmovilizado material"
"G",2015,"21900","REP, MTO Y CONS OTRO INMOV MATERIAL","REPARACIONES, MANTENIMIENTO Y CONS.DE OTRO INMOVILIZADO MATERIAL"
"G",2015,"22","Material, suministros y otros","Material, suministros y otros"
"G",2015,"220","Material de oficina","Material de oficina"
"G",2015,"22000","MATERIAL OFICINA ORDIN NO INVENTARIABLE","MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE"
"G",2015,"22001","PRENSA, REVISTAS, LIBROS Y OTRAS PUBLIC","PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES"
"G",2015,"22002","MATERIAL INFORMATICO NO INVENTARIABLE","MATERIAL INFORMATICO NO INVENTARIABLE"
"G",2015,"221","Suministros","Suministros"
"G",2015,"22100","ENERGIA ELECTRICA","ENERGIA ELECTRICA"
"G",2015,"22101","AGUA","AGUA"
"G",2015,"22102","GAS","GAS"
"G",2015,"22103","COMBUSTIBLES Y CARBURANTES","COMBUSTIBLES Y CARBURANTES"
"G",2015,"22104","VESTUARIO","VESTUARIO"
"G",2015,"22105","PRODUCTOS ALIMENTICIOS","PRODUCTOS ALIMENTICIOS"
"G",2015,"22106","PRODUCTOS FARMACEUTICOS","PRODUCTOS FARMACEUTICOS"
"G",2015,"22110","PRODUCTOS DE LIMPIEZA Y ASEO","PRODUCTOS DE LIMPIEZA Y ASEO"
"G",2015,"22111","SUMIN REPUESTOS MAQ,UTILL Y E TRANSPORTE","SUMINISTROS DE REPUESTOS DE MAQUINARIA,UTILLAJE Y ELEMENTOS DE TRANSPORTE"
"G",2015,"22112","SUMIN M ELECTRONICO ELECTRICO TELECOMUN","SUMINISTROS DE MATERIAL ELECTRONICO, ELECTRICO Y TELECOMUNICACIONES"
"G",2015,"22113","MANUTENCION DE ANIMALES","MANUTENCION DE ANIMALES"
"G",2015,"22199","OTROS SUMINISTROS","OTROS SUMINISTROS"
"G",2015,"222","Comunicaciones","Comunicaciones"
"G",2015,"22200","SERVICIOS DE TELECOMUNICACIONES","SERVICIOS DE TELECOMUNICACIONES"
"G",2015,"22201","COMUNICACIONES POSTALES","COMUNICACIONES POSTALES"
"G",2015,"22202","COMUNICACIONES TELEGRAFICAS","COMUNICACIONES TELEGRAFICAS"
"G",2015,"22203","COMUNICACIONES INFORMATICAS","COMUNICACIONES INFORMATICAS"
"G",2015,"22204","SERVICIOS DE MENSAJERÍA","SERVICIOS DE MENSAJERÍA"
"G",2015,"22299","OTRAS COMUNICACIONES","OTRAS COMUNICACIONES"
"G",2015,"223","Transportes","Transportes"
"G",2015,"22300","SERVICIOS DE TRANSPORTE","SERVICIOS DE TRANSPORTE"
"G",2015,"224","Primas de seguros","Primas de seguros"
"G",2015,"22400","SEGUROS DE INMUEBLES","SEGUROS DE INMUEBLES"
"G",2015,"22401","SEGUROS DE VEHICULOS","SEGUROS DE VEHICULOS"
"G",2015,"22402","OTROS SEGUROS","OTROS SEGUROS"
"G",2015,"225","Tributos","Tributos"
"G",2015,"22500","TRIBUTOS ESTATALES","TRIBUTOS ESTATALES"
"G",2015,"22501","TRIBUTOS DE LAS CC. AUTONOMAS","TRIBUTOS DE LAS COMUNIDADES AUTONOMAS"
"G",2015,"22502","TRIBUTOS DE LAS ENTIDADES LOCALES","TRIBUTOS DE LAS ENTIDADES LOCALES"
"G",2015,"226","Gastos diversos","Gastos diversos"
"G",2015,"22601","ATENCIONES PROTOCOLARIAS","ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS"
"G",2015,"22602","PUBLICIDAD Y PROPAGANDA","PUBLICIDAD Y PROPAGANDA"
"G",2015,"22603","PUBLICACION EN DIARIOS OFICIALES","PUBLICACION EN DIARIOS OFICIALES"
"G",2015,"22604","GASTOS JURIDICOS Y CONTENCIOSOS","GASTOS JURIDICOS Y CONTENCIOSOS"
"G",2015,"22606","REUNIONES, CONFERENCIAS Y CURSOS","REUNIONES, CONFERENCIAS Y CURSOS"
"G",2015,"22607","OPOSICIONES Y PRUEGAS SELECTIVAS","OPOSICIONES Y PRUEGAS SELECTIVAS"
"G",2015,"22609","ACTIVIDADES CULTURALES Y DEPORTIVAS","ACTIVIDADES CULTURALES Y DEPORTIVAS"
"G",2015,"22699","OTROS GASTOS DIVERSOS","OTROS GASTOS DIVERSOS"
"G",2015,"227","Trabajos realizados otras empr y profes","TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES"
"G",2015,"22700","LIMPIEZA Y ASEO","LIMPIEZA Y ASEO"
"G",2015,"22701","SERVICIOS DE SEGURIDAD","SERVICIOS DE SEGURIDAD"
"G",2015,"22702","VALORACIONES Y PERITAJES","VALORACIONES Y PERITAJES"
"G",2015,"22704","CUSTODIA, DEPOSITO Y ALMACENAJE","CUSTODIA, DEPOSITO Y ALMACENAJE"
"G",2015,"22705","PROCESOS ELECTORALES","PROCESOS ELECTORALES"
"G",2015,"22706","ESTUDIOS Y TRABAJOS TECNICOS","ESTUDIOS Y TRABAJOS TECNICOS"
"G",2015,"22708","SERV RECAUDACION A FAVOR AYTO MALAGA","SERVICIOS DE RECAUDACION A FAVOR DEL AYUNTAMIENTO DE MALAGA"
"G",2015,"22709","",""
"G",2015,"22799","OTROS TRAB  R POR OTRAS EMPR Y PROFES","OTROS TRABAJOS REALIZADOS POR OTRAS EMPRESAS Y PROFESIONALES"
"G",2015,"23","Indemnizaciones por razón del servicio","Indemnizaciones por razón del servicio"
"G",2015,"230","Dietas","Dietas"
"G",2015,"23000","DIETAS DE MIEMBROS ORGANOS DE GOBIERNO","DIETAS DE LOS MIEMBROS DE LOS ORGANOS DE GOBIERNO"
"G",2015,"23010","DIETAS DEL PERSONAL DIRECTIVO","DIETAS DEL PERSONAL DIRECTIVO"
"G",2015,"23020","DIETAS DEL PERSONAL NO DIRECTIVO","DIETAS DEL PERSONAL NO DIRECTIVO"
"G",2015,"231","Locomoción","Locomoción"
"G",2015,"23100","LOCOMOCION MIEMBROS DE ORG GOBIERNO","LOCOMOCION DE LOS MIEMBROS DE LOS ORGANOS DE GOBIERNO"
"G",2015,"23110","LOCOMOCION PERSONAL DIRECTIVO","LOCOMOCION DEL PERSONAL DIRECTIVO"
"G",2015,"23120","LOCOMOCION DEL PERSONAL NO DIRECTIVO","LOCOMOCION DEL PERSONAL NO DIRECTIVO"
"G",2015,"233","Otras indemnizaciones","Otras indemnizaciones"
"G",2015,"23300","OTRAS INDEMNIZACIONES","OTRAS INDEMNIZACIONES"
"G",2015,"24","Gastos de publicaciones","Gastos de publicaciones"
"G",2015,"240","Gastos de edición y distribución","Gastos de edición y distribución"
"G",2015,"24000","GASTOS DE EDICIÓN Y PUBLICACIÓN","GASTOS DE EDICIÓN Y PUBLICACIÓN"
"G",2015,"25","Trab realiz Admons públ y otras EE. Públ","Trabajos realizados por Administraciones públicas y otras Entidades públicas"
"G",2015,"250","Trab realiz Admns públi y otras EE. Públ","Trabajos realizados por Administraciones públicas y otras Entidades públicas"
"G",2015,"25000","TRAB REALIZ ADMONS PUBL Y OTRAS EE. PUBL","TRABAJOS REALIZADOS POR ADMINISTRACIONES PUBLICAS Y OTRAS ENTIDADES PUBLICAS"
"G",2015,"26","Trabajos realizados Inst sin fines lucro","Tabajos realizados por Instituciones sin fines de lucro"
"G",2015,"260","Tabajos realizados Inst sin fines lucro","Tabajos realizados por Instituciones sin fines de lucro"
"G",2015,"26000","TRABAJOS REALIZADOS INST SIN FINES LUCRO","TRABAJOS REALIZADOS POR INSTITUCIONES SI FINES DE LUCRO"
"G",2015,"27","Gtos imprevistos y func no clasificadas","Gastos imprevistos y funciones no clasificadas"
"G",2015,"270","Gtos imprevistos y func no clasificadas","Gastos imprevistos y funciones no clasificadas"
"G",2015,"27000","GTOS IMPREVISTOS Y FUNC NO CLASIFICADAS","GASTOS IMPREVISTOS Y FUNCIONES NO CLASIFICADAS"
"G",2015,"3","GASTOS FINANCIEROS","GASTOS FINANCIEROS"
"G",2015,"30","De deuda pública en euros.","De deuda pública en euros."
"G",2015,"300","Intereses","Intereses"
"G",2015,"30000","INTERESES DE DEUDA PUBLICA EN EUROS","INTERESES DE DEUDA PUBLICA EN EUROS"
"G",2015,"301","Gtos emisión,modificación y cancelación","Gastos de emisión, modificación y cancelación"
"G",2015,"30100","GTOS EMISION MODIF CANC DEUDA PUBL EUROS","GASTOS DE EMISION, MODIFICACION Y CANCELACION DE DEUDA PUBLICA EN EUROS"
"G",2015,"309","Otros gastos financieros","Otros gastos financieros"
"G",2015,"30900","OTROS GTOS FROS DEUDA PUBLICA EUROS","OTROS GASTOS FINANCIEROS DEUDA PUBLICA EN EUROS"
"G",2015,"31","De prtmos y otras operaciones fras euros","DE PRéSTAMOS Y OTRAS OPERACIONES FINANCIERAS EN EUROS"
"G",2015,"310","Intereses","Intereses"
"G",2015,"31000","INT PTMOS Y OTRAS OPER FRAS Ç DEL ESTADO","INTERESES DE PRESTAMOS Y OTRAS OPERACIONES FINANCIERAS EN EUROS CONCEDIDOS POR EL ESTADO"
"G",2015,"31001","INT PTMOS Y OTRAS OPER FRAS Ç  OO.AA.AA.","INTERESES DE PRESTAMOS Y OTRAS OPERACIONES FINANC. EN EUROS CONCEDIDOS POR OO.  AA. ADMINISTRATIVOS"
"G",2015,"31002","INT PTMOS Y O. OPER FRAS Ç  DE EE. TT.","INTERESES DE PRESTAMOS Y OTRAS OPERACIONES FINANCIERAS EN EUROS CONCEDIDOS POR ENTES TERRITORIALES"
"G",2015,"31003","INT PTMOS Y O. OPER FRAS Ç OOAA CC.II.FF","INTERESES DE PTAMOS Y OTRAS OPERAC. FINANCIERAS EN EUROS CONCEDIDOS POR OO A A COMERCIALES, INDUSTRI"
"G",2015,"31004","INT PTMOS Y O. OPER FRAS Ç EE CC.II.FF.","INTERESES DE PRESTAMOS Y OTRAS OPERACIONES FINANC. EN EUROS CONCEDIDOS POR EMPRESAS COMERCIALES, IND"
"G",2015,"31005","INT PTMOS,OTRAS OP FRAS Ç O. EE S.PUBL.","INTERESES DE PRESTAMOS Y OTRAS OPERACIONES FINANC. EN EUROS CONCEDIDOS POR OTROS ENTES PERTENECIENTE"
"G",2015,"31006","","INTERESES DE PRESTAMOS Y OTRAS OPERACIONES FINANC. EN EUROS CONCEDIDOS POR OTROS ENTES PERTENECIENTE"
"G",2015,"311","Gtos formalización, modif y cancelación","GASTOS DE FORMALIZACIóN, MODIFICACIóN Y CANCELACIóN"
"G",2015,"31100","GTOS F.M.C. INT PTMOS Y OTRAS OP FRAS Ç","GASTOS DE FORMALIZACION, MODIFICACION Y  CANCELAC. DE INTERESES DE PRESTAMOS Y OTRAS OPERACIONES FIN"
"G",2015,"319","Otros gtos fros ptmos y otras op fras Ç","OTROS GASTOS FINANCIEROS DE PRESTAMOS Y OTRAS OPERACIONES FINANCIERAS EN EUROS"
"G",2015,"31900","OTROS GTOS FROS  PTMOS Y OTRAS OP FRAS","OTROS GASTOS FINANCIEROS  DE PRESTAMOS Y OTRAS OPERACIONES FINANCIERAS EN EUROS"
"G",2015,"32","De deuda pública en moneda distinta Ç","De deuda pública en moneda distinta del euro"
"G",2015,"320","Intereses","Intereses"
"G",2015,"32000","INT DEUDA PUBLICA MONEDA DISTINTA AL Ç","INTERESES DE DEUDA PUBLICA EN MONEDA DISTINTA AL EURO"
"G",2015,"321","Gtos emisión, modif y cancelación","Gastos de emisión, modificación y cancelación"
"G",2015,"32100","GTOS EMISION, MODIFICACION Y CANCELACION","GASTOS DE EMISION, MODIFICACION Y CANCELACION"
"G",2015,"322","Diferencias de cambio","Diferencias de cambio"
"G",2015,"32200","DIF CAMBIOS D. PUBLICA MONEDA DISTINTA Ç","DIFERENCIAS EN CAMBIOS DE DEUDA PUBLICA EN MONEDA DISTINTA AL EURO"
"G",2015,"329","Otros gtos fros dpúbl moneda distinta Ç","OTROS GASTOS FINANCIEROS DE DEUDA PúBLICA EN MONEDA DISTINTA DEL EURO"
"G",2015,"32900","OTROS GTOS FROS DPUBL MONEDA DISTINTA Ç","OTROS GASTOS FINANCIEROS DE DEUDA PUBLICA EN MONEDA DISTINTA AL EURO"
"G",2015,"33","Ptmos y otras op fras moneda distinta Ç","DE PRéSTAMOS Y OTRAS OPERACIONES FINANCIERAS EN MONEDA DISTINTA DEL EURO"
"G",2015,"330","Intereses","Intereses"
"G",2015,"33000","INT PTMOS Y OTRAS OP FRAS MONEDA DIST Ç","INTERESES DE PRESTAMOS Y OTRAS OPERACIONES FINANCIERAS EN MONEDA DISTINTA AL EURO"
"G",2015,"331","Gtos formalización, modif y cancelación","GASTOS DE FORMALIZACIóN, MODIFICACIóN Y CANCELACIóN"
"G",2015,"33100","GTOS F.M.Y C. PTMOS Y OFRAS MONED DIST Ç","GASTOS DE FORMALIZACION, MODIFICACION Y CANCELACIóN DE PRESTAMOS Y OTRAS OPERACIONES FINANCIERAS EN"
"G",2015,"332","Diferencias de cambio","Diferencias de cambio"
"G",2015,"33200","DIFCAMBIOS PTMOS Y OP FRAS MONED DIST Ç","DIFERENCIAS EN CAMBIOS DE PRESTAMOS Y OTRAS OPERACIONES FINANCIERAS EN MONEDA DISTINTA AL EURO"
"G",2015,"339","Otros gtos fros ptmos y o fras mda dta Ç","OTROS GASTOS FINANCIEROS DE PRéSTAMOS Y OTRAS OPERACIONES FINANCERAS EN MONEDA DISTINTA DEL EURO"
"G",2015,"3390","","OTROS GASTOS FINANCIEROS DE PRESTAMOS Y OTRAS OPERACIONES FINANCIERAS EN MONEDA DISTINTA AL EURO"
"G",2015,"33900","OTROS GTOS FROS PTMOS Y O FRAS MDA DTA Ç","OTROS GASTOS FINANCIEROS DE PRESTAMOS Y OTRAS OPERACIONES FINANCIERAS EN MONEDA DISTINTA AL EURO"
"G",2015,"34","De depósitos, fianzas y otros","De depósitos, fianzas y otros"
"G",2015,"340","Intereses de depósitos","Intereses de depósitos"
"G",2015,"34000","INTERESES DE DEPOSITOS","INTERESES DE DEPOSITOS"
"G",2015,"341","Intereses de fianzas","Intereses de fianzas"
