FID,ID_EQUIPAMIENTO,DESCRIPCION,FINALIDAD,ACCESO_MIN,CALLE,NUMERO,OTROS,HORARIO,DIREC_WEB,E_MAIL,CONTACTO,DETALLE,MASINFO,OBSERVACION,TARJETA_JOVEN,LATITUD,LONGITUD,IMPORTE_INVERTIDO,FECHAINICIO_OBRA,FECHAFIN_OBRA,CATEGORIA,ESPECIALIDAD,DISTRITO,SDOPUNTO
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7992,7364,Parque Infantil Poeta Muñoz Rojas,"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con una zona con varios elementos de juego de pequeño, mediano y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
En total, los elementos de juego que dispone son:

- 1 Balancín axial 
- 1 Muelle individual
- 1 Multiaventuras",N,CALLE POETA MUÑOZ ROJAS,1,,,,parquesyjardines@malaga.eu,,,,,N,36.71016,-4.43863,,,,38,126,CRUZ DE HUMILLADERO,POINT (371508.25787780416 4063684.6477339533)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7993,3771,Parque Infantil La Union (c/ Poeta Muñoz Rojas),Parque Infantil: Espacio reservado para uso infantil con varios elementos de juego.,S,CALLE POETA MUÑOZ ROJAS,1,,,,,,,,,N,36.70895,-4.43862,,,,38,231,CRUZ DE HUMILLADERO,POINT (371507.13593808736 4063550.3994776355)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7994,7396,Parque Poeta Muñoz Rojas,"Está catalogado en el grupo de los Parques Biosaludables debido a que poseen un equipamiento diseñado para adultos para la práctica de ejercicio físico. Son especialmente recomendables para mayores de 60 años porque les permiten mejorar la movilidad, aumentar la flexibilidad y tonificar la musculación de todo el cuerpo, además de mantener la forma física y prevenir o tratar diferentes dolencias o lesiones concretas.
Este parque cuenta con los siguientes tipos de máquinas:

- 1 Esquí
- 1 Bici-remo
- 1 Remo
- 1 Dorsales
- 1 Barras escaladoras
- 1 Volante
- 1 Step
- 1 Barras",N,CALLE POETA MUÑOZ ROJAS,1,,,,parquesyjardines@malaga.eu,,,,,N,36.71016,-4.43863,,,,38,311,CRUZ DE HUMILLADERO,POINT (371508.25787780416 4063684.6477339533)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7995,7365,Parque Infantil Poeta Muñoz Rojas II,"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con una zona con varios elementos de juego de pequeño, mediano y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de loseta de caucho continua, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- 1 Rueda giratoria
- 1 Columpio cuna + columpio normal
- 1 Seta de 4 usuarios
- 1 Tren
- 1 Multiaventuras
- 1 Muelle mariquita
- 1 Muelle
- 1 Columpio giratorio",N,CALLE POETA MUÑOZ ROJAS,1,,,,parquesyjardines@malaga.eu,,,,,N,36.71016,-4.43863,,,,38,126,CRUZ DE HUMILLADERO,POINT (371508.25787780416 4063684.6477339533)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7996,331,BANDA MUNICIPAL DE MÚSICA (Área de Cultura),- Difundir y acercar la música a los ciudadanos y contribuir a su enseñanza.<br>- Intervenir en los actos oficiales que disponga el Ayuntamiento.,S,CALLE POETA MUÑOZ ROJAS,1,Edificio Archivo Municipal,,http://www.malaga.eu,banda.musica@malaga.eu,,,,,N,36.71106,-4.4359,,,,1,164,CRUZ DE HUMILLADERO,POINT (371753.59957064467 4063780.8345828555)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7997,3773,Parque Infantil La Union (Pza.Federico Alba Varela),Parque Infantil: Espacio reservado para uso infantil con varios elementos de juego.,S,CALLE REBOUL,2,,,,,,,,,N,36.70911,-4.44164,,,,38,231,CRUZ DE HUMILLADERO,POINT (371237.649993778 4063572.2032958283)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7998,1941,"Centro Social de Mayores Antonio Martelo ""el Séneca""","Es un equipamiento municipal cuyo objetivo es el fomento de la participación, la convivencia y la integración social de los mayores.Los Servicios que prestan son: Cafeteria, comedor, peluqueria y podologia. Los talleres : Pinturas al óleo, manualidades, baile, teatro , coro, Tiffany, Gimnasia, Tai-chi, Bailes Regionales, Mimbre.",S,CALLE LA UNIÓN,35,,Consultar con las Asociaciones de Mayores,,,,,,,N,36.71087,-4.43969,,,,94,373,CRUZ DE HUMILLADERO,POINT (371414.7612188644 4063764.8355571697)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_7999,3770,Parque Infantil La Union (c/ Tango),Parque Infantil: Espacio reservado para uso infantil con varios elementos de juego.,S,CALLE DEL TANGO,1,,,,,,,,,N,36.71168,-4.43883,,,,38,231,CRUZ DE HUMILLADERO,POINT (371492.92560227273 4063853.5415704227)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_799a,6956,Parque Infantil Paseo de los Tilos - Betsaida,"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con una zona con varios elementos de juego de mediano y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de loseta de caucho y loseta de caucho continua, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:
 
- 1 Multijuegos 
- 1 Balancin axial",N,CALLE BETSAIDA,1,,,,parquesyjardines@malaga.eu,Teléfono de atención al ciudadano: 900 102 823,,,,N,36.71282,-4.43926,,,,38,126,CRUZ DE HUMILLADERO,POINT (371456.4179666422 4063980.587600216)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_799b,6975,Parque Betsaida,"Está catalogado en el grupo de los Parques Biosaludables debido a que poseen un equipamiento diseñado para adultos para la práctica de ejercicio físico. Son especialmente recomendables para mayores de 60 años porque les permiten mejorar la movilidad, aumentar la flexibilidad y tonificar la musculación de todo el cuerpo, además de mantener la forma física y prevenir o tratar diferentes dolencias o lesiones concretas.
Este parque cuenta con:

- 1 Máquina multiejercicios (poleas, escalera de dedos, plataforma giratoria, rocket)
- 1 Máquina multiejercicios (plataforma con barras estiramientos, barra curva, serpiente, rodilla, escalera dedos inclinada, manivela, agujeras)
- Pedales
- Barras paralelas",N,CALLE BETSAIDA,1,,,,parquesyjardines@malaga.eu,Teléfono de atención al ciudadano: 900 102 823,,,,N,36.71282,-4.43926,,,,38,311,CRUZ DE HUMILLADERO,POINT (371456.4179666422 4063980.587600216)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_799c,4951,Bar Pasabola,"Este establecimiento cuenta con el distintivo ""Málaga Ciudad Accesible"". Garantiza de forma global, que en él se puede acceder, circular, comunicar, utilizar.",N,CALLE HORACIO LENGO,13,,,,,,,,,N,36.71389,-4.43982,,,,114,411,CRUZ DE HUMILLADERO,POINT (371408.1836999509 4064100.042642933)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_799d,7397,Parque del Pasaje Horacio Lengo,"Está catalogado en el grupo de los Parques Biosaludables debido a que poseen un equipamiento diseñado para adultos para la práctica de ejercicio físico. Son especialmente recomendables para mayores de 60 años porque les permiten mejorar la movilidad, aumentar la flexibilidad y tonificar la musculación de todo el cuerpo, además de mantener la forma física y prevenir o tratar diferentes dolencias o lesiones concretas.
Este parque cuenta con los siguientes tipos de máquinas:

- 1 Extensión
- 1 Volantes
- 1 Escaladora
- 1 Dorsales
- 1 Bici-remo
- 1 Esquí",N,PASAJE HORACIO LENGO,1,,,,parquesyjardines@malaga.eu,,,,,N,36.71372,-4.43986,,,,38,311,CRUZ DE HUMILLADERO,POINT (371404.3276495854 4064081.2368700057)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_799e,260,Aparcamiento Cruz de Humilladero (Plaza Cruz de Humilladero),237 plazas públicas a rotación. ,N,PLAZA CRUZ DE HUMILLADERO,1,,24 horas,http://www.aparcamientosmalaga.com,,,,,,N,36.71193,-4.44097,,,,54,40,CRUZ DE HUMILLADERO,POINT (371302.1999775663 4063884.14820901)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_799f,4354,Parque de Mayores e Infantil La Union (Almanzor),"Los Parques de Mayores son equipamientos adaptados para mayores que unen la posibilidad de realizar ejercicio saludable de una forma entretenida, con la creación de espacios que facilitan la relación personal y social entre los mayores.
Parque Infantil: Espacio reservado para uso infantil con varios elementos de juego.",N,CALLE ALMANZOR,1,,,,,,,,,N,36.70976,-4.44248,,,,38,126,CRUZ DE HUMILLADERO,POINT (371163.70492507785 4063645.4420053875)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79a0,3271,Parque de Mayores C/ Almanzor,"Los Parques de Mayores son equipamientos adaptados para mayores que unen la posibilidad de realizar ejercicio saludable de una forma entretenida, con la creación de espacios que facilitan la relación personal y social entre los mayores.",N,CALLE ALMANZOR,1,,,,,,,,,N,36.71006,-4.44203,,,,38,211,CRUZ DE HUMILLADERO,POINT (371204.400304576 4063678.118456044)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79a1,3430,"Centro Ciudadano Tiro de Pichón "" Narda Alcantara""","Acoge las entidades: Asoc. de Vecinos Tiro de Pichón, Asoc. de Mujeres Mediterraneo 2000 y la Asoc. de Mayores Tiro de Pichón. PROCURAR LA OCUPACIÓN POSITIVA DEL TIEMPO LIBRE DE LOS MAYORES(ASC. JUB. TIRO DE PICHÓN) CON EL DESARROLLO DE ACTIVIDADES CULTURALES, TALLER DE EXPRESIÓN CORPORAL DEL SECTOR DE MAYORES, VIAJES.
",S,CALLE RÍO TÁVORA,2,,LUNES A VIERNES EN HORARIO DE MAÑANA Y TARDE,,,,,,,N,36.71208,-4.45393,,,,42,187,CRUZ DE HUMILLADERO,POINT (370144.8807485476 4063918.274179102)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79a2,3721,Parque Infantil Santa Cristina (Arenisca 5),Parque Infantil: Espacio reservado para uso infantil con varios elementos de juego.,S,CALLE ARENISCA,5,,,,,,,,,N,36.71122,-4.45678,,,,38,231,CRUZ DE HUMILLADERO,POINT (369888.87197719835 4063826.7334960722)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79a3,4342,Parque de Mayores  Arenisca,"Los Parques de Mayores son equipamientos adaptados para mayores que unen la posibilidad de realizar ejercicio saludable de una forma entretenida, con la creación de espacios que facilitan la relación personal y social entre los mayores.
",N,CALLE DE CRISTÓBAL DE VILLALÓN,1,,,,,,,,,N,36.71047,-4.45504,,,,38,211,CRUZ DE HUMILLADERO,POINT (370043.02493482287 4063741.168619858)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79a4,4328,Parque Infantil Santa Cristina (Arenisca 12),Parque Infantil: Espacio reservado para uso infantil con varios elementos de juego.,N,CALLE ARENISCA,12,,,,,,,,,N,36.71119,-4.45555,,,,38,231,CRUZ DE HUMILLADERO,POINT (369998.6846884373 4063821.7358864145)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79a5,1930,Centro Ciudadano Antonio Sánchez Gómez,"En este Centro se llevan a cabo talleres a través  de los  Servicios Sociales de Bailén-Miraflores, tales como Gimnasia y relajación para mayores de 55 años, manualidades para adultos, porcelana rusa y diseño creativo; manualidades de menores. Talleres del Área de Bienestar Social, tales como  tiffany, memoria, bailes regionales y bailes de salón para mayores de 55 años. 

Entidades ubicadas en el centro: Asoc. de jub. y pens. Nueva Málaga, A.VV. La Unidad, Asoc. malag. de artritis reumatoide, Feder. Central ciudadana y Asoc. enfermos de Crohn y colitis ulcerosa.
El Centro posee servicio de cafetería, peluquería y podología.
",S,CAMINO DE CASTILLEJOS,6,,El horario del Centro es de 10:00 a 13:00 y de 16:00 a 20:00 horas,,,,,,,N,36.725578,-4.4453042,,,,42,187,BAILEN-MIRAFLORES,POINT (370937.9147741472 4065404.0621507773)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79a6,7131,Parque Carril de Gamarra,"Está catalogado en el grupo de los Parques Biosaludables debido a que poseen un equipamiento diseñado para adultos para la práctica de ejercicio físico. Son especialmente recomendables para mayores de 60 años porque les permiten mejorar la movilidad, aumentar la flexibilidad y tonificar la musculación de todo el cuerpo, además de mantener la forma física y prevenir o tratar diferentes dolencias o lesiones concretas.
Este parque cuenta con los siguientes tipos de máquinas:

- Escaladora
- Remo
- Extensión
- Múltiple
",N,CARRIL DE GAMARRA,1,,,,parquesyjardines@malaga.eu,Teléfono de atención al ciudadano: 900 878 834,,,,N,36.72274,-4.44202,,,,38,311,BAILEN-MIRAFLORES,POINT (371226.4642776287 4065084.7995862267)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79a7,3896,"Parque Infatil El Cónsul (Teseo,12)",Parque Infantil: Espacio reservado para uso infantil con varios elementos de juego.,S,CALLE DE TESEO,12,,,,,,,,,N,36.7206,-4.47701,,,,38,231,TEATINOS-UNIVERSIDAD,POINT (368097.9725032307 4064894.99745684)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79a8,3760,Parque Infantil Teatinos (C/ Frank Capra),Parque Infantil: Espacio reservado para uso infantil con varios elementos de juego.,S,CALLE FRANK CAPRA,1,,,,,,,,,N,36.71843,-4.46062,,,,38,231,TEATINOS-UNIVERSIDAD,POINT (369558.07698185433 4064631.819652692)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79a9,9369,Centro Ciudadano y Deportivo Teatinos,"Acoge actividades organizadas por el Ayuntamiento. (Distrito, participación ciudadana...) así mismo cede su espacio a distintas asociaciones culturales para realizar sus actividades. ",S,CALLE MESONERO ROMANOS,11,,,,,,,,,N,36.7242517,-4.4608742,,,,42,187,TEATINOS-UNIVERSIDAD,POINT (369545.2223488164 4065278.0159294005)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79aa,7421,Parque Infantil de la Calle Flaubert (Parque del Cine III),"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con cuatro zonas con varios elementos de pequeño, juego de mediano y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de loseta de caucho continua, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- 1 Juego tirolina
- 2 Balancines simples
- 1 Columpio 2 asientos baby
- 1 Muelle simple + carrusel
",N,CALLE FLAUBERT,1,,,,parquesyjardines@malaga.eu,,,,,N,36.72413,-4.46098,,,,38,126,TEATINOS-UNIVERSIDAD,POINT (369535.5680097538 4065264.6588092805)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79ab,7419,Parque Infantil de la Calle Flaubert (Parque del Cine I),"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con dos zonas con varios elementos de juego de  gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de loseta de caucho continua, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- 1 Juego combinado 3 toboganes
- 1 Juego red",N,CALLE FLAUBERT,1,,,,parquesyjardines@malaga.eu,,,,,N,36.72413,-4.46098,,,,38,126,TEATINOS-UNIVERSIDAD,POINT (369535.5680097538 4065264.6588092805)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79ac,7420,Parque Infantil de la Calle Flaubert (Parque del Cine II),"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con nueve zonas con varios elementos de juego de pequeño, mediano y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de loseta de caucho continua y césped artificial, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- 1 Juego combinado trepa - rocódromo
- 1 Juego cilindro giratorio
- 1 Columpio con 2 asientos
- 1 Jaula circular
- 1 Juego estructura trepa
- 1 Juego equilibrio pequeño
- 1 Juego poste giratorio
- 1 Juego equilibrio grande
",N,CALLE FLAUBERT,1,,,,parquesyjardines@malaga.eu,,,,,N,36.72413,-4.46098,,,,38,126,TEATINOS-UNIVERSIDAD,POINT (369535.5680097538 4065264.6588092805)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79ad,7413,"Parque Orson Welles, 28","Está catalogado en el grupo de los Parques Biosaludables debido a que poseen un equipamiento diseñado para adultos para la práctica de ejercicio físico. Son especialmente recomendables para mayores de 60 años porque les permiten mejorar la movilidad, aumentar la flexibilidad y tonificar la musculación de todo el cuerpo, además de mantener la forma física y prevenir o tratar diferentes dolencias o lesiones concretas.
Este parque cuenta con los siguientes tipos de máquinas:

- 1 Lumbares
- 1 Abdominales
- 1 Dorsales
- 1 Andador doble
- 1 Biceps femoral
- 1 Péndulo y paralelas
- 1 Cuadriceps
- 1 Masaje de espalda
- 1 Press banca sentado
- 1 Escalador
",N,CALLE ORSON WELLES,28,Parque Virgen de Araceli,,,parquesyjardines@malaga.eu,,,,,N,36.72468,-4.46305,,,,38,311,TEATINOS-UNIVERSIDAD,POINT (369351.638865515 4065328.496242596)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79ae,4383,Promoción de 72 viviendas en Santa Inés,"72 VPO, Régimen General en Alquiler, 96 Aparcamientos, 72 Trasteros y 11 Locales Comerciales en C/. Charles Dickens, C/. Dr. Miguel Díaz Recio (E1 PAM-T.3
Colonia Santa Inés)",N,CALLE DE CHARLES DICKENS,12,,,,,,,,,N,36.72334,-4.46551,5943397.92,2003-12-01T00:00:00,2007-03-01T00:00:00,95,375,TEATINOS-UNIVERSIDAD,POINT (369129.67630906176 4065183.19664254)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79af,3474,"PROMALAGA - Incubadora de Empresas ""Teatinos""","Se encuadra dentro de la Red Municipal de Incubadoras de Empresas de PROMALAGA, para el apoyo de emprendedores, jóvenes empresarios y desempleados que inicien una actividad empresarial. Disponen de espacios para alquilar, con infraestructuras necesarias para el comienzo de la actividad empresarial, como son luz, agua, teléfono, internet y climatización.",N,CALLE DE CHARLES DICKENS,14,"Situada en los números 14 y 16 de la Calle Charles Dickens y los números 22,24 y 26 de la Calle Doctor Miguel Diaz Recio.",,www.promalagaincubadoras.es,cme@promalaga.es,,,,,N,36.72351336,-4.46536335,,,,95,378,TEATINOS-UNIVERSIDAD,POINT (369143.0672690047 4065202.228224276)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79b0,4502,Agente para la Igualdad en el Distrito 11 Teatinos-Universidad,"<div align=justify><b>Las Agentes para la Igualdad</b> son las profesionales responsables en cada uno de los once Distritos Municipales, de desarrollar las actuaciones previstas en los Planes del Área de Igualdad de Oportunidades, mediante la atención directa a las mujeres, proporcionándoles información, asesoramiento, orientación, sobre asuntos sociales, laborales, familiares, y/o derivándolas a los Servicios Centrales del Área, caso de ser necesario.<br> A través de las Agentes para la Igualdad se realizan diversas actividades encaminadas a la promoción de la mujer, con inscripciones a Cursos, Talleres, salidas y excursiones y demás actividades formativas organizadas por el Área de Igualdad de Oportunidades.<br>Actúa en los siguientes Ejes temáticos: Empleo y Economía, Conciliación de la Vida Personal, Familiar y Profesional, Empoderamiento, Participación Equilibrada en Espacios de toma de decisiones y Cooperación Institucional y Social, Prevención, Intervención y Erradicación de la Violencia contra   las Mujeres, Medio Ambiente, Ordenación Urbana y Transporte, Género y Cultura, Medios de Comunicación, Publicidad y Nuevas Tecnologías, Visibilización de la Situación de la Mujer, Salud y Deporte.</div>
",N,CALLE DEL DOCTOR MIGUEL DÍAZ RECIO,24,"Av. Editor Ángel Caffarena, (La Caja Blanca)",9:00h a 14:00h.,http://areadeigualdad.malaga.eu,mbjimenez@malaga.eu,Mª. Belén Jiménez Martín,,,,N,36.7225,-4.46486,,,,95,380,TEATINOS-UNIVERSIDAD,POINT (369186.3001450664 4065089.1204893035)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79b1,6368,Centro de Servicios Sociales Comunitarios Distrito Teatinos-Universidad,"El Centro de Servicios Sociales, a través de un equipo interdisciplinar, ofrece:
-Una atención personalizada a individuos, grupos y entidades. 
-El estudio, valoración y tratamiento de las necesidades sociales. 
-La gestión de servicios y prestaciones sociales acorde con el diagnóstico social y las Normativas de Servicios Sociales vigentes. 
-Realización de actividades comunitarias.
Los Programas puestos en marcha desde el C.S.S Teatinos-Universidad son: Trabajo Social de Zona, Familia y Convivencia, Prevención de la Marginación e Inserción Social, Cooperación Social y Prestaciones Económicas Complementarias.
El horario de atención al público es de lunes a viernes de 9:00 a 13:30 horas.  El Centro abre de 7,30 a 15,30",S,CALLE DEL DOCTOR MIGUEL DÍAZ RECIO,24,,De lunes a viernes de 9:00 a 13:30 horas.,http://www.malaga.eu,css11ext2@malaga.eu,,,,,N,36.7225,-4.46486,,,,114,431,TEATINOS-UNIVERSIDAD,POINT (369186.3001450664 4065089.1204893035)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79b2,7414,Parque Infantil Charles Dickens,"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con una zona con varios elementos de juego de pequeño, mediano y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de loseta de caucho, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- 1 Castillo multijuegos
- 1 Tronco túnel
- 1 Columpio
- 1 Tobogán
- 1 Muelle simple azul
- 1 Muelle simple blanco
",N,CALLE DE CHARLES DICKENS,1,,,,parquesyjardines@malaga.eu,,,,,N,36.7236,-4.4651,,,,38,126,TEATINOS-UNIVERSIDAD,POINT (369166.7328091459 4065211.4806002104)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79b3,6973,Parque Conde de Guadalhorce (Junta de Distrito nº6),"Está catalogado en el grupo de los Parques Biosaludables debido a que poseen un equipamiento diseñado para adultos para la práctica de ejercicio físico. Son especialmente recomendables para mayores de 60 años porque les permiten mejorar la movilidad, aumentar la flexibilidad y tonificar la musculación de todo el cuerpo, además de mantener la forma física y prevenir o tratar diferentes dolencias o lesiones concretas.
Este parque cuenta con:

- 2 Máquinas de masaje  
- 1 Volantes 
- 1 Barras
- 1 máquina para ejercitar la Cintura
- 1 Timón
- 1 Máquina de dorsales",N,CALLE CONDE DE GUADALHORCE,1,,,,parquesyjardines@malaga.eu,Teléfono de atención al ciudadano: 900 102 823,,,,N,36.71346,-4.44199,,,,38,311,CRUZ DE HUMILLADERO,POINT (371213.6491055268 4064055.253811744)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79b4,3716,Parque de Mayores e infantil Cruz de Humilladero,"Los Parques de Mayores son equipamientos adaptados para mayores que unen la posibilidad de realizar ejercicio saludable de una forma entretenida, con la creación de espacios que facilitan la relación personal y social entre los mayores.
Parque Infantil: Espacio reservado para uso infantil con varios elementos de juego.",S,CALLE CONDE DE GUADALHORCE,1,,,,,,,,,N,36.71385,-4.44288,,,,38,211,CRUZ DE HUMILLADERO,POINT (371134.80849459465 4064099.716258088)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79b5,3262,Parque de Mayores Cruz del Humilladero,"Los Parques de Mayores son equipamientos adaptados para mayores que unen la posibilidad de realizar ejercicio saludable de una forma entretenida, con la creación de espacios que facilitan la relación personal y social entre los mayores.",N,CALLE CONDE DE GUADALHORCE,1,,,,,,,,,N,36.71348,-4.44204,,,,38,211,CRUZ DE HUMILLADERO,POINT (371209.2166474951 4064057.539778015)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79b6,6950,Parque Infantil Enrique Herrera Moll,"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con una zona con varios elementos de juego de pequeño, mediano y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de loseta de caucho continua, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- 1 Columpio (2 usuarios)
- 1 Muelle (1 usuario)
- 1 Multijuegos
",N,CALLE ENRIQUE HERRERA MOLL,1,,,,parquesyjardines@malaga.eu,Teléfono de atención al ciudadano: 900 102 823,,,,N,36.70992,-4.44276,,,,38,126,CRUZ DE HUMILLADERO,POINT (371138.96220594627 4063663.568575736)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79b7,6974,Parque Enrique Herrera Moll,"Está catalogado en el grupo de los Parques Biosaludables debido a que poseen un equipamiento diseñado para adultos para la práctica de ejercicio físico. Son especialmente recomendables para mayores de 60 años porque les permiten mejorar la movilidad, aumentar la flexibilidad y tonificar la musculación de todo el cuerpo, además de mantener la forma física y prevenir o tratar diferentes dolencias o lesiones concretas.
Este parque cuenta con:

- 1 Timón
- 1 Máquina de Hockey
- 1 Máquina para ejercitar la cintura
- 1 Máquina escaladora",N,CALLE ENRIQUE HERRERA MOLL,1,,,,parquesyjardines@malaga.eu,Teléfono de atención al ciudadano: 900 102 823,,,,N,36.70992,-4.44276,,,,38,311,CRUZ DE HUMILLADERO,POINT (371138.96220594627 4063663.568575736)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79b8,7360,Parque Infantil Federico Alba Varela ,"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con una zona con varios elementos de juego de pequeño y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de loseta de caucho continua, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- 2 Muelles individuales 
- 1 Multiaventuras",N,PLAZA DE FEDERICO ALBA VARELA,1,,,,parquesyjardines@malaga.eu,,,,,N,36.70924,-4.44159,,,,38,126,CRUZ DE HUMILLADERO,POINT (371242.3330427874 4063586.5580416685)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79b9,3791,"PROMALAGA - Incubadora de Empresas ""Cruz de Humilladero""","Se encuadra dentro de la Red Municipal de Incubadoras de Empresas de PROMALAGA, para el apoyo de emprendedores, jóvenes empresarios y desempleados que inicien una actividad empresarial. Disponen de espacios para alquilar, con infraestructuras necesarias para el comienzo de la actividad empresarial, como son luz, agua, teléfono, internet y climatización.",S,CALLE FERNÁNDEZ FERMINA,16,,"De 8,00 a 15,00 Horas",www.promalagaincubadoras.es,cme@promalaga.es,,,,,N,36.71312,-4.44397,,,,95,378,CRUZ DE HUMILLADERO,POINT (371036.23308409005 4064020.198026473)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_79ba,193, Centro de Servicios Sociales Comunitarios Distrito Cruz de Humilladero,"El Centro de Servicios Sociales, a través de un equipo interdisciplinar, ofrece:
- Una atención personalizada a individuos, grupos y entidades. 
- El estudio, valoración y tratamiento de las necesidades sociales. 
- La gestión de servicios y prestaciones sociales acorde con el diagnóstico social y las Normativas de Servicios Sociales vigentes. 
- Realización de actividades comunitarias.",S,CALLE FERNÁNDEZ FERMINA,7,,De lunes a viernes de 9:30 a 14:00 horas.,http://www.malaga.eu,css6@malaga.eu,CECILIA CABRERA YETO,,,,N,36.71361,-4.44091,,,,114,431,CRUZ DE HUMILLADERO,POINT (371310.3616605865 4064070.4434270803)
