Fecha;Importe;AREA PRESUPUESTARIA;PROGRAMA PRESUPUESTARIO;IDENTIFICACI‡N;BENEFICIARIO;LINEA;CONCEPTO;;;;;;;;;;;;;
08/06/2015;5.914,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47035019;AA.VV. JUAN DE AUSTRIA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
19/06/2015;1.552,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47221759;AA.VV. LA HISPANIDAD;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
08/06/2015;330,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47069935;AA.VV. LA ISLA DE LA OVERUELA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
08/06/2015;3.302,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47063136;AA.VV. LA PAZ;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
08/06/2015;4.210,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47034418;AA.VV. LA UNION  DE PAJARILLOS;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
08/06/2015;4.457,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47069497;AA.VV. LOS ALMENDROS;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
08/06/2015;3.024,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47069984;AA.VV. NTRA.SRA.VIRGEN DEL DUERO;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
19/06/2015;3.546,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47406772;AA.VV. NUESTRA SE•ORA DEL ROSARIO;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
19/06/2015;5.810,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47396205;AA.VV. PARQUE ALAMEDA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47396205;AA.VV. PARQUE ALAMEDA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47396205;AA.VV. PARQUE ALAMEDA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
08/06/2015;2.556,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47063748;AA.VV. PINAR DE ANTEQUERA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
08/06/2015;4.320,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47024856;AA.VV. PISUERGA HUERTA DEL REY;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47024856;AA.VV. PISUERGA HUERTA DEL REY;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
19/06/2015;550,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47235197;AA.VV. RIBERA CURTIDORES;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
19/06/2015;3.796,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47065784;AA.VV. SAN GIL;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
08/06/2015;5.227,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47065602;AA.VV. UNION ESGUEVA  BARRIO ESPA•A;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
19/06/2015;2.834,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47057336;AA.VV. VALLE DE OLID;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
08/06/2015;2.550,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47201793;AA.VV. VICENTE ESCUDERO;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
08/06/2015;3.924,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47418124;AA.VV. ZONA NORTE S.P. REGALADO;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47311642;"AGRUPACION CULTURAL """"LA TREBEDE""""";FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47311642;"AGRUPACION CULTURAL """"LA TREBEDE""""";FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47259312;"AGRUPACION CULTURAL """"LA VICTORIA""""";FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47581830;ASOC.TEATRO CULTURAL DE CIMBRONM;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47501820;ASOCACION AGRUPACION MUSICAL TIERRAS LLANAS;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47531298;ASOCIACION  S C CASTILLO DE FUENSALDA•A;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47032982;ASOCIACION ACCION MUJERES ESPA•OLAS;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47032982;ASOCIACION ACCION MUJERES ESPA•OLAS;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47545348;ASOCIACION ALUMNOS UNIVERSIDAD PERMANENTE MILLµN SANTOS;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
01/01/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47386131;ASOCIACION ANTIGUOS ALUMNOS UNIV. EXPERIENCIA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL 2014""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47386131;ASOCIACION ANTIGUOS ALUMNOS UNIV. EXPERIENCIA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
01/01/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47639075;ASOCIACION ATHENEA TEATRO;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL 2014""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47639075;ASOCIACION ATHENEA TEATRO;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47709050;ASOCIACION CISNE NEGRO TEATRO;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47661848;ASOCIACION CORAL VOCES DE CASTRONU•O;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
01/01/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47676853;ASOCIACION CULT. ROCIERAS DEL CAMINO;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL 2014""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47285317;ASOCIACION CULTURAL CASTILL-DELICIAS;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47285317;ASOCIACION CULTURAL CASTILL-DELICIAS;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47404108;"ASOCIACION CULTURAL COROS Y DANZAS """"ZAGALEJO""""";FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47332010;ASOCIACION CULTURAL COROS Y DANZAS PILARICA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47506837;ASOCIACION CULTURAL DE DULZAINA ALAMEDA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47653688;ASOCIACION CULTURAL DE PERSONAS CIEGAS Y CON DISCAPACIDAD VISUAL CASTILLA-LEON;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47672241;"ASOCIACION CULTURAL DULZAINEROS """"HUERTA DEL REY""""";FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47598826;ASOCIACION CULTURAL EL TREBOL;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47238845;"ASOCIACION CULTURAL GRUPO FLOK """"ARCIPRESTE""""";FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47053517;ASOCIACION CULTURAL RECREATIVA FENIX;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
01/01/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47311782;ASOCIACION CULTURAL RIBERA DEL PISUERGA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL 2014""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47311782;ASOCIACION CULTURAL RIBERA DEL PISUERGA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47676853;ASOCIACION CULTURAL ROCIERAS DEL CAMINO;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47468616;ASOCIACION CULTURAL TEATRO DEL AIRE;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47468616;ASOCIACION CULTURAL TEATRO DEL AIRE;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
01/01/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47717996;ASOCIACION CULTURAL TEATRO ESCENAS;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL 2014""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47717996;ASOCIACION CULTURAL TEATRO ESCENAS;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47670302;ASOCIACION CULTURAL TEATRO PARQUESOL;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47647383;ASOCIACION CULTURAL VIEJOS DESEOS;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
19/06/2015;3.300,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47021126;ASOCIACION DE VECINOS 24 DE DICIEMBRE;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
08/06/2015;4.374,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47021142;ASOCIACION DE VECINOS POETA JOSE ZORRILLA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
08/06/2015;3.300,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47595194;ASOCIACION DE VECINOS PUENTE JARDIN;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
08/06/2015;660,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47039896;ASOCIACION DE VECINOS SAN NICOLAS;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
08/06/2015;3.826,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47021308;ASOCIACION FAMILIAR DELICIAS;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47361027;ASOCIACION GRUPO DE DANZAS BESANA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47361027;ASOCIACION GRUPO DE DANZAS BESANA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47662515;ASOCIACION GRUPO DE DANZAS JUANA I DE CASTILLA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47662515;ASOCIACION GRUPO DE DANZAS JUANA I DE CASTILLA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47683446;ASOCIACION GRUPO DE TEATRO ANDURRIALES;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47695697;ASOCIACION GRUPO DE TEATRO RAKATAKLA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47304977;ASOCIACION GRUPO TERCERA EDAD LA CAMPI•A;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47592191;ASOCIACION HERRERA TEATRO;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
01/01/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47687207;ASOCIACION JUVENIL JUVENTUD OBRERA CRISTIANA CASTILLA Y LEON;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL 2014""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47634373;ASOCIACION MANDALA SANGA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47625173;"ASOCIACION MUSICAL """"EN CLAVE DE SON""""";FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47671334;ASOCIACION MUSICAL VOCES DEL PISUERGA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47020797;ASOCIACION NUESTRA SE•ORA DE SAN LORENZO;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47696737;ASOCIACION POETA BULULU;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47725114;ASOCIACI‡N PUNTO FLAMENCO;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47383682;ASOCIACI‡N TEATRAL AMARANTO;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
08/06/2015;5.366,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47020433;ASOCIACION VECINAL RONDILLA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
08/06/2015;4.844,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47025259;ASOCIACION VV.  PILARICA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""SUBVENCIONES 2015 ASOCIACIONES VECINALES""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47707559;ATHENEA MUSICAL;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;P4704500J;AYUNTAMIENTO DE CASTRONUEVO DE ESGUEVA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
31/12/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47490313;CACHIVACHES DE TRIGUEROS;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
01/01/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47038112;CASA DE ANDALUCIA EN VALLADOLID;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL 2014""""";;;;;;;;;;;;;
07/09/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47038112;CASA DE ANDALUCIA EN VALLADOLID;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones:""MUESTRAS 2015 TEATRO VECINAL Y CULTURA TRADICIONAL""""";;;;;;;;;;;;;
01/01/2015;250,00;PARTICIPACI‡N CIUDADANA;PARTICIPACION CIUDADANA;G47057278;CASA DE AVILA;FOMENTO DE LA PARTICIPACI‡N CIUDADANA;"Subvenciones: ""MUESTRAS DE TEATRO VECINAL Y CULTURA TRADICIONAL 2014""""";;;;;;;;;;;;;
