FECHA DE LA OBLIGACI‡N;IMPORTE;µREA PRESUPUESTARIA;PROGRAMA PRESUPUESTARIO;IDENTIFICACI‡N DEL BENEFICIARIO;BENEFICIARIO;L÷NEA;CONCEPTO
01/01/2014;738,33;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700255E;COLEGIO LA INMACULADA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
01/01/2014;738,33;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700255E;COLEGIO LA INMACULADA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
20/11/2014;137,12;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700255E;COLEGIO LA INMACULADA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
20/11/2014;591,46;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700255E;COLEGIO LA INMACULADA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
17/12/2014;591,46;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700255E;COLEGIO LA INMACULADA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
17/12/2014;591,46;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700255E;COLEGIO LA INMACULADA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
15/07/2014;777,05;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700255E;COLEGIO LA INMACULADA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
20/11/2014;139,71;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700255E;COLEGIO LA INMACULADA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;PREST. FINANCIACI‡N EN ESCUELAS Y GUARDER÷AS MENORES
20/11/2014;139,71;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700255E;COLEGIO LA INMACULADA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;PREST. FINANCIACI‡N EN ESCUELAS Y GUARDER÷AS MENORES
17/12/2014;139,71;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700255E;COLEGIO LA INMACULADA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;PREST. FINANCIACI‡N EN ESCUELAS Y GUARDER÷AS MENORES
17/12/2014;139,71;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700255E;COLEGIO LA INMACULADA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;PREST. FINANCIACI‡N EN ESCUELAS Y GUARDER÷AS MENORES
15/07/2014;53,28;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700255E;COLEGIO LA INMACULADA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;PREST. FINANCIACI‡N EN ESCUELAS Y GUARDER÷AS MENORES
15/05/2014;53,28;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700255E;COLEGIO LA INMACULADA;FOMENTO DE LA EDUCACI‡N;PREST. FINANCIACI‡N EN ESCUELAS Y GUARDER÷AS MENORES
09/06/2014;53,28;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700255E;COLEGIO LA INMACULADA;FOMENTO DE LA EDUCACI‡N;PREST. FINANCIACI‡N EN ESCUELAS Y GUARDER÷AS MENORES
11/03/2014;200,00;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700274F;COLEGIO PATROCINIO DE SAN JOSE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
20/03/2014;200,00;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700274F;COLEGIO PATROCINIO DE SAN JOSE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
10/04/2014;200,00;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700274F;COLEGIO PATROCINIO DE SAN JOSE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
15/05/2014;200,00;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700274F;COLEGIO PATROCINIO DE SAN JOSE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
09/06/2014;200,00;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700274F;COLEGIO PATROCINIO DE SAN JOSE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
01/01/2014;200,00;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700274F;COLEGIO PATROCINIO DE SAN JOSE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
01/01/2014;200,00;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700274F;COLEGIO PATROCINIO DE SAN JOSE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
24/07/2014;200,00;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700274F;COLEGIO PATROCINIO DE SAN JOSE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
20/11/2014;235,78;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700274F;COLEGIO PATROCINIO DE SAN JOSE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
20/11/2014;235,78;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700274F;COLEGIO PATROCINIO DE SAN JOSE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
17/12/2014;235,78;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700274F;COLEGIO PATROCINIO DE SAN JOSE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
17/12/2014;235,78;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700274F;COLEGIO PATROCINIO DE SAN JOSE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
11/03/2014;206,79;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700292H;COLEGIO SAN JUAN BAUTISTA DE LA SALLE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
18/03/2014;206,79;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700292H;COLEGIO SAN JUAN BAUTISTA DE LA SALLE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
10/04/2014;206,79;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700292H;COLEGIO SAN JUAN BAUTISTA DE LA SALLE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
15/05/2014;206,79;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700292H;COLEGIO SAN JUAN BAUTISTA DE LA SALLE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
26/06/2014;206,79;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700292H;COLEGIO SAN JUAN BAUTISTA DE LA SALLE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
01/01/2014;206,79;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700292H;COLEGIO SAN JUAN BAUTISTA DE LA SALLE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
01/01/2014;206,79;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700292H;COLEGIO SAN JUAN BAUTISTA DE LA SALLE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
17/12/2014;236,84;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700292H;COLEGIO SAN JUAN BAUTISTA DE LA SALLE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
23/12/2014;118,42;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700292H;COLEGIO SAN JUAN BAUTISTA DE LA SALLE;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
11/03/2014;251,20;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700294D;COLEGIO NUESTRA SE•ORA DE LOURDES;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
18/03/2014;251,20;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700294D;COLEGIO NUESTRA SE•ORA DE LOURDES;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
28/04/2014;251,20;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700294D;COLEGIO NUESTRA SE•ORA DE LOURDES;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
20/05/2014;251,20;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700294D;COLEGIO NUESTRA SE•ORA DE LOURDES;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
25/06/2014;251,20;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700294D;COLEGIO NUESTRA SE•ORA DE LOURDES;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
01/01/2014;151,20;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700294D;COLEGIO NUESTRA SE•ORA DE LOURDES;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
01/01/2014;151,20;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700294D;COLEGIO NUESTRA SE•ORA DE LOURDES;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
08/04/2014;2.199,73;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700535J;CDAD.ADORATRICES ESCLAVAS STISMO.SACRAM.;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
15/05/2014;2.199,73;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700535J;CDAD.ADORATRICES ESCLAVAS STISMO.SACRAM.;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
13/06/2014;2.199,73;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700535J;CDAD.ADORATRICES ESCLAVAS STISMO.SACRAM.;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
11/03/2014;2.377,11;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700535J;CDAD.ADORATRICES ESCLAVAS STISMO.SACRAM.;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
11/03/2014;2.477,11;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700535J;CDAD.ADORATRICES ESCLAVAS STISMO.SACRAM.;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
01/01/2014;2.227,11;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700535J;CDAD.ADORATRICES ESCLAVAS STISMO.SACRAM.;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
01/01/2014;2.277,11;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700535J;CDAD.ADORATRICES ESCLAVAS STISMO.SACRAM.;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
11/11/2014;2.441,14;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700535J;CDAD.ADORATRICES ESCLAVAS STISMO.SACRAM.;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
11/12/2014;2.891,14;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700535J;CDAD.ADORATRICES ESCLAVAS STISMO.SACRAM.;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
11/12/2014;3.591,14;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700535J;CDAD.ADORATRICES ESCLAVAS STISMO.SACRAM.;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
15/07/2014;2.199,73;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700535J;CDAD.ADORATRICES ESCLAVAS STISMO.SACRAM.;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
18/03/2014;398,00;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700535J;CDAD.ADORATRICES ESCLAVAS STISMO.SACRAM.;FOMENTO DE LA EDUCACI‡N;PREST. FINANCIACI‡N EN ESCUELAS Y GUARDER÷AS MENORES
11/03/2014;1.314,53;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700536H;HERMANAS NI•O JESUS-CONGREGACION;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
18/03/2014;1.314,53;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700536H;HERMANAS NI•O JESUS-CONGREGACION;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
10/04/2014;1.414,53;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700536H;HERMANAS NI•O JESUS-CONGREGACION;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
20/05/2014;1.414,53;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700536H;HERMANAS NI•O JESUS-CONGREGACION;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
13/06/2014;1.414,53;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700536H;HERMANAS NI•O JESUS-CONGREGACION;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
01/01/2014;2.317,30;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700536H;HERMANAS NI•O JESUS-CONGREGACION;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
24/07/2014;1.414,53;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700536H;HERMANAS NI•O JESUS-CONGREGACION;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
06/11/2014;947,45;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700536H;HERMANAS NI•O JESUS-CONGREGACION;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
20/11/2014;1.347,45;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700536H;HERMANAS NI•O JESUS-CONGREGACION;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
23/12/2014;3.063,58;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700536H;HERMANAS NI•O JESUS-CONGREGACION;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
11/03/2014;438,04;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700552E;COLEGIO JUAN XXIII;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
18/03/2014;438,04;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700552E;COLEGIO JUAN XXIII;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
28/04/2014;438,04;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700552E;COLEGIO JUAN XXIII;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
15/05/2014;438,04;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700552E;COLEGIO JUAN XXIII;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
25/06/2014;438,04;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700552E;COLEGIO JUAN XXIII;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
01/01/2014;438,04;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700552E;COLEGIO JUAN XXIII;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
01/01/2014;438,04;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700552E;COLEGIO JUAN XXIII;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
24/07/2014;438,04;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700552E;COLEGIO JUAN XXIII;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
17/10/2014;137,56;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700552E;COLEGIO JUAN XXIII;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
20/11/2014;137,56;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700552E;COLEGIO JUAN XXIII;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
23/12/2014;137,56;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700552E;COLEGIO JUAN XXIII;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
23/12/2014;137,56;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700552E;COLEGIO JUAN XXIII;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
16/04/2014;251,01;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700561F;COLEGIO SAGRADO CORAZON;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
11/03/2014;251,04;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700561F;COLEGIO SAGRADO CORAZON;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
18/03/2014;251,04;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700561F;COLEGIO SAGRADO CORAZON;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
08/05/2014;251,04;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700561F;COLEGIO SAGRADO CORAZON;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
15/05/2014;251,04;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700561F;COLEGIO SAGRADO CORAZON;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
13/06/2014;251,04;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700561F;COLEGIO SAGRADO CORAZON;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
01/01/2014;251,04;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700561F;COLEGIO SAGRADO CORAZON;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
01/01/2014;251,04;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700561F;COLEGIO SAGRADO CORAZON;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
15/07/2014;157,11;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700561F;COLEGIO SAGRADO CORAZON;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
20/11/2014;94,75;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700561F;COLEGIO SAGRADO CORAZON;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
20/11/2014;231,79;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700561F;COLEGIO SAGRADO CORAZON;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
17/12/2014;231,79;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700561F;COLEGIO SAGRADO CORAZON;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
23/12/2014;331,79;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700561F;COLEGIO SAGRADO CORAZON;FOMENTO DE ACCIONES EN MATERIA SOCIAL;GASTOS ALIMENTACI‡N MENORES EDAD ESCOLAR- BECAS COMEDOR
18/06/2014;8.370,00;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700644J;CONGREG.OBLATAS SANTISIMO REDENTOR CDAD.;FOMENTO DE ACCIONES EN MATERIA SOCIAL;CONVENIO CONGREGACI‡N OBLATAS STMO. REDENTOR- CENTRO ALBOR 2014
18/06/2014;9.540,00;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;R4700653A;COMUNIDAD DE ADORATRICES ESCLAVAS DEL SANT÷SIMO SACRAMENTO Y;FOMENTO DE ACCIONES EN MATERIA SOCIAL;CONVENIO RELIGIOSAS ADORATRICES - CASA DE ACOGIDA (2014)
31/07/2014;555,00;BIENESTAR SOCIAL Y FAMILIA;ACCI‡N SOCIAL;V47395116;CENTRO ESPECIFICO DE TRATAMIENTO Y REHABILITACION ADICIONES;FOMENTO DE ACCIONES EN MATERIA SOCIAL;SUBVENCIONES SECTORES 2014 DROGODEPENDENCIAS
31/07/2014;14.250,00;BIENESTAR SOCIAL Y FAMILIA;ATENCI‡N A LA FAMILIA;G24452435;FUNDACION JUAN SO•ADOR;FOMENTO DE ACCIONES EN MATERIA SOCIAL;SUBVENCIONES PARA REALIZAR PROYECTOS FORMATIVOS EN VALLADOLID PARA
19/09/2014;436,33;BIENESTAR SOCIAL Y FAMILIA;ATENCI‡N A LA FAMILIA;G28474898;FEDERACION SERV.PUB. U.G.T.-VALLADOLID;FOMENTO DE ACCIONES EN MATERIA SOCIAL;SUBV.PROY.PROM.SOC.PERS.MAYORES 2014
