EXERCICI,CODI ORGÀNIC,CODI DE PROGRAMA,CODI ECONÒMIC,NOM PARTIDA,PRESSUPOST INICIAL,PRESSUPOST ACTUAL,AUTORITZACIÓ (A),DISPOSICIÓ (D),OBLIGACIÓ (O),PAGAMENT (P),REALITZACIÓ DE PAGAMENT (RP),SALDO,% SALDO SOBRE PRESS. ACTUAL,MODIFICACIÓ,REMANENTS INCORPORATS,ALTRES MODIFICACIONS,REMANENT,A PENDENT,D PENDENT,O PENDENT,P PENDENT,RETENCIONS DE CRÈDIT,% D SOBRE CRÈDIT,% RP SOBRE OBLIGACIONS
2011,G125,33735,22001,"PREMSA,LLIBRES I ALTRES C.C.GRANOLLERS NORD",€1000.00,€1000.00,€463.00,€463.00,€463.00,€463.00,€463.00,€537.00,53.70%,€0.00,€0.00,€0.00,€537.00,€0.00,€0.00,€0.00,€0.00,€0.00,46.30%,100.00%
2011,G125,33735,22000,MATERIAL OFICINA,€100.00,€100.00,€0.00,€0.00,€0.00,€0.00,€0.00,€100.00,100.00%,€0.00,€0.00,€0.00,€100.00,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2011,G125,33735,21200,MANTENIM.EDIFICIS I CONTRUC.C.C.GRANOLLERS NORD,€3000.00,€11500.00,€9142.53,€9142.53,€9142.53,€9142.53,€8372.20,€2357.46,20.50%,€8500.00,€0.00,€8500.00,€2357.46,€0.00,€0.00,€0.00,€770.32,€0.00,79.50%,91.57%
2011,G125,33734,22701,TREBALL SEGURETAT C.C. JAUME OLLER,€1000.00,€1131.55,€634.00,€634.00,€633.99,€633.99,€572.91,€497.55,43.97%,€131.55,€0.00,€131.55,€497.55,€0.00,,€0.00,€61.08,€0.00,56.03%,90.37%
2011,G125,33734,22700,TREBALLS NETEJA CENTRE CIVIC JAUME OLLER,€13400.00,€13400.00,€14040.84,€14040.84,€13802.86,€13802.86,€10749.69,€-640.84,-4.78%,€0.00,€0.00,€0.00,€-402.86,€0.00,€237.97,€0.00,€3053.17,€0.00,104.78%,77.88%
2011,G125,33734,22102,GAS CENTRE CIVIC JAUME OLLER,€1000.00,€1000.00,€1743.40,€1743.40,€1743.40,€1743.40,€962.14,€-743.40,-74.34%,€0.00,€0.00,€0.00,€-743.40,€0.00,€0.00,€0.00,€781.26,€0.00,174.34%,55.19%
2011,G125,33734,22101,AIGUA CENTRE CIVIC JAUME OLLER,€400.00,€400.00,€327.25,€327.25,€327.25,€327.25,€327.25,€72.75,18.19%,€0.00,€0.00,€0.00,€72.75,€0.00,€0.00,€0.00,€0.00,€0.00,81.81%,100.00%
2011,G125,33734,22100,ENERGIA ELECTRICA CENTRE CIVIC JAUME OLLER,€1500.00,€1500.00,€1611.22,€1611.22,€1611.22,€1611.22,€1207.60,€-111.22,-7.41%,€0.00,€0.00,€0.00,€-111.22,€0.00,€0.00,€0.00,€403.61,€0.00,107.41%,74.95%
2011,G125,33734,22001,"PREMSA,LLIBRES I ALTRES CENTRE CIVIC JAUME OLLER",€500.00,€500.00,€864.60,€864.60,€864.60,€864.60,€463.00,€-364.60,-72.92%,€0.00,€0.00,€0.00,€-364.60,€0.00,€0.00,€0.00,€401.60,€0.00,172.92%,53.55%
2011,G125,33734,21300,MANTENIMENT MAQUINARIA C.C. JAUME OLLER,€2500.00,€2500.00,€258.04,€258.04,€258.02,€258.02,€191.16,€2241.96,89.68%,€0.00,€0.00,€0.00,€2241.97,€0.00,,€0.00,€66.86,€0.00,10.32%,74.08%
2011,G125,33734,21200,MANTENIMENT EDIFICI C.C. JAUME OLLER,€1500.00,€3000.00,€1648.04,€1648.04,€1648.04,€1648.04,€1506.35,€1351.96,45.07%,€1500.00,€0.00,€1500.00,€1351.96,€0.00,€0.00,€0.00,€141.69,€0.00,54.93%,91.40%
2011,G125,33733,22701,TREBALLS SEGURETAT C. CIVIC PALOU,€1400.00,€1681.03,€1252.79,€1252.79,€1252.79,€1252.79,€459.91,€428.24,25.47%,€281.02,€0.00,€281.02,€428.24,€0.00,€0.00,€0.00,€792.87,€0.00,74.53%,36.71%
2011,G125,33733,22700,TREBALLS NETEJA CENTRE CIVIC PALOU,€5400.00,€5400.00,€5265.55,€5265.55,€5182.14,€5182.14,€4035.87,€134.44,2.49%,€0.00,€0.00,€0.00,€217.85,€0.00,€83.40,€0.00,€1146.27,€0.00,97.51%,77.88%
2011,G125,33733,22699,ALTRES DESPESES CENTRE CIVIC PALOU,€100.00,€100.00,€0.00,€0.00,€0.00,€0.00,€0.00,€100.00,100.00%,€0.00,€0.00,€0.00,€100.00,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2011,G125,33733,22103,COMBUSTIBLE I CARBURANT CENTRE CIVIC PALOU,€1500.00,€1500.00,€2160.05,€2160.05,€2160.05,€2160.05,€1326.50,€-660.05,-44.00%,€0.00,€0.00,€0.00,€-660.05,€0.00,€0.00,€0.00,€833.55,€0.00,144.00%,61.41%
2011,G125,33733,22101,AIGUA CENTRE CIVIC PALOU,€250.00,€250.00,€494.53,€494.53,€494.53,€494.53,€494.53,€-244.53,-97.81%,€0.00,€0.00,€0.00,€-244.52,€0.00,€0.00,€0.00,€0.00,€0.00,197.81%,100.00%
2011,G125,33733,22100,ENERGIA ELECTRICA CENTRE CIVIC PALOU,€10000.00,€10000.00,€8333.65,€7745.31,€7745.31,€7636.89,€5864.04,€1666.35,16.66%,€0.00,€0.00,€0.00,€2254.68,€588.33,€0.00,€108.42,€1772.85,€0.00,77.45%,75.71%
2011,G125,33733,22001,"PREMSA,LLIBRES I ALTRES CENTRE CIVIC PALOU",€200.00,€200.00,€741.00,€741.00,€463.00,€463.00,€463.00,€-541.00,-270.50%,€0.00,€0.00,€0.00,€-263.00,€0.00,€278.00,€0.00,€0.00,€0.00,370.50%,100.00%
2011,G125,33733,21300,"MANTENIM.MAQUINARIA,UTILLATGE CENTRE CIVIC PALOU",€4750.00,€4750.00,€6060.84,€6060.84,€5870.84,€5870.84,€5086.78,€-1310.84,-27.60%,€0.00,€0.00,€0.00,€-1120.84,€0.00,€190.00,€0.00,€784.06,€0.00,127.60%,86.64%
2011,G125,33733,21200,MANTENIM.EDIFICIS I CONTRUCC. CENTRE CIVIC PALOU,€4800.00,€7800.00,€11902.09,€11902.09,€11902.09,€11902.09,€9038.03,€-4102.09,-52.59%,€3000.00,€0.00,€3000.00,€-4102.09,€0.00,€0.00,€0.00,€2864.05,€0.00,152.59%,75.94%
2011,G125,33732,22701,TREBALLS SEGURETAT CENTRE CIVIC CAN GILI,€1600.00,€1924.12,€1710.05,€1710.05,€1710.04,€1710.04,€574.54,€214.07,11.13%,€324.12,€0.00,€324.12,€214.07,€0.00,,€0.00,€1135.49,€0.00,88.87%,33.60%
2011,G125,33732,22700,TREBALLS NETEJA CENTRE CIVIC CAN GILI,€24500.00,€24500.00,€24005.97,€24005.97,€23599.07,€23599.07,€18378.99,€494.03,2.02%,€0.00,€0.00,€0.00,€900.93,€0.00,€406.90,€0.00,€5220.07,€0.00,97.98%,77.88%
2011,G125,33732,22699,ALTRES DESPESES CENTRE CIVIC CAN GILI,€400.00,€400.00,€0.00,€0.00,€0.00,€0.00,€0.00,€400.00,100.00%,€0.00,€0.00,€0.00,€400.00,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2011,G125,33732,22102,GAS CENTRE CIVIC CAN GILI,€4500.00,€4500.00,€5858.65,€5858.65,€5858.65,€5858.65,€2871.84,€-1358.65,-30.19%,€0.00,€0.00,€0.00,€-1358.64,€0.00,€0.00,€0.00,€2986.80,€0.00,130.19%,49.02%
2011,G125,33732,22101,AIGUA CENTRE CIVIC CAN GILI,€500.00,€500.00,€727.11,€727.11,€727.11,€727.11,€727.11,€-227.11,-45.42%,€0.00,€0.00,€0.00,€-227.11,€0.00,€0.00,€0.00,€0.00,€0.00,145.42%,100.00%
2011,G125,33732,22100,ENERGIA ELECTRICA CENTRE CIVIC CAN GILI,€6500.00,€6500.00,€9372.06,€9372.06,€9372.06,€9372.06,€5717.84,€-2872.06,-44.19%,€0.00,€0.00,€0.00,€-2872.05,€0.00,€0.00,€0.00,€3654.21,€0.00,144.19%,61.01%
2011,G125,33732,22001,"PREMSA,LLIBRES I ALTRES CENTRE CIVIC CAN GILI",€900.00,€900.00,€1013.60,€1013.60,€1013.60,€1013.60,€1013.60,€-113.60,-12.62%,€0.00,€0.00,€0.00,€-113.60,€0.00,€0.00,€0.00,€0.00,€0.00,112.62%,100.00%
2011,G125,33732,21300,"MANTENIM.MAQUINARIA,UTILLATGE CENTRE CIVIC CAN GIL",€4000.00,€4000.00,€2449.26,€2449.26,€2449.25,€2449.25,€2382.38,€1550.74,38.77%,€0.00,€0.00,€0.00,€1550.75,€0.00,,€0.00,€66.86,€0.00,61.23%,97.27%
2011,G125,33732,21200,MANTENIM.EDIFICIS I CONTRUCC. CENTRE CIVIC CAN GIL,€4400.00,€4400.00,€3894.82,€3894.82,€3894.82,€3894.82,€3292.71,€505.18,11.48%,€0.00,€0.00,€0.00,€505.17,€0.00,€0.00,€0.00,€602.11,€0.00,88.52%,84.54%
2011,G125,33731,22701,TREBALLS SEGURETAT CENTRE CIVIC CAN BASSA,€1600.00,€1761.42,€895.50,€895.50,€856.76,€856.76,€602.79,€865.92,49.16%,€161.41,€0.00,€161.41,€904.66,€0.00,€38.74,€0.00,€253.97,€0.00,50.84%,70.36%
2011,G125,33731,22700,TREBALLS NETEJA CENTRE CIVIC CAN BASSA,€16600.00,€16600.00,€16332.86,€16332.86,€16055.98,€16055.98,€12504.42,€267.14,1.61%,€0.00,€0.00,€0.00,€544.02,€0.00,€276.88,€0.00,€3551.55,€0.00,98.39%,77.88%
2011,G125,33731,22699,ALTRES DESPESES CENTRE CIVIC CAN BASSA,€100.00,€100.00,€0.00,€0.00,€0.00,€0.00,€0.00,€100.00,100.00%,€0.00,€0.00,€0.00,€100.00,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2011,G125,33731,22102,GAS CENTRE CIVIC CAN BASSA,€6000.00,€9000.00,€7911.60,€7911.60,€7911.60,€7911.60,€5623.91,€1088.40,12.09%,€3000.00,€0.00,€3000.00,€1088.39,€0.00,€0.00,€0.00,€2287.69,€0.00,87.91%,71.08%
2011,G125,33731,22101,AIGUA CENTRE CIVIC CAN BASSA,€700.00,€700.00,€762.49,€762.49,€762.49,€762.49,€762.49,€-62.49,-8.93%,€0.00,€0.00,€0.00,€-62.49,€0.00,€0.00,€0.00,€0.00,€0.00,108.93%,100.00%
2011,G125,33731,22100,ENERGIA ELECTRICA CENTRE CIVIC CAN BASSA,€7500.00,€7500.00,€7540.92,€7540.92,€7540.92,€7540.92,€6057.55,€-40.92,-0.55%,€0.00,€0.00,€0.00,€-40.92,€0.00,€0.00,€0.00,€1483.37,€0.00,100.55%,80.33%
2011,G125,33731,22001,"PREMSA,LLIBRES I ALTRES CENTRE CIVIC CAN BASSA",€900.00,€900.00,€1013.60,€1013.60,€1013.60,€1013.60,€1013.60,€-113.60,-12.62%,€0.00,€0.00,€0.00,€-113.60,€0.00,€0.00,€0.00,€0.00,€0.00,112.62%,100.00%
2011,G125,33731,21300,MANTENIM.MAQUINARIA CENTRE CIVIC CAN BASSA,€2500.00,€2500.00,€2540.48,€2540.48,€2180.96,€2180.96,€2038.43,€-40.49,-1.62%,€0.00,€0.00,€0.00,€319.03,€0.00,€359.52,€0.00,€142.53,€0.00,101.62%,93.46%
2011,G125,33731,21200,MANTENIM.EDIFICIS I CONTRUCC. CENTRE CIVIC CAN BAS,€3000.00,€3000.00,€4308.52,€4308.52,€4308.52,€4308.52,€3644.54,€-1308.52,-43.62%,€0.00,€0.00,€0.00,€-1308.52,€0.00,€0.00,€0.00,€663.98,€0.00,143.62%,84.59%
2011,G125,33730,62701,EQUIPAMENT DE CENTRES CIVICS,€0.00,€5000.00,€4987.88,€4987.88,€4254.45,€4254.45,€1752.01,€12.12,0.24%,€5000.00,€5000.00,€0.00,€745.55,€0.00,€733.43,€0.00,€2502.43,€0.00,99.76%,41.18%
2011,G125,33730,22799,TREBALLS EMPRESES CENTRES CIVICS,€288400.00,€288400.00,€293718.82,€293718.82,€288428.05,€288428.05,€245167.90,€-5318.82,-1.84%,€0.00,€0.00,€0.00,€-28.04,€0.00,€5290.77,€0.00,€43260.14,€0.00,101.84%,85.00%
2011,G125,33730,22701,TREBALLS CONSERGERIA CENTRES CIVICS,€3500.00,€3500.00,€3500.00,€3500.00,€3453.31,€3453.31,€1726.24,€0.00,0.00%,€0.00,€0.00,€0.00,€46.69,€0.00,€46.69,€0.00,€1727.07,€0.00,100.00%,49.99%
2011,G125,33730,22699,ALTRES DESPESES CENTRES CIVICS,€3500.00,€3500.00,€10898.15,€10898.15,€10808.11,€10808.11,€10808.11,€-7398.15,-211.38%,€0.00,€0.00,€0.00,€-7308.11,€0.00,€90.03,€0.00,€0.00,€0.00,311.38%,100.00%
2011,G125,33730,22609,ACTIVITATS CENTRES CIVICS,€44500.00,€44500.00,€35555.82,€27023.24,€26377.47,€26830.59,€18804.68,€8944.18,20.10%,€0.00,€0.00,€0.00,€18122.53,€8532.57,€645.77,€-453.11,€8025.90,€0.00,60.73%,71.29%
2011,G125,33730,22201,TRAMESES POSTALS CENTRES CÍVICS,€500.00,€500.00,€82.10,€82.10,€82.10,€82.10,€28.10,€417.90,83.58%,€0.00,€0.00,€0.00,€417.90,€0.00,€0.00,€0.00,€53.99,€0.00,16.42%,34.23%
2011,G125,33730,22104,VESTUARI CENTRES CIVICS,€250.00,€250.00,€355.76,€350.76,€255.32,€255.32,€93.83,€-105.76,-42.30%,€0.00,€0.00,€0.00,€-5.31,€5.00,€95.44,€0.00,€161.49,€0.00,140.30%,36.75%
2011,G125,33730,16000,SEGURETAT SOCIAL CENTRES CIVICS,€20086.32,€20086.32,€18554.15,€18554.15,€18554.15,€18554.15,€16948.95,€1532.17,7.63%,€0.00,€0.00,€0.00,€1532.16,€0.00,€0.00,€0.00,€1605.20,€0.00,92.37%,91.35%
2011,G125,33730,13700,PENSIONS DE LABORALS TEMPORALS CENTRES CIVICS,€180.25,€180.25,€143.77,€143.77,€143.77,€143.77,€143.77,€36.47,20.24%,€0.00,€0.00,€0.00,€36.47,€0.00,€0.00,€0.00,€0.00,€0.00,79.76%,100.00%
2011,G125,33730,13002,ALTRES REMUNERACIONS CENTRES CIVICS,€20819.68,€20819.68,€21310.52,€21310.52,€21310.52,€21310.52,€21310.52,€-490.84,-2.36%,€0.00,€0.00,€0.00,€-490.84,€0.00,€0.00,€0.00,€0.00,€0.00,102.36%,100.00%
2011,G125,33730,13000,RETRIBUCIONS BÀSIQUES CENTRES CIVICS,€16329.18,€16329.18,€15692.67,€15692.67,€15692.67,€15692.67,€15692.67,€636.51,3.90%,€0.00,€0.00,€0.00,€636.51,€0.00,€0.00,€0.00,€0.00,€0.00,96.10%,100.00%
2011,G125,33730,12700,PENSIONS FUNCIOANRIS CENTRES CIVICS,€180.25,€180.25,€143.77,€143.77,€143.77,€143.77,€143.77,€36.47,20.24%,€0.00,€0.00,€0.00,€36.47,€0.00,€0.00,€0.00,€0.00,€0.00,79.76%,100.00%
2011,G125,33730,12101,COMPLEMENT ESPECIFIC CENTRES CIVICS,€7501.06,€7501.06,€6895.59,€6895.59,€6895.59,€6895.59,€6895.59,€605.47,8.07%,€0.00,€0.00,€0.00,€605.47,€0.00,€0.00,€0.00,€0.00,€0.00,91.93%,100.00%
2011,G125,33730,12100,COMPLEMENT DESTINACIO CENTRES CIVICS,€3012.66,€3012.66,€2797.47,€2797.47,€2797.47,€2797.47,€2797.47,€215.19,7.14%,€0.00,€0.00,€0.00,€215.19,€0.00,€0.00,€0.00,€0.00,€0.00,92.86%,100.00%
2011,G125,33730,12006,TRIENNIS CENTRES CIVICS,€1885.80,€1885.80,€1751.10,€1751.10,€1751.10,€1751.10,€1751.10,€134.69,7.14%,€0.00,€0.00,€0.00,€134.70,€0.00,€0.00,€0.00,€0.00,€0.00,92.86%,100.00%
2011,G125,33730,12005,SOUS DEL GRUP E CENTRES CIVICS,€7678.58,€7678.58,€7130.11,€7130.11,€7130.11,€7130.11,€7130.11,€548.47,7.14%,€0.00,€0.00,€0.00,€548.47,€0.00,€0.00,€0.00,€0.00,€0.00,92.86%,100.00%
2011,G124,92520,22799,TREBALLS EMPRESES OFIC.DEFENSA CIUTADA,€29000.00,€29000.00,€28320.00,€28320.00,€28320.00,€28320.00,€21240.00,€680.00,2.34%,€0.00,€0.00,€0.00,€680.00,€0.00,€0.00,€0.00,€7080.00,€0.00,97.66%,75.00%
2011,G124,92520,22699,ALTRES DESPESES OFIC.DEFENSA CIUTADA,€1400.00,€1400.00,€1354.00,€1354.00,€1354.00,€1354.00,€1354.00,€46.00,3.29%,€0.00,€0.00,€0.00,€46.00,€0.00,€0.00,€0.00,€0.00,€0.00,96.71%,100.00%
2011,G123,92911,46604,TRANSF. MAYORS FOR PEACE,€1500.00,€1500.00,€1500.00,€1500.00,€1500.00,€1500.00,€1500.00,€0.00,0.00%,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,100.00%,100.00%
2011,G123,92911,22799,TREBALLS EMPRESES CCP,€15000.00,€15000.00,€13547.80,€13352.80,€13311.71,€13311.71,€2558.60,€1452.20,9.68%,€0.00,€0.00,€0.00,€1688.29,€195.00,€41.09,€0.00,€10753.10,€0.00,89.02%,19.22%
2011,G123,92911,22701,TREBALLS SEGURETAT CCP,€1000.00,€1000.00,€1318.58,€1318.58,€1318.57,€1318.57,€1294.44,€-318.58,-31.86%,€0.00,€0.00,€0.00,€-318.56,€0.00,,€0.00,€24.12,€0.00,131.86%,98.17%
2011,G123,92911,22700,TREBALLS NETEJA CCP,€11500.00,€11500.00,€11260.59,€11260.59,€11069.70,€11069.70,€8621.10,€239.41,2.08%,€0.00,€0.00,€0.00,€430.29,€0.00,€190.88,€0.00,€2448.60,€0.00,97.92%,77.88%
2011,G123,92911,22699,ALTRES DESPESES CCP,€10000.00,€10000.00,€13627.22,€10176.11,€9860.44,€9860.44,€5928.05,€-3627.22,-36.27%,€0.00,€0.00,€0.00,€139.55,€3451.10,€315.67,€0.00,€3932.39,€0.00,101.76%,60.12%
2011,G123,92911,22609,ACTIVITATS CCP,€12000.00,€12000.00,€11661.87,€11661.87,€11311.10,€12094.62,€4385.59,€338.13,2.82%,€0.00,€0.00,€0.00,€688.89,€0.00,€350.77,€-783.52,€7709.03,€0.00,97.18%,38.77%
2011,G123,92911,22606,"JORNADES, REUNIONS, CONFERENCIES CCP",€4200.00,€4200.00,€4274.45,€3774.45,€3774.45,€3774.45,€294.12,€-74.45,-1.77%,€0.00,€0.00,€0.00,€425.55,€500.00,€0.00,€0.00,€3480.33,€0.00,89.87%,7.79%
2011,G123,92911,22602,PUBLICITAT I PROPAGANDA CCP,€1500.00,€1500.00,€2911.28,€1411.28,€1411.28,€1411.28,€1411.28,€-1411.28,-94.09%,€0.00,€0.00,€0.00,€88.72,€1500.00,€0.00,€0.00,€0.00,€0.00,94.09%,100.00%
2011,G123,92911,22601,PROTOCOL I REPRESENTATIVES CCP,€1500.00,€1500.00,€0.00,€0.00,€0.00,€0.00,€0.00,€1500.00,100.00%,€0.00,€0.00,€0.00,€1500.00,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2011,G123,92911,22201,TRAMESES POSTALS CCP,€500.00,€500.00,€265.70,€265.70,€265.70,€265.70,€150.71,€234.30,46.86%,€0.00,€0.00,€0.00,€234.30,€0.00,€0.00,€0.00,€114.98,€0.00,53.14%,56.72%
2011,G123,92911,22111,RECANVIS UTILLATGE CCP,€500.00,€500.00,€48.22,€48.22,€48.21,€48.21,€48.21,€451.78,90.36%,€0.00,€0.00,€0.00,€451.79,€0.00,,€0.00,€0.00,€0.00,9.64%,100.00%
2011,G123,92911,22101,AIGUA CCP,€400.00,€400.00,€83.68,€83.68,€83.68,€83.68,€83.68,€316.32,79.08%,€0.00,€0.00,€0.00,€316.32,€0.00,€0.00,€0.00,€0.00,€0.00,20.92%,100.00%
2011,G123,92911,22100,ENERGIA ELECTRICA CCP,€4000.00,€4000.00,€3603.80,€3603.80,€3603.80,€3603.80,€2793.66,€396.20,9.91%,€0.00,€0.00,€0.00,€396.19,€0.00,€0.00,€0.00,€810.14,€0.00,90.10%,77.52%
2011,G123,92911,22001,"PREMSA, LLIBRES I ALTRES CCP",€2000.00,€2000.00,€555.44,€555.44,€555.44,€555.44,€555.44,€1444.56,72.23%,€0.00,€0.00,€0.00,€1444.56,€0.00,€0.00,€0.00,€0.00,€0.00,27.77%,100.00%
2011,G123,92911,22000,MATERIAL OFICINA NO INVENTARIABLE CCP,€500.00,€500.00,€322.85,€322.85,€322.85,€322.85,€0.00,€177.15,35.43%,€0.00,€0.00,€0.00,€177.14,€0.00,€0.00,€0.00,€322.85,€0.00,64.57%,0.00%
2011,G123,92911,21300,MANTENIMENT MAQUINARIA I UTILLATGE CCP,€3000.00,€3000.00,€2932.32,€2932.32,€2932.32,€2932.32,€2300.85,€67.68,2.26%,€0.00,€0.00,€0.00,€67.67,€0.00,€0.00,€0.00,€631.47,€0.00,97.74%,78.47%
2011,G123,92911,21200,MANTENIM.EDIFICI CCP,€2000.00,€2000.00,€930.56,€930.56,€930.56,€930.56,€59.76,€1069.44,53.47%,€0.00,€0.00,€0.00,€1069.44,€0.00,€0.00,€0.00,€870.80,€0.00,46.53%,6.42%
2011,G123,92911,16000,SEGURETAT SOCIAL PROMOCIO DE LA CULTURA DE LA PAU,€19646.55,€19646.55,€19695.48,€19695.48,€19695.48,€19695.48,€18045.33,€-48.93,-0.25%,€0.00,€0.00,€0.00,€-48.93,€0.00,€0.00,€0.00,€1650.14,€0.00,100.25%,91.62%
2011,G123,92911,14300,ALTRE PERSONAL PROMOCIO DE LA CULTURA DE LA PAU,€59535.00,€59535.00,€59197.69,€59197.69,€59197.69,€59197.69,€59197.69,€337.31,0.57%,€0.00,€0.00,€0.00,€337.30,€0.00,€0.00,€0.00,€0.00,€0.00,99.43%,100.00%
2011,G122,92910,48601,ATENCIONS AL TERCER MON COOPERACIO I SOLIDARITAT,€211650.00,€211650.00,€196950.00,€196950.00,€196950.00,€196950.00,€16655.03,€14700.00,6.95%,€0.00,€0.00,€0.00,€14700.00,€0.00,€0.00,€0.00,€180294.97,€0.00,93.05%,8.46%
2011,G122,92910,22699,ALTRES DESPESES COOPERACIO I SOLIDARITAT,€1000.00,€1000.00,€542.64,€542.64,€542.64,€542.64,€542.64,€457.36,45.74%,€0.00,€0.00,€0.00,€457.36,€0.00,€0.00,€0.00,€0.00,€0.00,54.26%,100.00%
2011,G122,92910,22609,ACTIVITATS COOPERACIÓ I SOLIDARITAT,€1000.00,€1000.00,€1669.77,€1669.77,€1669.77,€1669.77,€1162.29,€-669.77,-66.98%,€0.00,€0.00,€0.00,€-669.77,€0.00,€0.00,€0.00,€507.48,€0.00,166.98%,69.61%
2011,G122,92910,22602,PUBLICITAT I PROPAGANDA COOPERACIO I SOLIDARITAT,€1000.00,€1000.00,€451.70,€451.70,€451.70,€451.70,€451.70,€548.29,54.83%,€0.00,€0.00,€0.00,€548.29,€0.00,€0.00,€0.00,€0.00,€0.00,45.17%,100.00%
2011,G122,92910,22102,GAS COOPERACIO I SOLIDARITAT,€500.00,€500.00,€491.02,€491.02,€491.02,€491.02,€295.49,€8.98,1.80%,€0.00,€0.00,€0.00,€8.98,€0.00,€0.00,€0.00,€195.52,€0.00,98.20%,60.18%
2011,G122,92910,22101,AIGUA COOPERACIO I SOLIDARITAT,€800.00,€800.00,€928.66,€928.66,€928.66,€928.66,€928.66,€-128.66,-16.08%,€0.00,€0.00,€0.00,€-128.65,€0.00,€0.00,€0.00,€0.00,€0.00,116.08%,100.00%
2011,G122,92910,22100,ENERGIA ELECTRICA COOPERACIO I SOLIDARITAT,€1300.00,€1300.00,€1479.00,€1479.00,€1479.00,€1479.00,€992.70,€-179.00,-13.77%,€0.00,€0.00,€0.00,€-179.00,€0.00,€0.00,€0.00,€486.29,€0.00,113.77%,67.12%
2011,G122,92910,21200,MANTENIMENT I EDIFICIS COOPERACIÓ,€1000.00,€1000.00,€1840.53,€1840.53,€1840.53,€1840.53,€602.54,€-840.53,-84.05%,€0.00,€0.00,€0.00,€-840.53,€0.00,€0.00,€0.00,€1237.99,€0.00,184.05%,32.74%
2011,G123,92911,23120,LOCOMOCIO CCP,€500.00,€500.00,€17.45,€17.45,€17.45,€17.45,€17.45,€482.55,96.51%,€0.00,€0.00,€0.00,€482.55,€0.00,€0.00,€0.00,€0.00,€0.00,3.49%,100.00%
2011,G122,92910,16000,SEGURETAT SOCIAL COOPERACIO I SOLIDARITAT,€9903.71,€9903.71,€9678.78,€9678.78,€9678.78,€9678.78,€8872.89,€224.94,2.27%,€0.00,€0.00,€0.00,€224.93,€0.00,€0.00,€0.00,€805.89,€0.00,97.73%,91.67%
2011,G122,92910,12700,PENSIONS DE FUNCIONARIS COOPERACIO I SOLIDARITAT,€180.25,€180.25,€143.77,€143.77,€143.77,€143.77,€143.77,€36.47,20.24%,€0.00,€0.00,€0.00,€36.47,€0.00,€0.00,€0.00,€0.00,€0.00,79.76%,100.00%
2011,G122,92910,12101,COMPLEMENT ESPECÍFIC COOPERACIO I SOLIDARITAT,€13440.28,€13440.28,€13440.28,€13440.28,€13440.28,€13440.28,€13440.28,€0.00,0.00%,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,100.00%,100.00%
2011,G122,92910,12100,COMPLEMENT DE DESTINACIÓ COOPERACIO I SOLIDARITAT,€8160.88,€8160.88,€8160.88,€8160.88,€8160.88,€8160.88,€8160.88,€0.00,0.00%,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,100.00%,100.00%
2011,G122,92910,12006,TRIENNIS COOPERACIO I SOLIDARITAT,€2933.70,€2933.70,€2820.24,€2820.24,€2820.24,€2820.24,€2820.24,€113.46,3.87%,€0.00,€0.00,€0.00,€113.46,€0.00,€0.00,€0.00,€0.00,€0.00,96.13%,100.00%
2011,G122,92910,12001,SOUS DEL GRUP A2 COOPERACIO I SOLIDARITAT,€12908.00,€12908.00,€12906.52,€12906.52,€12906.52,€12906.52,€12906.52,€1.48,0.01%,€0.00,€0.00,€0.00,€1.47,€0.00,€0.00,€0.00,€0.00,€0.00,99.99%,100.00%
2011,G121,92430,22699,ALTRES DESPESES CONSELL DEL POBLE DE PALOU,€500.00,€500.00,€187.83,€187.83,€187.83,€187.83,€187.83,€312.17,62.43%,€0.00,€0.00,€0.00,€312.16,€0.00,€0.00,€0.00,€0.00,€0.00,37.57%,100.00%
2011,G121,92430,22609,ACTIVITATS CONSELL DEL POBLE DE PALOU,€500.00,€500.00,€0.00,€0.00,€0.00,€0.00,€0.00,€500.00,100.00%,€0.00,€0.00,€0.00,€500.00,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2011,G121,92430,22602,PUBLICITAT I PROPAGANDA CONSELL DEL POBLE DE PALOU,€1000.00,€1000.00,€615.85,€615.85,€615.85,€615.85,€615.85,€384.15,38.42%,€0.00,€0.00,€0.00,€384.15,€0.00,€0.00,€0.00,€0.00,€0.00,61.59%,100.00%
2011,G121,92420,48900,ALTRES TRANSFERÈNCIES BARRIS,€55000.00,€55000.00,€55000.00,€55000.00,€55000.00,€60205.05,€55000.00,€0.00,0.00%,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€-5205.05,€5205.05,€0.00,100.00%,100.00%
