nombre,tipoasociacion,numRegistro,cif,direccion,codpostal,longitud,latitud,telefono,fax,email,fconstitucion
"Asociación Club de Dardos Los Arcos","Asociaciones de ocio","441","G-73657017","C/ Los Arcos, nº 21","30800","","","678 624 494","","","18/12/2009 0:00:00"
"Asociación Cultural Virgen de los Dolores de Avilés","Asociación Cultural","442","G-73659666","Dip. Avilés, Barrio del Rocío, s/n","30812","","","686 975 438","","","06/10/2009 0:00:00"
"Club Ciclista La Hoya-Lorca","Asociación Deportiva","443","G-73653354","Ctra, del Hinojar - Local Asoc. Vecinos","30816","","","","","","01/11/2009 0:00:00"
"Ásociación de Pensionistas y Jubilados del Barrio de Apolonia La Candelaria.","Club de Pensionistas","444","G-73636441","Avda. Fuerzas Armadas, 32","30800","","","617837359","","","22/06/2009 0:00:00"
"Club Ajedrez Torre Alfonsina","Asociación Deportiva","445","G-73645707","C/ Alameda de Cervantes, 14, Bj, P3","30800","","","609 908 018","","juanjo.motos@hotmail.com","11/09/2009 0:00:00"
"Asociación Deportiva Fútbol Lorca","Asociación Deportiva","446","G-73666554","C/ Juan XXIII, nº 1","30800","","","","","",""
"Club Arcolorca","Asociación Deportiva","447","G-30522676","Callejón de los Frailes, 12","30800","","","667 495 001","","arcolorca@hotmail.com","16/02/1996 0:00:00"
"Feria de Artesanía de la Región de Murcia (FERAMUR)","Ferias","448","G-30124564","Plaza del Caño, 1","30800","","","968 477 313","968 477 416                                       ","jgomez@camaracomlorca.es","16/03/1986 0:00:00"
"Asociación de Padres y Madres IES Nº 6 de Lorca","Asociación de Padres y Madres de Alumnos","451","G-73671695","Ramblilla de Tejares (Cañada de Morales), s/n","30800","","","678 150 729","","piliki74@hotmail.com","04/03/2010 0:00:00"
"Asociación Juvenil LORKOS","Asociación de Jóvenes","452","G-73661282","Avda. Juan Carlos I, nº 58, 3º D","30800","","","637 291 407","","","08/01/2008 0:00:00"
"Asociación Altay Trabajo Social","Asociación con Fines Asistenciales","453","G-73669186","C/ Martín Morata, 6 - 3º C","30800","","","617 452 807","","altaytrabajosocial@gmail.com","26/11/2009 0:00:00"
"Asociación Club Rugby de Lorca","Asociación Deportiva","454","G-73672677","C/ Panadería, 13 - 2º D","30800","","","678 398 586","","clubderugby@gmail.com","29/04/2010 0:00:00"
"Asociación de Vendedores de Mercados de Lorca","Organizaciones Profesionales","455","G-73355729","Huerto de la Rueda","30800","","","600 873 210","","","21/01/2005 0:00:00"
"Asociación Juvenil Musical Propiedad Privada","Asociación de Jóvenes","456","G-73672917","C/ Padre García, 23 bajo","30800","","","665 832 226","","","11/05/2010 0:00:00"
"Asociación Club Ban Gkok","Asociación Deportiva","457","G-73154072","C/ Bordadora Apolonia Ros - bajo","30800","","","649 952 001","","juan-carrasco@hotmail.com","22/10/2001 0:00:00"
"Asociación Cultural Virgen del Quinche","Asociación de Minorías Sociales","458","G-73694317","C/ Abellaneda, 92","30800","","","610 897 513","","","21/11/2010 0:00:00"
"Asociación Juvenil Medicina Musical de Lorca","Asociación de Jóvenes","459","G-73686388","Ctra. de la Almenara, s/n, Buzón 155, Parcela O - Puente Botero","30813","","","677 092 597","","josemasax_93@hotmail.com","01/05/2010 0:00:00"
"Lorca Féminas Asociación Deportiva","Asociación Deportiva","460","G-73673642","C/ Martín Morata, 39","30800","","","639 791 160","968 481 799                                       ","lorcafeminas@gmail.com","15/05/2010 0:00:00"
"Club de Petanca Ramonete","Asociación Deportiva","461","G-73696478","Las Librilleras, Panel 6, Bz. 210","30876","","","","","","29/11/2010 0:00:00"
"Asociación Cultural y Social Amigos de la Danza de Lorca y Puerto Lumbreras","Asociación Cultural","462","G-73659112","C/ Terrer Leonés, 2 - 1ª","30800","","","968 464 658","968 464 658                                       ","","22/01/2010 0:00:00"
"Sociedad Cinegética Confederada Cazalor","Asociación Deportiva","463","G-73692477","Avda. Portugal, 11","30800","","","968 406 486","968 441 884                                       ","","25/10/2010 0:00:00"
"Asociación, ludoteca y Servicios Comunitarios Aserlud","Asociaciones de ocio","464","G-73696221","C/ Calderón de la Barca, 3 - 2º F","30800","","","666 997 863","","","13/12/2010 0:00:00"
"Asociación Juvenil Rule","Asociación de Jóvenes","465","G-73710626","Alameda de los Tristes, nº 4, Esc. 2, planta 1ª, Puerta C","30800","","","637 961 419","","","30/10/2010 0:00:00"
"Club Deportivo Tenis de Mesa San Fernando","Asociación Deportiva","466","G-73708653","Avda. Europa, Edificio Millenium VII, 27B 2 1 A","30800","","","968 471 643","968 471 506                                       ","tenisdemesasanfernando@hotmail.com","25/03/2011 0:00:00"
"Asociación de Madres y Padres de Alumnos del Colegio Ginés Arcas Romera","Asociación de Padres y Madres de Alumnos","467","G-73712523","Zarcilla de Ramos, Carretera de Lorca","30810","","","968 499 714","","",""
"Plataforma de Afectados por los Terremotos de Lorca","Asociación con Fines Asistenciales","469","","C/ Ingeniero Juan Escofet, 26, 1º, Izda.","30800","","","","","","14/05/2011 0:00:00"
"Asociación Veteranos OJE Lorca","Asociación de Animación Sociocultural","470","G-73711509","Camino Vera, 180, bajo","30813","","","968 471 643","968 471 506                                       ","veteranosojelorca@hotmail.com","12/04/2011 0:00:00"
"Asociación Intercultural Boliviamur","Asociación de Minorías Sociales","472","G-73721433","Alameda Corregidor Lapuente, 5","30800","","","638 882 424","","","15/11/2010 0:00:00"
"Club Triatlon Lorca","Asociación Deportiva","473","G-73713232","Alameda Menchirón, 5 - 4º A","30800","","","636 114 565","","clubtriatlonlorca@hotmail.com","25/04/2011 0:00:00"
"Asociación Cazalla-Intercultural","Asociación de Animación Sociocultural","474","G-73556987","C/ Corredera, 36","30800","","","637 570 105","","masetorra@euroaccion.com","24/05/2007 0:00:00"
"Asociación Rociera de Lorca","Asociaciones de ocio","475","G-73726747","Dip. de Torrecilla, Ctra. de la Estación","30800","","","968 464 247","968 464 247                                       ","","05/04/2011 0:00:00"
"Asociación ANIKE VOLUNTARIOS","Asociación con Fines Asistenciales","477","G-73718611","Travesía Castillo Xiquena, nº 1, 2º B","30800","","","","","","11/02/2011 0:00:00"
"Asociación de Madres y padres del CEIP San José de Lorca","Asociación de Padres y Madres de Alumnos","478","G-30064869","Alameda de los Tristes, s/n","30800","","","","","","06/03/2003 0:00:00"
"Asociación Cultural Cristiana Casa de la Esperanza","Asociación Religiosa","479","G-73739021","C/ Atrio de Santa María, s/n","30800","","","616 380 629","","","20/10/2011 0:00:00"
"Asociación Deportiva Almendricos","Asociación Deportiva","480","G-30543540","Diputáción Almendricos, C/ Escuelas Viejas, s/n","30893","","","625 110 699","","","27/11/1996 0:00:00"
"Asociación Juvenil Donarte","Asociación de Jóvenes","481","G-73744559","Dip. Tercia, C/ Baldazos, nº 22","30815","","","634 421 154","","","22/01/2012 0:00:00"
"Asociación Ghaneses de Lorca","Asociación de Cooperación Social","496","G-73721565","Camino Viejo del Puerto, 52, Bj.","30800","","","698506180 - 698849667","","ghanalorca@yahoo.es",""
"Archicofradía de Jesús Resucitado","Asociación Religiosa","483","G-30133748","Colegiata de San Patricio","30800","","","968 468 089","","",""
"Grupo Cultural de Cante y Baile Andaluz Chico","Asociación Cultural","484","G-73582868","Dip. Tercia, Camino de Baldazos","30815","","","","","","05/05/2005 0:00:00"
"Asociación Trovera Ciudad del Sol","Cultural y tradiciones populares","485","G-73335408","Dip. Tercia, Camino Baldazos","30815","","","600 584 854","","","05/05/2005 0:00:00"
"Asociación de Jóvenes de Campillo","Asociación de Jóvenes","486","G-30146112","Carretera de Almenara, 56 - A","30813","","","652 647 002","","","26/08/1986 0:00:00"
"Sociedad de Socorros Mútuos La Unión Obrera","Asociación con Fines Asistenciales","487","G-30099394","C/ Alcalde Pelegrín Rodríguez, 20","30800","","","600 072 113","","","20/12/1985 0:00:00"
"Asociación Peña La Jarapa","Cultural y tradiciones populares","489","G-73055477","C/ Charco","30800","","","868 927 094 ","","","04/11/2001 0:00:00"
"Asociación Comarcal de Empresarios de Ganadería y Agricultura de la Comarca del Guadalentín","Organizaciones Empresariales","490","G-73600744","C/ Abad de los Arcos, 3","30800","","","968 460 261","968 444 604                                       ","","15/04/2008 0:00:00"
"Asociación Patchwork","Asociación Cultural","498","G-73707093","Avda. Juan Carlos I, nº 58, Pl. 5, Pta. 1","30800","","","630655341","","","23/01/2012 0:00:00"
"Club Ciclista Juan Zurano","Asociación Deportiva","500","G-30531180","C/ Alameda Cervantes, nº 1","30800","","","666842301","","",""
"Asociación de Nigeria en Lorca","Asociación de Minorías Sociales","507","G-73796716","Plaza Saavedra, 2 - 2º E","30800","","","632 130 784 / 602 085 196","","","03/09/2012 0:00:00"
"Asociación Cultural Metal Lorca","Asociación Cultural","501","G-73772782","Alameda de Cervantes, Residencial Las Palmeras, nº 60, Esc I, Pl. 3º Pta. A","30800","","","","","","03/09/2012 0:00:00"
"Asociación GEAC","Organizaciones Profesionales","502","G-73768830","C/ Marco Alcázar (Diputación Cazalla), nº 9","30813","","","","","","24/09/2012 0:00:00"
"Asociación Cultural El Arte del Bordado en Lorca y su Puesta en Escena en sus Desfiles Bíblico Pasionales.","Cultural y tradiciones populares","508","G-73797755","C/ Presbítero Emilio García, 5 - 2º","30800","","","630 520 882","968 471 620                                       ","candidaturaunesco@lorca.es","15/11/2012 0:00:00"
"ASTRADE, Asociación para la Atención de Personas con Trastornos del Desarrollo de la Región de Murcia","Asociación con Fines Asistenciales","503","G-30508931","C/ Francisco Escobar Balberán, s/n","30800","","","968470996","968119100","astrade@astrade.es","27/05/1996 0:00:00"
"Asociación para Personas con Síndrome de Down de la Comarca de Lorca (DOWNLORCA)","Asociación de Discapacitados","509","G-73788382","Travesía Juan Carlos I, 12 - 5 - Bajo - K","30800","","","669 522 736","","downlorca@hotmail.com","22/02/2013 0:00:00"
"Asociación Huertos de tu Tierra - Ciudad del Sol ","Asociación de Defensa del Medioambiente.","504","G-73773285","Camino Pedazo de Afuera - La Hoya, P-29, B- 03","30816","","","630352945","","","03/11/2012 0:00:00"
"Asociación Fray Alonso de Vargas (AFAV)","Asociación Cultural","510","G-73801672","C/ Alonso de Vargas, s/n, Taberna La Luz","30800","","","","","","24/01/2013 0:00:00"
"Club Deportivo La Lagartija","Asociación Deportiva","505","G-73772378","C/ José Mouliáa, nº 31","30800","","","607623565","","juancar31@wanadoo.es","25/09/2012 0:00:00"
"Asociaciación de Vecinos del Barrio del Calvario","Asociación de Vecinos","511","G-30144646","C/ Cabezo de Vélez, 6","30800","","","696 244 931 / 687 388 580","","antoniolorca-@hotmail.com","26/06/1980 0:00:00"
"Asociación Cultural Amigos de las Sevillanas Tercia","Cultural y tradiciones populares","515","G-73571101","Camino Villaespesa Local Social","30815","","","656810731","","","08/01/2008 0:00:00"
"Asociación Patrimonio Musical y Amigos de la Música de Lorca","Asociación Cultural","512","G-73809337","Dip. Purias, Carretera de Aguilas, Km. 72, Panel 27- Buzón 8","30813","","","679 186 633","","","24/05/2013 0:00:00"
"Hermandad Nuestra Señora del Rocío de Lorca","Cultural y tradiciones populares","516","","C/ Nogalte, 33","30800","","","633793954","","","12/11/2013 0:00:00"
"Club de Rugby de Lorca","Asociación Deportiva","513","G-73672677","C/ Panadería, nº 3, Pl. 2, Pta. D","30800","","","","","clubderugbylorca@gmail.com","23/04/2010 0:00:00"
"Asociación Empresarios Minoristas de Venta en Plaza Abastos y Calles Adyacentes","Organizaciones Empresariales","517","G-73783128","C/ Abad de los Arcos, 3","30800","","","679 415 403","968 464 181                                       ","contacto@embutidos molina.com","16/12/1993 0:00:00"
"Asociación Nueva Vida de Totana","Asociación con Fines Asistenciales","518","G-73811051","C/ Ortega Melgares, 18 - 3º E","30800","","","632 728 074","","",""
"Club de Ajedrez Lorca","Asociación Deportiva","68","G-30346845","Alameda de la Constitucióin, s/n","30800","","","968 470 526","","",""
"Asociación Belenista de Lorca","Cultural y tradiciones populares","126","G-73008922","C/ Mazarróan, nº 2","30800","","","650 889 667","","belenistasdelorca@hotmail.com","01/11/1998 0:00:00"
"Asociación de Productores y Consumidores de Productos Naturales del Guadalentín","Organizaciones Profesionales","228","G-73291775","Avda. Juan Carlos I, 39","30800","","","","","","01/12/2003 0:00:00"
"Ayuda a los Niños de Bolivia","Asociación con Fines Asistenciales","290","G-73400913","C/ Los Guiraos, 15","30800","","","C/ Los Guiraos, 15","","","14/10/2005 0:00:00"
"FUNDACIÓN UNICEF. COMITE ESPAÑOL","Asociación de Cooperación Social","293","G-28382406","","","","","","","",""
"Federación Espartaria","Asociación Cultural","519","G-73832495","Dip. La Paca, Avda. Juan Carlos I, 5","30812","","","696 184 018 - 610039099","","","10/05/2013 0:00:00"
"San Francisco Lorca, C.D.","Asociación Deportiva","520","G73830051","C/ Obispo Alburquerque, nº 2 - 2º E","30800","","","669574142","901777423","administracion@sanfranciscolorcacd.com","01/02/2014 0:00:00"
"Asociación Amigos de la Cultura","Asociación Cultural","521","G30040752","C/ Poeta Gimeno Castellar, s/n","30800","","","","","info@amigosde la cultura.org","23/07/1979 0:00:00"
"Fotolorca Asociación Fotográrfica José Rodrigo de Lorca","Asociaciones de ocio","522","G-73831380","C/ Santa Paula, 9 - 4º B","30800","","","","968463252","","04/02/2014 0:00:00"
"Asociación Recreativa Fitness","Asociación Deportiva","523","G-73150174","C/ Fulgencio Martínez, 26","30812","","","630707035","","","11/04/2014 0:00:00"
"Asociación de Enfermedades Raras D'Genes","Sin Tipo","525","G-73567935","C/ Jerónimo Santa Fe, 9 - 1º B","30800","","","696141708","","info@dgenes.es","25/01/2008 0:00:00"
"Centro Islámico de Lorca Tawhid","Asociación Religiosa","524","g-73407819","C/ Juan de Toledo, 1 -1","30800","","","660460140","","","05/12/2005 0:00:00"
"MUJERES UNIDAS EN EL MUNDO APORTANDO AL DESARROLLO MHAM MUAD ONG","Asociación de Mujeres","526","G-73437360","C/ Cerro de la Muela, s/n. Polígono Los Peñones","30800","","","615 449 384","","","16/06/2014 0:00:00"
"Club de Pensionistas y Jubilados de Zarzadilla de Totana","Club de Pensionistas","527","G-73041824","C/ San Miguel, Zarzadilla de Totana (Centro Social)","30814","","","","","","12/05/1998 0:00:00"
"FEDERACIÓN DE PERSONAS SORDAS DE LA REGIÓN DE MURCIA (FESORMU)","Asociación de Discapacitados","528","G-30430516","C/ Travesía Benemérita, Bajo, 2","30800","","","968 220 475","","fesormu@fesormu.org","05/06/1994 0:00:00"
"Asociación Nuevos Lorquinos","Asociación con Fines Asistenciales","529","G-73713430","C/ José Mouliaa, 48","30800","","","692 066 946","","nuevoslorquinos@hotmail.com","07/06/2011 0:00:00"
"CLUB CICLOSENDERISTA EL GIGANTE","Asociación Deportiva","530","G-73641813","LA PARROQUIA, C/ FUENSANTA, 9","30811","","","666925353","","clubciclistaelgigante@gmail.com","01/06/2009 0:00:00"
"ASOCIACIÓN DE PADRES DE NIÑOS DEL CENTRO DE ATENCIÓN TEMPRANA DEL EXCMO. AYUNTAMIENTO DE LORCA","Asociación de Padres y Madres de Alumnos","531","G-30388045","C/ FRANCISCO ESCOBAR BARBERÁN, S/N. CASA DE LAS ONG´S","30800","","","662620589","","apatlorca2013@gmail.com","14/03/1986 0:00:00"
"CLUB DE ESGRIMA LORCA","Asociación Deportiva","532","G-73869182","C/ LOS NARANJOS, 6 - 2º D","30800","","","675326465","","clubesgrimalorca@gmail.com","17/11/2014 0:00:00"
"ASOCIACIÓN PARA EL DESARROLLO DE LAS TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES","Asociación Cultural","533","G-73622945","C/ Abad de Los Arcos, nº3 - 3º","30800","","","968460261","","desarrollo@adetic.es","30/03/2009 0:00:00"
"ASOCIACIÓN CULTURAL BOLIVIA CORAZÓN DE AMÉRICA LORCA","Asociación Cultural","534","G-73885923","AVDA. JUAN CARLOS I, 4 - 7º B","30800","","","608069950","","","13/12/2014 0:00:00"
"ESCUELA DE KUNGFU EL BOSQUE","Asociación Deportiva","535","G-73859571","C/ LORENZO SOTO SOTO, 2 - 3º A","30800","","","606567770","","sagtai@hotmail.com","15/09/2014 0:00:00"
"CLUB DE FÚTBOL AMERICANO MUNSTANG'S","Asociación Deportiva","536","G-73885113","CTRA. ALMENARA, 179. CAMINO CASA ROMERO, BUZÓN 36, PANEL 29","30813","","","666601141","","mustangsocfa@gmail.com","13/05/2015 0:00:00"
"ASOCIACIÓN DE VECINOS MONTIFELI","Asociación de Vecinos","537","G-73857856","DIP. AGUADERAS, CAMINO DE LA MALVALOCA, ORILLA Y PIÑERO","30815","","","639778653","","","12/10/2014 0:00:00"
"AGRUPACIÓN DEPORTIVO CULTURAL DE MONTAÑEROS Y SENDERISTAS LORQUINOS SIGISMONDI","Asociación Deportiva","538","G-73901688","CAMINO VIEJO DEL PUERTO - BAR LAS TORRES-","30800","","","610893600","","","09/11/2015 0:00:00"
"ASOCIACIÓN DE MAYORES DE LOS CEGARRAS - NOGALTE","Club de Pensionistas","539","G-73886756","CENTRO SOCIAL DE LA DIP. NOGALTE","30890","","","968 409 565","","","16/04/2015 0:00:00"
"ASOCIACIÓN JUVENTUDES MUSICALES COMARCA DEL GUADALENTÍN","Asociación Cultural","540","G-73883530","CALLE FORJADORES, 12","30800","","","616 098 496","","","11/01/2015 0:00:00"
"ASOCIACIÓN DE VECINOS NUEVA AVENIDA EUROPA"," Asociación de Amas de Casa","541","G-73911471","C/ DOLORES BLAYA CUETO, 2 - 1º C","30800","","","600037113","","","01/10/2015 0:00:00"
"ASOCIACIÓN LOS PARADOS DE LORCA SE MUEVEN"," Asociación de Amas de Casa","542","G-73902470","AVDA. DE LOS ÁNGELES, 7","30800","","","609600504","","","23/10/2015 0:00:00"
"FUNDACIÓN CEPAIM - ACCIÓN INTEGRAL CON MIGRANTES","Asociación de Animación Sociocultural","543","G-73600553","PLAZA DE SAN JOSÉ, BAJO 15-1","30800","","","671714810 - 968 465467","968823738","pplozano@cepaim.org","30/07/2008 0:00:00"
"ASOCIACIÓN LORCA POR SU PATRIMONIO CULTURAL","Asociación Cultural","544","G-73908071","C/ ORTEGA MELGARES CABALLÓN, 8 - 3º - 1º","30800","","","660280241","","lorcapatrimonio@gmail.com","31/03/2016 0:00:00"
"ASOCIACIÓN DE ARTE ALTERNATIVO DE LORCA","Asociación de Animación Sociocultural","545","G-73910432","C/ Mariano Miguel del Corral, 7, Esc. 7, Bajo Izq.","30800","","","609522203","","gloryroller@gmail.com","16/01/2016 0:00:00"
"ASOCIACIÓN CULTURAL AMIGOS DE LAS TRADICIONES DE PUNTAS DE CALNEGRE","Asociación Cultural","546","G-73922569","Dip. Ramonete, Puntas de Calnegre, 24","30876","","","626603111","","","03/12/2015 0:00:00"
"Club de Fútbol Lorca Deportiva","Asociación Deportiva","547","G-73763724","Avda. de Portugal, 8 - Bajo","30800","","","657055682","","lorcadeportiva@lorca.es","27/07/2012 0:00:00"
"Asociación de Vendedores Ambulantes de la Comarca del Guadalentín","Organizaciones Profesionales","548","G-73926669","C/ Abad de los Arcos, 3","30800","","","968460261","968444604","info@ceclor.net",""
"Asociación Deportiva #Retoyosipuedo","Asociación Deportiva","549","G-73903858","Alameda de la Constitución, s/n -Casa del Deporte-","30800","","","607612728","","teamretoyosipuedo@gmail.com","17/11/2015 0:00:00"
"Asociación de Ayuda al Enfermo Renal, ADAER","Asociación con Fines Asistenciales","550","G-30576417","Avenida de la Salud, 7","30800","","","626865415","968230780","adaer@adaer.org","08/11/1997 0:00:00"
"Peña Madridista de Lorca Club Deportivo","Asociación Deportiva","551","G-73930406","Plaza Real, 3","30800","","","607376594","968471033","pmadridistaciudadelsol@hotmail.com","25/04/2016 0:00:00"
"Obra Social Santa Luisa de Marillac","Asociación con Fines Asistenciales","552","R-3000062D","C/ Sor Matilde García, 31","30800","","","669574139","","calasanz1@hotmail.com",""
"Peña Motera Custom Lorca","Asociación Deportiva","553","G-73912081","C/ Pintor Navarro Morata, nº 1, Esc. 8, Pl. 3, Pta. A","30800","","","627246907","","info@customlorca.es","21/02/2015 0:00:00"
"Asociación Deportiva de Amigos Cuco Lorquino Colillano","Asociación Deportiva","554","G-73954729","Avda. de Portugal, 15 Bajo","30800","","","627488539","","cucolorquino@lorca.es","22/02/2017 0:00:00"
"Foro de Estudio y Asesoramiento sobre Educación Física y Deporte","Asociación Deportiva","555","G-73033706","C/ Rubén Darío , Ed. Dr. Arcas, 5 - 4º D","30800","","","661682747","","juanortunoc@hotmail.com",""
"Club Taurino de Lorca","Asociaciones de ocio","556","G-30503726","Ctra. de Águilas, Purias, Panel 20, Buzón 3","30813","","","679179672","","clubtaurinodelorca@gmail.com","15/04/1996 0:00:00"
"Federación de Cooperativas Agrarias de la Región de Murcia, Unión de Cooperativas -FECOAM-","Asociación de Cooperación Social","557","F301154441","Camino de Cartagena","30815","","","968351282","","fecoam|@fecoam.es","15/10/1986 0:00:00"
"Grupo Solidario Camino de la Esperanza","Asociación con Fines Asistenciales","558","G-73851750","Dip. La Hoya, Ctra. Nueva, 82","30816","","","679251340","","ibarcas@hotmail.com","22/11/2013 0:00:00"
